Word	cs
erode	erodovat
erosion	eroze
erotic	erotický
erotica	erotika
err	chybovat
errand	objednání
errant	chybějící
erratic	nepravdivé
erratum	tisková chyba
erroneous	chybný
error	chyba
erst	NO TRANSLATION
erudite	erudite
erupt	vybuchnout
eruption	výbuch
escalade	eskalovat
escalate	eskalovat
escalating	stupňující
escalation	eskalace
escalator	jezdící schody
escape	uniknout
escaped	unikl
escarpment	sráz
eschew	vyhýbat se
escort	doprovod
escrow	escrow
esophagus	jícen
esoteric	esoterický
especial	NO TRANSLATION
espionage	špionáž
espouse	přijmout
espresso	espresso
esprit	esprit
esquire	vážený pan
essay	esej
essayist	esejista
essence	podstata
essential	nezbytný
essentially	v podstatě
establish	vytvořit
established	založeno
establishment	zřízení
estate	majetek
esteem	úcta
esteemed	vážený
esthetic	estetický
estimable	odhadnutelný
estimate	odhad
estimation	odhad
estoppel	estoppel
estranged	odcizený
estrogen	estrogen
estuary	ústí
etch	leptat
etching	leptání
eternal	věčný
eternity	věčnost
ethanol	ethanol
ether	éter
ethereal	éterický
ethic	etický
ethical	etický
ethics	etika
ethnic	etnický
ethnography	etnografie
etiology	etiologie
etiquette	etiketa
etymology	etymologie
eucalyptus	eukalyptus
euchre	karetní hra
eugenics	eugenika
eulogistic	pochvalný
eulogium	eulogium
eulogize	velebit
eulogy	velebení
euphemism	eufemismus
euphoria	euforie
euphoric	euforický
euro	euro
euthanasia	euthanasie
evacuate	evakuovat
evacuation	evakuace
evade	vyhnout se
evaluate	vyhodnotit
evaluation	hodnocení
evanescence	evanescence
evangelical	evangelický
evangelist	evangelista
evangelistic	evangelistická
evaporate	odpařte
evaporation	vypařování
evasion	vyhýbání se
evasive	vyhýbavý
eve	předvečer
evening	večer
evens	NO TRANSLATION
event	událost
eventful	rušný
eventual	eventuální
eventuality	možnost
evergreen	evergreen
everlasting	věčný
evermore	vždycky
everyday	každý den
everyman	každý muž
evict	vypudit
eviction	vystěhování
evidence	důkaz
evident	evidentní
evidentiary	důkazní
evil	zlo
evoke	vyvolat
evolution	vývoj
evolutionary	evoluční
evolve	rozvíjet se
ewe	ovce
ex	např
exacerbate	zhoršuje
exacerbation	exacerbace
exact	přesný
exacting	náročný
exaggerate	přehánět
exaggerated	přehnaný
exaggeration	přehánění
exalt	oslavovat
exaltation	exaltaci
exalted	vyvýšený
exam	zkouška
examination	zkouška
examine	přezkoumat
examiner	zkoušející
example	příklad
exasperated	rozčilený
exasperation	podráždění
excavate	vybagrovat
excavation	výkopy
excavator	rypadlo
exceed	překročit
exceeding	překročení
excel	vynikat
excellence	excelence
excellent	vynikající
excelsior	excelsior
excepting	s výjimkou
exception	výjimka
exceptional	výjimečný
excerpt	výňatek
excess	přebytek
excessive	nadměrný
excessively	nadměrně
exchange	výměna
excise	spotřební daň
excision	vyříznutí
excitability	vzrušivost
excitable	vzrušující
excitation	excitace
excite	rozrušit
excited	vzrušený
excitement	vzrušení
exciting	vzrušující
exclaim	zvolat
exclamation	výkřik
exclude	vyloučit
excluded	vyloučeno
excluding	s výjimkou
exclusion	vyloučení
exclusive	výhradní
excrement	exkrementy
excretion	vylučování
excruciating	nesnesitelné
excursion	výlet
excuse	omluva
exec	exec
execute	vykonat
execution	provedení
executioner	kat
executive	výkonný
executor	vykonavatel
exegesis	exegeze
exemplar	exemplar
exemplary	příkladný
exemplify	příklad
exempt	vyloučeno
exemption	osvobození
exercise	cvičení
exert	vyvíjet
exertion	námaha
exhale	vydechněte
exhaust	vyčerpat
exhausted	vyčerpaný
exhaustion	vyčerpání
exhaustive	vyčerpávající
exhibit	exponát
exhibition	výstava
exhilarated	vzrušený
exhilarating	osvěžující
exhilaration	rozjařenost
exhort	nabádat
exhortation	napomenutí
exhumation	exhumace
exhume	exhumovat
exigent	NO TRANSLATION
exile	vyhnanství
exist	existovat
existence	existence
existent	existující
existential	existenciální
existing	existující
exit	výstup
exodus	exodus
exonerate	ospravedlnit
exorbitant	horentní
exorcism	zaříkání
exorcist	exorcist
exotic	exotický
expand	rozšířit
expanded	rozšířený
expanse	rozloha
expansion	expanze
expansive	expanzivní
expatriate	expatriátu
expect	očekávat
expectance	očekávání
expectancy	očekávání
expectant	očekávání
expectation	očekávání
expected	očekávaný
expecting	očekávání
expediency	účelnost
expedient	výhodný
expedite	urychlit
expedition	expedice
expeditious	rychlé
expel	vyloučit
expendable	postradatelný
expenditure	výdajů
expense	náklady
expenses	výdaje
expensive	drahý
experience	Zkusenosti
experienced	zkušený
experiences	zkušenosti
experiment	experiment
experimental	experimentální
experimentation	experimentování
experimenter	experimentátor
expert	expert
expertise	odbornost
expiration	vypršení
expire	vyprší
expired	vypršela platnost
expiry	uplynutí
explain	vysvětlit
explanation	vysvětlení
explanatory	vysvětlující
expletive	vyčerpávající
explication	vysvětlení
explicit	explicitně
explode	explodovat
exploit	využívat
exploitation	vykořisťování
exploration	průzkum
exploratory	průzkumný
explore	prozkoumat
explorer	badatel
explosion	exploze
explosions	výbuchy
explosive	explozivní
expo	expo
exponent	exponent
exponential	exponenciální
export	vývozní
exportation	vývoz
expose	odhalit
exposed	vystaveno
exposition	expozice
expository	expository
exposure	expozice
expound	vysvětlit
express	vyjádřit
expression	výraz
expressive	expresivní
expressway	dálnice
expropriation	vyvlastnění
expulsion	vyhoštění
exquisite	vynikající
exquisitely	nádherně
extant	existující
extend	rozšířit
extendable	prodloužení
extended	rozšířeno
extension	rozšíření
extensive	rozsáhlý
extent	rozsah
exterior	vnější
exterminate	vyhladit
extermination	vyhlazení
exterminator	exterminátor
external	externí
externally	navenek
extinct	vyhynulý
extinction	zánik
extinguish	uhasit
extinguisher	hasicí přístroj
extol	vychvalovat
extort	vydírat
extortion	vydírání
extra	další
extract	výpis
extracting	extrakci
extraction	extrakce
extractor	extraktor
extracurricular	mimoškolní
extradition	vydání
extrajudicial	mimosoudní
extramural	extramural
extraneous	cizí
extraordinaire	extraordinaire
extraordinary	mimořádný
extraterrestrial	mimozemský
extravagance	extravagance
extravagant	extravagantní
extravaganza	extravagance
extreme	extrémní
extreme anticipation	extrémní očekávání
extreme disgust	extrémní znechucení
extreme surprise	extrémní překvapení
extreme trust	extrémní důvěra
extremely	velmi
extremely negative	extrémně negativní
extremely positive	velmi pozitivní
extremity	končetina
extricate	vyprostit
extrinsic	vnější
extrusion	vytlačování
exuberance	exuberance
exude	vyzařovat
eye	oko
eyeball	oční bulva
eyebrow	obočí
eyeful	oko
eyeglass	brýle
eyeglasses	brýle
eyelash	řasa
eyelet	poutko
eyeliner	oční linky
eyepiece	okulár
eyes	oči
eyesight	zrak
eyewitness	očitý svědek
fab	fab
fable	bajka
fabled	legendární
fabric	tkanina
fabricate	vyrobit
fabricated	vyrobeno
fabrication	výroba
fabulous	báječný
facade	fasáda
face	tvář
faceless	bez tváře
facet	aspekt
facial	tvář
facile	NO TRANSLATION
facilitate	usnadnit
facility	zařízení
facing	čelí
facsimile	faksimile
fact	skutečnost
faction	frakce
factor	faktor
factory	továrna
facts	fakta
factual	věcné
faculties	fakult
faculty	fakulta
fad	fad
fade	slábnout
faded	vybledlý
faeces	fekálie
fag	teplouš
faggot	otýpka
fail	selhat
failing	selhání
failure	selhání
fain	NO TRANSLATION
faint	chabý
fainting	mdloby
fair	veletrh
fairly	spravedlivě
fairness	spravedlnost
fairway	fairway
fairy	víla
faith	víra
faithful	věřící
faithfulness	věrnost
faithless	nevěřící
fake	falešný
faker	faker
falafel	falafel
falcon	sokol
fall	podzim
fallacious	klamný
fallacy	klam
fallback	ustoupit
fallible	omylný
falling	padající
fallopian	falešný
fallout	vypadnout
fallow	ležící ladem
false	NEPRAVDIVÉ
falsehood	lež
falsely	falešně
falsification	falšování
falsified	falsified
falsify	falšovat
falsity	faleš
falter	váhat
fame	sláva
famed	proslulý
familiar	znát
familiarity	obeznámenost
familiarize	seznámit se
family	rodina
familytime	rodinná doba
famine	hladomor
famished	hladoví
famous	slavný
famously	skvěle
fan	fanoušek
fanatic	fanatik
fanatical	fanatický
fanaticism	fanatismus
fanciful	smyšlený
fancy	ozdobný
fandango	fandango
fanfare	fanfára
fang	NO TRANSLATION
fangs	zuby
fanning	větrání
fantasia	fantasie
fantasize	fantazírovat
fantastic	fantastický
fantasy	fantazie
faraway	daleko
farce	fraška
farcical	fraškovitý
fare	jízdné
farewell	rozloučení
farm	hospodařit
farmer	zemědělec
farmhouse	statek
farming	zemědělství
farmland	zemědělská půda
faro	faro
fart	prd
farther	dál
fascia	fascia
fascinate	fascinovat
fascinated	fascinován
fascinating	fascinující
fascination	okouzlení
fascism	fašismus
fascist	fašistický
fashion	móda
fashionable	módní
fastball	fastball
fasten	připevnit
fastener	spojovací materiál
fastening	upevnění
fasting	půst
fat	Tlustý
fatal	fatální
fatalism	fatalismus
fatality	osudovost
fate	osud
fated	fated
fateful	osudný
fathead	hlava
father	otec
fatherhood	otcovství
fatherland	otčina
fatherly	otcovský
fathom	sáh
fatigue	únava
fatigued	unavený
fatso	fatso
fatten	vykrmit
fatty	tukové
faucet	kohoutek
fault	chyba
faultless	bezchybný
faulty	vadný
faun	faun
fauna	fauna
faux	faux
favor	laskavost
favorable	příznivý
favorite	oblíbený
favoriteholiday	NO TRANSLATION
favoritism	protekcionářství
fawn	kolouch
fax	fax
faze	NO TRANSLATION
fear	strach
feared	obával se
fearful	strach
fearfully	strašně
fearing	strach
fearless	nebojácný
fears	obavy
fearsome	strašidelný
feasibility	proveditelnost
feasible	proveditelný
feast	hody
feat	výkon
feather	Pírko
feathered	pernaté
feature	Vlastnosti
features	funkce
febrile	febrilní
fecal	fekální
feces	výkaly
fecundity	úrodnost
fed	krmení
federal	federální
federation	federace
fedup	naštvaný
fee	poplatek
feeble	slabý
feed	krmivo
feedback	zpětná vazba
feeder	podavač
feel	cítit
feelgood	cítit se dobře
feeling	pocit
feelingdown	NO TRANSLATION
feelinggood	NO TRANSLATION
feet	nohy
feign	předstírat
feigned	předstíraný
feisty	Divoké
felicity	štěstí
feline	Kočkovitý
fell	klesl
feller	sběratele
fellow	chlapík
fellowship	přátelství
felon	zločinec
felony	zločin
felt	cítil
female	ženský
feminine	ženský
femininity	ženskost
feminism	feminismus
feminist	feminismu
femme	NO TRANSLATION
femoral	stehenní
femur	stehenní kost
fen	NO TRANSLATION
fence	plot
fenced	oplocený
fencing	oplocení
fend	Fend
fender	blatník
fennel	fenykl
ferment	kvasit
fermentation	kvašení
fern	kapradina
ferocious	divoký
ferocity	divokost
ferret	fretka
ferry	trajekt
ferryboat	NO TRANSLATION
fertile	plodná
fertility	plodnost
fertilize	oplodnit
fertilizer	hnojivo
fervent	vroucí
fervor	zápal
fess	fess
fest	fest
festival	festival
festive	slavnostní
fetal	fetální
fetch	vynést
fete	NO TRANSLATION
fetish	fetiš
fetus	plod
feud	svár
feudal	feudální
feudalism	feudalismus
fever	horečka
feverish	horečka
fiancee	NO TRANSLATION
fiasco	fiasko
fiat	fiat
fib	fib
fiber	vlákno
fiberglass	laminát
fibrosis	fibróza
fibrous	vláknitý
fickle	nestálý
fiction	beletrie
fictional	smyšlený
fictitious	fiktivní
fiddle	housle
fiddler	houslista
fidelity	věrnost
fidgety	neposedný
fiduciary	fiduciář
field	pole
field hockey	pozemní hokej
fielder	fielder
fiend	zloduch
fiendish	otřesný
fierce	divoký
fiery	ohnivý
fiesta	fiesta
fiesty	NO TRANSLATION
fifteen	patnáct
fifty	padesáti
fig	obr
fight	boj
fighter	bojovník
fighting	bojování
fights	bojuje
figment	vyplývá
figurative	figurativní
figure	postava
figurine	figurka
filament	vlákno
filamentous	vláknitý
file	soubor
filet	filet
filibuster	filibuster
filigree	filigránka
filing	podání
filings	piliny
fill	vyplnit
filler	plnivo
fillet	filé
filling	plnicí
filly	klisnička
film	film
filmmaker	filmmaker
filmy	NO TRANSLATION
filter	filtr
filth	špína
filthy	špinavý
filtration	filtrace
fin	NO TRANSLATION
final	finále
finale	finále
finalist	finalista
finality	konečnost
finalize	dokončit
finalized	dokončeno
finally	Konečně
finance	finance
financial	finanční
financier	finančník
finch	pěnkava
find	nalézt
finder	nálezce
finding	nález
fine	v pořádku
finery	nádhera
finesse	finesa
finger	prst
fingernail	nehet
fingerprint	otisk prstu
fingerscrossed	NO TRANSLATION
finish	Dokončit
finished	dokončeno
finite	konečný
fink	fink
fir	jedle
fire	oheň
firearm	střelná zbraň
firearms	střelné zbraně
fireball	ohnivá koule
firecracker	kaskadérka
firefight	požár
firefighter	hasič
firefly	světluška
firehouse	firehouse
firelight	ohně
fireman	hasič
fireplace	krb
firepower	palebná síla
fireproof	protipožární
fireside	ohniště
firestorm	ohnivá bouře
firewall	firewall
firewood	palivové dříví
firework	ohňostroj
fireworks	ohňostroj
firing	vypalování
firm	firma
firmament	obloha
firmly	pevně
firmness	pevnost
first	První
firstborn	prvorozený
firstworldprobs	NO TRANSLATION
fiscal	fiskální
fish	Ryba
fisherman	rybář
fishery	rybolov
fishing	rybolov
fishing boat	rybářská loď
fishy	rybí
fissile	štěpitelný
fission	štěpení
fissure	praskliny
fist	pěst
fistfight	pěstní souboj
fistful	fistful
fistula	píštěle
fit	vejít se
fitness	zdatnost
fits	se hodí
fitted	vybaveno
fitting	montáž
fittings	kování
five	Pět
fiver	pětka
fix	opravit
fixable	opravitelný
fixation	fixace
fixed	pevný
fixer	fixátor
fixture	příslušenství
fixtures	příslušenství
fizz	šumět
fjord	fjord
flabbergast	ohromit
flabbergasted	ohromený
flabby	ochablý
flaccid	klidný
flag	vlajka
flagging	označování
flagpole	stožár
flagrant	flagrantní
flagship	vlajková loď
flagstaff	stožár
flair	chuť
flak	flak
flake	vločka
flaky	vločkovitý
flamboyant	okázalý
flame	plamen
flamethrower	plamenomet
flaming	planoucí
flamingo	plameňák
flammable	hořlavý
flan	dort
flange	příruba
flank	bok
flanked	lemované
flanking	lemování
flannel	flanel
flap	klapka
flapping	klapání
flare	světlice
flares	světlice
flaring	spálení
flash	blikat
flashback	flashback
flashing	bliká
flashlight	svítilna
flashy	oslnivý
flask	baňka
flat	ploché
flatbed	plochá postel
flatfoot	plochá noha
flatness	plochost
flatten	vyrovnat
flatter	lichotit
flattered	lichotivé
flattering	lichotivý
flattery	lichocení
flatulence	nadýmání
flaunt	chlubit se
flavor	příchuť
flaw	chyba
flawed	chybné
flawless	bezchybný
flea	blecha
fleabag	fleabag
fled	utekl
flee	uprchnout
fleece	fleece
fleet	Flotila
fleeting	prchavý
flesh	maso
fleshy	masitý
flex	flex
flexibility	flexibilita
flexible	flexibilní
flexin	flexin
flexion	ohnutí
flick	švihnutí
flicker	blikat
flickering	blikající
flier	letec
flight	let
flighty	letě
flimsy	křehký
flinch	flinch
fling	fling
flint	pazourek
flip	flip
flip flop	žabky
flipper	ploutev
flipping	převrácení
flirt	flirtovat
flirtation	flirtování
flirting	flirtující
flirty	koketní
float	plovák
floater	floater
flock	stádo
flog	bičovat
flood	zaplavit
floor	podlaha
flooring	podlaha
floozy	flóra
flop	flop
floppy	floppy
flora	flóra
floral	květinový
florist	květinář
floss	nitě
flotation	flotace
flounder	platýs
flour	mouka
flourish	vzkvétat
flow	tok
flower	květ
flowering	kvetoucí
flowers	květiny
flowery	květinový
flows	protéká
flu	chřipka
fluctuate	kolísat
fluctuating	kolísavý
fluctuation	kolísání
flue	kouř
fluency	plynulost
fluent	plynulý
fluff	chmýří
fluffy	načechraný
fluid	tekutina
fluidity	tekutost
fluke	fluke
flunk	propadnout
flunky	flunky
fluorescence	fluorescence
fluorescent	fluorescenční
flurries	vzrušení
flurry	vzrušení
flush	flush
flustered	otupělý
flute	flétna
fluted	skloněný
flutter	třepetání
fluvial	říční
flux	toku
fly	létat
flyboy	flyboy
flyer	leták
flying	letící
flywheel	setrvačník
foal	hříbě
foam	pěna
foaming	pěnění
foamy	pěnivý
fob	fob
focal	ohnisková vzdálenost
focus	soustředit se
fodder	krmivo
foe	nepřítel
fog	mlha
foggy	mlha
foil	fólie
foiled	vyhnáno
fold	složit
folded	složené
folder	složky
foliage	olistění
folio	folio
folk	lidové
folklore	folklór
