Word	uk
dreamy	мрійливий
dreary	мріє
dredge	екскаватор
drenched	засохлий
dress	плаття
dresser	комод
dressmaker	одягалка
dressy	одягнений
dribble	NO TRANSLATION
dried	висушений
drier	сушарка
drift	дрейф
drifted	дрейфував
drifter	дрифтер
driftwood	дріфтвуд
drill	свердлити
drink	пити
drinker	пити
drinking	пити
drinks	напої
drip	капати
dripping	капає
drive	їхати
drivel	дихати
driver	водій
driveway	під'їзд
drizzle	мряка
droll	задирати
drone	дурень
drones	дрони
drool	падати
drooping	падіння
droopy	занурення
drop	падіння
droplet	крапелька
dropout	Викинути
dropper	піпетка
drought	посуха
drove	NO TRANSLATION
drown	топити
drowsiness	сонливість
drowsy	сонний
drudgery	жорстокість
drug	наркотик
drug dealing	торгівля наркотиками
drugged	наркотик
druggist	аптека
drugs	наркотики
drugstore	аптека
druid	друїд
drum	барабан
drummer	барабанщик
drumming	барабан
drunk	п'яний
drunk driving	п'яне водіння
drunkard	п'яниця
drunken	п'яний
drunkenness	пияцтво
dry	сухий
dryer	сушарка
dryness	сухість
dual	подвійний
dualism	дуалізм
duality	подвійність
dub	дуб
dubious	сумнівний
duchess	герцогиня
duck	качка
ducking	занурення
duckling	каченя
ducky	дурний
duct	протока
ductile	пластичний
dud	Дуд
dude	чувак
duds	дудс
due	за рахунок
duel	поєдинок
dues	збори
duet	дует
duffel	душ
dugout	землянка
duh	Дух
duke	герцог
dull	нудний
dullard	пухнастий
dumb	німий
dumbasses	бездумні
dumbbell	гантель
dumbbitch	NO TRANSLATION
dumfound	подумав
dumfounder	NO TRANSLATION
dummy	манекен
dump	звалище
dumpling	пельмені
dumps	звалища
dumpster	контейнер для сміття
dun	дун
dunce	дунці
dune	дюни
dung	NO TRANSLATION
dungeon	підземелля
dunk	гниє
duo	дует
dupe	Дюп
duplex	дуплекс
duplicate	дубльований
duplication	дублювання
duplicity	двоякость
durability	довговічність
durable	міцний
duration	тривалість
duress	примус
dusk	сутінки
dusky	пухкий
dust	пил
duster	шум
dustpan	сміття
dusty	пильний
dutiful	слухняний
duty	обов'язок
dwarf	карлик
dwarfed	карлик
dweeb	dweeb
dwell	зупинитися
dweller	мешканець
dwelling	житло
dye	барвник
dying	вмирає
