Word	nl
firelight	firelight
fireman	brandweerman
fireplace	haard
firepower	vuurkracht
fireproof	vuurvast
fireside	haard
firestorm	vuurstorm
firewall	brandmuur
firewood	brandhout
firework	vuurwerk
fireworks	vuurwerk
firing	vuren
firm	firma
firmament	firmament
firmly	stevig
firmness	stevigheid
first	eerste
firstborn	eerstgeborene
firstworldprobs	NO TRANSLATION
fiscal	fiscaal
fish	vis
fisherman	visser
fishery	visserij
fishing	visvangst
fishing boat	vissersboot
fishy	verdacht
fissile	splijtbaar
fission	kernsplijting
fissure	spleet
fist	vuist
fistfight	vuistgevecht
fistful	fistful
fistula	fistula
fit	passen
fitness	geschiktheid
fits	past bij
fitted	gemonteerd
fitting	fitting
fittings	uitrusting
five	vijf
fiver	fiver
fix	repareren
fixable	repareerbaar
fixation	bevestiging
fixed	vast
fixer	fixeerbad
fixture	spaninrichting
fixtures	armaturen
fizz	bruisen
fjord	fjord
flabbergast	van zijn stuk
flabbergasted	met stomheid geslagen
flabby	slap
flaccid	slap
flag	vlag
flagging	markeren
flagpole	vlaggestok
flagrant	flagrante
flagship	vlaggeschip
flagstaff	vlaggestok
flair	flair
flak	luchtdoelgeschut
flake	vlok
flaky	vlokkig
flamboyant	flamboyante
flame	vlam
flamethrower	vlammenwerper
flaming	vlammende
flamingo	flamingo
flammable	brandbaar
flan	vlaai
flange	flens
flank	flank
flanked	geflankeerd
flanking	flankerende
flannel	flanel
flap	klep
flapping	klapperen
flare	gloed
flares	flares
flaring	affakkelen
flash	flash
flashback	flashback
flashing	knipperende
flashlight	zaklamp
flashy	opzichtig
flask	fles
flat	vlak
flatbed	flatbed
flatfoot	platte voet
flatness	vlakheid
flatten	vlakken
flatter	vleien
flattered	gevleid
flattering	vleiend
flattery	vleierij
flatulence	winderigheid
flaunt	pronken
flavor	smaak
flaw	fout
flawed	gebrekkig
flawless	vlekkeloos
flea	vlo
fleabag	slaapzak
fled	vluchtte
flee	vluchten
fleece	vacht
fleet	vloot
fleeting	vluchtig
flesh	vlees
fleshy	vlezig
flex	buigen
flexibility	flexibiliteit
flexible	flexibele
flexin	flexin
flexion	buiging
flick	tik
flicker	flikkeren
flickering	flikkeren
flier	vlieger
flight	vlucht
flighty	vluchtig
flimsy	dun
flinch	terugdeinzen
fling	gooien
flint	vuursteen
flip	omdraaien
flip flop	slipper
flipper	vin
flipping	flipping
flirt	flirt
flirtation	geflirt
flirting	flirten
flirty	koket
float	vlotter
floater	floater
flock	kudde
flog	geselen
flood	overstroming
floor	verdieping
flooring	bevloering
floozy	hoer
flop	plof
floppy	floppy
flora	flora
floral	bloemen
florist	bloemist
floss	floss
flotation	flotatie
flounder	bot
flour	meel
flourish	floreren
flow	stroom
flower	bloem
flowering	bloeiend
flowers	bloemen
flowery	bloemrijk
flows	stroomt
flu	griep
fluctuate	schommelen
fluctuating	fluctuerende
fluctuation	schommeling
flue	schoorsteen
fluency	vlotheid
fluent	vloeiend
fluff	pluis
fluffy	pluizig
fluid	vloeistof
fluidity	vloeibaarheid
fluke	leverbot
flunk	flunk
flunky	flunky
fluorescence	fluorescentie
fluorescent	fluorescerende
flurries	vlagen
flurry	windstoot
flush	doorspoelen
flustered	zenuwachtig
flute	fluit
fluted	fluitspelend
flutter	fladderen
fluvial	rivier-
flux	vloeien
fly	vlieg
flyboy	flyboy
flyer	folder
flying	vliegend
flywheel	vliegwiel
foal	veulen
foam	schuim
foaming	schuimend
foamy	schuimend
fob	fob
focal	brandpunts
focus	focus
fodder	veevoeder
foe	vijand
fog	mist
foggy	mistig
foil	folie
foiled	verijdeld
fold	vouwen
folded	gevouwen
folder	map
foliage	gebladerte
folio	folio
folk	mensen
folklore	folklore
follicle	follikel
follicular	folliculaire
follow	volgen
follower	volgeling
folly	dwaasheid
fond	fond
fondle	strelen
fondling	liefkozing
fondness	genegenheid
fondue	fondue
font	doopvont
food	eten
foodie	Bourgondiër
fool	dwaas
fooled	voor de gek houden
foolhardy	roekeloos
fooling	fooling
foolish	dwaas
foolishness	dwaasheid
foolproof	foolproof
foot	voet
foot stool	voetbank
footage	beeldmateriaal
football	voetbal
footbridge	voetbrug
foothold	vaste voet
footing	fundament
footlocker	footlocker
footloose	footloose
footpath	voetpad
footprint	voetspoor
footwear	schoeisel
footwork	voetwerk
fop	modegek
forage	voeder
foray	inval
forbearance	verdraagzaamheid
forbid	verbieden
forbidding	afschrikwekkend
force	dwingen
forced	gedwongen
forceful	krachtig
forceps	tang
forces	krachten
forcibly	gedwongen
ford	doorwaadbare plaats
fore	voor-
forearm	onderarm
foreboding	voorteken
forecast	prognose
forecaster	waarzegster
foreclose	af te schermen
foreclosure	uitsluiting
forefathers	voorouders
forefinger	wijsvinger
forefront	voorhoede
forego	afzien
foregoing	voorgaande
foregone	uitgemaakte
foreground	voorgrond
forehead	voorhoofd
foreign	buitenlands
foreigner	buitenlander
foreman	voorman
foremost	voorop
forensic	gerechtelijk
forensics	forensisch onderzoek
foreplay	voorspel
forerunner	voorloper
foresee	voorzien
foreseen	voorziene
foresight	vooruitziendheid
forest	Bos
forestall	voorkomen
forethought	voorbedachtheid
foreveralone	eeuwige vrijgezel
forevermore	vooraltijdmeer
forewarned	gewaarschuwd
foreword	voorwoord
forfeit	verbeuren
forfeited	verbeurd
forfeiture	verbeuring
forge	smederij
forger	vervalser
forgery	namaak
forget	vergeten
forgetful	vergeetachtig
forgetfulness	vergeetachtigheid
forgive	vergeven
forgiven	vergeven
forgiveness	vergiffenis
forgiving	vergevensgezind
forgotten	vergeten
fork	vork
forked	gevorkt
forking	forking
forklift	heftruck
forlorn	verlaten
form	het formulier
formal	formeel
formaldehyde	formaldehyde
formalism	formalisme
formality	formaliteit
format	formaat
formation	vorming
formative	formatieve
formed	gevormde
formidable	formidabel
forming	vormen
formless	vormloos
formula	formule
formulary	formulier
formulate	formuleren
fornicate	ontucht
fornication	ontucht
forsake	verlaten
forsaken	verlaten
forsooth	voorwaar
fort	fort
forte	NO TRANSLATION
forthcoming	aanstaande
forthright	oprecht
forthwith	terstond
fortification	vestingwerk
fortify	versterken
fortitude	standvastigheid
fortnight	veertien dagen
fortnightly	van twee weken
fortress	vesting
fortuitous	toevallig
fortunate	gelukkig
fortune	fortuin
fortunes	fortuinen
forty	veertig
forum	forum
forward	vooruit
forwarding	expeditie
fossil	fossiel
fossils	fossielen
foul	vals
found	gevonden
foundation	fundament
founder	oprichter
founding	oprichten
foundry	gieterij
fountain	fontein
four	vier
fourfold	viervoudig
foursome	viertal
fourteen	veertien
fourth	vierde
fowl	kip
fox	vos
foxhole	vossehol
foxtrot	foxtrot
foxy	sluw
foyer	foyer
fraction	fractie
fractional	breuk
fracture	breuk
fragile	breekbaar
fragility	breekbaarheid
fragment	fragment
fragmentary	fragmentarisch
fragrance	geur
fragrant	geurig
frail	fragiel
frailty	zwakheid
frame	montuur
framework	kader
franc	franc
franchise	stemrecht
frank	openhartig
frankenstorm	NO TRANSLATION
frankness	openhartigheid
frantic	krankzinnig
frantically	woest
frat	frat
fraternal	broederlijk
fraternity	broederschap
fraud	bedrog
fraudulent	frauduleus
fraught	vol
fray	strijd
frayed	rafelig
frazzled	frazzled
freak	gek
freaked	bezaaiend
freakedout	NO TRANSLATION
freakingout	NO TRANSLATION
freakish	grillig
freakout	flippen
freaky	freaky
freckle	zomersproet
free	gratis
freebie	freebie
freedom	vrijheid
freehold	onvervreemdbaar
freelance	freelance
freelancer	freelancer
freely	vrij
freeman	poorter
freestyle	freestyle
freeway	snelweg
freeze	bevriezen
freezer	diepvries
freezing	ijskoud
freight	vracht
freighter	vrachtschip
french horn	Franse hoorn
frenetic	razend
frenzied	waanzinnig
frenzy	razernij
frequency	frequentie
frequent	veel voorkomend
frequently	vaak
fresco	fresco
fresh	vers
freshair	NO TRANSLATION
freshen	opfrissen
freshener	luchtverfrisser
freshman	groentje
freshness	versheid
freshstart	nieuw begin
freshwater	zoetwater
fret	kniezen
fretful	knorrig
friar	monnik
fricking	fricking
friction	wrijving
friday	vrijdag
fridge	koelkast
fried	gebakken
friend	vriend
friendless	zonder vrienden
friendliness	vriendelijkheid
friendly	vriendelijk
friends	vrienden
friendship	vriendschap
frigate	fregat
friggen	NO TRANSLATION
fright	schrik
frighten	verschrikken
frightened	bang
frightening	beangstigend
frightful	verschrikkelijk
frigid	koud
fringe	rand
fringed	omzoomde
frisbee	frisbee
frisk	NO TRANSLATION
frisky	dartel
frivolous	frivool
frock	japon
frog	kikker
froggy	kikker
frolic	dartelen
front	voorkant
frontage	voorgevel
frontal	frontaal
frontier	grens
fronting	frontman
frontispiece	titelplaat
frost	vorst
frostbite	bevrorenheid
frosted	mat
frosting	glazuur
frosty	ijzig
froth	schuim
frothy	schuimend
frown	frons
frowning	fronsen
frozen	bevroren
frugal	zuinig
fruit	fruit
fruit punch	fruitpunch
fruitcake	fruitcake
fruitful	vruchtbaar
fruition	vervulling
fruitless	vruchteloos
fruits	fruit
fruity	fruit
frustrate	frustreren
frustrated	gefrustreerd
frustrates	frustreert
frustrating	frustrerend
frustration	frustratie
fry	bakken
fryer	frituur
fuchsia	fuchsia
fuck	neuken
fuckedoff	fuckedoff
fucker	neuker
fucking	neuken
fuckoff	fuckoff
fucksake	fucksake
fucktard	fucktard
fuckyeah	fuckyeah
fudge	onzin
fuel	brandstof
fugitive	vluchteling
fulcrum	steunpunt
fulfill	vervullen
fulfilled	vervuld
fulfilling	vervullen
fulfillment	vervulling
full	vol
fullback	vleugelverdediger
fullness	volheid
fully	geheel
fulsome	overdreven
fumble	morrelen
fume	damp
fumigation	uitroking
fumin	NO TRANSLATION
fuming	rokend
fun	pret
function	functie
functional	functioneel
fund	fonds
fundamental	fundamenteel
fundamentalist	fundamentalistische
fundamentally	fundamenteel
funday	leuke dag
funding	financiering
fundraiser	fundraiser
fundraising	fondsenwerving
funds	fondsen
funeral	begrafenis
fungus	paddestoel
funk	funk
funky	funky
funnel	trechter
funny	grappig
fur	vacht
furious	woedend
furiously	woedend
furlong	Furlong
furlough	verlof
furnace	oven
furnish	leveren
furnishings	meubels
furniture	meubilair
furor	furore
furrow	voor
furry	harige
furtherance	bevordering
fury	woede
fuse	zekering
fuselage	romp
fusion	fusie
fuss	ophef
fussy	kieskeurig
fustrated	NO TRANSLATION
futile	vergeefs
futility	futiliteit
futon	futon
future	toekomst
fuzz	dons
fuzzy	fuzzy
gab	NO TRANSLATION
gaby	onnozele hals
gad	wel verdorie
gadget	apparaatje
gaff	gaffel
gag	prop
gaga	dement
gage	kaliber
gaggle	snateren
gahhh	NO TRANSLATION
gaiety	vrolijkheid
gain	krijgen
gainful	winstgevend
gaining	wint
gait	gang
gal	meisje
gala	gala
galactic	galactisch
galaxy	melkweg
gale	storm
gall	gal
gallant	galante
gallantry	galanterie
gallbladder	galblaas
galled	galled
gallery	galerij
galley	kombuis
gallon	gallon
gallop	galop
galloping	galopperen
gallows	galg
galore	in overvloed
galvanic	galvanisch
gamble	gokken
gambler	speler
gambling	het gokken
game	spel
gameday	dag van de wedstrijd
gametime	game tijd
gaming	gaming
gamma	gamma
gammon	gerookte ham
gamut	gamma
gander	Gander
gang	bende
gangland	gangland
gangrene	gangreen
gangster	gangster
gangway	loopplank
gaol	gevangenis
gap	kloof
gape	gapen
gaping	gapende
garage	garage
garb	kledij
garbage	vuilnis
garbled	onleesbaar
garden	tuin-
gardener	tuinman
gardening	tuinieren
gardens	tuinen
gargle	gorgelen
gargoyle	waterspuwer
garish	opzichtig
garlic	knoflook
garment	kledingstuk
garner	graanzolder
garnet	granaat
garnish	garnering
garrison	garnizoen
garter	kouseband
gas	gas-
gaseous	gas-
gash	Jaap
gasification	vergassing
gasket	pakking
gasoline	benzine
gasp	snik
gasping	hijgend
gassy	gasachtig
gastric	maag-
gastronomy	gastronomie
gate	poort
gatekeeper	poortwachter
gateway	poort
gather	verzamelen
gatherer	verzamelaar
gathering	bijeenkomst
gator	krokodil
gatorade	gatorade
gauche	NO TRANSLATION
gaudy	opzichtig
gauge	peilen
gauging	ijking
gaunt	mager
gauntlet	handschoen
gauze	gaas
gavel	voorzittershamer
gawk	gapen
gay	homoseksueel
gaze	staren
gazebo	tuinhuisje
gazelle	gazelle
gazette	krant
gazetteer	klapper
gazillion	triljoen
gazing	staren
gear	versnelling
geek	geek
geeky	geeky
geez	geez
geezer	sujet
geisha	geisha
gel	gel
gelatin	gelatine
geld	NO TRANSLATION
gelding	ruin
gem	edelsteen
gemini	Tweelingen
gender	geslacht
genealogy	genealogie
general	algemeen
generality	algemeenheid
generalization	generalisatie
generally	over het algemeen
generate	voortbrengen
generation	generatie
generative	generatief
generator	generator
generic	algemeen
generosity	vrijgevigheid
generous	genereus
genesis	Genesis
genetic	genetisch
genetics	genetica
genial	geniaal
genie	geest
genital	genitale
genitalia	geslachtsdelen
genius	genie
genocide	genocide
genome	genoom
genre	genre
gent	gent
genteel	deftig
gentile	heiden
gentle	teder
gentleman	heer
gentlemanly	beschaafd
gentleness	vriendelijkheid
gently	voorzichtig
gentry	Gentry
genuine	oprecht
genus	geslacht
geographic	geografisch
geographical	geografisch
geography	aardrijkskunde
geological	geologisch
geologist	geoloog
geology	geologie
geometric	meetkundig
geometry	geometrie
geranium	geranium
gerbil	gerbil
geriatric	geriatrisch
germ	kiem
german	Duitse
germane	bloedeigen
germinate	ontkiemen
germination	ontkieming
germs	kiemen
gestation	zwangerschap
gesture	gebaar
get	krijgen
getaway	ga weg
getoverit	NO TRANSLATION
getoveryourself	NO TRANSLATION
getup	sta op
getyourown	haal je eigen
ghastly	afgrijselijk
ghetto	getto
ghost	geest
ghostly	spookachtig
ghoul	grafschender
giant	reusachtig
gibberish	koeterwaals
giddy	duizelig
gift	gift
gifted	begaafd
gifts	cadeaus
gig	gig
gigantic	gigantisch
giggle	giechelen
giggles	giechelt
giggling	giechelen
gigolo	gigolo
gilded	verguld
gill	kieuw
gills	kieuwen
gilt	verguld
gimmick	truc
gimp	gimp
gin	gin
ginger	gember
gingerbread	peperkoek
gingerly	voorzichtig
ginseng	ginseng
giraffe	giraffe
girder	balk
girdle	gordel
girl	meisje
girlfriend	vriendin
girlie	meisje
girlish	meisjesachtig
girly	girly
girth	omtrek
gist	kern
give	geven
giveaway	weggeven
giver	NO TRANSLATION
giving	geven
gizmo	gizmo
gizzard	spiermaag
glabrous	kaal
glacial	ijzig
glacier	gletsjer
glad	blij
glade	glade
gladiator	gladiator
gladness	blijdschap
glamorous	betoverend
glamour	aantrekkingskracht
glance	oogopslag
gland	klier
glare	schittering
glaring	schreeuwend
glass	glas
glasses	bril
glassware	glaswerk
glaucoma	glaucoma
glaze	glazuur
glazed	geglazuurd
gleam	glans
gleaming	glimmende
glean	verzamelen
glee	vrolijkheid
gleeful	vol leedvermaak
glen	Glen
glib	welbespraakt
glide	glijden
glider	zweefvliegtuig
glimmer	schijnsel
glimpse	glimp
glint	glinsteren
glisten	glinsteren
glitch	glitch
glitter	schitteren
glittering	schitterend
gloat	verkneukelen
global	globaal
globe	wereldbol
globular	bolvormig
gloom	somberheid
gloomy	somber
glorification	verheerlijking
glorified	verheerlijkt
glorify	verheerlijken
glorious	glorieus
glory	heerlijkheid
gloss	glans
glossary	woordenlijst
glossy	glanzend
glove	handschoen
gloves	handschoenen
glow	gloed
glowing	gloeiend
glucose	glucose
glue	lijm
glum	sip
glut	overvoeren
gluten	gluten
glutton	veelvraat
gluttony	gulzigheid
glycerin	glycerine
gnat	mug
gnome	kabouter
go	Gaan
goal	doel
goalie	goalie
goals	doelen
goat	geit
goatee	sik
gob	gob
gobble	schrokken
goblet	beker
goblin	aardmannetje
god	god
godbless	NO TRANSLATION
goddamn	godverdomme
goddamned	verdomde
goddess	godin
godfather	peetvader
godforsaken	van God verlaten
godisgood	God is goed
godisgreat	NO TRANSLATION
godless	goddeloos
godlike	goddelijk
godly	godvruchtig
godmother	peettante
godsend	buitenkansje
godson	peetzoon
gofuckyourself	gofuckyourself
goggle	zonnebril
goggles	stofbril
gold	goud
golden	gouden
goldfish	goudvis
golf	golf
golfer	golfspeler
golfing	golfen
gondola	gondel
gone	weg
goner	verwoestend man
gong	NO TRANSLATION
gonorrhea	gonorroe
goo	goo
goober	goober
good	goed
goodbye	Vaarwel
goodday	goede dag
goodfeeling	NO TRANSLATION
goodhealth	NO TRANSLATION
goodie	goodie
goodies	goodies
goodlife	goede leven
goodly	flink
goodmood	NO TRANSLATION
goodmorning	Goedemorgen
goodmusic	goede muziek
goodness	goedheid
goodnews	goed nieuws
goods	goederen
goodtimes	goede Tijden
goodvibes	NO TRANSLATION
goodwill	welwillendheid
goody	bonbon
gooey	slissend
goof	domkop
goofball	goofball
goofy	goofy
goon	ga verder
gooood	gooood
goop	Goop
goose	gans
gopher	gopher
gore	geronnen bloed
gorge	kloof
gorgeous	prachtig
gorilla	gorilla
gory	bloederig
gospel	Evangelie
gossip	roddel
gothic	gotisch
gouge	guts
goulash	goulash
gourd	kalebas
gourmet	fijnproever
gout	jicht
govern	regeren
governess	gouvernante
governing	regerend
government	regering
governmental	regerings-
governor	gouverneur
gown	japon
grab	grijpen
grace	genade
graceful	bevallig
gracias	NO TRANSLATION
gracious	genadig
graciously	genadig
grad	NO TRANSLATION
gradation	gradatie
grade	rang
graded	graded
grader	grader
grades	kwaliteiten
gradient	helling
gradschool	NO TRANSLATION
gradual	geleidelijk
gradually	geleidelijk
graduate	afstuderen
graduation	diploma uitreiking
graffiti	graffiti
graft	enten
grail	Graal
grain	graan
gram	gram
grammar	Grammatica
grand	groots
grand theft auto	Grand Theft Auto
grandchild	kleinkind
grandchildren	kleinkinderen
granddad	opa
granddaddy	opa
granddaughter	kleindochter
grandeur	grootsheid
grandfather	grootvader
grandiose	grandioos
grandma	grootmoeder
grandmother	grootmoeder
grandpa	opa
grandson	kleinzoon
grandstand	tribune
grange	landhuis
granite	graniet
granny	oma
granola	muesli
grant	verlenen
granted	toegekend
grantee	grantee
grantor	concessieverlener
granular	korrelig
granule	korrel
grape	druif
grape juice	druivensap
grapefruit	grapefruit
grapes	druiven
grapevine	wijnstok
graph	diagram
graphic	grafisch
graphics	grafiek
graphite	grafiet
grapple	pakken
grappling	grappling
grasp	grijpen
grasping	inhalig
grass	gras
grasshopper	sprinkhaan
grassy	grasachtig
grate	rooster
grated	geraspte
grateful	dankbaar
gratification	bevrediging
gratified	bevredigd
gratify	bevredigen
gratifying	verheugend
grating	rooster
gratis	NO TRANSLATION
gratitude	dankbaarheid
gratuitous	gratis
gratuity	fooi
grave	graf
gravel	grind
graver	NO TRANSLATION
graveyard	begraafplaats
gravitate	graviteren
gravitation	zwaartekracht
gravitational	zwaartekracht
gravity	zwaartekracht
gravy	jus
gray	grijs
graze	grazen
grease	vet
greased	ingevette
greaser	smeerder
greasy	vettig
great	Super goed
great anticipation	grote verwachting
great aunt	geweldige tante
great disgust	grote afkeer
great grandfather	overgrootvader
great grandma	overgrootmoeder
great grandmother	overgrootmoeder
great grandpa	overgrootvader
