Word	jw
eager	nyenengake
eagerness	eagerness
eagle	elang
ear	kuping
earful	cekak
earl	earl
earlier	sadurungé
early	awal
earn	entuk
earnest	tulung
earnestly	kanthi tulus
earnestness	earnestness
earnings	pangentukan
earpiece	earpiece
earring	anting
earrings	anting-anting
earshot	earshot
earth	bumi
earthenware	earthenware
earthling	earthling
earthly	kadonyan
earthquake	lindhu
earthy	earthy
ease	ease
easel	easel
easement	easement
easily	gampang
east	wétan
eastbound	eastbound
eastern	wétan
easy	gampang
easygoing	easygoing
eat	mangan
eater	mangan
eating	mangan
eatingdisorders	NO TRANSLATION
eavesdrop	eavesdrop
eavesdropping	eavesdropping
ebb	ebb
ebony	ebony
ebullient	ebullient
eccentric	eccentric
eccentricity	eccentricity
ecclesiastical	ecclesiastical
echelon	echelon
echinacea	echinacea
echo	echo
eclectic	eclectic
eclipse	gerhana
ecliptic	ecliptic
ecological	ekologis
economic	ekonomi
economical	ekonomi
economics	ekonomi
economy	ekonomi
ecosystem	ekosistem
ecstasy	ecstasy
ecstatic	ecstatic
ecumenical	ekumenis
eddy	eddy
edema	edema
edge	pinggiran
edging	edging
edgy	edgy
edible	bisa ditonton
edict	edict
edification	edifikasi
edifice	edifice
edit	sunting
editing	nyunting
edition	edisi
editor	editor
editorial	editorial
educate	sinau
educated	dididik
education	pendidikan
educational	pendidikan
educator	pendidik
eeeek	NO TRANSLATION
eeek	NO TRANSLATION
eek	eek
eel	eel
eerie	eerie
effect	efek
effective	efektif
effectiveness	efektifitas
effects	efek
effectual	efektif
effectually	efektif
effectuate	effectuate
effeminate	effeminate
efficacious	efficacious
efficacy	khususe
efficiency	efisiensi
efficient	efisien
effigy	effigy
effort	gaweyan
effortless	ora gampang
effusion	efusi
effyou	NO TRANSLATION
egg	endhog
egghead	egghead
eggnog	eggnog
eggplant	eggplant
eggshell	egghell
ego	ego
egomaniac	egomaniac
egotistical	egotistical
egregious	egregious
egress	dhuwit
eight	wolung
eighteen	wolulas
eighth	kaping wolu
eighty	wolung puluh
ejaculate	ejakulasi
ejaculation	ejakulasi
eject	nyegah
ejection	ejekan
elaborate	njlimet
elaboration	elaborasi
elan	NO TRANSLATION
elapse	elaps
elapsed	diluncurake
elastic	elastis
elasticity	elastisitas
elated	elated
elation	eling
elbow	sikut
eld	eld
elder	pinter
elderly	sepuh
elders	pinter
eldest	paling tua
elect	milih
election	Pemilihan
elective	pilihan
elector	pemilih
electoral	pilihan
electorate	pemilih
electric	listrik
electric slide	geser listrik
electrical	listrik
electrician	listrik
electricity	listrik
electrify	listrik
electrocute	listrik
electrocution	electrocution
electromagnetic	elektromagnetik
electron	elektron
electronic	elektronik
electronics	elektronik
elegance	keanggunan
elegant	elegan
element	unsur
elemental	pokok
elementary	dhasar
elements	unsur
elephant	gajah
elevate	elevate
elevated	luwih dhuwur
elevation	elevasi
elevator	elevator
eleven	sewelas
eleventh	nomer sewelas
elf	elf
elicit	elicit
eligible	layak
eliminate	ngelongi
elimination	penghapusan
elite	elite
elitist	elitist
elixir	elixir
elk	elk
ell	ell
ellipse	ellipse
ellipsis	ellipsis
ellipsoid	ellipsoid
elliptic	elliptic
elliptical	elliptical
elm	elm
elongate	elongate
elongation	elongation
elope	elope
eloquence	eloquence
eloquent	eloquent
elucidate	elucidate
elucidation	elucidation
elude	elude
elusive	dipahami
emaciated	emaciated
email	email
emanate	emanate
emancipation	emansipasi
embankment	embankment
embargo	NO TRANSLATION
embark	numpak kapal
embarrass	embarrass
embarrassed	malu
embarrassing	embuh
embarrassment	embuh
embassy	kedutaan
embattled	embattled
embed	nampilake
embellish	embellish
embellishment	embellishment
embers	embers
embezzlement	penggalian
embezzler	embezzler
emblem	emblem
emblematic	emblematic
embodiment	pawujudan
embolism	embolisme
embossed	embossed
embrace	ngisin
embroidered	bordir
embroidery	sulaman
embroiled	embroiled
embryo	embrio
embryonic	embrio
emcee	emcee
emerald	Jamrud
emerge	muncul
emergence	emergence
emergency	darurat
emeritus	emeritus
emery	emery
emetophobia	emetophobia
emigrate	emigrasi
emigration	emigrasi
eminence	eminence
eminent	unggul
eminently	eminently
emir	NO TRANSLATION
emissary	emissary
emission	emisi
emit	emit
emo	emo
emotion	emosi
emotional	emosional
emotive	emotive
empathic	empati
empathize	empathize
empathy	empati
emperor	kaisar
emphasis	emphasis
emphasize	nekanake
emphatic	emphatic
emphysema	emphysema
empire	kerajaan
empirical	empiris
empiricism	empirisisme
employ	makarya
employee	pegawe
employer	majikan
employment	Employment
emporium	emporium
empower	nguatake
empress	Empress
emptiness	kekosongan
emption	emption
empty	kosong
emu	emu
emulate	emulate
emulsion	emulsion
enable	aktifake
enablement	enablement
enact	enact
enactment	enactment
enamel	enamel
encampment	kampungan
enchant	enchant
enchanted	enchanted
enchanting	enchanting
enchantment	enchantment
enchantress	enchantress
enchilada	enchilada
encircle	encircle
encircling	encircling
enclave	enclave
enclose	enclose
enclosure	enclosure
encode	encode
encomiastic	NO TRANSLATION
encomium	encomium
encompass	nyakup
encore	NO TRANSLATION
encounter	manggihi
encourage	menehi dorongan
encouraged	nyemangati
encouragement	dorongan
encouraging	nyemangati
encroach	encroach
encroachment	pencegahan
encrypt	encrypt
encryption	enkripsi
encumbrance	encumbrance
encyclopedia	ensiklopedia
end	pungkasan
end table	mburi meja
endanger	endanger
endangered	kaancam
endangerment	endangerment
endearing	endearing
endeavor	usaha
ended	rampung
endemic	endemik
endgame	endgame
ending	pungkasan
endless	endless
endocarditis	endocarditis
endorse	nyurung
endorsement	endorsement
endow	endow
endowed	diberkahi
endowment	endowment
endpapers	endhog
endpoint	endpoint
endurance	ketahanan
endure	tahan
enduring	langgeng
enema	enema
enemy	mungsuh
energetic	energik
energize	energize
energy	tenogo
enforce	ngleksanakake
enforcement	pelaksanaane
enforcer	enforcer
engage	melu
engaged	melu
engagement	engagement
engaging	makarya
engender	enggo
engine	mesin
engineer	engineer
engineering	engineering
engrave	engrave
engraved	engraved
engraver	engraver
engraving	engraving
engrossed	engrossed
engrossing	engrossing
engulf	engulf
enhance	nambah
enhancement	penambahan
enigma	enigma
enigmatic	enigmatic
enjoin	enjoin
enjoy	sekeca
enjoyable	nyenengake
enjoying	nglangen
enjoyment	kesenengan
enlarge	nggedhekake
enlarged	nggedhekake
enlargement	nggedhekake
enlighten	enlighten
enlightened	enlightened
enlightening	enlightening
enlightenment	pencerahan
enlist	mlebu
enliven	enliven
enmity	enmity
ennui	ennui
enormity	enormity
enormous	gedhe tenan
enormously	banget
enraged	marah
enrich	nambahi
enroll	enroll
enrollment	enrollment
ensemble	gamelan
ensign	ensign
enslave	ngganggu
enslaved	dianiaya
enslavement	enslavement
ensue	dumadi
ensure	njamin
entail	entail
entangled	entangled
entanglement	entanglement
enter	ketik
enterprise	perusahaan
enterprising	enterprising
entertain	nyenengake
entertained	nglipur
entertainer	penghibur
entertaining	nyenengake
entertainment	hiburan
enthralled	enthralled
enthusiasm	semangat
enthusiast	penggemar
enthusiastic	antusias
entice	mbujuk
entire	kabeh
entirety	kabeh
entitle	entitle
entity	entitas
entomology	entomologi
entourage	entourage
entrails	entrails
entrance	ngleboke
entrapment	entrapment
entreat	entreat
entree	entree
entrepreneur	pengusaha
entrust	ngandhemi
entry	entri
enumerate	enumerate
enumeration	enumeration
envelope	amplop
envious	envy
environ	NO TRANSLATION
environment	lingkungan
environmental	lingkungan
environs	environs
envision	envision
envoy	utusan
envy	iri
enzyme	enzim
ephemeral	ephemeral
ephemeris	ephemeris
epic	epik
epidemic	epidemi
epidermis	epidermis
epidural	epidural
epilepsy	epilepsy
epileptic	epileptik
epilogue	epilogue
epiphany	epiphany
episcopal	episcopal
episode	episode
episodic	episodic
epistle	surat
epitaph	epitaph
epithet	epithet
epitome	epitome
epoch	jaman
equal	witjaksono
equality	Podo
equalization	equalization
equalize	nyadari
equalizer	ekualiser
equally	merata
equate	equate
equation	persamaan
equator	equator
equatorial	equatorial
equestrian	equestrian
equidistant	equidistant
equilibration	equilibration
equilibrium	keseimbangan
equip	nglengkapi
equipment	peralatan
equitable	adil
equity	ekuitas
equivalence	setara
equivalent	setara
equivocal	equivocal
era	jaman
eradicate	nyabut
eradication	eradikasi
erase	mbusak
eraser	eraser
erasure	erasure
ere	NO TRANSLATION
erect	erect
erectile	erectile
erection	degdegan
ergo	NO TRANSLATION
erode	erode
erosion	erosi
erotic	erotis
erotica	erotika
err	err
errand	errand
errant	errant
erratic	erratic
erratum	erratum
erroneous	erroneous
error	kesalahan
erst	NO TRANSLATION
erudite	erudite
erupt	erupt
eruption	jeblugan
escalade	escalade
escalate	escalate
escalating	escalating
escalation	escalation
escalator	eskalator
escape	uwal
escaped	lolos
escarpment	escarpment
eschew	eschew
escort	ngiringan
escrow	wasiat
esophagus	esophagus
esoteric	esoterik
especial	NO TRANSLATION
espionage	espionage
espouse	nglakoni
espresso	espresso
esprit	esprit
esquire	esquire
essay	karangane
essayist	nulis
essence	dhasar
essential	penting
essentially	atine
establish	netepake
established	diadegaké
establishment	panyiapan
estate	estate
esteem	prasetya
esteemed	esteemed
esthetic	estetik
estimable	dianggep
estimate	ngira
estimation	perkiraan
estoppel	estoppel
estranged	estranged
estrogen	estrogen
estuary	estuary
etch	etch
etching	etching
eternal	langgeng
eternity	kalanggengan
ethanol	etanol
ether	ether
ethereal	ethereal
ethic	etika
ethical	sopan santun
ethics	etika
ethnic	etnik
ethnography	etnografi
etiology	etiologi
etiquette	etika
etymology	etimologi
eucalyptus	eucalyptus
euchre	euchre
eugenics	eugenika
eulogistic	eulogistik
eulogium	eulogium
eulogize	eulogize
eulogy	eulogy
euphemism	euphemism
euphoria	euphoria
euphoric	euphoric
euro	euro
euthanasia	euthanasia
evacuate	ngungsi
evacuation	evakuasi
evade	evade
evaluate	evaluasi
evaluation	evaluasi
evanescence	evanescence
evangelical	evangelical
evangelist	evangelist
evangelistic	evangelistik
evaporate	nguap
evaporation	penguapan
evasion	evasion
evasive	nyegah
eve	eve
evening	sore
evens	NO TRANSLATION
event	acara
eventful	penting
eventual	akhire
eventuality	kelakon
evergreen	Evergreen
everlasting	langgeng
evermore	terus-terusan
everyday	saben dina
everyman	everyman
evict	nolak
eviction	pengusiran
evidence	bukti
evident	bukti
evidentiary	bukti
evil	jahat
evoke	mbesuk
evolution	évolusi
evolutionary	evolusi
evolve	berkembang
ewe	ewe
ex	ex
exacerbate	exacerbate
exacerbation	exacerbation
exact	bener
exacting	exacting
exaggerate	exaggerate
exaggerated	exaggerated
exaggeration	exaggeration
exalt	nggoleki
exaltation	exaltation
exalted	luhur
exam	ujian
examination	pemeriksaan
examine	nliti
examiner	pemeriksa
example	conto
exasperated	exasperated
exasperation	exasperation
excavate	nggoleki
excavation	penggalian
excavator	excavator
exceed	ngluwihi
exceeding	ngluwihi
excel	unggul
excellence	kaunggulan
excellent	banget
excelsior	excelsior
excepting	kajaba
exception	kajaba
exceptional	luar biasa
excerpt	Kutipan
excess	keluwihan
excessive	gedhe banget
excessively	banget
exchange	ijolan
excise	excise
excision	eksisi
excitability	kasenengan
excitable	excitable
excitation	eksitasi
excite	nyenengake
excited	bungah
excitement	kasenengan
exciting	narik kawigaten
exclaim	nyuwun pangapunten
exclamation	seru
exclude	ngilangi
excluded	dikalahake
excluding	ora kalebu
exclusion	pambatasan
exclusive	eksklusif
excrement	excrement
excretion	excretion
excruciating	excruciating
excursion	wisata
excuse	alesan
exec	exec
execute	nglakokna
execution	eksekusi
executioner	eksekusi
executive	eksekutif
executor	pelaksana
exegesis	exegesis
exemplar	exemplar
exemplary	exemplary
exemplify	exemplify
exempt	exempt
exemption	kewajiban
exercise	olahraga
exert	exert
exertion	tenaga
exhale	exhale
exhaust	kesel
exhausted	kesel
exhaustion	kekeselen
exhaustive	jangkep
exhibit	ngetokake
exhibition	pameran
exhilarated	exhilarated
exhilarating	exhilarating
exhilaration	exhilaration
exhort	ngelingi
exhortation	pitutur
exhumation	exhumation
exhume	exhume
exigent	NO TRANSLATION
exile	pengasingan
exist	ana
existence	eksistensi
existent	existent
existential	eksistensial
existing	ana
exit	metu
exodus	exodus
exonerate	exonerate
exorbitant	exorbitant
exorcism	exorcism
exorcist	exorcist
exotic	eksotis
expand	ngambakne
expanded	ditambahi
expanse	expanse
expansion	expansion
expansive	expansive
expatriate	ekspatriat
expect	ngarepake
expectance	expectancy
expectancy	sabar
expectant	sabar
expectation	pengarepan
expected	samesthine
expecting	dikarepake
expediency	expediency
expedient	kapentingan
expedite	nyepetake
expedition	ekspedisi
expeditious	expeditious
expel	ngeculake
expendable	bisa ditindakake
expenditure	dhuwit
expense	biaya
expenses	expenses
expensive	larang
experience	pengalaman
experienced	nduwe pengalaman
experiences	pengalaman
experiment	eksperimen
experimental	eksperimen
experimentation	eksperimen
experimenter	eksperimen
expert	pakar
expertise	keahlian
expiration	kadaluarsa
expire	kadaluwarsa
expired	kadaluwarsa
expiry	kadaluarsa
explain	Nerangke
explanation	panjelasan
explanatory	panjelasan
expletive	expletive
explication	explication
explicit	jelas
explode	njeblug
exploit	manfaat
exploitation	eksploitasi
exploration	eksplorasi
exploratory	eksplorasi
explore	njelajah
explorer	explorer
explosion	bledosan
explosions	explosions
explosive	eksplosif
expo	pameran
exponent	exponent
exponential	eksponensial
export	ekspor
exportation	ekspor
expose	mbedakake
exposed	kapapar
exposition	eksposisi
expository	expository
exposure	cahya
expound	ngandhakake
express	express
expression	ekspresi
expressive	ekspresif
expressway	expressway
expropriation	expropriation
expulsion	expulsion
exquisite	apik banget
exquisitely	apik banget
extant	isih ana
extend	ngluwihi
extendable	bisa ditindakake
extended	lengkap
extension	extension
extensive	ekstensif
extent	ombone
exterior	njaba
exterminate	mbesmi
extermination	extermination
exterminator	exterminator
external	njaba
externally	njaba
extinct	punah
extinction	kepunahan
extinguish	extinguish
extinguisher	pemadam kebakaran
extol	extol
extort	extort
extortion	extortion
extra	ekstra
extract	extract
extracting	nambani
extraction	extraction
extractor	extractor
extracurricular	ekstrakurikuler
extradition	ekstradisi
extrajudicial	extrajudicial
extramural	extramural
extraneous	extraneous
extraordinaire	extraordinaire
extraordinary	luar biasa
extraterrestrial	extraterrestrial
extravagance	pemborosan
extravagant	luwih luwih
extravaganza	ekstravaganza
extreme	nemen
extreme anticipation	nunggu antisipasi
extreme disgust	nesu banget
extreme surprise	surprise banget
extreme trust	kepercayaan ekstrim
extremely	banget
extremely negative	banget negatif
extremely positive	banget positif
extremity	extremity
extricate	extricate
extrinsic	ekstrinsik
extrusion	ekstrusi
exuberance	exuberance
exude	exude
eye	mripat
eyeball	eyeball
eyebrow	alis
eyeful	eyeful
eyeglass	eyeglass
eyeglasses	eyeglasses
eyelash	eyelash
eyelet	eyelet
eyeliner	eyeliner
eyepiece	eyepiece
eyes	mripat
eyesight	paningale
eyewitness	saksi mata
fab	apik
fable	fable
fabled	fabled
fabric	kain
fabricate	fabricate
fabricated	diproduseri
fabrication	pabrike
fabulous	apik
facade	teras
face	pasuryan
faceless	faceless
facet	facet
facial	rai
facile	NO TRANSLATION
facilitate	nggampangake
facility	fasilitas
facing	ngadhepi
facsimile	faksimile
fact	kanyatan
faction	fraksi
factor	faktor
factory	pabrik
facts	bukti
factual	faktual
faculties	fakultas
faculty	Fakultas
fad	fad
fade	sirna
faded	ilang
faeces	godhong
fag	fag
faggot	fagot
fail	gagal
failing	gagal
failure	kegagalan
fain	NO TRANSLATION
faint	kurang ajar
fainting	fainting
fair	adil
fairly	nyedhaki
fairness	keadilan
fairway	Wiwit
fairy	dongeng
faith	iman
faithful	setya
faithfulness	kasetyan
faithless	tanpa iman
fake	palsu
faker	faker
falafel	falafel
falcon	elang
fall	tiba
fallacious	misuwur
fallacy	gagal
fallback	mundhut
fallible	gagal
falling	Mudhun
fallopian	fallopian
fallout	tiba
fallow	nemu
false	Cepet
falsehood	cidra
falsely	palsu
falsification	palsu
falsified	palsu
falsify	falsify
falsity	falsity
falter	sithik
fame	ketenaran
famed	kondhang
familiar	menowo
familiarity	mirip
familiarize	sinau
family	kulawarga
familytime	kulawarga
famine	keluwen
famished	kelaparan
famous	misuwur
famously	banget
fan	penggemar
fanatic	fanatic
fanatical	fanatik
fanaticism	fanaticism
fanciful	fanciful
fancy	apik
fandango	fandango
fanfare	fanfare
fang	NO TRANSLATION
fangs	tengkorak
fanning	fanning
fantasia	fantasia
fantasize	fantasize
fantastic	Fantastic
fantasy	fantasi
faraway	adoh
farce	adoh
farcical	farcical
fare	ongkos kirim
farewell	pamitan
farm	farm
farmer	petani
farmhouse	farmhouse
farming	pertanian
farmland	farmland
faro	faro
fart	fart
farther	luwih akeh
fascia	fascia
fascinate	fascinate
fascinated	fascinated
fascinating	nyenengake
fascination	kepenak
fascism	fascism
fascist	fasis
fashion	fashion
fashionable	modern
fastball	fastball
fasten	fasten
fastener	pengikat
fastening	fastening
fasting	pasa
fat	lemak
fatal	fatal
fatalism	fatalism
fatality	fatality
fate	nasib
fated	fated
fateful	fateful
fathead	fathead
father	bapak
fatherhood	dadine
fatherland	bangsa
fatherly	fatherly
fathom	fathom
fatigue	lemes
fatigued	kesel
fatso	fatso
fatten	fatten
fatty	lemak
faucet	kran
fault	kesalahan
faultless	sampurna
faulty	gagal
faun	faun
fauna	fauna
faux	salah
favor	sih
favorable	sarujuk
favorite	paling disenengi
