Word	te
daring	ధైర్యంగా
dark	కృష్ణ
darken	darken
darkened	అంధకారములో
darkly	హాస్యాస్పదమైనది
darkness	చీకటి
darkroom	చీకటి గది
darkside	చీకటి వైపు
darling	డార్లింగ్
darn	రంధ్రాన్ని సరి చేయు
dart	డార్ట్
dash	డాష్
dashboard	డాష్బోర్డ్
dashed	గీతల
dashing	చురుకైన
dastardly	dastardly
data	సమాచారం
database	డేటాబేస్
date	తేదీ
datenight	NO TRANSLATION
daughter	కుమార్తె
dawdle	పచార్లు చేయు
dawn	డాన్
dawned	గుర్తించింది
day	రోజు
daybreak	ప్రాతః కాలంలో
daycare	డేకేర్
daydream	పగటి కల
daydreaming	daydreaming
daylight	పట్టపగలు
daymade	NO TRANSLATION
dayoff	NO TRANSLATION
daytime	పగటి
daze	డేజ్
dazed	dazed
dazzle	సమ్మోహనం
dazzling	మిరుమిట్లు
deacon	డీకన్
deactivate	సోమరిగాచేయు
dead	డెడ్
deadbeat	deadbeat
deadline	గడువు
deadlines	సమయాలు
deadlock	ప్రతిష్ఠంభన
deadly	ఘోరమైన
deaf	చెవిటి
deafening	deafening
deafness	చెవుడు
deal	ఒప్పందం
dealer	డీలర్
dealership	డీలర్
dealing	వ్యవహరించే
dealings	వ్యవహారాలకు
dean	డీన్
dear	ప్రియమైన
dearest	ప్రియమైన
dearth	కరవు
death	మరణం
deathbed	మరణ
deathly	డెత్లీ
debacle	ఓటమి
debased	హీనమైన
debatable	చర్చనీయాంశంగా
debate	చర్చ
debauchery	జారత్వం
debenture	పెట్టుబడిదారులు
debilitating	బలహీనపరిచే
debit	డెబిట్
debrief	debrief
debriefing	debriefing
debris	శిధిలాలు
debt	రుణ
debtor	రుణగ్రహీత
debut	తొలి
debutante	కొత్తగా
decade	దశాబ్దం
decadence	దిగజారుడుతనానికి
decadent	క్షీణదశలో
decaf	decaf
decanter	డికాంటరులో
decathlon	డెకాథ్లాన్
decay	క్షయం
decayed	పుచ్చిన
decaying	నశించిన
deceased	మరణించిన
decedent	decedent
deceit	మోసం
deceitful	మాయమైన
deceive	మోసం
deceived	మోసపోయానని
deceiving	మోసగించడం
december	డిసెంబర్
decency	బిడియం
decent	మంచి
deception	మోసాన్ని
deceptive	మోసపూరిత
decide	నిర్ణయించుకుంటారు
decidedly	నిర్ణయాత్మక
deciduous	ఆకురాల్చే
decimal	దశాంశ
decimeter	decimeter
decipher	అర్థమును
decision	నిర్ణయం
decisive	నిర్ణయాత్మక
deck	డెక్
declaration	డిక్లరేషన్
declaratory	ప్రకటనాత్మక
declare	డిక్లేర్
declination	ప్రసరణయందు
decline	క్షీణత
declining	క్షీణిస్తున్న
deco	డెకో
decode	డీకోడ్
decoder	డికోడర్
decompose	క్రుళ్ళి
decomposed	కుళ్ళిపోయిన
decomposition	కుళ్ళిన
decompress	decompress
decompression	ఒత్తిడి తగ్గించడం
decontamination	కల్మష
decor	ఆకృతి
decorate	అలంకరించేందుకు
decorating	అలంకరణ
decoration	అలంకరణ
decorative	అలంకరణ
decorator	డెకరేటర్
decorum	మర్యాదతో ఉన్నదనే
decoy	వంచకుడు
decrease	తగ్గిస్తాయి
decreased	తగ్గింది
decreasing	తగ్గుతోంది
decree	డిక్రీ
decrement	తరుగుదల
decrepit	బలహీనత
decry	ఖండిస్తారు
decryption	గుప్తలేఖన
dedicate	అంకితం
dedication	అంకితం
deduce	రాబట్టడానికి
deduct	తీసివేయు
deductible	మినహాయించగల
deduction	మినహాయింపు
deed	దస్తావేజు
deejay	డీజే
deem	పరిగణించు
deep	లోతైన
deepen	తీవ్రంగా
deer	జింక
defamation	పరువు నష్టం
defamatory	అపవాదు
default	డిఫాల్ట్
defeat	ఓటమి
defeated	ఓడించబడింది
defeatist	defeatist
defect	లోపం
defection	ఫిరాయింపుల
defective	లోపభూయిష్ట
defector	ఫిరాయింపుదారుడు
defend	రక్షించడానికి
defendant	ప్రతివాది
defended	సమర్థించారు
defender	డిఫెండర్
defending	డిఫెండింగ్
defense	రక్షణ
defenseless	రక్షణ
defensible	రక్షణాత్మక
defensive	రక్షణ
defer	వాయిదా
deference	గౌరవం
deferral	వాయిదా
deferring	విబేధించాడు
defiance	ధిక్కరణ
defiant	ధిక్కార
defibrillator	డీఫైబ్రిలేటర్
deficiency	లోపం
deficient	లోపం
deficit	లోటు
define	నిర్వచించే
defined	నిర్వచించిన
definite	ఖచ్చితమైన
definition	నిర్వచనం
definitive	నిశ్చయాత్మక
deflate	ద్రవ్య విలువను
deflation	ప్రతి ద్రవ్యోల్బణం
deflect	రాకుండా
deflection	విక్షేపం
defloration	కన్నెచెర చీలిక
deform	విరూపణ
deformed	వైకల్యంతో
deformity	వైకల్యం
defraud	మోసం
defray	తగినంతగా సేకరించుట
defrost	కరిగించే
deft	తెలివిగల
defunct	వాడుకలోలేని
defuse	తగ్గించడము
defy	అంగీకరించని
degeneracy	క్షీణించుట
degenerate	దిగజారిన
degeneration	క్షీణత
degradation	అధోకరణం
degrade	అధోకరణం
degraded	దిగజారిన
degrading	అవమానకర
degree	డిగ్రీ
dehydrated	నిర్జలీకరణ
dehydration	నిర్జలీకరణ
dejected	భాధ పడే
delay	ఆలస్యం
delayed	ఆలస్యం
delectable	ఇవే
delegate	ప్రతినిధి
delegation	ప్రతినిధి బృందం
delete	తొలగించండి
deleterious	విషతుల్య
deletion	తొలగింపు
deli	డెలి
deliberate	ఉద్దేశపూర్వక
deliberation	ఆలోచనల
deliberative	డెలిబరేట్
delicacy	రుచికరమైన
delicate	సున్నితమైన
delicatessen	డెలికస్థీన్
delicious	రుచికరమైన
delight	ఆనందం
delighted	ఆనందపరిచింది
delightful	చూడముచ్చటగా
delineate	ప్రదర్శిస్తుండటం
delineation	వర్ణన
delinquency	జప్తు
delinquent	నేరాలుగా
delirious	డెలిరస్
delirium	సన్నిపాతం
deliver	బట్వాడా
deliverance	విమోచన
delivery	డెలివరీ
dell	డెల్
delta	డెల్టా
delude	తప్పుదోవ
deluge	వెల్లువలో
delusion	మాయ
delusional	అవాస్తవ నమ్మకాలను
deluxe	డీలక్స్
delve	నిరోధం
demand	డిమాండ్
demanding	డిమాండ్
