Word	fi
drawing	piirustus
dread	pelko
dreaded	pelätty
dreadful	kauhea
dreadfully	kamalan
dreading	pelkäätkö
dream	unelma
dreamboat	dreamboat
dreamer	uneksija
dreaming	dreaming
dreamland	Dreamland
dreams	unelmat
dreamt	uneksin
dreamy	unenomainen
dreary	kolkko
dredge	ruopata
drenched	likomärkä
dress	pukeutua
dresser	pukeutuja
dressmaker	ompelija
dressy	muotitietoinen
dribble	NO TRANSLATION
dried	kuivattu
drier	kuivain
drift	ajelehtia
drifted	ajautuivat
drifter	tyhjäntoimittaja
driftwood	ajopuut
drill	porata
drink	juoda
drinker	juomari
drinking	juominen
drinks	juomat
drip	tippua
dripping	tippumisen
drive	ajaa
drivel	pöty
driver	kuljettaja
driveway	ajotie
drizzle	tihkusade
droll	hullunkurinen
drone	surina
drones	drones
drool	kuolata
drooping	roikkuvat
droopy	masentunut
drop	pudota
droplet	pieni pisara
dropout	lopettaa
dropper	tiputin
drought	kuivuus
drove	NO TRANSLATION
drown	hukkua
drowsiness	uneliaisuus
drowsy	unelias
drudgery	orjantyö
drug	lääke
drug dealing	huumekauppa
drugged	huumattu
druggist	apteekkari
drugs	huumeita
drugstore	apteekki
druid	druidi
drum	rumpu
drummer	rumpali
drumming	rummutus
drunk	humalassa
drunk driving	rattijuopumuksesta
drunkard	juoppo
drunken	humalainen
drunkenness	juoppous
dry	kuiva
dryer	kuivausrumpu
dryness	kuivaksi
dual	kaksois-
dualism	dualismi
duality	kaksinaisuus
dub	jälkiäänittää
dubious	kyseenalainen
duchess	herttuatar
duck	Ankka
ducking	vaimennuksen
duckling	ankanpoikanen
ducky	kiva
duct	kanava
ductile	taottava
dud	suutari
dude	keikari
duds	duds
due	maksettava
duel	kaksintaistelu
dues	maksut
duet	duetto
duffel	duffeli
dugout	korsu
duh	Höh
duke	herttua
dull	tylsä
dullard	tylsimys
dumb	tyhmä
dumbasses	dumbasses
dumbbell	käsipaino
dumbbitch	NO TRANSLATION
dumfound	dumfound
dumfounder	NO TRANSLATION
dummy	tutti
dump	kaatopaikka
dumpling	kokkare
dumps	kaatopaikat
dumpster	dumpster
dun	harmaanruskea
dunce	puupää
dune	dyyni
dung	NO TRANSLATION
dungeon	tyrmä
dunk	upottaa
duo	duo
dupe	huiputtaa
duplex	duplex
duplicate	monistaa
duplication	jäljentäminen
duplicity	kaksinaamaisuus
durability	kestävyys
durable	kestävä
duration	kesto
duress	pakko
dusk	hämärä
dusky	tumma
dust	pöly
duster	siivoustakki
dustpan	rikkalapio
dusty	pölyinen
dutiful	velvollisuudentuntoinen
duty	velvollisuus
dwarf	kääpiö
dwarfed	kääpiöityjen
dweeb	dweeb
dwell	asua
dweller	asukas
dwelling	asunto
dye	väriaine
dying	kuoleva
dyke	lesbo
dynamic	dynaaminen
dynamical	dynaaminen
dynamics	dynamiikka
dynamite	dynamiitti
dynamo	dynamo
dynasty	dynastia
dysentery	punatauti
dysfunction	toimintahäiriö
dysfunctional	toimimattomia
dyspepsia	ruoansulatushäiriö
eager	innokas
eagerness	into
eagle	kotka
ear	korva
earful	sanatulva
earl	jaarli
earlier	aikaisemmin
early	aikaisin
earn	ansaita
earnest	totinen
earnestly	hartaasti
earnestness	vakavuudella
earnings	tulot
earpiece	kuuloke
earring	korvarengas
earrings	korvakorut
earshot	kuulomatka
earth	maa
earthenware	keramiikka
earthling	Earthling
earthly	maallinen
earthquake	maanjäristys
earthy	maanläheinen
ease	helppous
easel	maalausteline
easement	helpotus
easily	helposti
east	itään
eastbound	itään menevä
eastern	itäinen
easy	helppo
easygoing	rento
eat	syödä
eater	syöjä
eating	syöminen
eatingdisorders	NO TRANSLATION
eavesdrop	kuunnella salaa
eavesdropping	salakuuntelu
ebb	laskuvesi
ebony	eebenpuu
ebullient	riemukas
eccentric	eksentrinen
eccentricity	eksentrisyys
ecclesiastical	kirkollinen
echelon	porras
echinacea	auringonhattu
echo	kaiku
eclectic	eklektinen
eclipse	pimennys
ecliptic	ekliptika
ecological	ekologinen
economic	taloudellinen
economical	taloudellinen
economics	taloustiede
economy	talous
ecosystem	ekosysteemi
ecstasy	ekstaasi
ecstatic	hurmioitunut
ecumenical	ekumeeninen
eddy	pyöriä
edema	turvotus
edge	reuna
edging	reunus
edgy	ärtyisä
edible	syötävä
edict	edikti
edification	mielenylennys
edifice	rakennelma
edit	muokata
editing	editointi
edition	painos
editor	toimittaja
editorial	Pääkirjoitus
educate	kouluttaa
educated	sivistynyt
education	koulutus
educational	koulutuksellinen
educator	kasvattaja
eeeek	NO TRANSLATION
eeek	NO TRANSLATION
eek	eek
eel	ankerias
eerie	aavemainen
effect	vaikutus
effective	tehokas
effectiveness	tehokkuuden
effects	tehosteet
effectual	tehokas
effectually	effectually
effectuate	panna toimeen
effeminate	naismainen
efficacious	tehokas
efficacy	tehokkuus
efficiency	tehokkuus
efficient	tehokas
effigy	patsas
effort	ponnistus
effortless	vaivaton
effusion	effuusio
effyou	NO TRANSLATION
egg	muna
egghead	älyniekka
eggnog	munatoti
eggplant	munakoiso
eggshell	munankuori
ego	ego
egomaniac	egomaniac
egotistical	itsekäs
egregious	törkeä
egress	ulosmeno
eight	kahdeksan
eighteen	kahdeksantoista
eighth	kahdeksas
eighty	kahdeksankymmentä
ejaculate	huudahtaa
ejaculation	siemensyöksy
eject	eject
ejection	häätö
elaborate	kehittää
elaboration	laatiminen
elan	NO TRANSLATION
elapse	kulua
elapsed	kulunut
elastic	joustava
elasticity	jousto
elated	riemuissaan
elation	riemu
elbow	kyynärpää
eld	ELD
elder	vanhin
elderly	vanhukset
elders	vanhimmat
eldest	vanhin
elect	valita
election	vaalit
elective	valinnainen
elector	vaaliruhtinas
electoral	vaali-
electorate	äänestäjät
electric	sähköinen
electric slide	sähköliesi
electrical	sähkö-
electrician	sähköasentaja
electricity	sähkö
electrify	sähköistää
electrocute	surmata sähköllä
electrocution	sähköteloitus
electromagnetic	sähkömagneettinen
electron	elektroni
electronic	elektroninen
electronics	elektroniikka
elegance	eleganssi
elegant	tyylikäs
element	elementti
elemental	alkuaine-
elementary	perus
elements	elementtejä
elephant	norsu
elevate	ylentää
elevated	korkea
elevation	korkeus
elevator	Hissi
eleven	yksitoista
eleventh	yhdestoista
elf	keijukainen
elicit	saada
eligible	oikeutettu
eliminate	poistaa
elimination	eliminointi
elite	eliitti
elitist	elitistinen
elixir	eliksiiri
elk	hirvi
ell	ELL
ellipse	ellipsi
ellipsis	sananheitto
ellipsoid	ellipsoidin
elliptic	elliptinen
elliptical	elliptinen
elm	jalava
elongate	venyttää
elongation	pidentäminen
elope	karata
eloquence	puhetaito
eloquent	kaunopuheinen
elucidate	valaista
elucidation	selvittäminen
elude	väistää
elusive	saavuttamaton
emaciated	laihtunut
email	sähköposti
emanate	virrata
emancipation	emansipaatio
embankment	pengerrys
embargo	NO TRANSLATION
embark	aloittaa
embarrass	nolata
embarrassed	hämmentynyt
embarrassing	kiusallinen
embarrassment	hämmennys
embassy	suurlähetystö
embattled	piiritetty
embed	upottaa
embellish	kaunistella
embellishment	kaunistus
embers	hiillos
embezzlement	kavallus
embezzler	embezzler
emblem	symboli
emblematic	tunnuskuvallinen
embodiment	ruumiillistuma
embolism	veritulppa
embossed	kohokuvioitu
embrace	omaksua
embroidered	kirjaillut
embroidery	kirjonta
embroiled	sotkeutunut
embryo	alkio
embryonic	alkion
emcee	emcee
emerald	smaragdi
emerge	ilmaantua
emergence	syntyminen
emergency	hätä
emeritus	emeritus
emery	smirgeli
emetophobia	emetofobiassa
emigrate	muuttaa
emigration	maastamuutto
eminence	kohouma
eminent	etevä
eminently	ilmeisen
emir	NO TRANSLATION
emissary	lähettiläs
emission	päästö
emit	säteillä
emo	Emo
emotion	tunne
emotional	tunteellinen
emotive	tunnepitoinen
empathic	empaattinen
empathize	eläytyä
empathy	empatia
emperor	keisari
emphasis	painotus
emphasize	painottaa
emphatic	painokas
emphysema	keuhkolaajentuma
empire	imperiumi
empirical	empiirinen
empiricism	empirismi
employ	käyttää
employee	työntekijä
employer	työnantaja
employment	työllisyys
emporium	tavaratalo
empower	valtuuttaa
empress	keisarinna
emptiness	tyhjyys
emption	etuosto
empty	tyhjä
emu	emu
emulate	jäljitellä
emulsion	emulsio
enable	ota käyttöön
enablement	Enablement
enact	säätää
enactment	säädös
enamel	emali
encampment	leiriytyminen
enchant	hurmata
enchanted	lumottu
enchanting	lumoava
enchantment	lumous
enchantress	lumoojatar
enchilada	enchilada
encircle	ympäröidä
encircling	ympäröivä
enclave	erillisalue
enclose	ympäröidä
enclosure	liite
encode	koodittaa
encomiastic	NO TRANSLATION
encomium	Helenan ylistys
encompass	käsittää
encore	NO TRANSLATION
encounter	kohdata
encourage	kannustaa
encouraged	kannusti
encouragement	rohkaisu
encouraging	rohkaiseva
encroach	kajota
encroachment	loukkaus
encrypt	Salaa
encryption	salaus
encumbrance	rasitteena
encyclopedia	tietosanakirja
end	pää
end table	lopputaulukossa
endanger	vaarantaa
endangered	uhanalainen
endangerment	uhanalaisuus
endearing	herttainen
endeavor	yrittää
ended	päättyi
endemic	endeeminen
endgame	loppupeli
ending	pääte
endless	loputon
endocarditis	endokardiitti
endorse	hyväksyä
endorsement	merkintä
endow	antaa
endowed	suotu
endowment	lahjoitusvarat
endpapers	esilehdet
endpoint	päätepiste
endurance	kestävyys
endure	kestää
enduring	kestävä
enema	peräruiske
enemy	vihollinen
energetic	energinen
energize	antaa pontta
energy	energia
enforce	valvoa
enforcement	täytäntöönpano
enforcer	enforcer
engage	sitoutua
engaged	kihloissa
engagement	sitoumus
engaging	harjoittaa
engender	synnyttää
engine	moottori
engineer	insinööri
engineering	tekniikka
engrave	kaivertaa
engraved	syöpynyt
engraver	kaivertaja
engraving	kaiverrus
engrossed	syventynyt
engrossing	mukaansatempaava
engulf	nielaista
enhance	parantaa
enhancement	lisälaite
enigma	arvoitus
enigmatic	arvoituksellinen
enjoin	käskeä
enjoy	nauttia
enjoyable	nautittava
enjoying	nauttii
enjoyment	nauttiminen
enlarge	suurentaa
enlarged	laajentuneessa
enlargement	laajennus
enlighten	valaista
enlightened	valistunut
enlightening	valaiseva
enlightenment	valistus
enlist	värvätä
enliven	elävöittää
enmity	vihamielisyys
ennui	ikävystyminen
enormity	hirvittävyys
enormous	valtava
enormously	valtavasti
enraged	raivoissaan
enrich	rikastuttaa
enroll	kirjoittautua
enrollment	rekisteröinti
ensemble	kokonaisuus
ensign	lippu
enslave	orjuuttaa
enslaved	orjuutettu
enslavement	orjuuttaminen
ensue	seurata
ensure	varmistaa
entail	aiheuttaa
entangled	kietoutunut
entanglement	kietoutuminen
enter	tulla sisään
enterprise	yritys
enterprising	yritteliäs
entertain	viihdyttää
entertained	viihdyttivät
entertainer	viihdyttäjä
entertaining	viihteellinen
entertainment	viihde
enthralled	ihastunut
enthusiasm	innostusta
enthusiast	intoilija
enthusiastic	innostunut
entice	houkutella
entire	koko
entirety	kokonaisuus
entitle	oikeuttavat
entity	kokonaisuus
entomology	hyönteistiede
entourage	seurue
entrails	sisälmykset
entrance	Sisäänkäynti
entrapment	loukkuun
entreat	anoa
entree	pääruoka
entrepreneur	yrittäjä
entrust	uskoa
entry	merkintä
enumerate	luetella
enumeration	luettelointi
envelope	kirjekuori
envious	kateellinen
environ	NO TRANSLATION
environment	ympäristö
environmental	ympäristö-
environs	ympäristö
envision	kuvitella
envoy	lähettiläs
envy	kateus
enzyme	entsyymi
ephemeral	lyhytaikainen
ephemeris	efemeridi
epic	eeppinen
epidemic	epidemia
epidermis	orvaskesi
epidural	epiduraali
epilepsy	epilepsia
epileptic	epileptinen
epilogue	epilogi
epiphany	loppiainen
episcopal	piispan-
episode	episodi
episodic	episodimainen
epistle	kirje
epitaph	hautakirjoitus
epithet	epiteetti
epitome	ruumiillistuma
epoch	aikakausi
equal	yhtä suuri
equality	tasa-arvo
equalization	tasaus
equalize	tasoittaa
equalizer	taajuuskorjain
equally	yhtä
equate	rinnastaa
equation	yhtälö
equator	ekvaattori
equatorial	päiväntasaajan-
equestrian	ratsastus-
equidistant	yhtä kaukana
equilibration	tasapainotuksen
equilibrium	tasapaino
equip	varustaa
equipment	laitteet
equitable	oikeudenmukainen
equity	oma pääoma
equivalence	vastaavuus
equivalent	vastaava
equivocal	epäselvä
era	aikakausi
eradicate	hävittää
eradication	hävittämiseksi
erase	pyyhkiä
eraser	pyyhekumi
erasure	poistaminen
ere	NO TRANSLATION
erect	pystyssä
erectile	erektio
erection	erektio
ergo	NO TRANSLATION
erode	jäytää
erosion	eroosio
erotic	eroottinen
erotica	eroottinen kirjallisuus
err	erehtyä
errand	asialla
errant	hairahtunut
erratic	arvaamaton
erratum	painovirhe
erroneous	virheellinen
error	virhe
erst	NO TRANSLATION
erudite	oppinut
erupt	puhjeta
eruption	purkaus
escalade	Escalade
escalate	laajeta
escalating	laajeneminen
escalation	kiihtymisestä
escalator	liukuportaat
escape	paeta
escaped	karannut
escarpment	luiska
eschew	välttää
escort	saattaja
escrow	escrow
esophagus	ruokatorvi
esoteric	esoteerinen
especial	NO TRANSLATION
espionage	vakoilu
espouse	omaksua
espresso	espresso
esprit	esprit
esquire	tilanomistaja
essay	essee
essayist	esseisti
essence	olemus
essential	olennainen
essentially	olennaisesti
establish	perustaa
established	perusti
establishment	perustaminen
estate	omaisuus
esteem	kunnioitus
esteemed	arvostettu
esthetic	esteettinen
estimable	kunnioitettava
estimate	arvio
estimation	arvio
estoppel	pidättämällä
estranged	vieraantunut
estrogen	estrogeeni
estuary	suisto
etch	etch
etching	etsaus
eternal	ikuinen
eternity	ikuisuus
ethanol	etanolia
ether	eetteri
ethereal	eteerinen
ethic	etiikka
ethical	eettinen
ethics	etiikka
ethnic	etninen
ethnography	etnografia
etiology	syyoppi
etiquette	etiketti
etymology	etymologia
eucalyptus	eukalyptus
euchre	Euchre
eugenics	rotuhygienia
eulogistic	eulogistic
eulogium	eulogium
eulogize	ylistää
eulogy	muistopuhe
euphemism	kiertoilmaus
euphoria	euforia
euphoric	euforinen
euro	euro
euthanasia	eutanasia
evacuate	evakuoida
evacuation	evakuointi
evade	kiertää
evaluate	arvioida
evaluation	arviointi
evanescence	evanescence
evangelical	evankelinen
evangelist	evankelista
evangelistic	Evangelistic
evaporate	haihtua
evaporation	haihtuminen
evasion	välttely
evasive	välttelevä
eve	aatto
evening	ilta
evens	NO TRANSLATION
event	tapahtuma
eventful	vaiheikas
eventual	lopullinen
eventuality	mahdollisuus
evergreen	ikivihreä
everlasting	ikuinen
evermore	ikuisesti
everyday	joka päivä
everyman	Jokamies
evict	häätää
eviction	häätö
evidence	näyttö
evident	ilmeinen
evidentiary	todistusaineistoon
evil	paha
evoke	herättää
evolution	evoluutio
evolutionary	evoluutio-
evolve	kehittää
ewe	uuhi
ex	entinen
exacerbate	pahentaa
exacerbation	paheneminen
exact	tarkka
exacting	vaativa
exaggerate	liioitella
exaggerated	liioiteltu
exaggeration	liioittelu
exalt	korottaa
exaltation	haltioituminen
exalted	ylevä
exam	koe
examination	tutkimus
examine	tutkia
examiner	tarkastaja
example	esimerkki
exasperated	ärsyyntyneenä
exasperation	ärtymys
excavate	kaivaa
excavation	kaivanto
excavator	kaivuri
exceed	ylittää
exceeding	ylittävät
excel	kunnostautua
excellence	erinomaisuus
excellent	erinomainen
excelsior	lastuvilla
excepting	lukuun ottamatta
exception	poikkeus
exceptional	poikkeuksellinen
excerpt	ote
excess	ylimääräinen
excessive	liiallinen
excessively	liikaa
exchange	vaihto
excise	valmistevero
excision	poistaminen
excitability	ärtyvyyttä
excitable	hermostunut
excitation	kiihtymys
excite	kiihottaa
excited	innoissaan
excitement	jännitys
exciting	jännittävä
exclaim	huudahtaa
exclamation	huudahdus
exclude	sulkea
excluded	ulkopuolelle
excluding	lukuun ottamatta
exclusion	syrjäytyminen
exclusive	yksinomainen
excrement	uloste
excretion	eritys
excruciating	sietämätön
excursion	retki
excuse	tekosyy
exec	Exec
execute	suorittaa
execution	suoritus
executioner	pyöveli
executive	johtaja
executor	täytäntöönpanija
exegesis	eksegeesi
exemplar	esimerkki
exemplary	esimerkillinen
exemplify	havainnollistaa
exempt	vapauttaa
exemption	vapautus
exercise	liikunta
exert	käyttää
exertion	ponnistus
exhale	hengittää
exhaust	pakokaasu
exhausted	uupunut
exhaustion	uupumus
exhaustive	tyhjentävä
exhibit	näyttely
exhibition	näyttely
exhilarated	exhilarated
exhilarating	ilahduttava
exhilaration	iloisuus
exhort	kehottaa
exhortation	kehotus
exhumation	ekshumaatiot
exhume	kaivaa haudasta
exigent	NO TRANSLATION
exile	maanpako
exist	olla olemassa
existence	olemassaolo
existent	olemassa oleva
existential	eksistentiaalinen
existing	nykyinen
exit	poistuminen
exodus	maastamuutto
exonerate	vapauttaa
exorbitant	kohtuuton
exorcism	manaus
exorcist	manaaja
exotic	eksoottinen
expand	laajentaa
expanded	laajennettu
expanse	lakeus
expansion	laajeneminen
expansive	laaja
expatriate	ulkomailla asuva
expect	odottaa
expectance	odotus
expectancy	odotus
expectant	odottava
expectation	odotus
expected	odotettu
expecting	odottaa
expediency	tarkoituksenmukaisuus
expedient	tarkoituksenmukainen
expedite	nopeuttaa
expedition	retkikunta
expeditious	nopea
expel	karkottaa
expendable	käytöstä poistettava
expenditure	menot
expense	kulu
expenses	kulut
expensive	kallis
experience	kokea
experienced	kokenut
experiences	kokemukset
experiment	koe
experimental	kokeellinen
experimentation	kokeilu
experimenter	kokeilija
expert	asiantuntija
expertise	asiantuntemus
expiration	päättyminen
expire	mennä umpeen
expired	vanhentunut
expiry	päättymistä
explain	selittää
explanation	selitys
explanatory	selittävä
expletive	voimasana
explication	explication
explicit	täsmällinen
explode	räjähtää
exploit	käyttää hyväkseen
exploitation	hyväksikäyttö
exploration	tutkiminen
exploratory	tutkiva
explore	tutkia
explorer	tutkimusmatkailija
explosion	räjähdys
explosions	räjähdykset
explosive	räjähtävä
expo	näyttely
exponent	eksponentti
exponential	räjähdysmäinen
export	viedä
exportation	vienti
expose	paljastaa
exposed	avoin
exposition	näyttely
expository	Yleistajuiset
exposure	valotus
expound	selittää
express	ilmaista
expression	ilmaisu
expressive	ilmeikäs
expressway	moottoritie
expropriation	pakkolunastus
expulsion	karkotus
exquisite	erinomainen
exquisitely	kauniisti
extant	vielä jäljellä oleva
extend	pidentää
extendable	laajennettavissa
extended	laajennettu
extension	laajentaminen
extensive	laaja
extent	laajuus
exterior	ulkopuoli
exterminate	tuhota
extermination	tuhoaminen
exterminator	exterminator
external	ulkoinen
externally	ulkoisesti
extinct	Sukupuuttoon kuollut
extinction	sammuminen
extinguish	sammuttaa
extinguisher	sammutin
extol	ylistää
extort	kiristää
extortion	kiristys
extra	ylimääräinen
extract	ote
extracting	talteen
extraction	uuttaminen
extractor	linko
extracurricular	oppimäärään
extradition	luovuttaminen
