Word	is
environ	NO TRANSLATION
environment	umhverfi
environmental	umhverfismál
environs	umhverfi
envision	envision
envoy	sendiherra
envy	öfund
enzyme	ensím
ephemeral	tímabundið
ephemeris	ephemeris
epic	Epic
epidemic	faraldur
epidermis	epidermis
epidural	epidural
epilepsy	flogaveiki
epileptic	flogaveiki
epilogue	epilogue
epiphany	epiphany
episcopal	biskupsdæmi
episode	þáttur
episodic	þættir
epistle	bréf
epitaph	grafhýsi
epithet	epithet
epitome	táknmynd
epoch	tímabil
equal	jöfn
equality	jafnrétti
equalization	jöfnun
equalize	jafna
equalizer	tónjafnari
equally	jafnt
equate	jafngilda
equation	jöfnu
equator	miðbaug
equatorial	miðbaug
equestrian	hestamennsku
equidistant	jafnt og þétt
equilibration	jafnvægi
equilibrium	jafnvægi
equip	útbúa
equipment	búnaður
equitable	réttlætanlegt
equity	Eigið
equivalence	jafngildi
equivalent	jafngildir
equivocal	jafnvægi
era	Tímabil
eradicate	útrýma
eradication	útrýmingu
erase	eyða
eraser	strokleður
erasure	eyða
ere	NO TRANSLATION
erect	uppréttur
erectile	ristruflanir
erection	stinningu
ergo	NO TRANSLATION
erode	eyðileggja
erosion	rof
erotic	erótískur
erotica	erótík
err	err
errand	erindi
errant	errant
erratic	óljós
erratum	erratum
erroneous	rangt
error	villa
erst	NO TRANSLATION
erudite	erudite
erupt	gosið
eruption	eldgos
escalade	escalade
escalate	stigmagna
escalating	stigandi
escalation	stigvaxandi
escalator	escalator
escape	flýja
escaped	slapp
escarpment	escarpment
eschew	eschew
escort	fylgdar
escrow	Escrow
esophagus	vélinda
esoteric	esoteric
especial	NO TRANSLATION
espionage	njósnir
espouse	espouse
espresso	espressó
esprit	esprit
esquire	esquire
essay	ritgerð
essayist	ritari
essence	kjarna
essential	nauðsynlegt
essentially	í meginatriðum
establish	koma á fót
established	komið á fót
establishment	stofnun
estate	búi
esteem	álit
esteemed	álit
esthetic	esthetic
estimable	áætlað
estimate	áætlun
estimation	mat
estoppel	estoppel
estranged	estranged
estrogen	estrógen
estuary	Mynstur
etch	etch
etching	ets
eternal	eilíft
eternity	eilífðin
ethanol	etanól
ether	eter
ethereal	eteral
ethic	siðfræði
ethical	siðferðileg
ethics	siðfræði
ethnic	þjóðerni
ethnography	etnography
etiology	æfingarfræði
etiquette	siðir
etymology	etymology
eucalyptus	tröllatré
euchre	euchre
eugenics	eugenics
eulogistic	eulogistic
eulogium	eulogium
eulogize	eulogize
eulogy	eulogy
euphemism	eufemismi
euphoria	vellíðan
euphoric	euphoric
euro	evru
euthanasia	líknardráp
evacuate	flýja
evacuation	brottflutningur
evade	komast hjá
evaluate	meta
evaluation	mat
evanescence	evanescence
evangelical	evangelical
evangelist	evangelist
evangelistic	evangelistic
evaporate	látið gufa upp
evaporation	uppgufun
evasion	undanskot
evasive	undanskilin
eve	aðdáandi
evening	kvöld
evens	NO TRANSLATION
event	atburður
eventful	viðburðaríkt
eventual	hugsanlega
eventuality	hugsanlega
evergreen	Evergreen
everlasting	eilíft
evermore	alltaf
everyday	daglega
everyman	everyman
evict	evict
eviction	eviction
evidence	sönnunargögn
evident	augljóst
evidentiary	sönnunargagna
evil	illt
evoke	kalla fram
evolution	þróun
evolutionary	þróun
evolve	þróast
ewe	óska
ex	fyrrverandi
exacerbate	versna
exacerbation	versnun
exact	nákvæmlega
exacting	krefjandi
exaggerate	ýkja
exaggerated	ýktar
exaggeration	ýkjur
exalt	upphaf
exaltation	upphafningu
exalted	upphafið
exam	próf
examination	próf
examine	skoða
examiner	prófdómari
example	dæmi
exasperated	exasperated
exasperation	exasperation
excavate	uppgröftur
excavation	uppgröftur
excavator	gröfu
exceed	fara yfir
exceeding	yfir
excel	skara fram úr
excellence	ágæti
excellent	Æðislegt
excelsior	excelsior
excepting	nema
exception	undantekning
exceptional	óvenjulegt
excerpt	útdráttur
excess	umfram
excessive	of mikið
excessively	of mikið
exchange	skipti
excise	vörugjöld
excision	útskúfun
excitability	spennandi
excitable	spennandi
excitation	örvun
excite	kveikja á
excited	spenntur
excitement	spennu
exciting	spennandi
exclaim	hrópa
exclamation	upphrópunar
exclude	útiloka
excluded	útilokaðir
excluding	að undanskildum
exclusion	útilokun
exclusive	einkarétt
excrement	excrement
excretion	útskilnaður
excruciating	áberandi
excursion	skoðunarferðir
excuse	afsökun
exec	exec
execute	framkvæma
execution	framkvæmd
executioner	bardagamaður
executive	framkvæmdastjóri
executor	framkvæmdastjóri
exegesis	útskýringu
exemplar	fyrirmynd
exemplary	fyrirmyndar
exemplify	dæmi
exempt	undanþegnir
exemption	undanþága
exercise	æfa
exert	beita
exertion	áreynslu
exhale	anda frá sér
exhaust	útblástur
exhausted	klárast
exhaustion	þreyta
exhaustive	tæmandi
exhibit	sýning
exhibition	sýning
exhilarated	spenntur
exhilarating	spennandi
exhilaration	gleði
exhort	hvetja
exhortation	hvatning
exhumation	uppgröftur
exhume	exhume
exigent	NO TRANSLATION
exile	útlegð
exist	til
existence	tilvist
existent	til staðar
existential	tilvistar
existing	núverandi
exit	hætta
exodus	útrýmingarhættu
exonerate	exonerate
exorbitant	exorbitant
exorcism	exorcism
exorcist	exorcist
exotic	framandi
expand	auka
expanded	útvíkkað
expanse	víðáttan
expansion	stækkun
expansive	þenjanlegur
expatriate	útlendingur
expect	búast
expectance	væntingar
expectancy	væntingar
expectant	væntanlegur
expectation	væntingar
expected	búist við
expecting	búast við
expediency	expediency
expedient	nauðsynlegt
expedite	flýta
expedition	leiðangur
expeditious	skjótur
expel	útrýma
expendable	expendable
expenditure	útgjöld
expense	kostnaður
expenses	útgjöld
expensive	dýrt
experience	reynsla
experienced	reyndur
experiences	reynslu
experiment	tilraun
experimental	tilraunir
experimentation	tilraunir
experimenter	tilraunir
expert	sérfræðingur
expertise	sérþekkingu
expiration	rennur út
expire	rennur út
expired	útrunnið
expiry	rennur út
explain	útskýra
explanation	útskýring
explanatory	skýringar
expletive	útskýra
explication	útskýring
explicit	skýrt
explode	sprungið
exploit	nýta
exploitation	nýting
exploration	könnun
exploratory	rannsakandi
explore	kanna
explorer	landkönnuður
explosion	sprenging
explosions	sprengingar
explosive	sprengiefni
expo	expo
exponent	exponent
exponential	veldisvísis
export	útflutningur
exportation	útflutningur
expose	afhjúpa
exposed	verða fyrir áhrifum
exposition	útskýringu
expository	expository
exposure	útsetning
expound	útskýra
express	tjá
expression	tjáning
expressive	svipmikill
expressway	hraðbraut
expropriation	eignarhald
expulsion	brottvísun
exquisite	stórkostlegt
exquisitely	frábærlega
extant	varanlegur
extend	lengja
extendable	framlengdur
extended	framlengdur
extension	framlenging
extensive	mikið
extent	umfang
exterior	utan
exterminate	útrýma
extermination	útrýmingu
exterminator	exterminator
external	ytri
externally	utanaðkomandi
extinct	útdautt
extinction	útrýmingu
extinguish	slökkva
extinguisher	slökkvitæki
extol	extol
extort	extort
extortion	extortion
extra	aukalega
extract	þykkni
extracting	útdráttur
extraction	útdráttur
extractor	Búnaður
extracurricular	utanríkisráðherra
extradition	framsal
extrajudicial	utan dómstóla
extramural	extramural
extraneous	framandi
extraordinaire	extraordinaire
extraordinary	ótrúlega
extraterrestrial	geimvera
extravagance	ofbeldi
extravagant	eyðslusamur
extravaganza	ofbeldi
extreme	Extreme
extreme anticipation	mikilli eftirvæntingu
extreme disgust	Extreme disgust
extreme surprise	Extreme óvart
extreme trust	mikla traust
extremely	mjög
extremely negative	mjög neikvæð
extremely positive	mjög jákvæð
extremity	útlimum
extricate	extricate
extrinsic	extrinsic
extrusion	extrusion
exuberance	exuberance
exude	exude
eye	auga
eyeball	eyeball
eyebrow	augabrún
eyeful	eyeful
eyeglass	augngler
eyeglasses	augngler
eyelash	augnhára
eyelet	eyelet
eyeliner	eyeliner
eyepiece	augngler
eyes	augu
eyesight	sjón
eyewitness	augnvottur
fab	fab
fable	fable
fabled	fabled
fabric	efni
fabricate	búa til
fabricated	tilbúinn
fabrication	tilbúningur
fabulous	stórkostlegur
facade	framhlið
face	andlit
faceless	faceless
facet	facet
facial	andliti
facile	NO TRANSLATION
facilitate	auðvelda
facility	leikni
facing	frammi fyrir
facsimile	símbréfi
fact	staðreynd
faction	faction
factor	þáttur
factory	verksmiðju
facts	staðreyndir
factual	staðreynd
faculties	deildir
faculty	deildarinnar
fad	fad
fade	hverfa
faded	dofna
faeces	hægðir
fag	fag
faggot	fagot
fail	mistakast
failing	mistakast
failure	bilun
fain	NO TRANSLATION
faint	dauft
fainting	yfirlið
fair	sanngjarnt
fairly	nokkuð
fairness	sanngirni
fairway	farvegur
fairy	álfur
faith	trú
faithful	trúr
faithfulness	trúfesti
faithless	trúrlausir
fake	falsa
faker	faker
falafel	falafel
falcon	falk
fall	falla
fallacious	sviksamlega
fallacy	misskilningur
fallback	fallback
fallible	fallible
falling	falla
fallopian	fallopian
fallout	fallout
fallow	fallow
false	RANGT
falsehood	lygi
falsely	ranglega
falsification	fölsun
falsified	falsified
falsify	falsa
falsity	falsity
falter	falter
fame	frægð
famed	frægur
familiar	þekki
familiarity	þekkingu
familiarize	kynna
family	fjölskylda
familytime	fjölskyldustund
famine	hungursneyð
famished	famished
famous	frægur
famously	frægur
fan	aðdáandi
fanatic	fanatic
fanatical	ofbeldi
fanaticism	ofbeldi
fanciful	fanciful
fancy	ímynda sér
fandango	fandango
fanfare	fanfare
fang	NO TRANSLATION
fangs	fangs
fanning	fanning
fantasia	ímyndunarafl
fantasize	fantasize
fantastic	frábær
fantasy	ímyndunarafl
faraway	langt í burtu
farce	farce
farcical	farcical
fare	fargjald
farewell	kveðjum
farm	bænum
farmer	bóndi
farmhouse	bæjarins
farming	búskapur
farmland	ræktunarland
faro	faro
fart	fart
farther	lengra
fascia	fascia
fascinate	heillandi
fascinated	heillaður
fascinating	heillandi
fascination	heillandi
fascism	fasismi
fascist	fasisti
fashion	tíska
fashionable	smart
fastball	fastball
fasten	Festið
fastener	festingar
fastening	festing
fasting	fastandi
fat	fitu
fatal	banvæn
fatalism	fatalism
fatality	dánartíðni
fate	örlög
fated	fated
fateful	örlög
fathead	fathead
father	faðir
fatherhood	fæðing
fatherland	faðir
fatherly	faðir
fathom	fathom
fatigue	þreyta
fatigued	þreyttur
fatso	fatso
fatten	fatten
fatty	feitur
faucet	blöndunartæki
fault	kenna
faultless	faultless
faulty	gallaður
faun	faun
fauna	dýralíf
faux	gervi
favor	greiði
favorable	hagstæð
favorite	uppáhalds
favoriteholiday	NO TRANSLATION
favoritism	favoritism
fawn	fawn
fax	fax
faze	NO TRANSLATION
fear	ótti
feared	óttast
fearful	hræðilegt
fearfully	hræðilega
fearing	óttast
fearless	óttalaus
fears	ótta
fearsome	ógnvekjandi
feasibility	hagkvæmni
feasible	gerlegt
feast	hátíð
feat	feat
feather	fjöður
feathered	fjöður
feature	lögun
features	lögun
febrile	hita
fecal	fecal
feces	saur
fecundity	frjósemi
fed	fed
federal	sambandsríki
federation	sambandsríki
fedup	NO TRANSLATION
fee	gjald
feeble	veikur
feed	fæða
feedback	endurgjöf
feeder	straumur
feel	finnst
feelgood	líða vel
feeling	tilfinning
feelingdown	NO TRANSLATION
feelinggood	NO TRANSLATION
feet	fætur
feign	feign
feigned	feigned
feisty	feisty
felicity	felicity
feline	feline
fell	féll
feller	feller
fellow	náungi
fellowship	samfélag
felon	felon
felony	glæpur
felt	fannst
female	kvenkyns
feminine	kvenleg
femininity	kvenleika
feminism	Femínismi
feminist	feminist
femme	NO TRANSLATION
femoral	lærlegg
femur	lömb
fen	NO TRANSLATION
fence	girðing
fenced	afgirt
fencing	girðingu
fend	verja
fender	fender
fennel	fennel
ferment	gerjun
fermentation	gerjun
fern	Fern
ferocious	grimmur
ferocity	ferocity
ferret	fretta
ferry	ferju
ferryboat	NO TRANSLATION
fertile	frjósöm
fertility	frjósemi
fertilize	frjóvga
fertilizer	áburður
fervent	fervent
fervor	fervor
fess	fess
fest	hátíð
festival	hátíð
festive	hátíðlegur
fetal	fóstur
fetch	sækja
fete	NO TRANSLATION
fetish	fetish
fetus	fóstur
feud	feud
feudal	feudal
feudalism	feudalism
fever	hiti
feverish	hiti
fiancee	NO TRANSLATION
fiasco	fiasco
fiat	fiat
fib	fib
fiber	trefjar
fiberglass	trefjaplasti
fibrosis	fibrosis
fibrous	trefja
fickle	fickle
fiction	skáldskapur
fictional	skáldskapur
fictitious	skáldskapur
fiddle	fiðla
fiddler	fiddler
fidelity	tryggð
fidgety	fidgety
fiduciary	fiduciary
field	sviði
field hockey	íshokkí
fielder	fielder
fiend	fiend
fiendish	fiendish
fierce	grimmur
fiery	eldheitur
fiesta	Fiesta
fiesty	NO TRANSLATION
fifteen	fimmtán
fifty	fimmtíu
fig	mynd
fight	bardagi
fighter	bardagamaður
fighting	berjast
fights	berst
figment	myndun
figurative	myndrænt
figure	mynd
figurine	figurine
filament	filament
filamentous	filamentous
file	skrá
filet	filet
filibuster	filibuster
filigree	filigree
filing	umsókn
filings	umsóknir
fill	Fylla
filler	filler
fillet	flök
filling	fylla
filly	fylki
film	kvikmynd
filmmaker	kvikmyndagerðarmaður
filmy	NO TRANSLATION
filter	sía
filth	óhreinindi
filthy	skítugt
filtration	síun
fin	NO TRANSLATION
final	endanleg
finale	úrslit
finalist	úrslitamaður
finality	endanlegt
finalize	klára
finalized	lokið
finally	loksins
finance	fjármál
financial	fjármála
financier	fjármálastjóri
finch	finch
find	finna
finder	leitarvél
finding	finna
fine	fínt
finery	finery
finesse	finesse
finger	fingur
fingernail	nagli
fingerprint	fingrafar
fingerscrossed	NO TRANSLATION
finish	klára
finished	lauk
finite	endanlegt
fink	fink
fir	fir
fire	eldur
firearm	skotvopn
firearms	skotvopn
fireball	eldbolti
firecracker	sprengiefni
firefight	slökkviliðsmaður
firefighter	slökkviliðsmaður
firefly	firefly
firehouse	eldhús
firelight	firelight
fireman	slökkviliðsmaður
fireplace	eldstæði
firepower	eldkrafti
fireproof	eldföst
fireside	fireside
firestorm	firestorm
firewall	eldvegg
firewood	eldiviður
firework	skotelda
fireworks	Flugeldar
firing	hleypa
firm	fyrirtæki
firmament	firmament
firmly	þétt
firmness	þéttleiki
first	fyrst
firstborn	frumgetinn
firstworldprobs	NO TRANSLATION
fiscal	ríkisfjármálum
fish	fiskur
fisherman	fiskimaður
fishery	fiskveiðar
fishing	veiði
fishing boat	fiskibátur
fishy	Fishy
fissile	sprungið
fission	fission
fissure	sprungu
fist	hnefa
fistfight	fistfight
fistful	fistful
fistula	fistill
fit	passa
fitness	hæfni
fits	passar
fitted	búið
fitting	mátun
fittings	festingar
five	fimm
fiver	fiver
fix	festa
fixable	fixable
fixation	festa
fixed	fastur
fixer	fixer
fixture	fastur búnaður
fixtures	innréttingar
fizz	fizz
fjord	fjörður
flabbergast	flabbergast
flabbergasted	flabbergasted
flabby	flabby
flaccid	slökkt
flag	fána
flagging	flagging
flagpole	flagpole
flagrant	flagrant
flagship	flaggskip
flagstaff	flagstaff
flair	hæfileiki
flak	flak
flake	flaga
flaky	flaky
flamboyant	flamboyant
flame	logi
flamethrower	flamethrower
flaming	logandi
flamingo	flamingo
flammable	eldfimt
flan	flan
flange	flans
flank	flank
flanked	flanked
flanking	flanking
flannel	flannel
flap	flap
flapping	flapping
flare	blossi
flares	blys
flaring	flaring
flash	glampi
flashback	endurupplifun
flashing	blikkandi
flashlight	vasaljós
flashy	áberandi
flask	flösku
flat	íbúð
flatbed	flatbed
flatfoot	flatfoot
flatness	flatness
flatten	fletja
flatter	flatari
flattered	flattered
flattering	flattering
flattery	flattery
flatulence	vindgangur
flaunt	flagga
flavor	bragð
flaw	galli
flawed	gölluð
flawless	gallalaus
flea	Fló
fleabag	fleabag
fled	flýði
flee	flýja
fleece	fleece
fleet	floti
fleeting	fleeting
flesh	hold
fleshy	flókinn
flex	flex
flexibility	sveigjanleiki
flexible	sveigjanlegt
flexin	flexin
flexion	flexion
flick	flick
flicker	flimmer
flickering	flöktandi
flier	flier
flight	flug
flighty	fljúgandi
flimsy	flimsy
flinch	flinch
fling	fling
flint	flint
flip	flip
flip flop	flip flop
flipper	flipper
flipping	snúa
flirt	daðra
flirtation	daðra
flirting	daðra
flirty	flirty
float	fljóta
floater	flotari
flock	hjörð
flog	flog
flood	flóð
floor	hæð
flooring	gólfefni
floozy	floozy
flop	flop
floppy	disklingi
flora	gróður
floral	blóma
florist	blómabúð
floss	floss
flotation	floti
flounder	flounder
flour	hveiti
flourish	blómstra
flow	flæði
flower	blóm
flowering	blómgun
flowers	blóm
flowery	blómleg
flows	flæðir
flu	inflúensu
fluctuate	sveiflast
fluctuating	sveiflast
fluctuation	sveiflur
flue	flue
fluency	flæði
fluent	fljótandi
fluff	fluff
fluffy	dúnkenndur
fluid	vökvi
fluidity	fluidity
fluke	fluke
flunk	flunk
flunky	flunky
fluorescence	flúrljómun
fluorescent	flúrljómandi
flurries	flúrries
flurry	grimmur
flush	skola
flustered	flustered
flute	flautu
fluted	fluted
flutter	flutter
fluvial	fluvial
flux	hreyfingu
fly	fluga
flyboy	flyboy
flyer	flugmaður
flying	fljúga
flywheel	svifhjól
foal	folald
foam	froðu
foaming	froðumyndun
foamy	foamy
fob	fob
focal	brennidepli
focus	áhersla
fodder	fóður
foe	fjandmaður
fog	þoku
foggy	þoka
foil	filmu
foiled	foiled
fold	brjóta saman
folded	brjóta saman
folder	mappa
foliage	sm
folio	folio
folk	fólk
folklore	þjóðsaga
follicle	eggbú
follicular	eggbús
follow	fylgja
follower	fylgismaður
folly	heimska
fond	hrifinn
fondle	fondle
fondling	fondling
fondness	fegurð
fondue	fondue
font	leturgerð
food	matur
foodie	foodie
fool	heimskur
fooled	blekkjast
foolhardy	foolhardy
fooling	blekkjast
foolish	heimskulegt
foolishness	heimska
foolproof	óþolandi
foot	fótur
foot stool	fótur hægðir
footage	myndefni
football	fótbolti
footbridge	göngubrú
foothold	fótfestu
footing	fótur
footlocker	footlocker
footloose	footloose
footpath	gönguleið
footprint	fótspor
footwear	skófatnaður
footwork	footwork
fop	fop
forage	forage
foray	foray
forbearance	þolgæði
forbid	bannað
forbidding	bannað
force	gildi
forced	neyddist
forceful	forceful
forceps	forceps
forces	sveitir
