Word	ne
drawing	रेखाचित्र
dread	डरलाग्दो
dreaded	खडा भयो
dreadful	डरलाग्दो
dreadfully	डरलाग्दो
dreading	डरलाग्दो
dream	सपना
dreamboat	सपना बोट
dreamer	सपना सपना
dreaming	सपना देखाउँदै
dreamland	सपना सपना
dreams	सपनाहरू
dreamt	सपना देखियो
dreamy	सपना सपना
dreary	ड्रेरी
dredge	ड्रेज
drenched	घट्यो
dress	पोशाक
dresser	ड्रेसर
dressmaker	ड्रेसमेकर
dressy	ड्रेस
dribble	NO TRANSLATION
dried	सूखे
drier	drier
drift	बहाव
drifted	उभिन्छ
drifter	drifter
driftwood	driftwood
drill	ड्रिल
drink	पिउन
drinker	पिटर
drinking	पिउने
drinks	पेय
drip	drip
dripping	टपिंग
drive	ड्राइभ गर्नुहोस्
drivel	डिलिवरी
driver	चालक
driveway	ड्राइभ
drizzle	बहाव
droll	डोल
drone	डनर
drones	ड्रोन
drool	drool
drooping	drooping
droopy	droopy
drop	ड्रप गर्नुहोस्
droplet	बूंद
dropout	निक्लिएको
dropper	ड्रपपर
drought	सूखा
drove	NO TRANSLATION
drown	डूब
drowsiness	दुलहीपन
drowsy	drowsy
drudgery	डराउदै
drug	औषधि
drug dealing	लागू औषधि
drugged	औषधि
druggist	druggist
drugs	ड्रग्स
drugstore	औषधि पसल
druid	druid
drum	ड्रम
drummer	ड्रमर
drumming	ड्रमिंग
drunk	नुन
drunk driving	नशेको ड्राइभिङ्ग
drunkard	drunkard
drunken	शराब
drunkenness	शरारतीपन
dry	सुक्खा
dryer	ड्रायर
dryness	सुकेको
dual	दोहोरो
dualism	दोहोरो
duality	duality
dub	डब
dubious	घमण्डी
duchess	duchess
duck	बतख
ducking	डकिंग
duckling	duckling
ducky	डकी
duct	डक्ट
ductile	भान्सा
dud	dud
dude	साथी
duds	duds
due	कारण
duel	दुल्हन
dues	छुट्याउँछ
duet	युगल
duffel	डफेल
dugout	डगआउट
duh	duh
duke	ड्यूक
dull	ढिलो
dullard	dullard
dumb	गूंगा
dumbasses	डम्बस
dumbbell	डम्बबेल
dumbbitch	NO TRANSLATION
dumfound	dumfound
dumfounder	NO TRANSLATION
dummy	डमी
dump	डम्प
dumpling	डम्प्लिंग
dumps	डम्प्स
dumpster	डम्पस्टर
dun	डन
dunce	dunce
dune	ड्यून
dung	NO TRANSLATION
dungeon	डगज
dunk	डुङ्गा
duo	duo
dupe	dupe
duplex	डुप्लेक्स
duplicate	नक्कल
duplication	डुप्लिकेट
duplicity	नक्कल
durability	स्थायित्व
durable	टिकाऊ
duration	अवधि
duress	duress
dusk	दोश्रो
dusky	दोश्रो
dust	धूल
duster	छाला
dustpan	dustpan
dusty	धूल
dutiful	dutiful
duty	कर्तव्य
dwarf	बौला
dwarfed	डोरफेड
dweeb	dweeb
dwell	बसोबास
dweller	बासिन्दा
dwelling	बासिन्दा
dye	डाई
dying	मर्ने
dyke	dyke
dynamic	गतिशील
dynamical	गतिशील
dynamics	गतिशीलता
dynamite	गतिशील
dynamo	dynamo
dynasty	राजवंश
dysentery	झाडापखाला
dysfunction	रोग
dysfunctional	बेपत्ता
dyspepsia	dyspepsia
eager	उत्सुक
eagerness	ईमानदारी
eagle	ईगल
ear	कान
earful	earful
earl	earl
earlier	पहिले
early	चाँडै
earn	कमाउनुहोस्
earnest	उत्तेजित
earnestly	ईमानदारीपूर्वक
earnestness	उत्तेजना
earnings	आय
earpiece	earpiece
earring	कानुन
earrings	बालियां
earshot	earshot
earth	पृथ्वी
earthenware	मिट्टी के बरतन
earthling	earthling
earthly	पार्थिव
earthquake	भूकंप
earthy	माटो
ease	सजिलो
easel	easel
easement	easement
easily	सजिलै संग
east	पूर्व
eastbound	eastbound
eastern	पूर्वी
easy	सजिलो
easygoing	easygoing
eat	खानुहोस्
eater	खानपान
eating	खान्छु
eatingdisorders	NO TRANSLATION
eavesdrop	eavesdrop
eavesdropping	eavesdropping
ebb	ebb
ebony	आबनूस
ebullient	ईमानदार
eccentric	सनकी
eccentricity	सनकीतिकता
ecclesiastical	सैनिक
echelon	echelon
echinacea	echinacea
echo	गूंज
eclectic	eclectic
eclipse	ग्रहण
ecliptic	ecliptic
ecological	पारिस्थितिकी
economic	आर्थिक
economical	आर्थिक
economics	अर्थशास्त्र
economy	अर्थतन्त्र
ecosystem	पारिस्थितिकी तंत्र
ecstasy	ecstasy
ecstatic	ecstatic
ecumenical	ecumenical
eddy	एडी
edema	edema
edge	किनारा
edging	edging
edgy	edgy
edible	खाद्य
edict	edict
edification	edification
edifice	edifice
edit	सम्पादन गर्नुहोस्
editing	सम्पादन
edition	संस्करण
editor	सम्पादक
editorial	संपादकीय
educate	शिक्षित
educated	शिक्षित
education	शिक्षा
educational	शैक्षिक
educator	शिक्षक
eeeek	NO TRANSLATION
eeek	NO TRANSLATION
eek	eek
eel	eel
eerie	eerie
effect	असर
effective	प्रभावकारी
effectiveness	प्रभावकारीता
effects	प्रभाव
effectual	प्रभावशाली
effectually	प्रभावकारी रूपमा
effectuate	प्रभावकारी
effeminate	प्रभावकारी
efficacious	प्रभावकारी
efficacy	प्रभावकारी
efficiency	दक्षता
efficient	कुशल
effigy	प्रभावकारी
effort	प्रयास
effortless	असोज
effusion	प्रभावकारी
effyou	NO TRANSLATION
egg	अण्डा
egghead	ह्यान्डहेड
eggnog	eggnog
eggplant	बैंगलोर
eggshell	हङकङ
ego	अहंकार
egomaniac	egomaniac
egotistical	उदाहरणार्थ
egregious	बहुमूल्य
egress	आक्रामक
eight	आठ
eighteen	अठारह
eighth	आठौं
eighty	अतीत
ejaculate	एक्जिज गर्नुहोस्
ejaculation	भर्जिन
eject	निकाल्नुहोस्
ejection	ईजेक्शन
elaborate	विस्तृत
elaboration	वर्णन
elan	NO TRANSLATION
elapse	विनाश
elapsed	बित्यो
elastic	लोचदार
elasticity	लोच
elated	elated
elation	elation
elbow	कोहनी
eld	eld
elder	elder
elderly	बूढा
elders	एल्डरहरू
eldest	सबै भन्दा ठूलो
elect	चुरोट
election	चुनाव
elective	वैकल्पिक
elector	मतदाता
electoral	निर्वाचन
electorate	मतदान गर्नुहोस्
electric	बिजुली
electric slide	बिजुली स्लाइड
electrical	बिजुली
electrician	बिजुली
electricity	बिजुली
electrify	विद्युतीय
electrocute	विद्युत
electrocution	विद्युत
electromagnetic	विद्युत चुम्बकीय
electron	इलेक्ट्रन
electronic	इलेक्ट्रनिक
electronics	इलेक्ट्रनिक्स
elegance	सुरुवात
elegant	सुरुचिपूर्ण
element	तत्व
elemental	मौलिक
elementary	प्राथमिक
elements	तत्वहरू
elephant	हात्ती
elevate	माथि उठाउनुहोस्
elevated	ऊ बढ्यो
elevation	उचाई
elevator	एलेवेटर
eleven	ग्यारह
eleventh	ग्यारहव
elf	elf
elicit	elicit
eligible	योग्य
eliminate	समाप्त
elimination	उन्मूलन
elite	कुलीन
elitist	elitist
elixir	elixir
elk	elk
ell	ell
ellipse	ellipse
ellipsis	ellipsis
