Word	zh-TW
freshair	NO TRANSLATION
freshen	梳洗
freshener	清新
freshman	新生
freshness	新鮮
freshstart	全新的開始
freshwater	淡水
fret	煩惱
fretful	煩躁
friar	修士
fricking	fricking
friction	摩擦
friday	星期五
fridge	冰箱
fried	油炸
friend	朋友
friendless	無依無靠
friendliness	友好
friendly	友善
friends	朋友
friendship	友誼
frigate	護衛艦
friggen	NO TRANSLATION
fright	驚駭
frighten	嚇唬
frightened	受驚
frightening	可怕的
frightful	可怕
frigid	寒冷
fringe	邊緣
fringed	流蘇
frisbee	飛盤
frisk	NO TRANSLATION
frisky	歡躍的
frivolous	輕浮
frock	罩袍
frog	青蛙
froggy	小青蛙
frolic	歡樂
front	面前
frontage	臨街
frontal	前面的
frontier	邊境
fronting	對開
frontispiece	卷首
frost	霜
frostbite	凍瘡
frosted	磨砂
frosting	結霜
frosty	冷冰冰
froth	泡沫
frothy	多泡的
frown	皺眉
frowning	皺著眉頭
frozen	凍結的
frugal	節儉
fruit	水果
fruit punch	果汁飲料
fruitcake	水果蛋糕
fruitful	卓有成效
fruition	享用
fruitless	不結果
fruits	水果
fruity	圓潤的
frustrate	阻撓
frustrated	受挫
frustrates	挫敗
frustrating	洩氣
frustration	挫折
fry	炒
fryer	油炸鍋
fuchsia	紫紅色
fuck	他媽的
fuckedoff	fuckedoff
fucker	笨蛋
fucking	他媽的
fuckoff	fuckoff
fucksake	fucksake
fucktard	fucktard
fuckyeah	fuckyeah
fudge	做傻事
fuel	汽油
fugitive	逃亡
fulcrum	支點
fulfill	履行
fulfilled	完成
fulfilling	履行
fulfillment	履行
full	充分
fullback	後衛
fullness	充滿
fully	充分
fulsome	令人生厭的
fumble	摸索
fume	煙
fumigation	熏蒸
fumin	NO TRANSLATION
fuming	發煙
fun	開玩笑
function	功能
functional	實用
fund	基金
fundamental	基本的
fundamentalist	原教旨主義
fundamentally	從根本上
funday	有趣的一天
funding	資金
fundraiser	募捐
fundraising	籌款
funds	資金
funeral	葬禮
fungus	菌
funk	恐懼
funky	時髦
funnel	漏斗
funny	滑稽
fur	毛皮
furious	狂怒
furiously	瘋狂
furlong	弗隆
furlough	放假
furnace	爐
furnish	裝設
furnishings	家具
furniture	家具
furor	轟動
furrow	畦
furry	毛茸茸
furtherance	促進
fury	憤怒
fuse	保險絲
fuselage	機身
fusion	聚變
fuss	小題大作
fussy	挑剔
fustrated	NO TRANSLATION
futile	無用
futility	無用
futon	蒲團
future	未來
fuzz	模糊
fuzzy	模糊
gab	NO TRANSLATION
gaby	加比
gad	GAD
gadget	小工具
gaff	魚叉
gag	插科打諢
gaga	加加
gage	抵押品
gaggle	鵝群
gahhh	NO TRANSLATION
gaiety	歡樂
gain	獲得
gainful	有利
gaining	取得
gait	步態
gal	加侖
gala	節日
galactic	銀
galaxy	星系
gale	大風
gall	癭
gallant	英勇
gallantry	英勇
gallbladder	膽囊
galled	擦傷
gallery	畫廊
galley	廚房
gallon	加侖
gallop	馳騁
galloping	舞動
gallows	絞架
galore	豐富地
galvanic	電流的
gamble	賭
gambler	賭徒
gambling	賭博
game	遊戲
gameday	比賽日
gametime	遊戲時間
gaming	賭博
gamma	伽馬
gammon	醃豬腿
gamut	色域
gander	無心插柳柳成蔭
gang	結夥
gangland	黑社會
gangrene	壞疽
gangster	流氓
gangway	舷梯
gaol	監獄
gap	間隙
gape	盱
gaping	張開
garage	車庫
garb	外衣
garbage	垃圾
garbled	亂碼
garden	花園
gardener	園丁
gardening	園藝
gardens	花園
gargle	漱口
gargoyle	石像鬼
garish	扎眼
garlic	大蒜
garment	服裝
garner	穀倉
garnet	石榴石
garnish	裝飾
garrison	駐軍
garter	襪帶
gas	加油站
gaseous	氣
gash	劃開
gasification	氣化
gasket	墊圈
gasoline	汽油
gasp	喘氣
gasping	喘氣
gassy	瓦斯
gastric	胃的
gastronomy	美食
gate	門
gatekeeper	看門人
gateway	網關
gather	收集
gatherer	採集
gathering	蒐集
gator	鱷魚
gatorade	佳得樂
gauche	NO TRANSLATION
gaudy	華而不實的
gauge	測量
gauging	計量
gaunt	憔悴的
gauntlet	長手套
gauze	紗布
gavel	木槌
gawk	呆子
gay	同性戀者
gaze	凝視
gazebo	涼亭
gazelle	羚羊
gazette	公報
gazetteer	地名
gazillion	極大數
gazing	凝視
gear	齒輪
geek	極客
geeky	令人討厭
geez	吉茲
geezer	奇特
geisha	藝妓
gel	凝膠
gelatin	明膠
geld	NO TRANSLATION
gelding	監
gem	寶石
gemini	雙子座
gender	性別
genealogy	家譜
general	一般
generality	概論
generalization	概括
generally	通常
generate	生成
generation	代
generative	生成的
generator	發電機
generic	通用
generosity	慷慨
generous	慷慨
genesis	創世紀
genetic	遺傳
genetics	遺傳學
genial	和藹的
genie	精靈
genital	生殖器
genitalia	生殖器
genius	天才
genocide	種族滅絕
genome	基因組
genre	類型
gent	紳士
genteel	溫雅
gentile	外邦人
gentle	溫和
gentleman	紳士
gentlemanly	紳士風度
gentleness	溫柔
gently	平緩
gentry	紳
genuine	真正
genus	種
geographic	地理
geographical	地理
geography	地理
geological	地質
geologist	地質學家
geology	地質學
geometric	幾何
geometry	幾何
geranium	天竺葵
gerbil	沙鼠
geriatric	老年
germ	病菌
german	德語
germane	有密切關係
germinate	發芽
germination	發芽
germs	病菌
gestation	妊娠
gesture	手勢
get	得到
getaway	逃離
getoverit	NO TRANSLATION
getoveryourself	NO TRANSLATION
getup	起床
getyourown	getyourown
ghastly	陰森
ghetto	貧民區
ghost	鬼
ghostly	幽靈的
ghoul	盜墓者
giant	巨人
gibberish	胡言亂語
giddy	頭暈
gift	禮品
gifted	天才
gifts	禮品
gig	演出
gigantic	巨大
giggle	傻笑
giggles	笑聲
giggling	傻笑
gigolo	舞男
gilded	鍍金
gill	鰓
gills	鰓
gilt	鍍金
gimmick	手法
gimp	花邊
gin	杜松子酒
ginger	生薑
gingerbread	薑餅
gingerly	小心翼翼
ginseng	參
giraffe	長頸鹿
girder	梁
girdle	腰帶
girl	女孩
girlfriend	女朋友
girlie	娘娘腔
girlish	少女的
girly	少女的
girth	周長
gist	要旨
give	給
giveaway	放棄
giver	NO TRANSLATION
giving	給
gizmo	小發明
gizzard	肫
glabrous	無毛
glacial	冰河
glacier	冰川
glad	高興
glade	林間空地
gladiator	角鬥士
gladness	歡樂
glamorous	富有魅力的
glamour	魅力
glance	一瞥
gland	腺
glare	強光
glaring	刺眼
glass	玻璃
glasses	眼鏡
glassware	玻璃器皿
glaucoma	青光眼
glaze	釉
glazed	有光
gleam	閃光
gleaming	閃閃發光的
glean	蒐集
glee	高興
gleeful	歡樂的
glen	狹谷
glib	巧舌如簧
glide	滑行
glider	滑翔機
glimmer	微光
glimpse	一瞥
glint	閃爍
glisten	閃亮
glitch	毛刺
glitter	閃光
glittering	金光閃閃
gloat	幸災樂禍
global	全球
globe	地球
globular	球形
gloom	愁雲
gloomy	陰沉
glorification	讚美
glorified	榮耀
glorify	榮耀
glorious	輝煌
glory	榮耀
gloss	掩飾
glossary	詞彙表
glossy	光滑
glove	手套
gloves	手套
glow	輝光
glowing	泛著
glucose	葡萄糖
glue	膠
glum	陰沉
glut	充斥
gluten	麩質
glutton	饞嘴
gluttony	暴食
glycerin	甘油
gnat	蚊蚋
gnome	地精
go	走
goal	目標
goalie	守門員
goals	目標
goat	山羊
goatee	山羊胡
gob	凝塊
gobble	吞併
goblet	高腳杯
goblin	小妖精
god	神
godbless	NO TRANSLATION
goddamn	該死
goddamned	詛咒的
goddess	女神
godfather	教父
godforsaken	荒涼的
godisgood	上帝是好的
godisgreat	NO TRANSLATION
godless	無神
godlike	上帝喜歡
godly	敬虔
godmother	教母
godsend	天賜
godson	教子
gofuckyourself	gofuckyourself
goggle	護目鏡
goggles	風鏡
gold	金
golden	金色
goldfish	金魚
golf	高爾夫球
golfer	高爾夫球手
golfing	高爾夫
gondola	貢多拉
gone	走了
goner	完了
gong	NO TRANSLATION
gonorrhea	淋病
goo	感傷
goober	落花生
good	好
goodbye	再見
goodday	美好的一天
goodfeeling	NO TRANSLATION
goodhealth	NO TRANSLATION
goodie	禮包
goodies	好吃的東西
goodlife	美好生活
goodly	優美的
goodmood	NO TRANSLATION
goodmorning	早上好
goodmusic	好的音樂
goodness	善良
goodnews	好消息
goods	產品
goodtimes	美好時光
goodvibes	NO TRANSLATION
goodwill	善意
goody	感傷的
gooey	感傷的
goof	混日子
goofball	goofball
goofy	高飛
goon	繼續
gooood	gooood
goop	GOOP
goose	鵝
gopher	地鼠
gore	血塊
gorge	峽谷
gorgeous	華麗
gorilla	大猩猩
gory	血腥
gospel	福音
gossip	八卦
gothic	哥特
gouge	挖出
goulash	燉牛肉
gourd	葫蘆
gourmet	美食
gout	痛風
govern	治理
governess	姆
governing	治理
government	政府
governmental	政府
governor	州長
gown	袍
grab	抓
grace	恩典
graceful	優美
gracias	NO TRANSLATION
gracious	親切
graciously	和藹地
grad	NO TRANSLATION
gradation	層次
grade	年級
graded	分級
grader	分級機
grades	等級
gradient	梯度
gradschool	NO TRANSLATION
gradual	緩
gradually	逐漸
graduate	畢業
graduation	畢業
graffiti	塗鴉
graft	接枝
grail	大盤
grain	糧食
gram	公克
grammar	語法
grand	盛大
grand theft auto	俠盜獵車手
grandchild	孫子
grandchildren	孫子
granddad	公公
granddaddy	鼻祖
granddaughter	孫女
grandeur	富麗堂皇
grandfather	祖父
grandiose	雄偉
grandma	奶奶
grandmother	祖母
grandpa	爺爺
grandson	孫子
grandstand	譁眾取寵
grange	農莊
granite	花崗岩
granny	奶奶
granola	格蘭諾拉麥片
grant	發放
granted	理所當然
grantee	受讓人
grantor	讓與人
granular	粒狀
granule	顆粒
grape	葡萄
grape juice	葡萄汁
grapefruit	葡萄柚
grapes	葡萄
grapevine	葡萄藤
graph	圖形
graphic	圖像
graphics	圖像
graphite	石墨
grapple	抓鉤
grappling	擒拿
grasp	把握
grasping	抓
grass	草
grasshopper	蚱蜢
grassy	綠色的
grate	爐排
grated	磨碎
grateful	感激
gratification	享樂
gratified	稱心
gratify	取悅
gratifying	可喜
grating	光柵
gratis	NO TRANSLATION
gratitude	感謝
gratuitous	免費的
gratuity	賞錢
grave	墳
gravel	碎石
graver	NO TRANSLATION
graveyard	墓地
gravitate	受引力作用
gravitation	引力
gravitational	引力
gravity	重力
gravy	鹵
gray	灰色
graze	輕擦
grease	潤滑脂
greased	脂
greaser	加油機
greasy	膩
great	大
great anticipation	偉大的期待
great aunt	偉大的阿姨
great disgust	非常厭惡
great grandfather	曾祖父
great grandma	偉大的奶奶
great grandmother	曾祖母
great grandpa	曾祖父
great surprise	非常驚喜
great trust	非常信任
great uncle	偉大的叔叔
greatday	NO TRANSLATION
greater	更大
greatest	最大
greatfriends	NO TRANSLATION
greatful	NO TRANSLATION
greatly	非常
greatly negative	大大消極
greatly positive	非常積極
greatness	偉大
greatnight	NO TRANSLATION
greed	貪心
greedy	貪婪
green	綠色
green bean	綠豆
green pepper	綠皮書
green snake	青蛇
greenhouse	溫室
greenish	呈綠色的
greenwood	綠林
greet	迎接
greeted	歡迎
greeting	歡迎
gregarious	群居
grenade	手榴彈
grey	灰色
greyhound	灰獵犬
grid	格
gridiron	格框
grief	哀思
grievance	不平
grieve	悼
grieved	傷心
grieving	悲傷
grievous	慘重
griffin	格里芬
grill	烤架
grille	進氣格柵
grilled	烤
grim	嚴峻
grime	煤塵
grimy	骯髒
grin	微笑
grind	研磨
grinder	磨床
grinding	磨碎
grindstone	磨
gringo	外國佬
grip	握
gripe	抱怨
grisly	嚇人的
grist	穀物
grit	砂礫
grits	糝
gritty	堅韌不拔
grizzly	灰熊
groan	呻吟
grocer	雜貨商
groceries	雜貨
grocery	雜貨
groggy	糊里糊塗的
groin	腹股溝
groom	馬夫
groove	槽
groovy	常規
grope	摸索
gross	毛
grotesque	奇怪的
grotto	石窟
grouch	牢騷
grouchy	過敏的
ground	地面
grounded	接地
groundhog	土撥鼠
grounding	接地
groundless	莫須有
grounds	理由
groundwork	基礎
group	組
groupie	追星族
grouping	分組
grouse	松雞
grout	灌漿
grove	樹林
grovel	拜倒
grow	增長
growl	吠聲
growling	咆哮
growls	咆哮
grownup	長大
growth	發展
growthefuckup	growthefuckup
grr	GRR
grrr	哎呀
grrrrr	grrrrr
grub	蠐螬
grubby	骯髒
grudge	怨恨
grudging	勉強
grudgingly	勉強
gruel	粥
grueling	嚴罰
gruesome	陰森
gruff	粗暴
grumble	嘰
grump	脾氣壞
grumpy	性情乖戾的
grunt	咕嚕
grunting	呼嚕
guacamole	鱷梨
guano	鳥糞
guarantee	保證
guaranty	保證
guard	守衛
guarded	守衛
guardhouse	警衛室
guardian	監護人
guardianship	監護
guards	衛士
gubernatorial	州長
guerilla	游擊
guerrilla	游擊隊
guess	猜測
guesser	猜測者
guesswork	猜測
guest	客人
guesthouse	招待所
guidance	指導
guide	指南
guidebook	指南
guidelines	方針
guiding	主導
guild	公會
guile	詭計
guillotine	斷頭台
guilt	有罪
guilty	有罪
guinea	幾內亞
guise	偽裝
guitar	吉他
guitarist	吉他手
gules	紅色
gulf	海灣
gull	鷗
gullet	食道
gullible	輕信
gully	壑
gulp	吞
gum	膠
gumbo	秋葵
gummy	粘性的
gumption	進取心
gun	槍
gunboat	砲艦
gunfight	槍戰
gunfighter	槍手
gunfire	炮火
gunk	泥流
gunman	槍手
gunmen	槍手
gunner	砲手
gunnery	射擊
gunplay	槍戰
gunpoint	槍口下
gunpowder	火藥
gunshot	槍擊
gunslinger	槍手
gurney	格尼
guru	領袖
gush	噴
gusher	噴油井
gusset	扣板
gust	陣風
gusto	NO TRANSLATION
gusty	有風的
gut	腸道
gutless	無膽
guts	膽量
gutsy	勇敢
gutter	排水溝
guy	傢伙
guzzler	酒鬼
guzzling	耗油
gym	健身房
gymnasium	健身房
gymnast	體操運動員
gymnastic	體操
gymnastics	體操
gynecologist	婦科醫生
gynecology	婦科
gypsy	吉普賽人
gyroscope	陀螺儀
habit	習慣
habitat	棲息地
habitation	住所
habitual	慣常的
habitually	習慣性地
hacienda	牧場
hack	劈
hacker	黑客
hacksaw	鋼鋸
hadenough	NO TRANSLATION
hag	魔女
haggard	枯槁
haggle	討價還價
haiku	俳句
hail	冰雹
hair	頭髮
hairball	毛球
hairbrush	髮刷
haircut	理髮
hairdo	髮型
hairdresser	理髮師
hairdryer	吹風機
hairless	無毛
hairline	發際線
hairpin	簪
hairspray	發膠
hairstyle	髮型
hairy	毛茸茸
hale	硬朗
half	半
half dollar	半美元
halfback	中衛
halftime	中場休息
halfway	半
halibut	比目魚
hall	大廳
hallelujah	哈利路亞
hallmark	特點
hallowed	神聖
hallucination	幻覺
hallway	門廳
halo	光環
halt	停
halter	羈
halting	暫停
halve	對分
halving	減半
ham	火腿
hamburger	漢堡包
hamlet	村莊
hammer	錘子
hammerhead	鎚頭
hammering	鍛造
hammock	吊床
hamper	阻礙
hamster	倉鼠
hamstring	腿筋
hand	手
handbag	手提包
handball	手球
handbook	手冊
handcuff	杻
handful	少數
handgun	手槍
handheld	手持
handicap	阻礙
handicapped	殘廢
handicraft	手工業
handiwork	手工
handkerchief	手帕
handle	處理
handler	處理器
handmade	手工製造
handout	講義
handprint	手印
handshake	握手
handsome	英俊
handwriting	手寫
handy	便利
handyman	勤雜工
hang	掛
hangar	機庫
hanger	衣架
hanging	掛
hangman	劊子手
hangout	出去玩
hangover	宿醉
hangry	HANGRY
hank	漢克
hankering	渴望
hanky	手帕
hap	NO TRANSLATION
haphazard	偶然
hapless	倒霉蛋
happen	發生
happening	事件
happier	幸福
happiest	最幸福
happily	高高興興
happiness	幸福
happy	快樂
happydance	快樂的舞蹈
happyday	快樂的一天
happyheart	happyheart
happyholidays	NO TRANSLATION
happynewyear	NO TRANSLATION
happyplace	happyplace
happytweet	NO TRANSLATION
happyvalentinesday	NO TRANSLATION
harass	騷擾
harassing	騷擾
harassment	騷擾
harbinger	預兆
harbor	港口
hard	硬
hardball	強硬
hardcore	鐵桿
harden	硬化
hardened	硬化
hardening	硬化
hardheaded	腳踏實地
hardness	硬度
hardship	苦
hardware	硬件
hardwood	硬木
hardworking	用功
hardy	耐寒
hare	野兔
harebrained	輕率
harem	閨房
hark	重提
harlot	妓女
harm	危害
harmful	有害
harmless	無害
harmonica	口琴
harmonics	諧波
harmonious	和諧
harmoniously	和諧地
harmonize	協
harmony	和諧
harness	馬俱
harp	豎琴
harper	哈珀
harpoon	魚叉
harpsichord	大鍵琴
harrowing	悲慘
harry	掠奪
harsh	苛刻
harshness	苛刻
hart	牡鹿
harvest	收成
hash	哈希
hashish	大麻
hassle	爭論
haste	趕快
hasten	趨
hastily	草草
hasty	匆
hat	帽子
hatch	孵化
hatchet	斧頭
hate	討厭
hateeee	NO TRANSLATION
hateeveryone	NO TRANSLATION
hateful	可惡
hater	懷恨在心者
hateyou	NO TRANSLATION
hating	恨
hatred	仇
haughty	傲慢
haul	運輸
haulage	拖曳
haunt	出沒
haunted	鬧鬼
have	有
haven	避風港
havoc	浩劫
haw	山楂
hawk	鷹
hawking	霍金
hay	NO TRANSLATION
haye	海牙
hayride	hayride
haystack	草垛
haywire	失控
hazard	冒險
hazardous	危險
haze	陰霾
hazmat	危險品
hazy	朦朧
head	頭
headache	頭痛
headaches	頭痛
headband	頭帶
headdress	頭飾
header	頭
headgear	帽子
heading	標題
headland	岬角
headless	無頭
headlight	車燈
headline	標題
headliner	頂篷
headlock	啞致
headlong	頭向前
headmaster	校長
headphones	頭戴耳機
headquarter	總部
headquarters	司令部
headset	耳機
headstone	墓石
headstrong	任性
headway	前進
heady	風頭正勁
heal	癒合
healer	治癒者
healing	復原
health	健康
healthcare	衛生保健
healthful	健康的
healthy	健康
heap	堆
hear	聽
hearer	聽者
hearing	聽力
hearsay	傳聞
hearse	柩車
heart	心
heart disease	心髒病
heartache	心痛
heartattack	NO TRANSLATION
heartbeat	心跳
heartbreak	心碎
heartbreaker	令人傷心
heartbreaking	令人心碎
heartbroken	腸斷
heartburn	胃灼熱
hearted	善良
heartfelt	衷心
hearth	爐
heartily	盡情地
heartland	心臟地帶
heartless	狠心
hearts	心中
heartsick	沮喪的
heartworm	心絲蟲
hearty	爽朗
heat	熱
heated	加熱
heater	加熱器
heath	健康
heathen	異教徒
heather	石南屬
heating	加熱
heave	舉起
heaven	天堂
heavenly	天上
heavens	天
heavily	嚴重
heaviness	沉重
heaving	起伏
heavy	重
heavy metal	重金屬
heavyweight	重量級
heck	赫克
hectares	公頃
hectic	忙碌
hedge	樹籬
hedgehog	猬
hedonism	享樂主義
hee	熙
heed	注意
heel	腳跟
heels	腳跟
heft	分量
hefty	沉重
hegemonic	霸權
heheh	NO TRANSLATION
heifer	小牝牛
height	高度
heighten	增高
heightened	提高
heinous	滔天
heir	繼承者
heiress	女繼承人
heirloom	傳家寶
heirs	繼承人
heist	搶劫
