Word	sk
delete	vymazať
deleterious	škodlivá
deletion	vymazanie
deli	delikatesy
deliberate	zámerný
deliberation	uvažovanie
deliberative	poradný
delicacy	pochúťka
delicate	chúlostivý
delicatessen	lahôdky
delicious	lahodný
delight	potešenie
delighted	potešený
delightful	lahodný
delineate	načrtnúť
delineation	náčrt
delinquency	kriminalita
delinquent	delikvent
delirious	blúznivý
delirium	delírium
deliver	doručiť
deliverance	vyslobodenie
delivery	dodávka
dell	dell
delta	delta
delude	oklamať
deluge	potopa
delusion	blud
delusional	bludy
deluxe	deluxe
delve	ponoriť
demand	dopyt
demanding	náročný
demeaned	zhadzoval
demeaning	ponižujúce
demeanor	správanie
demented	dementné
dementia	demencie
demise	úmrtia
demo	demonštrácie
democracy	demokracia
democrat	demokrat
democratic	demokratický
demographic	demografický
demolish	strhnúť
demolished	zbúraný
demolition	demolácie
demon	démon
demonic	démonický
demonstrable	preukázateľný
demonstrate	demonštrovať
demonstrated	preukázaná
demonstrating	preukazujúce
demonstration	demonštrácie
demonstrative	demonštratívny
demonstrator	demonštrátor
demoralized	demoralizovanej
demos	ukážky
demure	hanblivý
den	NO TRANSLATION
deniability	deniability
denial	odmietavý postoj
denied	poprieť
denim	džínsovina
denomination	označenie
denominational	konfesionálne
denominator	menovateľ
denote	naznačovať
denounce	vypovedať
dense	hustý
density	hustota
dent	jamku
dental	zubné
dentist	zubár
dentistry	zubné lekárstvo
dentists	zubárovi
denunciation	denunciace
deny	poprieť
denying	popierať
deodorant	dezodorant
depart	odísť
departed	zosnulý
department	oddelenie
departmental	rezortné
departure	odlet
depend	závisieť
dependable	spoľahlivý
dependant	závislý
dependence	závislosť
dependency	závislosť
dependent	závislý
depict	zobraziť
depicting	zobrazujúci
depletion	vyprázdnenie
deplorable	poľutovaniahodný
deplore	ľutovať
deploy	rozmiestniť
deployment	rozvinutie
deport	vyhostiť
deportation	deportácie
depose	zosadiť
deposit	Záloha
depositary	depozitár
deposition	depozícia
depository	úschovňa
depot	depo
depraved	spustnutý
depravity	spustnutosti
depreciate	podceňovať
depreciated	odpisovaný
depreciation	znehodnotenie
depress	deprimovať
depressed	deprimovaný
depressing	depresívne
depression	depresie
depressive	depresívne
depresson	NO TRANSLATION
deprivation	deprivácie
deprive	zbaviť
deprived	zbavený
depth	hĺbka
deputy	zástupca
derail	vykoľajiť
deranged	pomätený
derelict	opustený
derision	výsmech
derivation	derivácie
derivative	derivát
derive	odvodiť
dermal	kožné
dermatologist	dermatológ
dermatology	dermatológia
derogation	odchýlka
derogatory	škodlivý
descend	zostúpiť
descendant	potomok
descendent	NO TRANSLATION
descending	klesajúci
descent	klesanie
describe	popísať
description	popis
descriptive	opisný
desecrate	znesvätiť
desecration	znesvätenie
desert	púštne
deserted	opustený
deserter	zbeh
desertion	dezercie
deserve	zaslúžiť
deserved	zaslúžený
deserving	zaslúžilý
design	dizajn
designate	menovať
designated	určený
designation	označenie
designed	navrhol
designer	návrhár
designing	projektovanie
desirability	vhodnosť
desirable	žiaduce
desire	túžba
desiring	túžiť
desirous	žiadostivý
desist	ustať
desk	stôl
desolate	pustý
desolation	opustenosť
despair	zúfalstvo
despairing	zúfalý
despatch	expedície
desperado	zúfalec
desperate	zúfalý
desperation	zúfalstva
despicable	opovrhnutiahodný
despise	opovrhovať
despondent	skľúčený
despotic	despotický
despotism	despotizmus
dessert	zákusok
destination	destinácia
destined	určený
destiny	osud
destitute	opustený
destroy	zničiť
destroyed	zničený
destroyer	torpédoborec
destroying	zničenie
destruct	deštrukčné
destruction	zničenie
destructive	deštruktívne
detach	odpojiť
detached	oddelený
detachment	odlúčenie
detail	detail
detailed	detailné
details	podrobnosti
detain	zdržať
detainee	väzeň
detect	odhaliť
detectable	zistiteľný
detection	odhalenie
detective	detektívne
detector	detektor
detention	zadržanie
deter	odstrašiť
detergent	saponát
deteriorate	zhoršiť
deteriorated	zhoršila
deteriorating	zhoršujúce
deterioration	zhoršenie
determinable	určiteľná
determinate	určitý
determination	rozhodnosť
determine	určiť
determined	stanovené
deterrent	odstrašujúci
detest	nenávidieť
detestation	ošklivosť
detonate	odpáliť
detonation	detonácie
detonator	rozbuška
detour	obchádzka
detract	zľahčovať
detriment	ujma
detrimental	škodlivý
detritus	detritus
deuce	čert
deutschmark	nemecká marka
devalued	znehodnotený
devastate	zničiť
devastated	zdevastovanej
devastating	zničujúci
devastation	devastácie
develop	vypracovať
developer	vývojka
developing	rozvíjanie
development	vývoj
deviant	deviant
deviate	odchýliť
deviating	odchyľujú
deviation	odchýlka
device	zariadenie
devil	diabol
deviled	deviled
devilish	diabolský
devious	krivolaké
devise	vypracovať
devoid	nemajú
devolution	decentralizácie
devolve	prejsť
devote	venovať
devoted	oddaný
devotee	vyznávač
devotion	oddanosť
devotional	náboženský
devour	pohltiť
devout	zbožný
dew	rosa
dexter	dexter
dexterity	obratnosť
dextrose	dextróza
diabetes	cukrovka
diabetic	diabetik
diabolical	diabolský
diagnose	diagnostikovať
diagnosis	diagnóza
diagnostic	diagnostický
diagnostics	diagnostika
diagonal	uhlopriečka
diagram	diagram
dial	vytočiť
dialect	nárečia
dialectic	dialektika
dialogue	dialóg
dialysis	dialýza
diameter	priemer
diamond	diamant
diamonds	kule
diaper	plienka
diaphragm	membrána
diarrhea	hnačka
diarrhoea	hnačka
diary	diár
diatribe	invektiva
dib	NO TRANSLATION
dibs	sýrsky sirup
dice	kocky
dicey	riskantné
dichotomous	dichotomickej
dichotomy	dichotómia
dick	čurák
dickhead	blbec
dicks	vtáky
dictate	diktovať
dictation	diktát
dictator	diktátor
dictatorial	diktátorský
dictatorship	diktatúra
diction	dikcie
dictionary	slovník
dictum	NO TRANSLATION
didactic	didaktický
diddle	oklamať
die	NO TRANSLATION
died	zomrel
diesel	motorová nafta
diet	diéta
dietary	diétne
differ	líšiť
difference	rozdiel
differences	rozdiely
different	rozdielny
differential	diferenciál
differentiation	odlíšenie
differently	odlišne
differing	líšiace
difficult	obtiažny
difficulties	ťažkosti
difficulty	obtiažnosť
diffuse	rozptýliť
diffusion	rozptyl
dig	NO TRANSLATION
digest	výťah
digestion	trávenie
digestive	zažívacie
digit	číslica
digital	digitálne
dignified	dôstojný
dignify	poctiť
dignity	dôstojnosť
digress	odbočiť
digs	NO TRANSLATION
dike	NO TRANSLATION
dilapidated	schátraný
dilatation	rozšírenie
dilation	rozšírenie
dildo	dildo
dilemma	dilema
diligence	pracovitosť
diligent	pracovitý
dill	kôpor
diluent	rozrieďujúce
dilute	rozriediť
diluted	zriedený
dilution	rozriedenie
dim	stlmiť
dime	deseticent
dimension	rozmer
dimensional	dimenzionálnej
diminish	zmenšiť
diminished	zmenšený
diminution	zmenšenie
diminutive	zdrobnenina
dimwit	dimwit
din	NO TRANSLATION
dine	NO TRANSLATION
diner	stravník
dinghy	malý čln
dingo	austrálsky pes
dingy	ošumelá
dining	stolovanie
dinky	hezoučký
dinner	večera
dinnertime	čas večere
dinosaur	dinosaurus
dint	jamku
diocesan	diecézne
diocese	diecézy
diorama	séria obrazov
dioxide	dioxid
dip	ponorenie
diploma	diplom
diplomacy	diplomacia
diplomat	diplomat
diplomatic	diplomatický
dipper	lyžice
dippy	namočený
dipstick	mierka
dire	NO TRANSLATION
direct	priamy
directed	riadený
direction	smer
directive	smernice
directly	priamo
director	riaditeľ
directory	adresár
dirt	špina
dirty	špinavý
disability	invalidita
disable	zakázať
disabled	invalidný
disadvantage	nevýhoda
disaffected	nespokojný
disagree	nesúhlasiť
disagreeable	protivný
disagreeing	nesúhlas
disagreement	nesúhlas
disallow	neuznať
disallowed	nepovolené
disapointment	NO TRANSLATION
disappear	miznúť
disappearance	zmiznutie
disappearing	mizne
disappoint	sklamať
disappointed	sklamaný
disappointing	sklamaním
disappointment	sklamanie
disapproval	nesúhlas
disapprove	nesúhlasiť
disapproved	zamietnuté
disapproving	odmietavý
disarm	odzbrojiť
disarray	neporiadok
disaster	katastrofa
disastrous	katastrofálne
disband	rozpustiť
disbelief	neviera
disbelieve	neveriť
disburse	vydať
disbursement	vyplácanie
disc	kotúč
discard	odhodiť
discarded	vyradené
discards	zbavuje
discern	rozoznať
discernible	rozoznateľný
discerning	bystrý
discernment	rozoznanie
discharge	výtok
disciple	žiak
disciplinary	disciplinárny
discipline	disciplína
disciplined	disciplinovaný
disclaim	poprieť
disclaimer	dementi
disclose	oznámiť
disclosed	zverejnené
disclosure	prezradenie
disco	disko
discoloration	odfarbenie
discolored	odfarbený
discomfort	nepohodlie
disconcerted	rozrušený
disconcerting	znepokojujúce
disconnect	odpojiť
disconnected	odpojený
disconnection	vypnutie
disconnects	odpojí
discontent	nespokojnosť
discontinuance	zastavenie
discontinue	prerušiť
discontinuity	nesúvislosť
discontinuous	nesúvislý
discord	zvar
discount	zľava
discounted	zľavnené
discourage	odradiť
discouraged	odradiť
discouragement	odrádzanie
discouraging	odradzujúce
discourse	rozhovor
discover	objaviť
discovery	objav
discredit	diskreditovať
discredited	zdiskreditovaný
discreet	NO TRANSLATION
discrepancy	nesúlad
discrete	oddelený
discretion	diskrétnosť
discretionary	diskrečné
discriminate	diskriminovať
discriminating	diskriminačné
discrimination	diskriminácie
discus	diskom
discuss	prediskutovať
discussion	diskusia
disdain	opovrhnutie
disdainful	pohŕdavý
disease	choroba
diseased	chorý
disembodied	prepustený
disengage	uvoľniť
disengagement	uvoľnenie
disfigured	znetvorený
disgrace	hanba
disgraced	zneuctenie
disgraceful	hanebný
disgruntled	rozladený
disguise	zamaskovať
disguised	zamaskovaný
disgust	znechutiť
disgusted	znechutený
disgusting	odporný
dish	jedlo
disheartened	skľúčený
disheartening	deprimujúce
dishonest	nečestný
dishonesty	nepoctivosť
dishonor	hanba
dishonorable	nečestný
dishwasher	umývačka riadu
disillusionment	rozčarovanie
disinclination	nechuť
disincline	byť neochotný
disinclined	neochotný
disinfect	dezinfikovať
disinfectant	dezinfekčný prostriedok
disinfection	dezinfekcia
disinformation	dezinformácie
disingenuous	neúprimný
disintegrate	rozložiť
disintegration	rozpad
disinterested	nezištný
disjoint	nesúvislý
disjointed	nesúvislý
disjunctive	vylučovacia
disk	disk
diskette	disketa
dislike	nechuť
disliked	disliked
disliking	disliking
dislocated	vykĺbil
dislocation	vykĺbenie
dislodge	vypudiť
disloyal	nelojálni
disloyalty	nelojálnosti
dismal	neutešený
dismantle	demontovať
dismay	zdesenie
dismayed	vydesený
dismemberment	rozdelenie
dismiss	zamietnuť
dismissal	výpoveď
dismissive	pohŕdavý
dismount	zosadnúť
disobedience	neposlušnosť
disobedient	neposlušný
disobey	nepočúvnuť
disorder	porucha
disordered	neusporiadaný
disorderly	neporiadny
disorganized	chaotický
disorientation	dezorientácia
disoriented	dezorientovaný
disown	poprieť
disparage	znevažovať
disparaging	prezieravý
disparate	rozličnosť
disparity	rozdielnosť
dispassionate	nezaujatý
dispatch	odoslanie
dispatcher	odosielateľ
dispel	rozptýliť
dispensary	ošetrovňa
dispensation	výnimka
dispense	rozdeliť
dispenser	automat
dispersal	rozptýlenie
disperse	rozptýliť
dispersed	rozptýlený
dispersion	rozptyl
dispirited	deprimovaný
displace	premiestniť
displaced	posunúť
displacement	výtlak
displacency	displacency
display	zobraziť
displease	znepáčiť sa
displeased	nespokojný
displeasure	neľúbosť
disposable	jednorazový
disposal	likvidácia
dispose	disponovať
disposed	usporiadaný
disposition	dispozície
dispossessed	nemajetný
disprove	vyvrátiť
dispute	spor
disqualification	diskvalifikácia
disqualified	diskvalifikovaný
disqualify	diskvalifikovať
disquieted	nepokojíš
disregard	ignorovanie
disregarded	neprihliada
disrelish	nemať rád
disreputable	pochybný
disrepute	zlá povesť
disrespect	neúcta
disrespectful	neúctivý
disrupt	narušiť
disrupting	narušenie činnosti
disruption	narušenie
disruptive	rušivý
dissatisfaction	nespokojnosť
dissatisfied	nespokojný
dissect	pitvať
dissection	pitva
disseminate	šíriť
dissemination	rozšírenie
dissension	nezhoda
dissent	nesúhlas
dissenting	nesúhlasné
dissertation	dizertačnej práce
disservice	medvedí
dissident	disident
dissimilar	odlišný
dissipate	rozptýliť
dissipated	rozptýlený
dissociation	štiepenie
dissociative	rozložený
dissolution	rozpustenie
dissolve	rozpustiť
dissonance	disonancia
dissuade	odradiť
distal	distálnej
distance	vzdialenosť
distant	vzdialený
distaste	nechuť
distasteful	odporný
distillate	destilát
distillation	destilácia
distilled	destilovanej
distinct	zreteľný
distinction	vyznamenanie
distinctive	rozlišovaciu
distinguish	rozlíšiť
distinguishable	rozoznateľný
distinguished	význačný
distinguishing	rozlišovaciu
distort	deformovať
distorted	skreslený
distortion	skreslenie
distract	rozptýliť
distracted	roztržitý
distracting	rozptyľujúce
distraction	rozptýlenie
distraught	rozrušený
distress	úzkosť
distressed	zarmútený
distressing	znepokojujúce
distribute	rozložiť
distribution	distribúcia
distributor	distribútor
district	okres
distrust	nedôvera
disturb	rušiť
disturbance	rušenie
disturbed	narušený
disturbing	znepokojujúce
disuse	nepoužívanie
disused	mimo prevádzky
ditch	priekopa
ditto	to isté
ditty	popevok
diurnal	denná
diva	diva
divan	NO TRANSLATION
dive	ponoriť
diver	potápač
diverge	rozbiehať
divergence	divergencia
divergent	rozdielny
diverging	rozbiehajú
divers	potápači
diverse	rozmanitý
diversified	diverzifikovaná
diversify	diverzifikovať
diversion	obchádzka
diversionary	diverzné
diversity	rozmanitosť
divert	odkloniť
diverting	presmerovanie
divest	zbaviť
divested	zbavený
divestment	zbaviť niekoho majetku
divide	rozdeliť
divided	rozdelený
dividend	dividenda
divination	veštenie
divine	boží
divinity	božstvo
divisible	deliteľný
division	delenie
divisor	deliteľ
divorce	rozvod
divorcee	rozvedená osoba
divulge	prezradiť
divvy	divvy
dizziness	závrat
dizzy	závraty
do	robiť
doable	uskutočniteľný
doc	doc
docile	povoľný
dock	dok
docked	zakotvila
docket	návod na použitie
docking	docking
doctor	lekár
doctorate	doktorát
doctrinal	doktrinový
doctrine	doktrína
document	dokument
documentary	dokumentárne
documentation	dokumentácia
documents	Dokumenty
dodge	uhnúť
dodger	neplatič
dodging	uhýbať
dodgy	riskantné
dodo	dodo
doe	srna
doer	muž činu
dog	pes
dogface	Dogface
dogged	húževnatý
doggy	psie
doghouse	psia búda
dogma	dogma
dogmatic	dogmatický
dogsick	NO TRANSLATION
doings	doings
doit	NO TRANSLATION
dojo	dojo
doldrums	rovníkové pásmo Tišina
dole	podpora v nezamestnanosti
doll	bábika
dollar	dolár
dollhouse	domček pre bábiky
dolor	NO TRANSLATION
dolphin	delfín
domain	doména
dome	kupola
domestic	domáci
domesticated	zdomácnený
domestication	domestikácie
domicile	trvalé bydlisko
domiciled	bydliska
dominance	prevaha
dominant	dominantné
dominate	prevládať
dominating	dominujúci
domination	nadvláda
dominatrix	domina
dominion	nadvláda
domino	domino
don	don
donate	darovať
donation	dar
donkey	somár
donor	darcu
dontlikeyou	NO TRANSLATION
dontmess	NO TRANSLATION
dontmesswithme	dontmesswithme
dontpanic	dontpanic
dontunderstand	NO TRANSLATION
doodle	čmáranice
doom	osud
doomed	odsúdená k zániku
doomsday	súdny deň
door	dvere
doorbell	domový zvonček
doorknob	dverné gombík
doorman	vrátnik
doormat	rohožka
doornail	dverné klinec
doorstep	tučný krajec chleba
doorway	vchod
dopamine	dopamín
dope	droga
dopey	ospalý
dork	trkvas
dorky	Dork
dorm	internát
dormant	spiace
dormitory	koľaj
dorsal	chrbtovej
dosage	dávkovanie
dose	dávka
dossier	dokumentácia
dot	bodka
doting	zbožňujúci
dotted	bodkovaný
dotty	praštěná
double	dvojitý
doubled	zdvojnásobil
doublet	triplet
doubling	zdvojnásobenie
doubt	pochybovať
doubtful	pochybný
doubting	pochybovanie
doubtless	nepochybne
doubts	pochybnosti
douche	sprcha
douchebags	douchebags
dough	cesto
doughboy	pešiak
doughnut	Šiška
dour	vzdorovitý
douse	uhasiť
dove	holubica
down	nadol
downcast	skleslý
downer	sedatívum
downfall	pád
downfield	downfield
downhearted	skľúčený
downhill	zjazd
download	Stiahnuť ▼
downpour	lejak
downright	naprostý
downriver	downriver
downside	nevýhoda
