Word	iw
disobedience	אי ציות
disobedient	סָרְבָנִי
disobey	לְהַמרוֹת
disorder	הפרעה
disordered	מסולף
disorderly	פָּרוּעַ
disorganized	לא מאורגנים
disorientation	אִי הִתמַצְאוּת
disoriented	מבולבלת
disown	להתכחש
disparage	לִזַלזֵל
disparaging	מזלזל
disparate	מְפוּרָד
disparity	פַּעַר
dispassionate	קַר רוּחַ
dispatch	לְשַׁגֵר
dispatcher	משגר
dispel	לְפַזֵר
dispensary	בֵּית מִרקַחַת
dispensation	-
dispense	לְחַלֵק
dispenser	מַנפֵּק
dispersal	הִתפַּזְרוּת
disperse	לְפַזֵר
dispersed	מְפוּזָר
dispersion	פְּזִירָה
dispirited	סַר
displace	לַעֲקוֹר
displaced	עָקוּר
displacement	תְזוּזָה
displacency	דחיפות
display	לְהַצִיג
displease	לְהַרְגִיז
displeased	לא מרוצה
displeasure	אִי שְׂבִיעוּת רָצוֹן
disposable	חַד פַּעֲמִי
disposal	רְשׁוּת
dispose	להיפטר
disposed	מסולקת
disposition	מֶזֶג
dispossessed	מנושל
disprove	לְהַפְרִיך
dispute	מַחֲלוֹקֶת
disqualification	פְּסִילָה
disqualified	פָּסוּל
disqualify	לִפְסוֹל
disquieted	מודאג
disregard	הִתעַלְמוּת
disregarded	מתעלמים
disrelish	מזויף
disreputable	לֹא מְכוּבָּד
disrepute	שֵׁם רַע
disrespect	זִלזוּל
disrespectful	חסר כבוד
disrupt	לְשַׁבֵּשׁ
disrupting	משבש
disruption	הפרעה
disruptive	מְשַׁבֵּשׁ
dissatisfaction	חוסר שביעות רצון
dissatisfied	לא מרוצה
dissect	לְנַתֵחַ
dissection	דיסקציה
disseminate	לְהָפִיץ
dissemination	הֲפָצָה
dissension	מַחֲלוֹקֶת
dissent	התנגדות
dissenting	מתנגד
dissertation	מַסָה
disservice	שֵׁרוּת דוֹב
dissident	פּוֹרֵשׁ
dissimilar	שׁוֹנֶה
dissipate	לְפַזֵר
dissipated	מפוזר
dissociation	דיסוציאציה
dissociative	דיסוציאטיבי
dissolution	התפרקות
dissolve	לְהִתְמוֹסֵס
dissonance	דִיסוֹנַנס
dissuade	לְהַנִיאַ
distal	דיסטלי
distance	מֶרְחָק
distant	רָחוֹק
distaste	סְלִידָה
distasteful	לֹא נָעִים
distillate	תַזקִיק
distillation	זִקוּק
distilled	מזוקקים
distinct	מוּבהָק
distinction	הבחנה
distinctive	מְיוּחָד
distinguish	לְהַבחִין
distinguishable	נבדל
distinguished	נִכבָּד
distinguishing	מַבדִיל
distort	לְסַלֵף
distorted	מְעוּוָת
distortion	עיוות
distract	להסיח את הדעה
distracted	מְפוּזָר
distracting	מסיח דעת
distraction	הַסָחַת הַדַעַת
distraught	מְפוּזָר
distress	מְצוּקָה
distressed	מצוקה
distressing	מְצַעֵר
distribute	לְהָפִיץ
distribution	הפצה
distributor	מֵפִיץ
district	מָחוֹז
distrust	חוסר אמון
disturb	לְהַפְרִיעַ
disturbance	הפרעה
disturbed	מוטרד
disturbing	מטריד
disuse	אִי שִׁמוּשׁ
disused	מבולבל
ditch	לִנְטוֹשׁ
ditto	"כנ""ל"
ditty	פִּזמוֹן
diurnal	יוֹמִי
diva	פְּרִימָדוֹנָה
divan	NO TRANSLATION
dive	לִצְלוֹל
diver	צוֹלְלָן
diverge	לִסְטוֹת
divergence	הִסתַעֲפוּת
divergent	מִסתַעֵף
diverging	סוטה
divers	צוללנים
diverse	מְגוּוָן
diversified	מְגוּוָן
diversify	לְנַמֵר
diversion	הַסָחָה
diversionary	הסחה
diversity	גיוון
divert	להפנות
diverting	מסיר
divest	לְהוֹקִיעַ
divested	מושקע
divestment	-
divide	לחלק
divided	מחולק
dividend	דיבידנד
divination	קֶסֶם
divine	אלוהי
divinity	אֱלוֹהוּת
divisible	מִתחַלֵק
division	חֲלוּקָה
divisor	מְחַלֵק
divorce	לְהִתְגַרֵשׁ
divorcee	גְרוּשָׁה
divulge	לְגַלוֹת סוֹד
divvy	-
dizziness	סְחַרחוֹרֶת
dizzy	סְחַרחַר
do	לַעֲשׂוֹת
doable	נִתַן לְבִצוּעַ
doc	דוק
docile	כָּנוּעַ
dock	לַעֲגוֹן
docked	עגנה
docket	תָוִית
docking	עגינה
doctor	דוֹקטוֹר
doctorate	דוֹקטוֹרָט
doctrinal	דוקטרינרי
doctrine	דוֹקטרִינָה
document	מסמך
documentary	דוקומנטרי
documentation	תיעוד
documents	מסמכים
dodge	להתחמק
dodger	מִשׁתַמֵט
dodging	חֲמִיקָה
dodgy	מְסוּכָּן
dodo	דודו
doe	צְבִיָה
doer	רַמַאִי
dog	כֶּלֶב
dogface	פני כלב
dogged	עַקשָׁן
doggy	כלבלב
doghouse	מלונה
dogma	דוֹגמָה
dogmatic	דוֹגמָטִי
dogsick	NO TRANSLATION
doings	מעלליו
doit	NO TRANSLATION
dojo	דוג'ו
doldrums	מַצַב רוּחַ עָגוּם
dole	קִצבָּה
doll	בּוּבָּה
dollar	דוֹלָר
dollhouse	בֵּית בּוּבּוֹת
dolor	NO TRANSLATION
dolphin	דולפין
domain	תְחוּם
dome	כיפה
domestic	בֵּיתִי
domesticated	מְבוּיָת
domestication	בִּיוּת
domicile	מָקוֹם מוֹשָׁב
domiciled	מְשׁוּכָּן
dominance	שְׁלִיטָה
dominant	דוֹמִינָנטִי
dominate	לִשְׁלוֹט
dominating	שולט
domination	שְׁלִיטָה
dominatrix	סאדו
dominion	שְׁלִיטָה
domino	דומינו
don	דוֹן
donate	לִתְרוֹם
donation	תרומה
donkey	חמור
donor	תוֹרֵם
dontlikeyou	NO TRANSLATION
dontmess	NO TRANSLATION
dontmesswithme	לא
dontpanic	dontpanic
dontunderstand	NO TRANSLATION
doodle	לְשַׁרבֵּט
doom	אֲבַדוֹן
doomed	נחרץ
doomsday	יום הדין
door	דלת
doorbell	פעמון הדלת
doorknob	ידית של דלת
doorman	שׁוֹעֵר
doormat	מַחצֶלֶת
doornail	דורנאיל
doorstep	מִפתָן הַדֶלֶת
doorway	פֶּתַח
dopamine	דופמין
dope	מטומטם
dopey	מְטוּמטָם
dork	דביל
dorky	מטומטם
dorm	חֲדַר שֵׁנָה
dormant	רָדוּם
dormitory	פְּנִימִיָה
dorsal	גב
dosage	מִנוּן
dose	מָנָה
dossier	תִיק
dot	נְקוּדָה
doting	הצבעה
dotted	מְנוּקָד
dotty	מסובך
double	לְהַכפִּיל
doubled	מוּכפָּל
doublet	כָּפִיל
doubling	כְּפִילָה
doubt	ספק
doubtful	מוטל בספק
doubting	מֵטִיל סָפֵק
doubtless	בְּלִי סָפֵק
doubts	ספקות
douche	שְׁטִיפָה
douchebags	douchebags
dough	בצק
doughboy	doughboy
doughnut	סופגניה
dour	קוֹדֵר
douse	לְכַבּוֹת
dove	יוֹנָה
down	מטה
downcast	שָׁחוּחַ
downer	מטהר
downfall	נְפִילָה
downfield	במורד השדה
downhearted	ללא שם: dhearted
downhill	בְּמִדרוֹן
download	הורד
downpour	מַבּוּל
downright	לְגַמרֵי
downriver	הנהר
downside	downside
downtime	זמן השבתה
downward	כְּלַפֵּי מַטָה
downy	פְּלוּמָתִי
dowry	נְדוּנִיָה
doze	לְנַמְנֵם
dozen	תְרֵיסַר
drab	מְשַׁעֲמֵם
draft	טְיוּטָה
drafty	פָּתוּחַ לְרוּחַ פְּרָצִים
drag	לִגרוֹר
dragon	דְרָקוֹן
dragonfly	שַׁפִּירִית
drain	לנקז
drainage	תעלת ניקוז
drained	סחוט
draining	מיובש
drainpipe	צינור
drake	דרק
drama	דְרָמָה
dramaqueen	NO TRANSLATION
dramatic	דְרָמָטִי
drape	וִילוֹן
drapery	וִילוֹנוֹת
drastic	דרסטי
drat	NO TRANSLATION
draught	טְיוּטָה
draw	לצייר
drawback	חִסָרוֹן
drawbridge	גֶשֶׁר נַע
drawer	מְגֵרָה
drawers	תַחתוֹנִים
drawing	צִיוּר
dread	אֵימָה
dreaded	חרדה
dreadful	אָיוֹם
dreadfully	נורא
dreading	חרדה
dream	חולם
dreamboat	סירת חלומות
dreamer	חוֹלֵם
dreaming	חולם
dreamland	אֶרֶץ הַחָלוֹמוֹת
dreams	חלומות
dreamt	חלמתי
dreamy	חוֹלמָנִי
dreary	מַשׁמִים
dredge	מַחְפֵּר
drenched	טבול
dress	שמלה
dresser	אָרוֹן בְּגָדִים
dressmaker	תוֹפֶרֶת
dressy	מִתגַנדֵר
dribble	NO TRANSLATION
dried	מיובש
drier	מְיַבֵּשׁ
drift	סְחִיפָה
drifted	נסחף
drifter	בַּטלָן
driftwood	סחף
drill	תרגיל
drink	לִשְׁתוֹת
drinker	שׁוֹתֶה
drinking	שְׁתִיָה
drinks	מַשׁקָאוֹת
drip	טפטוף
dripping	טִפטוּף
drive	נהיגה
drivel	שְׁטוּיוֹת
driver	נהג
driveway	שביל הגישה
drizzle	זרזיף
droll	מַצחִיק
drone	"מזל""ט"
drones	"מזל""ט"
drool	לְהַזִיל רִיר
drooping	נְבִילָה
droopy	שָׁפוּף
drop	יְרִידָה
droplet	אֵגֶל
dropout	נשר
dropper	טַפטֶפֶת
drought	בַּצוֹרֶת
drove	NO TRANSLATION
drown	לְהַטבִּיעַ
drowsiness	נוּמָה
drowsy	מְנוּמנָם
drudgery	עבודת פרך
drug	תְרוּפָה
drug dealing	סחר בסמים
drugged	מְסוּמָם
druggist	רוֹקֵחַ
drugs	סמים
drugstore	בֵּית מִרקַחַת
druid	דרואיד
drum	תוֹף
drummer	מְתוֹפֵף
drumming	תיפוף
drunk	שיכור
drunk driving	נהיגה בשכרות
drunkard	סוֹבֵא
drunken	שיכור
drunkenness	שִׁכרוּת
dry	יָבֵשׁ
dryer	מְיַבֵּשׁ
dryness	יוֹבֶשׁ
dual	כָּפוּל
dualism	שְׁנִיוּת
duality	שְׁנִיוּת
dub	לִטפּוֹחַ
dubious	מפוקפק
duchess	דוּכָּסִית
duck	ברווז
ducking	מתכופף
duckling	בַּרוָזוֹן
ducky	חָמוּד
duct	בִּיב
ductile	רָקִיעַ
dud	לֹא יִצְלַח
dude	אחי
duds	מִטַלטְלִין
due	עקב
duel	דוּ קְרָב
dues	דְמֵי חָבֵר
duet	דוּאֵט
duffel	דבל
dugout	שׁוּחָה
duh	דו
duke	דוּכָּס
dull	משעמם
dullard	מְטוּמטָם
dumb	מְטוּמטָם
dumbasses	dumbasses
dumbbell	מְטוּמטָם
dumbbitch	NO TRANSLATION
dumfound	דומפונד
dumfounder	NO TRANSLATION
dummy	דֶמֶה
dump	מזבלה
dumpling	כּוּפתָה
dumps	מזבלות
dumpster	פח זבל
dun	דון
dunce	טֶמבֶּל
dune	חוֹלִית
dung	NO TRANSLATION
dungeon	צִינוֹק
dunk	דאנק
duo	צמד
dupe	פֶּתִי
duplex	דופלקס
duplicate	לְשַׁכְפֵּל
duplication	שִׁכפוּל
duplicity	צְבִיעוּת
durability	עֲמִידוּת
durable	עָמִיד
duration	מֶשֶׁך
duress	לַחַץ
dusk	אַפְלוּלִית
dusky	כֵּהֶה
dust	אָבָק
duster	מַטלִית
dustpan	יָעֶה
dusty	מְאוּבָּק
dutiful	צַיְתָן
duty	חוֹבָה
dwarf	גמד
dwarfed	גמד
dweeb	דווייב
dwell	לגור
dweller	תוֹשָׁב
dwelling	דִירָה
dye	צֶבַע
dying	גְסִיסָה
dyke	דָיֵק
dynamic	דִינָמִי
dynamical	דינמי
dynamics	דִינָמִיקָה
dynamite	דִינָמִיט
dynamo	דִינָמוֹ
dynasty	שׁוֹשֶׁלֶת
dysentery	דִיזֶנטֶריָה
dysfunction	תִפקוּד לָקוּי
dysfunctional	לא מתפקדת
dyspepsia	בעיות בעיכול
eager	לָהוּט
eagerness	לְהִיטוּת
eagle	נשר
ear	אֹזֶן
earful	נְזִיפָה
earl	רוזן
earlier	מוקדם יותר
early	מוקדם
earn	להרוויח
earnest	רְצִינִי
earnestly	ברצינות
earnestness	רְצִינוּת
earnings	רווחים
earpiece	אוזניות
earring	עָגִיל
earrings	עגילים
earshot	טְוָח שְׁמִיעָה
earth	כדור הארץ
earthenware	כְּלֵי חֶרֶס
earthling	ארצית
earthly	אַרְצִי
earthquake	רעידת אדמה
earthy	עֲפָרִי
ease	קַלוּת
easel	כן
easement	הֲקָלָה
easily	בְּקַלוּת
east	מזרח
eastbound	מזרחה
eastern	מזרחי
easy	קַל
easygoing	קליל, זורם
eat	לאכול
eater	אוֹכֵל
eating	אֲכִילָה
eatingdisorders	NO TRANSLATION
eavesdrop	לְצוֹתֵת
eavesdropping	צִתוּת
ebb	שֵׁפֶל
ebony	הָבְנֶה
ebullient	תוֹסֵס
eccentric	אקסצנטרי
eccentricity	תִמהוֹנִיוּת
ecclesiastical	כנסייתי
echelon	דֶרֶג
echinacea	אכינצאה
echo	הֵד
eclectic	אֶקְלֶקְטִי
eclipse	ליקוי חמה
ecliptic	אקליפטית
ecological	אֵקוֹלוֹגִי
economic	כַּלְכָּלִי
economical	חסכוני
economics	כלכלה
economy	כַּלְכָּלָה
ecosystem	מערכת אקולוגית
ecstasy	אֶקסְטָזָה
ecstatic	אֶקסְטָטִי
ecumenical	אֶקוּמֵנִי
eddy	מְעַרבּוֹלֶת
edema	בַּצֶקֶת
edge	קָצֶה
edging	שולי
edgy	עַצבָּנִי
edible	אָכִיל
edict	צַו
edification	הַבהָרָה
edifice	בִּניָן
edit	לַעֲרוֹך
editing	עֲרִיכָה
edition	מַהֲדוּרָה
editor	עוֹרֵך
editorial	מאמר המערכת
educate	לְחַנֵך
educated	מְחוּנָך
education	חינוך
educational	חינוכית
educator	מְחַנֵך
eeeek	NO TRANSLATION
eeek	NO TRANSLATION
eek	eek
eel	צְלוֹפָּח
eerie	מַפְחִיד
effect	השפעה
effective	יָעִיל
effectiveness	יְעִילוּת
effects	ההשפעות
effectual	יָעִיל
effectually	ובלים
effectuate	לאפשר
effeminate	נָשִׁי
efficacious	יָעִיל
efficacy	יעילות
efficiency	יְעִילוּת
efficient	יָעִיל
effigy	דְמוּת
effort	מַאֲמָץ
effortless	לְלֹא מַאֲמָץ
effusion	הִשׁתַפְּכוּת
effyou	NO TRANSLATION
egg	ביצה
egghead	אִינְטֶלֶגְנָט
eggnog	ביצה
eggplant	חציל
eggshell	קליפת ביצה
ego	אֶגוֹ
egomaniac	אגומניה
egotistical	אנוכי
egregious	בּוֹלֵט
egress	יְצִיאָה
eight	שמונה
eighteen	שמונה עשרה
eighth	שמונה
eighty	שמונים
ejaculate	לְהִתְפַּרֵץ
ejaculation	הַפלָטָה
eject	לִפְלוֹט
ejection	פְּלִיטָה
elaborate	לְפַרֵט
elaboration	שִׁכלוּל
elan	NO TRANSLATION
elapse	לַחֲלוֹף
elapsed	חלפו
elastic	אֵלַסטִי
elasticity	גְמִישׁוּת
elated	מרומם
elation	הִתרוֹמְמוּת רוּחַ
elbow	מַרְפֵּק
eld	יַשׁנוּת
elder	זָקֵן
elderly	קָשִׁישׁ
elders	זקנים
eldest	בְּכוֹר
elect	לִבחוֹר
election	בְּחִירָה
elective	Space
elector	מַצבִּיעַ
electoral	הבחירות
electorate	ציבור
electric	חשמלי
electric slide	שקופיות חשמליות
electrical	חַשׁמַלִי
electrician	חַשׁמַלַאי
electricity	חַשְׁמַל
electrify	לְחַשׁמֵל
electrocute	לְהַמִית
electrocution	התחשמלות
electromagnetic	אלקטרומגנטית
electron	אֶלֶקטרוֹן
electronic	אֶלֶקטרוֹנִי
electronics	מכשירי חשמל
elegance	אֵלֶגַנטִיוּת
elegant	אֵלֶגַנטִי
element	אֵלֵמֶנט
elemental	יסודי
elementary	יְסוֹדִי
elements	אלמנטים
elephant	פיל
elevate	לְהַעֲלוֹת
elevated	מוּרָם
elevation	גוֹבַה
elevator	מַעֲלִית
eleven	אחד עשר
eleventh	אַחַד עָשָׂר
elf	שֵׁדוֹן
elicit	לְהָפִיק
eligible	זכאי
eliminate	לְחַסֵל
elimination	חיסול
elite	עִלִית
elitist	אליטיסטית
elixir	סַם חַיִים
elk	דִישׁוֹן
ell	ell
ellipse	אֶלִיפְּסָה
ellipsis	הַשׁמָטָה
ellipsoid	אליפסואידית
elliptic	אֶלִיפְּטִי
elliptical	סְגַלגַל
elm	בּוּקִיצָה
elongate	לְהַאֲרִיך
elongation	הַאֲרָכָה
elope	לִברוֹחַ
eloquence	צַחוּת לָשׁוֹן
eloquent	אָמַן הַדִבּוּר
elucidate	לְהַבהִיר
elucidation	הבהרה
elude	לְהִתְחַמֵק
elusive	חֲמַקמַק
emaciated	כחוש
email	אֶלֶקטרוֹנִי
emanate	לִנְבּוּעַ
emancipation	שִׁחרוּר
embankment	סוֹלְלָה
embargo	NO TRANSLATION
embark	לַעֲלוֹת לְאֳנִיָה
embarrass	לִהַבִיך
embarrassed	נָבוֹך
embarrassing	מֵבִיך
embarrassment	מְבוּכָה
embassy	שגרירות
embattled	עָרוּך לִקְרָב
embed	לְשַׁבֵּץ
embellish	לְעַטֵר
embellishment	הַשׁבָּחָה
embers	גחלים
embezzlement	מְעִילָה
embezzler	מעילה
emblem	סֵמֶל
emblematic	סִמלִי
embodiment	הִתגַלְמוּת
embolism	תַסחִיף
embossed	מוטבע
embrace	לְחַבֵּק
embroidered	רקומים
embroidery	רִקמָה
embroiled	סָבוּך
embryo	עוּבָּר
embryonic	עוּבָּרִי
emcee	emcee
emerald	בַּרֶקֶת
emerge	לָצֵאת
emergence	הִתהַוּוּת
emergency	חרום
emeritus	אמריטוס
emery	שָׁמִיר
emetophobia	אמטופוביה
emigrate	לְהַגֵר
emigration	הֲגִירָה
eminence	בְּלִיטָה
eminent	דָגוּל
eminently	בהחלט
emir	NO TRANSLATION
emissary	שָׁלִיחַ
emission	פְּלִיטָה
emit	לִפְלוֹט
emo	emo
emotion	רֶגֶשׁ
emotional	רִגשִׁי
emotive	רִגוּשִׁי
empathic	אמפתי
empathize	להזדהות
empathy	אֶמפַּתִיָה
emperor	קֵיסָר
emphasis	דָגֵשׁ
emphasize	להדגיש
emphatic	תַקִיף
emphysema	נַפַּחַת
empire	אימפריה
empirical	אֶמפִּירִי
empiricism	אֶמפִּירִיצִיזְם
employ	לְהַעֲסִיק
employee	עוֹבֵד
employer	מעסיק
employment	תעסוקה
emporium	אמפוריום
empower	להעצים
empress	קֵיסָרִית
emptiness	רֵיקָנוּת
emption	emption
empty	ריק
emu	אֶמוּ
emulate	לחקות
emulsion	אֵמוּלְסִיָה
