Word	fa
compilation	تلفیقی
compile	گردآوری
complacency	خوشبختی
complacent	از خود راضی
complain	شكايت كردن
complaint	شکایت
complement	متمم
complementary	مکمل
complete	تکمیل
completed	تکمیل شده
completely	به صورت کامل
completeness	تکمیل
completing	تکمیل
completion	تکمیل
complex	پیچیده
complexed	پیچیده
complexion	رنگ پوست
complexity	پیچیدگی
compliance	انطباق
compliant	سازگار
complicate	پیچیدگی
complicated	بغرنج
complication	عوارض
complicity	مشارکت
compliment	NO TRANSLATION
complimentary	جالب است
comply	مطابق
complying	مطابق
compo	compo
component	جزء
compose	ساختن
composed	تشکیل شده
composer	آهنگساز
composite	کامپوزیت
composition	ترکیب بندی
compost	کمپوست
composure	آرامش
compound	ترکیب
comprehend	درک
comprehension	درک مطلب
comprehensive	جامع
compress	فشرده کردن
compressed	فشرده
compressible	فشرده سازی
compression	فشرده سازی
compressor	کمپرسور
comprise	شامل
compromise	مصالحه
comptroller	comptroller
compulsion	اجبار
compulsive	اجباری
compulsory	اجباری
computable	قابل محاسبه
computation	محاسبات
compute	محاسبه کنید
computer	کامپیوتر
computerized	کامپیوتری
computing	محاسبه
comrade	رفیق
con	NO TRANSLATION
concatenation	پیوند زدن
concave	مقعر
conceal	پنهان کردن
concealed	پنهان
concealment	پنهان کردن
concede	موافق
conceit	افسون
conceited	فریب خورده
conceivable	ممکن
conceive	تصور کنید
concentrate	تمرکز
concentration	تمرکز
concentric	متمرکز
concept	مفهوم
conception	دریافت، آبستنی
concern	نگرانی
concerned	نگران
concert	کنسرت
concerto	کنسرتو
concession	امتیاز
concessional	مزایا
conch	حشره
concierge	دربان
conciliation	مصالحه
concise	مختصر
conclave	conclave
conclude	نتیجه گرفتن
concluding	نتیجه گیری
conclusion	نتیجه
conclusive	قطعی
concoction	معجون
concomitant	همراه با هم
concord	موافق
concordance	هماهنگی
concours	NO TRANSLATION
concourse	کنفرانس
concrete	بتن
concubine	پادشاه
concur	هم رای بودن
concurrence	توافق
concurrent	هم زمان
concurring	موافقم
concussion	ضربه محکم و ناگهانی
condemn	محکوم کردن
condemnation	محکومیت
condensation	تراکم
condensed	فشرده
condescending	متاسفانه
condescension	محبت
condiment	ادویه
condition	وضعیت
conditional	مشروط
conditionally	مشروط
conditioned	مشروط
conditioner	تهویه مطبوع
conditioning	تهویه
conditions	شرایط
condo	آپارتمان
condolence	تسلیت
condolences	همدردی
condom	کاندوم
condone	متعهد هستم
condor	condor
conducive	منجر به
conduct	هدایت
conduction	هدایت
conductivity	هدایت
conductor	رهبر ارکستر
conduit	مجرا
cone	مخروطی
confederacy	کنفدراسیون
confederate	کنفدراسیون
confederation	کنفدراسیون
confer	موافقم
conference	کنفرانس
confess	اعتراف کنید
confession	اعتراف
confessional	اعتراف
confessions	اعترافات
confetti	confetti
confidant	محرمانه
confide	اعتماد به نفس
confidence	اعتماد به نفس
confident	مطمئن
confidential	محرمانه است
confidentiality	محرمانه بودن
confidentially	NO TRANSLATION
configuration	پیکربندی
confine	محدود کردن
confined	محدود است
confinement	محکومیت
confines	محدود می شود
confirm	تایید
confirmation	تائیدیه
confirmatory	تاییدیه
confirmed	تایید شده
confiscate	مصادره
confiscation	مصادره
conflagration	آتش سوزی
conflict	درگیری
conflicting	متناقض
confluence	تقلید
conform	مطابق با
conformance	انطباق
conformation	NO TRANSLATION
conformity	انطباق
confound	گمشده
confounded	مخفی شده
confront	روبرو شدن با
confrontation	مقابله
confuse	اشتباه
confused	سردرگم
confusing	گیج کننده
confusion	گیجی
conga	conga
congenial	دوستانه
congenital	مادرزادی
congestion	احتقان
conglomerate	کنگلومرا
conglomeration	جمع شدن
congrats	تبریک میگم
congratulate	تبریک میگم
congratulation	تبریک
congratulations	مبارك باشد
congratulatory	تبریک میگم
congregate	جمع شدن
congregation	جماعت
congress	کنگره
congressional	کنگره
congressman	کنگره
congruence	همبستگی
conic	مخروطی
conical	مخروطی
conjecture	حدس
conjugal	زناشویی
conjugate	مزدوج
conjugation	همجوشی
conjunction	پیوستگی
conjunctive	همجوشی
conjure	عجله کن
conjuring	التماس دعا
conk	مخروطی
connect	اتصال
connected	متصل
connection	ارتباط
connective	ارتباطی
connoisseur	خبره
conquer	تسخیر
conquering	فتح
conqueror	فاتح
conquest	فتح
conscience	وجدان
conscientious	با وجدان
conscious	هوشیار
consciousness	آگاهی
conscription	ارتش
consecrated	محکوم به
consecration	محکومیت
consecutive	متوالی
consensual	مشروط
consensus	اجماع، وفاق
consent	رضایت
consenting	رضایت
consequence	نتیجه
consequent	در نتیجه
conservation	حفاظت
conservatism	محافظه کارانه
conservative	محافظه کار
conservatory	آرامگاه
conserve	کنسرو
consider	در نظر گرفتن
considerable	قابل توجه
considerate	محتاطانه
consideration	توجه
consignee	گیرنده
consignment	محموله
consist	شامل
consistency	ثبات
consistent	استوار
consolation	تسلیم
console	کنسول
consoled	consoled
consolidate	تحکیم
consolidated	تلفیقی
consolidation	تثبیت
consonant	همخوان
consort	همسایه
conspicuous	آشکار
conspiracy	توطئه
conspirator	توطئه گر
conspire	توطئه
constable	کنسولگری
constancy	پایداری
constant	ثابت
constantly	به طور مداوم
constellation	صورت فلکی
consternation	تهدید
constipation	یبوست
constituency	حوزه انتخابیه
constituent	تشکیل دهنده
constituents	اجزاء
constitute	تشکیل می دهند
constitution	قانون اساسي
constitutional	مشروطه
constitutionality	قانون اساسی
constrain	محدود کردن
constrained	محدود است
constraint	محدودیت
construct	ساختن
construction	ساخت و ساز
constructive	سازنده
construe	تفسیر کنید
consul	کنسول
consulate	کنسولگری
consult	مشورت کردن
consultant	مشاور
consultation	مشاوره
consume	مصرف کردن
consumer	مصرف كننده
consuming	مصرف کننده
consummate	کامال
consummation	نتیجه گیری
consumption	مصرف
contact	تماس
contagion	مسمومیت
contagious	مسری
contain	حاوی
container	مخزن
containment	مهار
contaminate	آلودگی
contaminated	آلوده
contamination	آلودگی
contemplate	اندیشیدن
contemplation	تفکر
contemplative	اندیشمندانه
contemporaneous	هم زمان
contemporary	امروزی
contempt	تحقیر
contemptible	تحقیرآمیز
contemptuous	تحقیرآمیز
contend	متشکرم
contender	متقاعد کننده
contending	متضاد
content	محتوا
contented	دلسوز
contention	مخالفت
contentious	متضاد
contentment	قناعت
contents	فهرست
contest	مسابقه
contestant	مسابقه دهنده
context	متن نوشته
contiguous	پیوسته
continence	تداوم
continent	قاره
continental	قاره
contingency	احتمالی
contingent	مشروط
continual	مستمر
continually	به طور پیوسته
continuance	ادامه دادن
continuation	ادامه دادن
continue	ادامه هید
continued	ادامه داد
continuing	ادامه دادن
continuity	تداوم
continuous	مداوم
continuously	به طور مداوم
continuum	پیوستگی
contour	کانتور
contraband	قاچاق
contraception	پیشگیری از بارداری
contract	قرارداد
contracted	قرارداد
contractile	انقباض
contracting	قرارداد
contraction	اختصار
contractor	پیمانکار
contradict	متناقض است
contradiction	تناقض
contradictory	متناقض
contraption	انسداد
contrary	مخالف
contrast	تضاد
contrasted	مخالف
contravene	برعکس
contravention	نقض
contribute	مشارکت
contribution	مشارکت
contributor	مشارکت کننده
contrite	مشاجره
contrition	تبرئه
contrived	ساختگی
control	کنترل
controller	کنترل کننده
controlling	کنترل
controversial	بحث برانگیز
controversy	جنجال
contusion	مخلوط کردن
conundrum	عجله
convalescent	مقدماتی
convection	همرفت
convene	برگزار کن
convenience	راحتی
conveniences	راحتی
convenient	راحت
convent	کلیسا
convention	قرارداد
conventional	مرسوم
converge	همگرا
convergence	همگرایی
convergent	همگرا
conversant	گفتگو
conversation	گفتگو
conversational	مکالمه
conversationalist	گفتگو
converse	صحبت کردن
conversing	گفتگو
conversion	تبدیل
convert	تبدیل
converted	تبدیل شده است
convertible	قابل تبدیل
convex	محدب
convexity	محرک
convey	انتقال
conveyance	انتقال
conveyancing	تحویل
convict	محکوم کردن
conviction	محکومیت
convince	متقاعد کردن
convinced	متقاعد
convincing	متقاعد کننده
convocation	احضار
convoluted	پیچ خورده
convolution	کانولوشن
convoy	کاروان
coo	کوو
cook	پختن
cookbook	کتاب آشپزی
cooker	اجاق گاز
cookery	آشپزی
cookie	کوکی
cookies	بیسکویت ها
cooking	پخت و پز
cookout	پختن
cool	سرد
coolant	خنک کننده
cooler	خنک کننده
cooling	خنک کننده
coolness	خنک بودن
coon	کوون
coop	کوک
cooperate	همکاری کردن
cooperating	همکاری
cooperation	همکاری
cooperative	تعاونی
coordinate	هماهنگ كردن
coordination	هماهنگی
coordinator	هماهنگ کننده
cop	پلیس
copacetic	NO TRANSLATION
cope	مقابله کن
copier	کپی کردن
copilot	copilot
coping	مقابله
copious	فراوان
copper	فلز مس
copter	هلی کوپتر
copy	کپی کنید
copycat	کپی کردن
copying	کپی برداری
copyright	کپی رایت
coral	مرجان
coral snake	مار مرجانی
cord	طناب
cordial	صمیمانه
cordless	بی سیم
cordon	بندر
corduroy	بند ناف
core	هسته
cork	چوب پنبه
corkscrew	کمانشور
corn	ذرت
cornball	کرم گلابی
cornbread	ذرت
cornea	قرنیه
corned	قره قاط
corner	گوشه
cornerstone	سنگ زاویه، سنگ گوشه
cornet	cornet
cornfield	کوه نوردی
cornflakes	NO TRANSLATION
cornice	كرنسس
cornstarch	نشاسته ذرت
corny	کثیف
corollary	نتیجه گیری
corona	کرونا
coronary	کرونر
coronation	تاج گذاری
coroner	coroner
corporal	فیزیکی
corporate	شرکت های بزرگ، دارای شخصیت حقوقی
corporation	شرکت
corporeal	جسمی
corps	سپاه
corpse	جسد
corpsman	جسد
corpus	کپسول
corral	مرجانی
correct	درست
correction	تصحیح
correctional	اصلاحی
corrective	اصلاحیه
correctness	صحت
correlation	همبستگی
correlative	همبستگی
correspond	مطابقت
correspondence	مکاتبات
correspondent	خبرنگار
corresponding	متناظر
corridor	راهرو
corroborate	تأیید
corroboration	تأیید
corrosion	خوردگی
corrosive	خوردگی
corrupt	فاسد
corrupting	فساد
corruption	فساد
corsage	سینه بند
corse	NO TRANSLATION
corset	کرست
cortex	قشر
cortical	قشر
cortisone	کورتیزون
corvette	کرکت
cosmetic	لوازم آرایشی و بهداشتی
cosmetics	لوازم آرایشی
cosmic	کیهانی
cosmology	کیهانشناسی
cosmopolitan	شهری
cosmos	کیهان
cost	هزینه
costly	هزینه بر
costume	صحنه و لباس
cosy	دنج
cot	کلبه
cote	کویت
cottage	کلبه
cotton	پنبه
couch	نیمکت
cougar	گربه وحشی پشمالو
cough	سرفه کردن
council	شورا
councilman	شورای نگهبان
counsel	مشاوره
counseling	مشاوره
counsellor	مشاور
counselor	مشاور
count	شمردن
countdown	شمارش معکوس
countenance	چهره
counter	پیشخوان
counteract	مقابله کن
counterattack	ضد حمله
counterbalance	تعادل
counterclaim	تقاضای تقلب
counterfeit	تقلبی
counterpart	همتای
counterpoint	counterpoint
countess	حرف حساب
countless	بی شماری
country	کشور
countryman	هموطن
countrymusic	NO TRANSLATION
countryside	حومه شهر
counts	شمارش
county	شهرستان
coup	کودتا
coupe	کوپه
couple	زن و شوهر
coupled	همراه با
coupling	جفت
coupon	کوپن
courage	شجاعت
courageous	شجاع
courier	پیک
courses	دوره های آموزشی
coursing	فرماندهی
court	دادگاه
courteous	مودبانه
courtesy	حسن نیت ارائه میدهد
courthouse	دادگاه
courtroom	دادگاه
courts	دادگاه ها
courtship	نگاه کردن
courtside	دادگاه
courtyard	حیاط
cousin	عمو زاده
cousins	عموزاده ها
cove	کوه
coven	کوئن
covenant	پیمان
cover	پوشش
coverage	پوشش
covered	تحت پوشش
covering	پوشش
covert	پنهان
covet	خوشمزه
coveted	آرزو
cow	گاو
coward	ترسو
cowardice	بدبختی
cowardly	بدبختی
cowboy	گاوچران
cowgirl	دختر گاوچران
cowhand	گاو نر
cowhide	چرم گاو
cowl	گاو
coworker	همکار
coy	کثیف
coyote	کویوت
cozy	دنج
crab	خرچنگ
crabby	خرچنگ
crack	ترک
cracked	ترک خورده
cracker	کراکر
crackerjack	خرابکاری
cracking	ترک خوردن
crackle	ترک خوردن
crackpot	خرابکاری
cradle	گهواره
craft	مهارت
crafts	صنایع دستی
craftsman	کارگر
craftsmanship	ساخت، صنعتگری، استادکاری، استادی
crafty	فریبنده
craig	دیوانه
cram	ترم
crammed	پر شده
cramp	گرفتگی
cramped	تنگ
cranberry	کران بری
cranberry juice	آب ذغال اخته
crane	جرثقیل
cranial	جمجمه
cranium	سرفه
crank	میل لنگ
cranky	لعنتی
cranny	مدرج
crap	چرندیات
