Word	lv
downy	lejupslīdes
dowry	pievars
doze	doze
dozen	desmitiem
drab	drab
draft	melnraksts
drafty	drafty
drag	velciet
dragon	pūķis
dragonfly	spermains
drain	drenāžas
drainage	drenāža
drained	nosusināta
draining	drenāžas
drainpipe	notekcaurule
drake	drake
drama	drāma
dramaqueen	NO TRANSLATION
dramatic	dramatisks
drape	apģērbs
drapery	drapējums
drastic	krasa
drat	NO TRANSLATION
draught	melnraksts
draw	izdarīt
drawback	šķērslis
drawbridge	vilciens
drawer	atvilktne
drawers	atvilktnes
drawing	zīmējums
dread	baiss
dreaded	baidījās
dreadful	briesmīgs
dreadfully	briesmīgi
dreading	baismīgs
dream	sapnis
dreamboat	sapņu laiva
dreamer	sapņotājs
dreaming	sapņo
dreamland	sapņu zeme
dreams	sapņi
dreamt	sapņoju
dreamy	sapņains
dreary	nogurdinošs
dredge	dragas
drenched	izliekts
dress	kleita
dresser	kumode
dressmaker	apģērbu izgatavotājs
dressy	garda
dribble	NO TRANSLATION
dried	žāvēts
drier	žāvētājs
drift	drift
drifted	dreifēts
drifter	drifter
driftwood	driftwood
drill	urbt
drink	dzert
drinker	dzērājs
drinking	dzert
drinks	dzērieni
drip	piliens
dripping	pilošs
drive	braukt
drivel	drivel
driver	vadītājs
driveway	piebraucamais ceļš
drizzle	drizzle
droll	drebēt
drone	drone
drones	drones
drool	drool
drooping	cirpšana
droopy	droopy
drop	piliens
droplet	piliens
dropout	pametums
dropper	pilinātājs
drought	sausums
drove	NO TRANSLATION
drown	noslīcināt
drowsiness	miegainība
drowsy	miegains
drudgery	vieglprātība
drug	zāles
drug dealing	narkotiku tirdzniecība
drugged	narkotikām
druggist	druggist
drugs	narkotikas
drugstore	aptieka
druid	druids
drum	bungas
drummer	bundzinieks
drumming	bungošana
drunk	piedzēries
drunk driving	braukšana dzērumā
drunkard	dzērājs
drunken	piedzēries
drunkenness	piedzēries
dry	sauss
dryer	žāvētājs
dryness	sausums
dual	divējāds
dualism	dualisms
duality	dubultība
dub	dub
dubious	apšaubāms
duchess	hercogiene
duck	pīle
ducking	došanās
duckling	pīlēns
ducky	ducky
duct	kanāls
ductile	kaļamais
dud	dud
dude	frants
duds	duds
due	jāmaksā
duel	duelis
dues	maksa
duet	duets
duffel	duffel
dugout	dugout
duh	duh
duke	hercogs
dull	blāvi
dullard	dulārs
dumb	mēms
dumbasses	zibens
dumbbell	hantelis
dumbbitch	NO TRANSLATION
dumfound	dumfound
dumfounder	NO TRANSLATION
dummy	manekens
dump	dump
dumpling	klimpa
dumps	izgāztuves
dumpster	atkritumu tvertne
dun	dun
dunce	dunce
dune	kāpa
dung	NO TRANSLATION
dungeon	Dungeon
dunk	dunk
duo	duets
dupe	dupe
duplex	duplekss
duplicate	dublikāts
duplication	dublēšanās
duplicity	dubultība
durability	izturība
durable	izturīgs
duration	ilgums
duress	piespiešana
dusk	krēsla
dusky	ķēms
dust	putekļi
duster	putekļu lupata
dustpan	putekļu spainis
dusty	putekļains
dutiful	pienācīgs
duty	nodoklis
dwarf	punduris
dwarfed	pundurēts
dweeb	dweeb
dwell	apmesties
dweller	iemītnieks
dwelling	mājoklis
dye	krāsviela
dying	mirst
dyke	bedrītes
dynamic	dinamisks
dynamical	dinamisks
dynamics	dinamika
dynamite	dinamīts
dynamo	dinamo
dynasty	dinastija
dysentery	dizentērija
dysfunction	disfunkcija
dysfunctional	disfunkcionāla
dyspepsia	dispepsija
eager	vēlas
eagerness	aizrautība
eagle	ērglis
ear	auss
earful	eņģeļa
earl	Earl
earlier	agrāk
early	agri
earn	nopelnīt
earnest	nopietni
earnestly	nopietni
earnestness	nopietnība
earnings	ieņēmumi
earpiece	auss
earring	auskaru
earrings	auskari
earshot	skatiens
earth	zeme
earthenware	keramikas izstrādājumi
earthling	zemesrieksts
earthly	zemes
earthquake	zemestrīce
earthy	zems
ease	atvieglot
easel	molberts
easement	servitūta
easily	viegli
east	uz austrumiem
eastbound	austrumu virzienā
eastern	austrumu
easy	viegli
easygoing	ērgli
eat	ēst
eater	ēdājs
eating	ēst
eatingdisorders	NO TRANSLATION
eavesdrop	pārtveršana
eavesdropping	noklausīšanos
ebb	ebb
ebony	melnkoks
ebullient	izmisīgs
eccentric	ekscentrisks
eccentricity	ekscentriskums
ecclesiastical	baznīca
echelon	ešelons
echinacea	ehinaceja
echo	echo
eclectic	eklektisks
eclipse	aptumsums
ecliptic	ekliptika
ecological	ekoloģisks
economic	ekonomisks
economical	ekonomisks
economics	ekonomika
economy	ekonomika
ecosystem	ekosistēma
ecstasy	ekstazī
ecstatic	ekstāze
ecumenical	ekumēnisks
eddy	vējš
edema	edema
edge	malu
edging	apmales
edgy	nervozs
edible	ēdami
edict	edikts
edification	mācīšana
edifice	ēka
edit	rediģēt
editing	rediģēšana
edition	izdevums
editor	redaktors
editorial	redakcionāls raksts
educate	izglītot
educated	izglītots
education	izglītība
educational	izglītojošs
educator	pedagogs
eeeek	NO TRANSLATION
eeek	NO TRANSLATION
eek	eek
eel	zutis
eerie	dīvains
effect	efekts
effective	efektīvs
effectiveness	efektivitāte
effects	efekti
effectual	efektīva
effectually	efektīvi
effectuate	īstenot
effeminate	sievišķīgs
efficacious	efektīva
efficacy	efektivitāte
efficiency	efektivitāte
efficient	efektīvs
effigy	zīmējums
effort	pūles
effortless	bez piepūles
effusion	izsvīdums
effyou	NO TRANSLATION
egg	olu
egghead	egghead
eggnog	eggnog
eggplant	baklažāns
eggshell	olu čaula
ego	ego
egomaniac	egomanisks
egotistical	egoistisks
egregious	briesmīgs
egress	izeja
eight	astoņi
eighteen	astoņpadsmit
eighth	astotais
eighty	astoņdesmit
ejaculate	ejakulēt
ejaculation	ejakulācija
eject	izgrūst
ejection	izmešana
elaborate	izstrādāt
elaboration	izstrāde
elan	NO TRANSLATION
elapse	paiet
elapsed	pagājis
elastic	elastīgs
elasticity	elastīgums
elated	pacēlies
elation	cildināšana
elbow	elkonis
eld	eld
elder	vecākais
elderly	gados vecāki cilvēki
elders	vecākie
eldest	vecākais
elect	ievēlēt
election	vēlēšanas
elective	izvēles
elector	vēlētājs
electoral	vēlēšanu laikā
electorate	vēlētāji
electric	elektrisks
electric slide	elektriskā slaids
electrical	elektriski
electrician	elektriķis
electricity	elektrība
electrify	elektrificēt
electrocute	elektrošoku
electrocution	elektriskās strāvas trieciens
electromagnetic	elektromagnētiskais
electron	elektronu
electronic	elektroniski
electronics	elektronika
elegance	elegance
elegant	elegants
element	elements
elemental	elementāls
elementary	vienkāršs
elements	elementi
elephant	zilonis
elevate	pacelt
elevated	paaugstināts
elevation	pacēlums
elevator	lifts
eleven	vienpadsmit
eleventh	vienpadsmitais
elf	elfs
elicit	izsaukt
eligible	atbilstīgs
eliminate	likvidēt
elimination	likvidēšana
elite	elite
elitist	elitārs
elixir	eliksīrs
elk	aļņ
ell	ell
ellipse	elipse
ellipsis	elipsis
ellipsoid	elipsoīds
elliptic	eliptisks
elliptical	eliptisks
elm	elm
elongate	pagarināts
elongation	pagarinājums
elope	dzīve
eloquence	daiļrunība
eloquent	daiļrunīgs
elucidate	izskaidrot
elucidation	izskaidrojums
elude	izdzīvot
elusive	nenotverams
emaciated	iztukšots
email	e-pasts
emanate	izplūst
emancipation	emancipācija
embankment	krastmala
embargo	NO TRANSLATION
embark	iekāpt
embarrass	apkaunot
embarrassed	apkaunots
embarrassing	apgrūtinošs
embarrassment	apmulsums
embassy	vēstniecība
embattled	apbruņots
embed	iegult
embellish	izrotāt
embellishment	greznojums
embers	embers
embezzlement	piesavināšanās
embezzler	embezzler
emblem	emblēma
emblematic	simbolisks
embodiment	iemiesojums
embolism	embolija
embossed	reljefs
embrace	apņemt
embroidered	izšūti
embroidery	izšuvumi
embroiled	iemiesota
embryo	embrijs
embryonic	embrionāls
emcee	emcee
emerald	smaragds
emerge	parādīties
emergence	parādīšanās
emergency	ārkārtas
emeritus	emerītis
emery	smirģelis
emetophobia	emetofobija
emigrate	emigrēt
emigration	emigrācija
eminence	Eminence
eminent	izcili
eminently	ievērojami
emir	NO TRANSLATION
emissary	emisija
emission	emisija
emit	emitēt
emo	emo
emotion	emocijas
emotional	emocionāls
emotive	emocionāls
empathic	empatija
empathize	empātijot
empathy	empātija
emperor	ķeizars
emphasis	uzsvars
emphasize	uzsvērt
emphatic	izteiksmīgs
emphysema	emfizēma
empire	impērija
empirical	empīrisks
empiricism	empīrisms
employ	nodarbināt
employee	darbinieks
employer	darba devējs
employment	nodarbinātība
emporium	emporium
empower	dot iespēju
empress	ķeizariene
emptiness	tukšums
emption	iegāde
empty	tukšs
emu	emu
emulate	līdzināties
emulsion	emulsija
enable	iespējot
enablement	iespējošana
enact	ieviest
enactment	pieņemšana
enamel	emalja
encampment	nometne
enchant	enchant
enchanted	enchanted
enchanting	burvīgs
enchantment	burvība
enchantress	enchantress
enchilada	enchilada
encircle	apņemt
encircling	apkārtne
enclave	anklāvs
enclose	pievienojiet
enclosure	korpuss
encode	kodēt
encomiastic	NO TRANSLATION
encomium	encomium
encompass	ietvert
encore	NO TRANSLATION
encounter	saskarties
encourage	iedrošināt
encouraged	ieteicams
encouragement	iedrošinājums
encouraging	iedrošinot
encroach	iejaukties
encroachment	iejaukšanās
encrypt	šifrēt
encryption	šifrēšana
encumbrance	apgrūtinājums
encyclopedia	enciklopēdija
end	beigas
end table	beigu tabula
endanger	apdraudēt
endangered	apdraudēta
endangerment	apdraudējums
endearing	labprātīgs
endeavor	pūlēties
ended	beidzās
endemic	endēmisks
endgame	galda spēle
ending	beidzas
endless	bezgalīgs
endocarditis	endokardīts
endorse	atbalstīt
endorsement	apstiprinājums
endow	apveltīt
endowed	apveltīts
endowment	dotācijas
endpapers	galerijas
endpoint	beigu punkts
endurance	izturība
endure	paciest
enduring	noturīgs
enema	klizma
enemy	ienaidnieks
energetic	enerģisks
energize	aktivizēt
energy	enerģija
enforce	izpildīt
enforcement	izpilde
enforcer	izpildītājs
engage	iesaistīties
engaged	iesaistīts
engagement	iesaistīšanās
engaging	iesaistoties
engender	radīt
engine	dzinējs
engineer	inženieris
engineering	inženierija
engrave	gravēt
engraved	iegravēts
engraver	gravieris
engraving	gravēšana
engrossed	pārņemts
engrossing	aizraujošs
engulf	apgrūtināt
enhance	uzlabot
enhancement	uzlabošana
enigma	mīkla
enigmatic	noslēpumains
enjoin	pieprasa
enjoy	Izbaudi
enjoyable	patīkams
enjoying	bauda
enjoyment	bauda
enlarge	palielināt
enlarged	paplašināts
enlargement	paplašināšanās
enlighten	apgaismo
enlightened	apgaismots
enlightening	apgaismojošs
enlightenment	apgaismība
enlist	piesaistīt
enliven	atdzīvināt
enmity	naids
ennui	ennui
enormity	milzums
enormous	milzīgs
enormously	milzīgi
enraged	sašutums
enrich	bagātināt
enroll	reģistrēties
enrollment	uzņemšana
ensemble	ansamblis
ensign	flagship
enslave	pakavēties
enslaved	verdzība
enslavement	padievi
ensue	sekojiet
ensure	nodrošināt
entail	saistīt
entangled	sapinušies
entanglement	iejaukšanās
enter	ievadiet
enterprise	uzņēmums
enterprising	uzņēmīgs
entertain	izklaidēt
entertained	izklaidēja
entertainer	izklaides mākslinieks
entertaining	izklaidējošs
entertainment	izklaide
enthralled	enthralled
enthusiasm	entuziasms
enthusiast	entuziasts
enthusiastic	entuziasts
entice	vilināt
entire	viss
entirety	pilnība
entitle	tiesības
entity	vienība
entomology	entomoloģija
entourage	apkārtne
entrails	ietekas
entrance	ieeja
entrapment	aizķeršanās
entreat	lūgt
entree	Ieeja
entrepreneur	uzņēmējs
entrust	uzticēt
entry	ieraksts
enumerate	uzskaitīt
enumeration	uzskaitījums
envelope	aploksne
envious	skaudīgs
environ	NO TRANSLATION
environment	vide
environmental	vides aizsardzība
environs	apkaimē
envision	iedomāties
envoy	sūtnis
envy	skaudība
enzyme	fermentu
ephemeral	īslaicīgs
ephemeris	efemerias
epic	epika
epidemic	epidēmija
epidermis	epidermu
epidural	epidurāls
epilepsy	epilepsija
epileptic	epilepsija
epilogue	epilogs
epiphany	epifāna
episcopal	bīskaps
episode	epizode
episodic	epizodisks
epistle	vēstījums
epitaph	epitaph
epithet	epitets
epitome	epitome
epoch	laikmets
equal	vienāds
equality	vienlīdzība
equalization	izlīdzināšana
equalize	izlīdzināt
equalizer	ekvalaizeris
equally	vienādi
equate	pielīdzināt
equation	vienādojums
equator	ekvators
equatorial	ekvatoriāls
equestrian	zirgu izjādes
equidistant	equidistant
equilibration	līdzsvarošana
equilibrium	līdzsvars
equip	aprīkot
equipment	iekārtas
equitable	taisnīga
equity	pašu kapitāls
equivalence	līdzvērtība
equivalent	ekvivalents
equivocal	neskaidrs
era	laikmets
eradicate	iznīcināt
eradication	izskaušana
erase	dzēst
eraser	dzēšgumija
erasure	dzēst
ere	NO TRANSLATION
erect	uzcelt
erectile	erektils
erection	erekcija
ergo	NO TRANSLATION
erode	izzušana
erosion	erozija
erotic	erotiska
erotica	erotika
err	kļūda
errand	uzdevums
errant	nepareizs
erratic	nepareizs
erratum	kļūda
erroneous	kļūdains
error	kļūda
erst	NO TRANSLATION
erudite	erudīts
erupt	izlauzties
eruption	izvirdums
escalade	escalade
escalate	pastiprināties
escalating	pieaudzis
escalation	eskalācija
escalator	eskalators
escape	aizbēgt
escaped	aizbēga
escarpment	iežogojums
eschew	izvairīties
escort	eskorts
escrow	darījuma konts
esophagus	barības vads
esoteric	ezoterika
especial	NO TRANSLATION
espionage	spiegošana
espouse	espouse
espresso	espresso
esprit	esprit
esquire	Esquire
essay	eseja
essayist	eseists
essence	būtība
essential	būtiska
essentially	būtībā
establish	izveidot
established	izveidota
establishment	uzņēmums
estate	īpašums
esteem	cieņa
esteemed	esteemed
esthetic	estētisks
estimable	aplēstams
estimate	aplēse
estimation	novērtējums
estoppel	estoppel
estranged	estranged
estrogen	estrogēns
estuary	estuārs
etch	etch
etching	kodināšana
eternal	mūžīgais
eternity	mūžība
ethanol	etanols
ether	ēteris
ethereal	ēterisks
ethic	ētika
ethical	ētiska
ethics	ētika
ethnic	etnisks
ethnography	etnogrāfija
etiology	etioloģija
etiquette	etiķete
etymology	etnoloģija
eucalyptus	eikalipts
euchre	euchre
eugenics	eugēnika
eulogistic	eulogistic
eulogium	eulogija
eulogize	eulogize
eulogy	eulogy
euphemism	eifēmisms
euphoria	eiforija
euphoric	eiforisks
euro	eiro
euthanasia	eitanāzija
evacuate	evakuēt
evacuation	evakuācija
evade	izvairīties
evaluate	novērtēt
evaluation	novērtēšana
evanescence	evanescence
evangelical	evaņģēliski
evangelist	evaņģēlists
evangelistic	evangelistisks
evaporate	iztvaicēt
evaporation	iztvaikošana
evasion	izvairīšanās no nodokļu maksāšanas
evasive	izvairīga
eve	priekšvakarā
evening	vakarā
evens	NO TRANSLATION
event	notikums
eventful	piedzīvots
eventual	iespējams
eventuality	iespējamība
evergreen	mūžzaļais
everlasting	mūžīgs
evermore	mūžīgi
everyday	katru dienu
everyman	katrs vīrietis
evict	izlikt
eviction	izlikšana
evidence	pierādījumi
evident	acīmredzams
evidentiary	apliecinājums
evil	ļaunums
evoke	izraisīt
evolution	evolūcija
evolutionary	evolucionārs
evolve	attīstīties
ewe	ave
ex	ex
exacerbate	saasināt
exacerbation	paasinājums
exact	precīzi
exacting	prasīgs
exaggerate	pārspīlēt
exaggerated	pārspīlēts
exaggeration	pārspīlēts
exalt	paātrināt
exaltation	paaugstināšana
exalted	paaugstināts
exam	eksāmens
examination	pārbaude
examine	pārbaudīt
examiner	eksaminētājs
example	piemērs
exasperated	sajukums
exasperation	sajukums
excavate	izpostīt
excavation	izrakumi
excavator	ekskavators
exceed	pārsniegt
exceeding	pārsniedzot
excel	excel
excellence	izcilība
excellent	teicami
excelsior	excelsior
excepting	izņemot
exception	izņēmums
exceptional	izņēmuma
excerpt	izvilkums
excess	pārpalikums
excessive	pārmērīgs
excessively	pārmērīgi
exchange	apmaiņa
excise	akcīzes nodoklis
excision	izgriešana
excitability	uzbudināmība
excitable	uzbudināms
excitation	uzbudinājums
excite	satraukt
excited	satraukti
excitement	uztraukums
exciting	aizraujoša
exclaim	izteikties
exclamation	izsaukums
exclude	izslēgt
excluded	izslēgta
excluding	izņemot
exclusion	izslēgšana
exclusive	ekskluzīva
excrement	ekskrementi
excretion	izdalīšanās
excruciating	briesmīgs
excursion	ekskursija
excuse	attaisnojums
exec	exec
execute	izpildīt
execution	izpilde
executioner	kaķis
executive	izpildvara
executor	izpildītājs
exegesis	eksāmija
exemplar	piemērs
exemplary	paraugs
exemplify	piemērs
exempt	atbrīvots no nodokļa
exemption	atbrīvojums
exercise	vingrinājums
exert	izdarīt
exertion	piepūle
exhale	izelpot
exhaust	izplūdes gāzes
exhausted	izsmelti
exhaustion	izsmelšana
exhaustive	izsmeļošs
exhibit	eksponēt
exhibition	izstāde
exhilarated	uzmundrinošs
exhilarating	uzmundrinoša
exhilaration	uzmundrinājums
exhort	pamudini
exhortation	aicinājums
exhumation	ekshumācija
exhume	exhume
exigent	NO TRANSLATION
exile	trimdā
exist	pastāv
existence	esība
existent	pastāv
existential	eksistenciāls
existing	esošās
exit	Izeja
exodus	izceļošana
exonerate	attaisnot
exorbitant	pārmērīgs
exorcism	eksorcisms
exorcist	eksorcists
exotic	eksotisks
expand	paplašināt
expanded	paplašināts
expanse	plašums
expansion	paplašināšana
expansive	ekspansīva
expatriate	emigrējies
expect	sagaidīt
expectance	izredzes
expectancy	paredzamais mūža ilgums
expectant	gaidošais
expectation	cerības
expected	paredzams
expecting	gaidot
expediency	lietderība
expedient	lietderīgi
expedite	paātrināt
expedition	ekspedīcija
expeditious	ātrs
expel	izraidīt
expendable	izlietojams
expenditure	izdevumi
expense	izdevumi
expenses	izdevumi
expensive	dārgi
experience	pieredze
experienced	pieredzējis
experiences	pieredze
experiment	eksperiments
experimental	eksperimentāls
experimentation	eksperimentēšana
experimenter	eksperimentētājs
expert	eksperts
expertise	zināšanas
expiration	derīguma termiņš
expire	beidzas
expired	beidzies
expiry	derīguma termiņš
explain	paskaidrojiet
explanation	paskaidrojums
explanatory	paskaidrojošs
expletive	izteiksmīgs
explication	izskaidrojums
explicit	skaidrs
explode	eksplodēt
