Word	cy
dignity	urddas
digress	digress
digs	NO TRANSLATION
dike	NO TRANSLATION
dilapidated	adfeiliedig
dilatation	dilatation
dilation	diladu
dildo	dildo
dilemma	anghydfod
diligence	diwydrwydd
diligent	yn ddiwyd
dill	dill
diluent	gwanwyn
dilute	gwanhau
diluted	gwanhau
dilution	gwanhau
dim	dim
dime	dime
dimension	dimensiwn
dimensional	dimensiwn
diminish	yn lleihau
diminished	wedi lleihau
diminution	lleihau
diminutive	dim llai
dimwit	dim byd
din	NO TRANSLATION
dine	NO TRANSLATION
diner	bwytawr
dinghy	dingi
dingo	dingo
dingy	dingy
dining	bwyta
dinky	dinky
dinner	cinio
dinnertime	amser Cinio
dinosaur	deinosor
dint	dint
diocesan	esgobaethol
diocese	esgobaeth
diorama	diorama
dioxide	deuocsid
dip	dip
diploma	diploma
diplomacy	diplomyddiaeth
diplomat	diplomydd
diplomatic	diplomyddol
dipper	dipper
dippy	dippy
dipstick	dipstick
dire	NO TRANSLATION
direct	yn uniongyrchol
directed	cyfarwyddwyd
direction	cyfeiriad
directive	cyfarwyddeb
directly	yn uniongyrchol
director	cyfarwyddwr
directory	cyfeiriadur
dirt	baw
dirty	yn fudr
disability	anabledd
disable	analluoga
disabled	anabl
disadvantage	anfantais
disaffected	wedi dadrithio
disagree	anghytuno
disagreeable	anghytuno
disagreeing	anghytuno
disagreement	anghytuno
disallow	gwrthod
disallowed	heb ei ganiatáu
disapointment	NO TRANSLATION
disappear	diflannu
disappearance	diflannu
disappearing	yn diflannu
disappoint	siom
disappointed	siomedig
disappointing	yn siomedig
disappointment	siom
disapproval	anghymeradwyo
disapprove	anghytuno
disapproved	heb eu cymeradwyo
disapproving	anghytuno
disarm	disarm
disarray	dadansoddiad
disaster	trychineb
disastrous	trychinebus
disband	gwahanu
disbelief	anghrediniaeth
disbelieve	anghredin
disburse	disburse
disbursement	disbursement
disc	disg
discard	diswyddo
discarded	wedi'i ddileu
discards	diswyddo
discern	deallus
discernible	yn amlwg
discerning	yn wybodus
discernment	darganfod
discharge	rhyddhau
disciple	disgybl
disciplinary	disgyblu
discipline	disgyblaeth
disciplined	ddisgybledig
disclaim	ymwadwch
disclaimer	ymwadiad
disclose	datgelu
disclosed	datgelu
disclosure	datgelu
disco	disgo
discoloration	argyhoeddiad
discolored	heb ei ddiddymu
discomfort	anghysur
disconcerted	anghysbell
disconcerting	yn anghysbell
disconnect	datgysylltu
disconnected	wedi'i datgysylltu
disconnection	datgysylltu
disconnects	datgysylltu
discontent	anfodlonrwydd
discontinuance	dirwyn i ben
discontinue	terfynu
discontinuity	anghysondeb
discontinuous	yn ddi-dor
discord	anghytuno
discount	disgownt
discounted	gostyngiad
discourage	gwahardd
discouraged	heb ei annog
discouragement	gwaharddiad
discouraging	yn ysgogi
discourse	discourse
discover	darganfyddwch
discovery	darganfyddiad
discredit	anhygoel
discredited	anhygoel
discreet	NO TRANSLATION
discrepancy	anghysondeb
discrete	ar wahân
discretion	disgresiwn
discretionary	dewisol
discriminate	gwahaniaethu
discriminating	gwahaniaethu
discrimination	gwahaniaethu
discus	disgws
discuss	trafodwch
discussion	trafodaeth
disdain	diswyddo
disdainful	yn ddidrafferth
disease	clefyd
diseased	afiechydon
disembodied	yn syfrdanol
disengage	ymddieithrio
disengagement	ymddieithrio
disfigured	disfigured
disgrace	gwarth
disgraced	disgraced
disgraceful	gwarthus
disgruntled	anffodus
disguise	cuddio
disguised	cuddio
disgust	disgust
disgusted	yn syfrdanol
disgusting	yn warthus
dish	dysgl
disheartened	anffodus
disheartening	anffodus
dishonest	anonest
dishonesty	anonestrwydd
dishonor	dishonor
dishonorable	dishonorable
dishwasher	Peiriant golchi llestri
disillusionment	dadrithiad
disinclination	dadleoliad
disincline	disincline
disinclined	gwrthod
disinfect	diheintio
disinfectant	diheintydd
disinfection	diheintio
disinformation	anhysbysiad
disingenuous	anniben
disintegrate	gwahanu
disintegration	disintegration
disinterested	yn ddiddorol
disjoint	disjoint
disjointed	yn ddiddorol
disjunctive	gwahanu
disk	disg
diskette	disket
dislike	ddim yn hoffi
disliked	yn anfodlon
disliking	yn anfodlon
dislocated	wedi'i ddiddymu
dislocation	dislocation
dislodge	dislodge
disloyal	anweithredol
disloyalty	disloyalty
dismal	yn ddrwg
dismantle	datgymalu
dismay	syfrdan
dismayed	yn syfrdanol
dismemberment	diswyddo
dismiss	diswyddo
dismissal	diswyddo
dismissive	diswyddo
dismount	disgyn
disobedience	anobeithioldeb
disobedient	anghyfiawn
disobey	anghydfod
disorder	anhrefn
disordered	anhwylderau
disorderly	anhrefnus
disorganized	anhrefnus
disorientation	difyrru
disoriented	anhrefnus
disown	disown
disparage	disparage
disparaging	yn ddigalon
disparate	yn wahanol
disparity	gwahaniaethau
dispassionate	anghysbell
dispatch	anfon
dispatcher	dosbarthwr
dispel	diswyddo
dispensary	ddosbarthfa
dispensation	gwaharddiad
dispense	dosbarthu
dispenser	dosbarthwr
dispersal	gwasgariad
disperse	gwasgaru
dispersed	gwasgaredig
dispersion	gwasgariad
dispirited	wedi dirywio
displace	disodli
displaced	wedi'u dadleoli
displacement	dadleoli
displacency	dadleoli
display	arddangos
displease	gwahardd
displeased	anffodus
displeasure	anffodus
disposable	tafladwy
disposal	gwaredu
dispose	gwaredu
disposed	gwaredu
disposition	gwarediad
dispossessed	wedi'i waredu
disprove	gwrthod
dispute	anghydfod
disqualification	gwaharddiad
disqualified	gwaharddedig
disqualify	gwahardd
disquieted	anghysbell
disregard	diystyru
disregarded	heb ei anwybyddu
disrelish	disgwylio
disreputable	anghydnaws
disrepute	anffrud
disrespect	anffodus
disrespectful	amharchus
disrupt	aflonyddu
disrupting	amharu ar
disruption	aflonyddwch
disruptive	aflonyddgar
dissatisfaction	anfodlonrwydd
dissatisfied	anfodlon
dissect	dosbarthu
dissection	dosbarthu
disseminate	lledaenu
dissemination	lledaenu
dissension	anghytuno
dissent	anghytuno
dissenting	anghytuno
dissertation	traethawd hir
disservice	anfodlonrwydd
dissident	anghydfod
dissimilar	yn wahanol
dissipate	disipate
dissipated	wedi'i waredu
dissociation	disociation
dissociative	anghymdeithasol
dissolution	diddymiad
dissolve	diddymu
dissonance	dissoniant
dissuade	datrysiad
distal	distal
distance	pellter
distant	pell
distaste	anghysbell
distasteful	yn rhyfeddol
distillate	disgiliad
distillation	distylliad
distilled	wedi'i distilio
distinct	yn wahanol
distinction	gwahaniaeth
distinctive	unigryw
distinguish	gwahaniaethu
distinguishable	gwahaniaethu
distinguished	nodedig
distinguishing	gan wahaniaethu
distort	ystumio
distorted	wedi'i ystumio
distortion	ystumio
distract	tynnu sylw
distracted	tynnu sylw
distracting	tynnu sylw
distraction	tynnu sylw
distraught	yn ddrwg
distress	gofid
distressed	yn ofidus
distressing	gofidus
distribute	dosbarthu
distribution	dosbarthu
distributor	dosbarthwr
district	ardal
distrust	diffyg ymddiriedaeth
disturb	aflonyddu
disturbance	aflonyddwch
disturbed	aflonyddwch
disturbing	aflonyddu
disuse	amod
disused	heb ei ddefnyddio
ditch	ffos
ditto	ditto
ditty	ditty
diurnal	dyddiol
diva	diva
divan	NO TRANSLATION
dive	plymio
diver	buwch
diverge	diverge
divergence	gwahaniaeth
divergent	yn wahanol
diverging	yn amrywio
divers	diverswyr
diverse	amrywiol
diversified	arallgyfeirio
diversify	arallgyfeirio
diversion	gwyro
diversionary	dargyfeirio
diversity	amrywiaeth
divert	dargyfeirio
diverting	dargyfeirio
divest	plymio
divested	wedi'i wahardd
divestment	diddymu
divide	rhannu
divided	wedi'i rannu
dividend	difidend
divination	dychymyg
divine	dwyfol
divinity	diwiniaeth
divisible	yn ddibwysadwy
division	adran
divisor	dosbarthwr
divorce	ysgariad
divorcee	ysgariad
divulge	datgelu
divvy	disgrifio
dizziness	dychrynllyd
dizzy	dizzy
do	gwnewch
doable	doable
doc	doc
docile	ddallus
dock	doc
docked	wedi'i docio
docket	docket
docking	docio
doctor	meddyg
doctorate	doethuriaeth
doctrinal	athrawiaethol
doctrine	athrawiaeth
document	dogfen
documentary	dogfen
documentation	dogfennaeth
documents	dogfennau
dodge	dodge
dodger	dodger
dodging	dodging
dodgy	poeni
dodo	dodo
doe	doe
doer	doer
dog	ci
dogface	dogface
dogged	cywasgedig
doggy	doggy
doghouse	doghouse
dogma	dogma
dogmatic	dogmatig
dogsick	NO TRANSLATION
doings	doings
doit	NO TRANSLATION
dojo	dojo
doldrums	doldrums
dole	dole
doll	doll
dollar	doler
dollhouse	dollhouse
dolor	NO TRANSLATION
dolphin	dolffiniaid
domain	parth
dome	cromen
domestic	domestig
domesticated	domestig
domestication	domestig
domicile	cartref
domiciled	enedigol
dominance	dominiaeth
dominant	dominydd
dominate	dominyddu
dominating	yn dominyddu
domination	dominiant
dominatrix	dominatrix
dominion	dominiaeth
domino	domino
don	don
donate	rhoddwch
donation	rhodd
donkey	asyn
donor	rhoddwr
dontlikeyou	NO TRANSLATION
dontmess	NO TRANSLATION
dontmesswithme	dontmesswithme
dontpanic	dontban
dontunderstand	NO TRANSLATION
doodle	doodle
doom	ni
doomed	Wedi'i chytuno
doomsday	dydd Mawrth
door	drws
doorbell	gloch y drws
doorknob	bwlyn drws
doorman	porthladdwr
doormat	cylchdro
doornail	drws
doorstep	garreg y drws
doorway	drws
dopamine	dopamin
dope	dope
dopey	dopey
dork	dork
dorky	dorky
dorm	dorm
dormant	yn segur
dormitory	ystafell wely
dorsal	dorsal
dosage	dosage
dose	dos
dossier	cofnod
dot	dot
doting	doting
dotted	dotted
dotty	dotty
double	dwbl
doubled	dyblu
doublet	dwbl
doubling	dyblu
doubt	amheuaeth
doubtful	yn amheus
doubting	yn amau
doubtless	heb unrhyw beth
doubts	amheuon
douche	douche
douchebags	douchebags
dough	toes
doughboy	doughboy
doughnut	toesen
dour	dour
douse	douse
dove	colomen
down	i lawr
downcast	cwympo
downer	llai
downfall	gostwng
downfield	downfield
downhearted	yn ddigalon
downhill	lawr i lawr
download	lawrlwytho
downpour	i lawr
downright	yn llwyr
downriver	i lawr
downside	anfantais
downtime	amser downt
downward	i lawr
downy	llonydd
dowry	dowri
doze	drysell
dozen	dwsin
drab	drab
draft	drafft
drafty	drafftio
drag	llusgo
dragon	draig
dragonfly	dragonfly
drain	draen
drainage	draenio
drained	wedi'i ddraenio
draining	draenio
drainpipe	bibell ddraenio
drake	drake
drama	drama
dramaqueen	dramaqueen
dramatic	dramatig
drape	drape
drapery	drapery
drastic	difrifol
drat	NO TRANSLATION
draught	drafft
draw	tynnu lluniau
drawback	anfantais
drawbridge	pont godi
drawer	drawer
drawers	dylunwyr
drawing	lluniadu
dread	ofn
dreaded	yn ofnus
dreadful	ofnadwy
dreadfully	yn ofnadwy
dreading	dychrynllyd
dream	breuddwydio
dreamboat	breuddwydio
dreamer	breuddwydiwr
dreaming	breuddwydio
dreamland	dreamland
dreams	breuddwydion
dreamt	breuddwydio
dreamy	breuddwydio
dreary	dreary
dredge	carthu
drenched	drenched
dress	gwisg
dresser	gwisgoedd
dressmaker	gwisgwr
dressy	gwisg
dribble	NO TRANSLATION
dried	sychu
drier	sychach
drift	drifft
drifted	drifted
drifter	drifter
driftwood	driftwood
drill	drilio
drink	yfed
drinker	yfwr
drinking	yfed
drinks	diodydd
drip	drip
dripping	yn diferu
drive	gyrru
drivel	gyrru
driver	gyrrwr
driveway	llwybr
drizzle	drizzle
droll	droll
drone	drone
drones	drones
drool	drool
drooping	drooping
droopy	droopy
drop	gollwng
droplet	droplet
dropout	gollwng
dropper	dropper
drought	sychder
drove	NO TRANSLATION
drown	boddi
drowsiness	drowndid
drowsy	drowsy
drudgery	drudgery
drug	cyffuriau
drug dealing	cyffuriau
drugged	cyffuriau
druggist	drugawr
drugs	cyffuriau
drugstore	cyffuriau
druid	druid
drum	drwm
drummer	drymiwr
drumming	drymio
drunk	feddw
drunk driving	gyrru meddw
drunkard	meddwr
drunken	meddw
drunkenness	meddwdod
dry	sych
dryer	sychwr
dryness	sychder
dual	deuol
dualism	dwyieithrwydd
duality	deuoliaeth
dub	dub
dubious	amheus
duchess	dwywys
duck	hwyaden
ducking	dynnu
duckling	duckling
ducky	ducky
duct	duct
ductile	cyffyrddadwy
dud	dud
dude	dude
duds	duds
due	yn ddyledus
duel	duel
dues	dillad
duet	duet
duffel	duffel
dugout	dugout
duh	duh
duke	Duw
dull	yn ddiflas
dullard	dullard
dumb	dumb
dumbasses	dumbasses
dumbbell	dumbbell
dumbbitch	NO TRANSLATION
dumfound	troedfedd
dumfounder	NO TRANSLATION
dummy	dummy
dump	dumpiad
dumpling	dwmpio
dumps	tympiau
dumpster	dumpster
dun	cawn
dunce	dunce
dune	twyni
dung	NO TRANSLATION
dungeon	dungeon
dunk	dunk
duo	deuawd
dupe	dupe
duplex	duplex
duplicate	dyblygu
duplication	dyblygu
duplicity	dyblygu
durability	gwydnwch
durable	gwydn
duration	hyd
duress	duedd
dusk	nosweithiau
dusky	dusky
dust	llwch
duster	dwstwr
dustpan	ysbwriel
dusty	llwchog
dutiful	Diolchus
duty	ddyletswydd
dwarf	dwarf
dwarfed	dwarfed
dweeb	dweeb
dwell	preswyl
dweller	preswylydd
dwelling	annedd
dye	lliwio
dying	yn marw
dyke	clawdd
dynamic	dynamig
dynamical	dynameg
dynamics	dynameg
dynamite	dynamite
dynamo	dynamo
dynasty	dynasty
dysentery	dysentri
dysfunction	dysfunction
dysfunctional	camweithredol
dyspepsia	dyspepsia
eager	yn awyddus
eagerness	awyddusrwydd
eagle	eryr
ear	clust
earful	glustlon
earl	iarll
earlier	yn gynharach
early	yn gynnar
earn	ennill
earnest	yn ddifrifol
earnestly	yn ddifrifol
earnestness	sicrwydd
earnings	enillion
earpiece	clust
earring	clustlws
earrings	clustdlysau
earshot	clustiau
earth	ddaear
earthenware	pridd
earthling	earthling
earthly	ddaearol
earthquake	daeargryn
earthy	ddaearol
ease	rhwyddineb
easel	easel
easement	hawddfraint
easily	yn hawdd
east	ddwyrain
eastbound	i'r dwyrain
eastern	ddwyreiniol
easy	hawdd
easygoing	hawdd
eat	bwyta
eater	bwytai
eating	bwyta
eatingdisorders	NO TRANSLATION
eavesdrop	Cylchgrawn
eavesdropping	cipio'r bwlch
ebb	ebb
ebony	eboni
ebullient	rhyfedd
eccentric	eithriadol
eccentricity	eccentricity
ecclesiastical	eglwysig
echelon	echelon
echinacea	echinacea
echo	adleisio
eclectic	eclectig
eclipse	eclipse
ecliptic	ecliptig
ecological	ecolegol
economic	economaidd
economical	yn economaidd
economics	economeg
economy	economi
ecosystem	ecosystem
ecstasy	ecstasi
ecstatic	ecstatig
ecumenical	eciwmenaidd
eddy	eddy
edema	edema
edge	ymyl
edging	ymylon
edgy	edgy
edible	bwytadwy
edict	edict
edification	edification
edifice	adeiladwaith
edit	golygu
editing	golygu
edition	rhifyn
editor	golygydd
editorial	golygyddol
educate	addysgwch
educated	addysgwyd
education	addysg
educational	addysgol
educator	addysgwr
eeeek	NO TRANSLATION
eeek	NO TRANSLATION
eek	eek
eel	llyswennod
eerie	eerie
effect	effaith
effective	effeithiol
effectiveness	effeithiolrwydd
effects	effeithiau
effectual	effeithiol
effectually	yn effeithiol
effectuate	Effeithio
effeminate	effeminate
efficacious	effeithlon
efficacy	effeithiolrwydd
efficiency	effeithlonrwydd
efficient	effeithlon
effigy	effigy
effort	ymdrech
effortless	heb ymdrech
effusion	effusion
effyou	NO TRANSLATION
egg	wy
egghead	egghead
eggnog	eggnog
eggplant	eggplant
eggshell	wyau
ego	ego
egomaniac	egomaniaidd
egotistical	egotistaidd
egregious	egregious
egress	allanfa
eight	wyth
eighteen	deunaw oed
eighth	wythfed
eighty	wythdeg
ejaculate	ejaculate
ejaculation	ejaculation
eject	ei chwistrellu
ejection	chwistrelliad
elaborate	ymhelaethu
elaboration	ymhelaethiad
elan	NO TRANSLATION
elapse	ymadael
elapsed	wedi mynd heibio
elastic	elastig
elasticity	elastigedd
elated	elated
elation	elation
elbow	penelin
eld	ed
elder	henoed
elderly	henoed
elders	henuriaid
eldest	hynaf
elect	ethol
election	etholiad
elective	dewisol
elector	etholwr
electoral	etholiadol
electorate	etholwyr
electric	trydan
electric slide	sleid trydan
electrical	trydanol
electrician	trydanwr
electricity	trydan
electrify	electrify
electrocute	electrocute
electrocution	electrocution
electromagnetic	electromagnetig
electron	electron
electronic	electronig
electronics	electroneg
elegance	ceinder
elegant	cain
element	elfen
elemental	elfenol
elementary	elfennol
elements	elfennau
elephant	eliffant
elevate	codi
elevated	uchel
elevation	drychiad
elevator	elevator
eleven	un ar ddeg
eleventh	unfed ar ddeg
elf	elf
elicit	elicit
eligible	cymwys
eliminate	dileu
elimination	dileu
elite	elitaidd
elitist	elitist
elixir	elixir
elk	elk
ell	ell
ellipse	elipse
ellipsis	ellipsis
ellipsoid	ellipsoid
elliptic	eliptig
elliptical	eliptig
elm	elm
elongate	yn hir
elongation	ymestyn
elope	elope
eloquence	eloquence
eloquent	yn annhebygol
elucidate	eglurwch
elucidation	eglurhad
elude	elude
elusive	ysgogol
emaciated	emaciated
email	e-bost
emanate	emanate
emancipation	emancipation
embankment	arglawdd
embargo	NO TRANSLATION
embark	cychwyn
embarrass	embaras
embarrassed	embaras
embarrassing	embaras
embarrassment	embaras
embassy	llysgenhadaeth
embattled	ymgorffori
embed	ymgorffori
embellish	addurno
embellishment	addurniad
embers	embers
embezzlement	ymosodiad
embezzler	embezzler
emblem	arwyddlun
emblematic	arwyddluniol
embodiment	ymgorfforiad
embolism	embolism
embossed	llosgi
embrace	croesawu
embroidered	brodio
embroidery	brodwaith
embroiled	wedi'i brodio
embryo	embryo
embryonic	embryonig
emcee	emcee
emerald	esmerald
emerge	yn dod i'r amlwg
emergence	ymddangosiad
emergency	argyfwng
emeritus	emeritus
emery	emery
emetophobia	NO TRANSLATION
emigrate	ymfudo
emigration	ymfudo
eminence	eminence
eminent	yn amlwg
eminently	yn wych
emir	NO TRANSLATION
emissary	emisari
emission	allyriadau
emit	allyrru
emo	emo
emotion	emosiwn
emotional	emosiynol
emotive	emosiynol
empathic	empathig
empathize	empathize
empathy	empathi
emperor	yr ymerawdwr
emphasis	pwyslais
emphasize	pwysleisiwch
emphatic	yn gyffrous
emphysema	emffysema
empire	ymerodraeth
empirical	empirig
empiricism	empirigiaeth
employ	cyflogi
employee	cyflogai
employer	cyflogwr
employment	cyflogaeth
emporium	emporiwm
empower	grymuso
empress	empress
emptiness	gwactod
emption	emption
empty	gwag
emu	emu
emulate	efelychu
emulsion	emwlsiwn
enable	galluogi
enablement	galluogi
enact	deddfu
enactment	deddfiad
enamel	enamel
encampment	gwersyll
enchant	enchant
enchanted	swyno
enchanting	hudolus
enchantment	enchantment
enchantress	enchantress
enchilada	enchilada
encircle	amgylchynu
encircling	yn amgylchynu
enclave	enclave
enclose	amgáu
enclosure	amgaead
encode	amgodio
encomiastic	NO TRANSLATION
encomium	encomium
encompass	yn cwmpasu
encore	NO TRANSLATION
encounter	dod ar draws
encourage	annog
encouraged	anogir
encouragement	anogaeth
encouraging	annog
encroach	ymladd
encroachment	ymladdiad
encrypt	amgryptio
encryption	amgryptio
encumbrance	ysgogiad
encyclopedia	encyclopedia
end	diwedd
end table	tabl diwedd
endanger	peryglu
endangered	mewn perygl
endangerment	peryglu
endearing	yn ymfalchïo
endeavor	ymdrechu
ended	i ben
endemic	endemig
endgame	diwedd gêm
ending	diweddu
endless	di-ben
endocarditis	endocarditis
endorse	cymeradwyo
endorsement	cymeradwyaeth
endow	gwaddol
endowed	gwaddol
endowment	gwaddol
endpapers	papurau newydd
endpoint	pen pen
endurance	ddygnwch
endure	dioddef
enduring	yn barhaol
enema	enema
enemy	gelyn
energetic	yn egnïol
energize	egni
energy	egni
enforce	gorfodi
enforcement	gorfodi
enforcer	gorfodi
engage	ymgysylltu
engaged	ymgysylltu
engagement	ymgysylltu
engaging	ymgysylltu
engender	ysbrydoli
engine	peiriant
engineer	peiriannydd
engineering	peirianneg
engrave	ysgythru
engraved	wedi'i greenu
engraver	ysgythrwr
engraving	engrafiad
