Word	sw
emigrate	kuhamia
emigration	uhamiaji
eminence	ukuu
eminent	bora
eminently	kwa uwazi
emir	NO TRANSLATION
emissary	mjumbe
emission	chafu
emit	emit
emo	emo
emotion	hisia
emotional	kihisia
emotive	kihisia
empathic	huruma
empathize	kuhisi
empathy	huruma
emperor	Mfalme
emphasis	msisitizo
emphasize	kusisitiza
emphatic	emphatic
emphysema	emphysema
empire	Ufalme
empirical	uongo
empiricism	uongo
employ	tumia
employee	mfanyakazi
employer	mwajiri
employment	ajira
emporium	emporium
empower	kuwawezesha
empress	mfalme
emptiness	udhaifu
emption	msamaha
empty	tupu
emu	emu
emulate	kutekeleza
emulsion	emulsion
enable	itawezesha
enablement	kuwezesha
enact	tunga
enactment	uamuzi
enamel	enamel
encampment	kambi
enchant	mchanga
enchanted	enchanted
enchanting	enchanting
enchantment	uchawi
enchantress	enchantress
enchilada	enchilada
encircle	piga
encircling	kuzunguka
enclave	enclave
enclose	funga
enclosure	zimefungwa
encode	futa
encomiastic	NO TRANSLATION
encomium	encomium
encompass	jumuisha
encore	NO TRANSLATION
encounter	kukutana
encourage	kuhimiza
encouraged	tia moyo
encouragement	faraja
encouraging	kuhimiza
encroach	kuingilia
encroachment	kuingilia
encrypt	encrypt
encryption	encryption
encumbrance	kuzingatia
encyclopedia	encyclopedia
end	mwisho
end table	meza ya mwisho
endanger	kuhatarisha
endangered	kuhatarishwa
endangerment	hatari
endearing	upendo
endeavor	jitihada
ended	ilimalizika
endemic	endemic
endgame	mwisho
ending	kuishia
endless	kutokuwa na mwisho
endocarditis	endocarditis
endorse	kuidhinisha
endorsement	kuidhinishwa
endow	sarafu
endowed	imepewa
endowment	urithi
endpapers	magazeti
endpoint	mwisho
endurance	uvumilivu
endure	kuvumilia
enduring	kudumu
enema	enema
enemy	adui
energetic	nguvu
energize	energize
energy	nishati
enforce	kutekeleza
enforcement	utekelezaji
enforcer	msisitizaji
engage	kushiriki
engaged	kushiriki
engagement	ushiriki
engaging	kushiriki
engender	engender
engine	injini
engineer	mhandisi
engineering	Uhandisi
engrave	krarave
engraved	iliyorejeshwa
engraver	engraver
engraving	engraving
engrossed	kuingizwa
engrossing	ingrossing
engulf	engulf
enhance	kuboresha
enhancement	kukuza
enigma	enigma
enigmatic	enigmatic
enjoin	amri
enjoy	kufurahia
enjoyable	kufurahisha
enjoying	kufurahia
enjoyment	furaha
enlarge	kupanua
enlarged	ilienea
enlargement	upanuzi
enlighten	onyesha
enlightened	kuangazwa
enlightening	kuangaza
enlightenment	taa
enlist	soma
enliven	enliven
enmity	chuki
ennui	ennui
enormity	ukubwa
enormous	kubwa sana
enormously	kwa kiasi kikubwa
enraged	hasira
enrich	kuimarisha
enroll	kujiandikisha
enrollment	usajili
ensemble	seti
ensign	alama
enslave	utumwa
enslaved	watumwa
enslavement	utumwa
ensue	kuhakikisha
ensure	kuhakikisha
entail	inahusu
entangled	kuingizwa
entanglement	kuingiliwa
enter	ingiza
enterprise	biashara
enterprising	kuingiza
entertain	kuwakaribisha
entertained	kukubalika
entertainer	mtangazaji
entertaining	burudani
entertainment	burudani
enthralled	zimefungwa
enthusiasm	shauku
enthusiast	shauku
enthusiastic	shauku
entice	kushawishi
entire	nzima
entirety	ukamilifu
entitle	hakika
entity	taasisi
entomology	entomolojia
entourage	jirani
entrails	entrails
entrance	Ingång
entrapment	kifungo
entreat	kuomba
entree	kuingia
entrepreneur	mjasiriamali
entrust	patia
entry	kuingia
enumerate	enumerate
enumeration	malipo
envelope	bahasha
envious	wivu
environ	NO TRANSLATION
environment	mazingira
environmental	mazingira
environs	mazingira
envision	tazama
envoy	mjumbe
envy	wivu
enzyme	enzyme
ephemeral	ephemeral
ephemeris	ephemeris
epic	Epic
epidemic	janga
epidermis	epidermis
epidural	magonjwa
epilepsy	kifafa
epileptic	kifafa
epilogue	epilogue
epiphany	epiphany
episcopal	maaskofu
episode	sehemu
episodic	episodic
epistle	barua
epitaph	epitaph
epithet	epithet
epitome	epitome
epoch	saa
equal	sawa
equality	usawa
equalization	usawazishaji
equalize	kusawazisha
equalizer	kusawazisha
equally	sawa
equate	sawa
equation	usawa
equator	equator
equatorial	usawa
equestrian	equestrian
equidistant	equidistant
equilibration	usawazishaji
equilibrium	usawa
equip	kuandaa
equipment	vifaa
equitable	sawa
equity	usawa
equivalence	usawazishaji
equivalent	sawa
equivocal	usawa
era	zama
eradicate	kuondosha
eradication	kuondokana
erase	kufuta
eraser	eraser
erasure	kufuta
ere	NO TRANSLATION
erect	erect
erectile	erectile
erection	erection
ergo	NO TRANSLATION
erode	futa
erosion	mmomonyoko
erotic	erotic
erotica	uendeshaji
err	tamaa
errand	sawa
errant	hatia
erratic	si sawa
erratum	erratum
erroneous	makosa
error	kosa
erst	NO TRANSLATION
erudite	erudite
erupt	teremka
eruption	mlipuko
escalade	escalade
escalate	kuongezeka
escalating	kuongezeka
escalation	ukuaji
escalator	escalator
escape	kutoroka
escaped	alitoroka
escarpment	uharibifu
eschew	eschew
escort	kusindikiza
escrow	escrow
esophagus	umbo
esoteric	esoteric
especial	NO TRANSLATION
espionage	espionage
espouse	fanya
espresso	espresso
esprit	akili
esquire	soma
essay	insha
essayist	waandishi wa habari
essence	kiini
essential	muhimu
essentially	kimsingi
establish	kuanzisha
established	imara
establishment	uanzishwaji
estate	mali
esteem	heshima
esteemed	kuheshimiwa
esthetic	esthetic
estimable	inakadiriwa
estimate	tathmini
estimation	makadirio
estoppel	kusambaza
estranged	amefungwa
estrogen	estrogen
estuary	kisiwa
etch	etch
etching	kutunga
eternal	milele
eternity	milele
ethanol	ethanol
ether	ether
ethereal	ethereal
ethic	maadili
ethical	maadili
ethics	maadili
ethnic	kikabila
ethnography	ethnography
etiology	etiolojia
etiquette	Etiquette
etymology	etymology
eucalyptus	eucalyptus
euchre	wakati
eugenics	eugenics
eulogistic	kihisia
eulogium	eulogium
eulogize	eulogize
eulogy	eulogy
euphemism	uphemism
euphoria	euphoria
euphoric	euphoric
euro	euro
euthanasia	euthanasia
evacuate	kuhama
evacuation	uokoaji
evade	Epuka
evaluate	tathmini
evaluation	tathmini
evanescence	evanescence
evangelical	minjilisti
evangelist	mhubiri
evangelistic	uinjilisti
evaporate	kuenea
evaporation	uvukizi
evasion	kuepuka
evasive	evasive
eve	usiku
evening	jioni
evens	NO TRANSLATION
event	tukio
eventful	tukio
eventual	hatimaye
eventuality	tukio
evergreen	kijani
everlasting	milele
evermore	milele
everyday	kila siku
everyman	kila mtu
evict	kumfukuza
eviction	kufukuzwa
evidence	ushahidi
evident	dhahiri
evidentiary	ushahidi
evil	mabaya
evoke	kumfukuza
evolution	mageuzi
evolutionary	mageuzi
evolve	toa
ewe	ewe
ex	ex
exacerbate	kulazimisha
exacerbation	ukali
exact	sawa
exacting	kukataza
exaggerate	kuenea
exaggerated	kuenea
exaggeration	kuenea
exalt	kuinua
exaltation	kuinua
exalted	kuinuliwa
exam	mtihani
examination	uchunguzi
examine	kuchunguza
examiner	mtazamaji
example	mfano
exasperated	walikasirika
exasperation	kukata tamaa
excavate	kuchimba
excavation	kuchimba
excavator	excavator
exceed	wito
exceeding	ni zaidi
excel	bora zaidi
excellence	ubora
excellent	bora
excelsior	zaidi
excepting	isipokuwa
exception	isipokuwa
exceptional	kipekee
excerpt	dhana
excess	ziada
excessive	nyingi
excessively	kwa kiasi kikubwa
exchange	kubadilishana
excise	ushuru
excision	excision
excitability	excitability
excitable	kuvutia
excitation	msisimko
excite	kusisimua
excited	msisimko
excitement	furaha
exciting	kusisimua
exclaim	akasema
exclamation	sifa
exclude	kuwatenga
excluded	imetengwa
excluding	ukiondoa
exclusion	kutengwa
exclusive	kipekee
excrement	uchafu
excretion	excretion
excruciating	vibaya
excursion	safari
excuse	udhuru
exec	kutekeleza
execute	kutekeleza
execution	utekelezaji
executioner	mfanyakazi
executive	mtendaji
executor	mwendeshaji
exegesis	exegesis
exemplar	mfano
exemplary	mfano
exemplify	mfano
exempt	msamaha
exemption	msamaha
exercise	zoezi
exert	jitahidi
exertion	juhudi
exhale	exhale
exhaust	kutolea nje
exhausted	wamechoka
exhaustion	uchovu
exhaustive	kamili
exhibit	maonyesho
exhibition	maonyesho
exhilarated	walifurahia
exhilarating	kuvutia
exhilaration	kiburi
exhort	kuhimiza
exhortation	kuhimiza
exhumation	uchafuzi
exhume	shika
exigent	NO TRANSLATION
exile	uhamisho
exist	zipo
existence	kuwepo
existent	ikopo
existential	existential
existing	zilizopo
exit	Utgång
exodus	safari
exonerate	uhuru
exorbitant	kikubwa
exorcism	uovu
exorcist	exorcist
exotic	kigeni
expand	panua
expanded	kupanuliwa
expanse	anga
expansion	upanuzi
expansive	kupanua
expatriate	wahamiaji
expect	wanatarajia
expectance	matarajio
expectancy	matarajio
expectant	wanatarajia
expectation	matarajio
expected	inatarajiwa
expecting	wanatarajia
expediency	ustahili
expedient	inafaa
expedite	kasi
expedition	safari
expeditious	haraka
expel	tuma
expendable	inatumika
expenditure	matumizi
expense	gharama
expenses	gharama
expensive	ghali
experience	uzoefu
experienced	uzoefu
experiences	uzoefu
experiment	jaribio
experimental	majaribio
experimentation	majaribio
experimenter	majaribio
expert	mtaalam
expertise	utaalamu
expiration	kumalizika muda
expire	kumalizika
expired	imekamilika
expiry	mwisho
explain	kuelezea
explanation	maelezo
explanatory	maelezo
expletive	kutafakari
explication	maelezo
explicit	wazi
explode	kulipuka
exploit	kutumia
exploitation	unyonyaji
exploration	utafutaji
exploratory	kuchunguza
explore	kuchunguza
explorer	mtafiti
explosion	mlipuko
explosions	milipuko
explosive	kulipuka
expo	expo
exponent	exponent
exponential	ufafanuzi
export	kuuza nje
exportation	mauzo ya nje
expose	wazi
exposed	wazi
exposition	maonyesho
expository	maonyesho
exposure	mfiduo
expound	kuelezea
express	onyesha
expression	kujieleza
expressive	expressive
expressway	barabara ya wazi
expropriation	upendeleo
expulsion	kufukuzwa
exquisite	nzuri
exquisitely	vizuri sana
extant	mbali
extend	kupanua
extendable	kupanuliwa
extended	kupanuliwa
extension	ugani
extensive	kina
extent	kiwango
exterior	nje
exterminate	kuangamiza
extermination	uharibifu
exterminator	exterminator
external	ya nje
externally	nje ya nje
extinct	haitofu
extinction	kupoteza
extinguish	kuzima
extinguisher	kizima
extol	tamaa
extort	tamaa
extortion	ulafi
extra	ziada
extract	Dondoa
extracting	kuchimba
extraction	uchimbaji
extractor	extractor
extracurricular	extracurricular
extradition	extradition
extrajudicial	upendeleo
extramural	kupindukia
extraneous	extraneous
extraordinaire	extraordinaire
extraordinary	ajabu
extraterrestrial	nje ya nchi
extravagance	udanganyifu
extravagant	yenye fujo
extravaganza	kizuizi
extreme	uliokithiri
extreme anticipation	kutarajia sana
extreme disgust	chuki kali
extreme surprise	mshangao mkubwa
extreme trust	imani kubwa
extremely	sana
extremely negative	mbaya sana
extremely positive	ni chanya sana
extremity	mwisho
extricate	imepungua
extrinsic	extrinsic
extrusion	extrusion
exuberance	furaha
exude	exude
eye	jicho
eyeball	jicho la macho
eyebrow	jicho
eyeful	macho
eyeglass	kioo
eyeglasses	vioo vya macho
eyelash	kinga
eyelet	jicho
eyeliner	eyeliner
eyepiece	jicho
eyes	macho
eyesight	macho
eyewitness	ushahidi wa macho
fab	fab
fable	fable
fabled	fabled
fabric	kitambaa
fabricate	tengeneze
fabricated	yaliyotengenezwa
fabrication	utengenezaji
fabulous	fabulous
facade	faini
face	uso
faceless	bila kupoteza
facet	kipengele
facial	usoni
facile	NO TRANSLATION
facilitate	kuwezesha
facility	kituo
facing	inakabiliwa
facsimile	salama
fact	ukweli
faction	kikundi
factor	sababu
factory	kiwanda
facts	ukweli
factual	ukweli
faculties	stadi
faculty	kitivo
fad	fad
fade	fade
faded	ilipoteza
faeces	vipande
fag	fag
faggot	fagot
fail	kushindwa
failing	kushindwa
failure	kushindwa
fain	NO TRANSLATION
faint	kukata tamaa
fainting	kukata tamaa
fair	haki
fairly	haki
fairness	haki
fairway	fairway
fairy	Fairy
faith	imani
faithful	mwaminifu
faithfulness	uaminifu
faithless	wasio na imani
fake	bandia
faker	faker
falafel	falafel
falcon	falcon
fall	kuanguka
fallacious	udanganyifu
fallacy	uongo
fallback	kuanguka nyuma
fallible	haiwezekani
falling	kuanguka
fallopian	wapiganaji
fallout	kuanguka
fallow	kupotea
false	FALSE
falsehood	uwongo
falsely	uongo
falsification	uongo
falsified	uongo
falsify	uongo
falsity	falsity
falter	falter
fame	umaarufu
famed	anajulikana
familiar	ujuzi
familiarity	ujuzi
familiarize	kujifunza
family	familia
familytime	familia
famine	njaa
famished	njaa
famous	maarufu
famously	maarufu
fan	shabiki
fanatic	fanatic
fanatical	fanatical
fanaticism	fanaticism
fanciful	fanciful
fancy	dhana
fandango	fandango
fanfare	fanfare
fang	NO TRANSLATION
fangs	fangs
fanning	uchochezi
fantasia	fantasia
fantasize	fantasize
fantastic	fantastic
fantasy	fantasy
faraway	mbali
farce	farce
farcical	farcical
fare	nauli
farewell	kurudi
farm	shamba
farmer	mkulima
farmhouse	nyumba ya kilimo
farming	kilimo
farmland	mashamba
faro	faro
fart	fart
farther	mbali
fascia	fascia
fascinate	fasta
fascinated	fascinated
fascinating	kuvutia
fascination	fascination
fascism	fascism
fascist	fascist
fashion	mtindo
fashionable	mtindo
fastball	fastball
fasten	funga
fastener	kufunga
fastening	kufunga
fasting	kufunga
fat	mafuta
fatal	mbaya
fatalism	mafuta
fatality	mafuta
fate	hatima
fated	fated
fateful	fateful
fathead	fathead
father	baba
fatherhood	ubaba
fatherland	baba
fatherly	baba
fathom	fathom
fatigue	uchovu
fatigued	amechoka
fatso	fatso
fatten	mafuta
fatty	mafuta
faucet	bomba
fault	kosa
faultless	hana hatia
faulty	ni sahihi
faun	faun
fauna	fauna
faux	faux
favor	neema
favorable	nzuri
favorite	favorite
favoriteholiday	NO TRANSLATION
favoritism	upendeleo
fawn	fawn
fax	fax
faze	NO TRANSLATION
fear	hofu
feared	aliogopa
fearful	hofu
fearfully	kwa hofu
fearing	hofu
fearless	hawaogopi
fears	hofu
fearsome	inatisha
feasibility	uwezekano
feasible	inawezekana
feast	Sherehe
feat	feat
feather	manyoya
feathered	feathered
feature	kipengele
features	vipengele
febrile	fungua
fecal	fecal
feces	kinyesi
fecundity	fecundity
fed	kulishwa
federal	shirikisho
federation	shirikisho
fedup	NO TRANSLATION
fee	ada
feeble	dhaifu
feed	kulisha
feedback	maoni
feeder	mkulima
feel	jisikie
feelgood	feelgood
feeling	hisia
feelingdown	NO TRANSLATION
feelinggood	NO TRANSLATION
feet	miguu
feign	fanya
feigned	imefanywa
feisty	hasira
felicity	ufanisi
feline	feline
fell	akaanguka
feller	feller
fellow	wenzake
fellowship	ushirika
felon	felon
felony	kinyume
felt	walihisi
female	kike
feminine	kike
femininity	uke
feminism	kike
feminist	mwanamke
femme	NO TRANSLATION
femoral	kike
femur	femur
fen	NO TRANSLATION
fence	uzio
fenced	imefungwa
fencing	uzio
fend	fendeni
fender	fender
fennel	fennel
ferment	ferment
fermentation	fermentation
fern	fern
ferocious	hasira
ferocity	futi
ferret	ferret
ferry	feri
ferryboat	NO TRANSLATION
fertile	rutuba
fertility	uzazi
fertilize	mbolea
fertilizer	mbolea
fervent	fervent
fervor	fervor
fess	fess
fest	fest
festival	tamasha
festive	sherehe
fetal	fetal
fetch	Kuchukua
fete	NO TRANSLATION
fetish	fetishi
fetus	fetus
feud	chuki
feudal	feudal
feudalism	ufadhili
fever	homa
feverish	homa
fiancee	NO TRANSLATION
fiasco	fiasco
fiat	fiat
fib	fib
fiber	nyuzi
fiberglass	fiberglass
fibrosis	fibrosis
fibrous	nyuzi
fickle	fickle
fiction	fiction
fictional	fiction
fictitious	uwongo
fiddle	fiddle
fiddler	fiddler
fidelity	uaminifu
fidgety	fidgety
fiduciary	fiduciary
field	shamba
field hockey	Hockey ya shamba
fielder	fielder
fiend	fiend
fiendish	fiendish
fierce	mkali
fiery	moto
fiesta	fiesta
fiesty	NO TRANSLATION
fifteen	kumi na tano
fifty	hamsini
fig	tini
fight	kupigana
fighter	mpiganaji
fighting	mapigano
fights	vita
figment	fanya
figurative	mfano
figure	takwimu
figurine	figurine
filament	filament
filamentous	filamentous
file	faili
filet	filet
filibuster	filibuster
filigree	filigree
filing	kufungua
filings	kufungua
fill	kujaza
filler	kujaza
fillet	fillet
filling	kujaza
filly	fanya
film	filamu
filmmaker	mtengenezaji wa filamu
filmy	NO TRANSLATION
filter	chujio
filth	uchafu
filthy	machafu
filtration	filtration
fin	NO TRANSLATION
final	mwisho
finale	mwisho
finalist	mwisho
finality	mwisho
finalize	kumaliza
finalized	ilikamilishwa
finally	hatimaye
finance	fedha
financial	fedha
financier	mfadhili
finch	finch
find	pata
finder	mkuta
finding	kutafuta
fine	faini
finery	nzuri
finesse	finesse
finger	kidole
fingernail	kidole
fingerprint	kidole
fingerscrossed	NO TRANSLATION
finish	kumaliza
finished	kumalizika
finite	mwisho
fink	fink
fir	fir
fire	moto
firearm	silaha
firearms	silaha za silaha
fireball	moto
firecracker	firecracker
firefight	moto wa moto
firefighter	Mzima moto
firefly	kivuli
firehouse	motohouse
firelight	moto
fireman	moto
fireplace	mahali pa moto
firepower	moto
fireproof	moto
fireside	moto
firestorm	moto
firewall	firewall
firewood	kuni
firework	moto
fireworks	fireworks
firing	kurusha
firm	imara
firmament	kiumbe
firmly	imara
firmness	uimarishaji
first	kwanza
firstborn	mzaliwa wa kwanza
firstworldprobs	NO TRANSLATION
fiscal	fedha
fish	samaki
fisherman	mvuvi
fishery	uvuvi
fishing	uvuvi
fishing boat	mashua ya uvuvi
fishy	samaki
fissile	fissile
fission	fission
fissure	fissure
fist	ngumi
fistfight	fistfight
fistful	fistful
fistula	fistula
fit	inafaa
fitness	fitness
fits	inafaa
fitted	zimefungwa
fitting	kufaa
fittings	fittings
five	tano
fiver	fiver
fix	tengeneza
fixable	fixable
fixation	fixation
fixed	imara
fixer	fixer
fixture	fixture
fixtures	Ratiba
fizz	fizz
fjord	fjord
flabbergast	kioo
flabbergasted	imetolewa
flabby	flabby
flaccid	flaccid
flag	bendera
flagging	kupiga
flagpole	bendera
flagrant	nzuri
flagship	flagship
flagstaff	bendera
flair	flair
flak	flak
flake	flake
flaky	flaky
flamboyant	flamboyant
flame	moto
flamethrower	flamethrower
flaming	moto
flamingo	flamingo
flammable	Inaweza kuwaka
flan	flan
flange	flange
flank	flank
flanked	flanja
flanking	flanking
flannel	flannel
flap	piga
flapping	kupiga
flare	flare
flares	flares
flaring	kupungua
flash	flash
flashback	kisengere nyuma
flashing	flashing
flashlight	tochi
flashy	flashy
flask	chupa
flat	gorofa
flatbed	flatbed
flatfoot	flatfoot
flatness	kupuuza
flatten	kupigwa
flatter	flatter
flattered	kupendezwa
flattering	kupendeza
flattery	kupendeza
flatulence	kupuuza
flaunt	tamaa
flavor	ladha
flaw	flaw
flawed	kuharibiwa
flawless	bure
flea	kijivu
fleabag	fleabag
fled	walikimbia
flee	kukimbia
fleece	ngozi
fleet	meli
fleeting	kwa muda mfupi
flesh	nyama
fleshy	nyama
flex	sura
flexibility	kubadilika
flexible	rahisi
flexin	kubadilika
flexion	kuruka
flick	Fungua
flicker	flicker
flickering	kupiga
flier	flier
flight	kukimbia
flighty	kukimbia
flimsy	flimsy
flinch	flinch
fling	fling
flint	jiwe
flip	flip
flip flop	flip flop
flipper	flipper
flipping	kuruka
flirt	flirt
flirtation	flirtation
flirting	kucheza
flirty	flirty
float	jenga
floater	floater
flock	kundi
flog	funga
flood	mafuriko
floor	sakafu
flooring	sakafu
floozy	floozy
flop	tambaa
floppy	floppy
flora	flora
floral	maua
florist	mtaalamu
floss	fanya
flotation	flotation
flounder	flounder
flour	unga
flourish	kukua
flow	mtiririko
flower	maua
flowering	maua
flowers	maua
flowery	maua
flows	inapita
flu	mafua
fluctuate	hupungua
fluctuating	hupungua
fluctuation	kushuka kwa thamani
flue	flue
fluency	uwazi
fluent	ufasaha
fluff	Fungua
fluffy	fluffy
fluid	maji
fluidity	fluidity
fluke	kuenea
flunk	flunk
flunky	flunky
fluorescence	fluorescence
fluorescent	fluorescent
flurries	flurries
flurry	flurry
flush	flush
flustered	flustered
flute	flute
fluted	fluted
flutter	flutter
fluvial	maji machafu
flux	inakuja
fly	kuruka
flyboy	flyboy
