Word	sl
foreseen	predvideni
foresight	predvidevanje
forest	gozd
forestall	opusti
forethought	predogled
foreveralone	za vedno sam
forevermore	večno
forewarned	opozoriti
foreword	predgovor
forfeit	zapečatena
forfeited	zasežena
forfeiture	odtujitev
forge	kovati
forger	kovač
forgery	ponarejanje
forget	pozabi
forgetful	pozabljen
forgetfulness	pozabljivost
forgive	odpusti
forgiven	oproščeno
forgiveness	odpuščanje
forgiving	odpuščanje
forgotten	pozabljen
fork	vilice
forked	vilice
forking	forking
forklift	viličar
forlorn	napačno
form	obrazec
formal	formalno
formaldehyde	formaldehid
formalism	formalizem
formality	formalnost
format	formatu
formation	oblikovanje
formative	formativno
formed	nastala
formidable	mogočno
forming	oblikovanje
formless	brez oblike
formula	formula
formulary	formular
formulate	formulirati
fornicate	zapravni
fornication	preganjanje
forsake	opusti
forsaken	zapuščeno
forsooth	zares
fort	utrdba
forte	NO TRANSLATION
forthcoming	prihodnje
forthright	odkrito
forthwith	takoj
fortification	utrdba
fortify	utrditi
fortitude	trdnost
fortnight	štirinajst dni
fortnightly	vsaka dva tedna
fortress	trdnjava
fortuitous	naključno
fortunate	srečo
fortune	sreča
fortunes	sreče
forty	štirideset
forum	forum
forward	naprej
forwarding	posredovanje
fossil	fosil
fossils	fosili
foul	prekršek
found	najdemo
foundation	temelj
founder	ustanovitelj
founding	ustanovitev
foundry	livarna
fountain	vodnjak
four	štiri
fourfold	štirikrat
foursome	četverič
fourteen	štirinajst
fourth	četrti
fowl	kokoši
fox	lisica
foxhole	lisica
foxtrot	fokstrot
foxy	foxy
foyer	preddverje
fraction	ulomek
fractional	delno
fracture	zlom
fragile	krhka
fragility	krhkost
fragment	Drobec
fragmentary	fragmentarno
fragrance	vonj
fragrant	dišeče
frail	slaboten
frailty	krhkost
frame	okvir
framework	okvir
franc	frank
franchise	franšiza
frank	Frank
frankenstorm	NO TRANSLATION
frankness	odkritost
frantic	nenavaden
frantically	nenavadno
frat	frat
fraternal	bratsko
fraternity	bratstvo
fraud	goljufije
fraudulent	goljufivo
fraught	poln
fray	fray
frayed	iztrebljena
frazzled	frazzled
freak	čudak
freaked	prestrašen
freakedout	NO TRANSLATION
freakingout	NO TRANSLATION
freakish	čudaško
freakout	znoreti
freaky	čudno
freckle	pege
free	prost
freebie	freebie
freedom	svobodo
freehold	brezplačno
freelance	samostojni
freelancer	svobodni
freely	prosto
freeman	Freeman
freestyle	freestyle
freeway	avtocesto
freeze	zamrzne
freezer	zamrzovalnik
freezing	zamrzovanje
freight	tovorni promet
freighter	tovornjak
french horn	rog
frenetic	frenetic
frenzied	zmešan
frenzy	blaznost
frequency	pogostost
frequent	pogosto
frequently	pogosto
fresco	fresko
fresh	sveže
freshair	NO TRANSLATION
freshen	osvežite
freshener	osvežilec
freshman	novinec
freshness	svežino
freshstart	svež začetek
freshwater	sladka voda
fret	fret
fretful	grdo
friar	friar
fricking	Fricking
friction	trenje
friday	petek
fridge	hladilnik
fried	ocvrti
friend	prijatelj
friendless	brez prijateljev
friendliness	prijaznost
friendly	prijazno
friends	prijatelji
friendship	prijateljstvo
frigate	frigate
friggen	NO TRANSLATION
fright	strah
frighten	prestraši
frightened	prestrašen
frightening	zastrašujoče
frightful	grozno
frigid	frigidno
fringe	obrobje
fringed	obrobljen
frisbee	frizbi
frisk	NO TRANSLATION
frisky	frisky
frivolous	neresno
frock	frock
frog	žaba
froggy	froggy
frolic	vesel
front	spredaj
frontage	frontage
frontal	čelni
frontier	meja
fronting	fronting
frontispiece	frontispiece
frost	mraz
frostbite	zmrzal
frosted	zamrznjen
frosting	mrazenje
frosty	zmrznjen
froth	pena
frothy	peneče
frown	mrzel
frowning	mrzel
frozen	zamrznjeno
frugal	skromno
fruit	sadje
fruit punch	sadni punch
fruitcake	sadje
fruitful	plodno
fruition	uresničevanje
fruitless	brezplodno
fruits	sadje
fruity	sadno
frustrate	onemogočiti
frustrated	razočaran
frustrates	frustrira
frustrating	frustrirajuće
frustration	frustracije
fry	poprgnite
fryer	cvrtnik
fuchsia	fuksija
fuck	Jebemti
fuckedoff	zajebano
fucker	Jebemti
fucking	prekleto
fuckoff	fuckoff
fucksake	fucksake
fucktard	fucktard
fuckyeah	fuckyeah
fudge	fudge
fuel	gorivo
fugitive	begunec
fulcrum	oprijem
fulfill	izpolniti
fulfilled	izpolnjeni
fulfilling	izpolnjevanje
fulfillment	izpolnjevanje
full	poln
fullback	Fullback
fullness	polnost
fully	v celoti
fulsome	fulsome
fumble	potopiti
fume	dima
fumigation	zaplinjevanje
fumin	NO TRANSLATION
fuming	pihanje
fun	zabavno
function	funkcijo
functional	delujoč
fund	sklad
fundamental	temeljno
fundamentalist	fundamentalist
fundamentally	temeljito
funday	zabaven dan
funding	financiranje
fundraiser	fundraiser
fundraising	zbiranje sredstev
funds	sredstva
funeral	pogreb
fungus	glivica
funk	funk
funky	funky
funnel	lijak
funny	smešno
fur	krzno
furious	besno
furiously	nenavadno
furlong	furlong
furlough	naprej
furnace	peč
furnish	dajte
furnishings	pohištvo
furniture	pohištvo
furor	furor
furrow	brazda
furry	krzno
furtherance	napredovanje
fury	bes
fuse	varovalko
fuselage	trup
fusion	fuzija
fuss	škoda
fussy	fussy
fustrated	NO TRANSLATION
futile	brezplodno
futility	brezplodnost
futon	futon
future	prihodnost
fuzz	Fuzz
fuzzy	mehka
gab	NO TRANSLATION
gaby	gaby
gad	gad
gadget	pripomoček
gaff	gaff
gag	gag
gaga	gaga
gage	Gage
gaggle	gaggle
gahhh	NO TRANSLATION
gaiety	veselje
gain	dobiček
gainful	dobičkonosna
gaining	pridobivanje
gait	hojo
gal	gal
gala	gala
galactic	galaktično
galaxy	galaksija
gale	Gale
gall	žolč
gallant	gallant
gallantry	gallantry
gallbladder	žolčnik
galled	galled
gallery	galerija
galley	kuhinja
gallon	galon
gallop	galop
galloping	galopiranje
gallows	viseče
galore	glej
galvanic	galvansko
gamble	kockanje
gambler	kockar
gambling	igre na srečo
game	igro
gameday	gameday
gametime	čas za igro
gaming	igranje iger
gamma	gama
gammon	gammon
gamut	gamut
gander	Gander
gang	tolpa
gangland	gangland
gangrene	gangrena
gangster	gangster
gangway	prehoda
gaol	gaol
gap	vrzel
gape	gape
gaping	precej
garage	garaža
garb	garb
garbage	smeti
garbled	popačen
garden	vrt
gardener	vrtnar
gardening	vrtnarjenje
gardens	vrtovi
gargle	gargle
gargoyle	gargoyle
garish	Garish
garlic	česen
garment	oblačila
garner	garner
garnet	granat
garnish	okrasite
garrison	garnizon
garter	podplat
gas	plin
gaseous	plinasto
gash	gash
gasification	uplinjanje
gasket	tesnilo
gasoline	bencin
gasp	plavuti
gasping	bruhanje
gassy	plinasto
gastric	želodec
gastronomy	gastronomija
gate	vrata
gatekeeper	vratar
gateway	prehod
gather	zbrati
gatherer	zbiralec
gathering	zbiranje
gator	Gator
gatorade	gatorade
gauche	NO TRANSLATION
gaudy	Gordan
gauge	merilec
gauging	merjenje
gaunt	gobec
gauntlet	gardlet
gauze	gaza
gavel	gavel
gawk	gawk
gay	gej
gaze	pogled
gazebo	gazebo
gazelle	gazelle
gazette	gazeta
gazetteer	gazetteer
gazillion	gazillion
gazing	gledam
gear	orodje
geek	geek
geeky	Geeky
geez	geez
geezer	Geezer
geisha	gejša
gel	gel
gelatin	želatina
geld	NO TRANSLATION
gelding	gelanje
gem	dragulj
gemini	gemini
gender	spol
genealogy	genealogija
general	splošno
generality	splošnost
generalization	posplošitev
generally	na splošno
generate	ustvarjati
generation	generacije
generative	generativno
generator	generator
generic	generično
generosity	velikodušnost
generous	radodaren
genesis	geneza
genetic	genetski
genetics	genetika
genial	genialno
genie	genie
genital	genitalija
genitalia	genitalij
genius	genij
genocide	genocid
genome	genom
genre	žanr
gent	gent
genteel	genteel
gentile	gentilna
gentle	nežno
gentleman	gospod
gentlemanly	gentlemanly
gentleness	nežnost
gently	narahlo
gentry	gentry
genuine	pristen
genus	rodu
geographic	geografsko
geographical	geografsko
geography	geografija
geological	geološko
geologist	geolog
geology	geologija
geometric	geometrijsko
geometry	geometrija
geranium	geranij
gerbil	gerbil
geriatric	geriatrično
germ	kalčki
german	nemščina
germane	germane
germinate	kalite
germination	kalitev
germs	klice
gestation	gestacija
gesture	gesta
get	priti
getaway	Pojdi stran
getoverit	NO TRANSLATION
getoveryourself	NO TRANSLATION
getup	Vstani
getyourown	gremo
ghastly	grozno
ghetto	Ghetto
ghost	duh
ghostly	duhovito
ghoul	ghoul
giant	velikan
gibberish	Glupost
giddy	Giddy
gift	darilo
gifted	nadarjen
gifts	darila
gig	gig
gigantic	velikanski
giggle	giggle
giggles	giggles
giggling	hihitanje
gigolo	gigolo
gilded	pozlačen
gill	žile
gills	škrge
gilt	pozlačen
gimmick	trim
gimp	gimp
gin	gin
ginger	ingver
gingerbread	medenjaki
gingerly	previdno
ginseng	ginseng
giraffe	žirafa
girder	nosilec
girdle	pas
girl	punca
girlfriend	punca
girlie	punčka
girlish	Deviško
girly	girly
girth	obod
gist	bistvo
give	daj
giveaway	daj proč
giver	NO TRANSLATION
giving	dajanje
gizmo	gizmo
gizzard	gizzard
glabrous	glabrous
glacial	ledeniški
glacier	ledenik
glad	veseli
glade	glade
gladiator	gladiator
gladness	veselje
glamorous	glamurozno
glamour	glamur
glance	pogled
gland	žleza
glare	bleščanje
glaring	glaring
glass	steklo
glasses	očala
glassware	steklovina
glaucoma	glavkom
glaze	glazura
glazed	zastekljena
gleam	sijaj
gleaming	bleščeče
glean	Glean
glee	veselo
gleeful	veselo
glen	glen
glib	glib
glide	drsi
glider	jadralno padalstvo
glimmer	sijaj
glimpse	pogled
glint	glint
glisten	blešči
glitch	napaka
glitter	bleščice
glittering	bleščeče
gloat	naslajati se
global	globalno
globe	globus
globular	globularno
gloom	mrak
gloomy	mračno
glorification	glorifikacija
glorified	veličasten
glorify	slavite
glorious	veličastno
glory	slava
gloss	sijaj
glossary	glosar
glossy	sijajni
glove	rokavica
gloves	rokavice
glow	sijaj
glowing	svetleč
glucose	glukoze
glue	lepilo
glum	glum
glut	brez glutena
gluten	gluten
glutton	džabe
gluttony	obžalovanja
glycerin	glicerin
gnat	gnat
gnome	gnome
go	Pojdi
goal	cilj
goalie	vratar
goals	cilji
goat	koza
goatee	koza
gob	gob
gobble	gobljaj
goblet	pekač
goblin	goblin
god	Bog
godbless	NO TRANSLATION
goddamn	prekleto
goddamned	prekleto
goddess	Boginja
godfather	kum
godforsaken	božanstvo
godisgood	Bog je dober
godisgreat	NO TRANSLATION
godless	brezbožna
godlike	božansko
godly	Božansko
godmother	Boga
godsend	bogsend
godson	Godson
gofuckyourself	gremo
goggle	očala
goggles	očala
gold	zlato
golden	zlato
goldfish	zlata ribica
golf	golf
golfer	golfer
golfing	golf
gondola	gondola
gone	izginil
goner	goner
gong	NO TRANSLATION
gonorrhea	gonoreja
goo	Goo
goober	goober
good	dobro
goodbye	Zbogom
goodday	dober dan
goodfeeling	NO TRANSLATION
goodhealth	NO TRANSLATION
goodie	dobri
goodies	dobrote
goodlife	dobro življenje
goodly	dobro
goodmood	NO TRANSLATION
goodmorning	dobro jutro
goodmusic	dobra glasba
goodness	dobrota
goodnews	dobre novice
goods	blago
goodtimes	dobri časi
goodvibes	NO TRANSLATION
goodwill	dobro voljo
goody	dobrota
gooey	Gremo
goof	gremo
goofball	goofball
goofy	neumnost
goon	Nadaljuj
gooood	Gooood
goop	Goop
goose	gos
gopher	gopher
gore	gore
gorge	soteska
gorgeous	krasen
gorilla	gorila
gory	krava
gospel	evangelij
gossip	opravljanje
gothic	gotsko
gouge	žleb
goulash	golaž
gourd	gourd
gourmet	gurmanski
gout	Protin
govern	uredi
governess	guverner
governing	vodenje
government	vlada
governmental	vladni
governor	guverner
gown	obleka
grab	zgrabi
grace	milost
graceful	Dobrohotno
gracias	NO TRANSLATION
gracious	milostiv
graciously	milostno
grad	NO TRANSLATION
gradation	gradacija
grade	razred
graded	ocenjen
grader	greder
grades	ocene
gradient	gradient
gradschool	NO TRANSLATION
gradual	postopno
gradually	postopoma
graduate	diplomiral
graduation	diplomi
graffiti	grafiti
graft	presadka
grail	grail
grain	žita
gram	gram
grammar	slovnica
grand	grand
grand theft auto	Velika krajevna avto
grandchild	vnuk
grandchildren	vnuki
granddad	dedek
granddaddy	dedek
granddaughter	vnukinja
grandeur	veličastnost
grandfather	dedek
grandiose	grandiozno
grandma	babica
grandmother	babica
grandpa	dedka
grandson	vnuk
grandstand	tribuna
grange	Grange
granite	granit
granny	babica
granola	granola
grant	dodelitev
granted	odobreno
grantee	štipendist
grantor	dajalec licence
granular	granularno
granule	granule
grape	grozdje
grape juice	grozdni sok
grapefruit	grenivke
grapes	grozdje
grapevine	vinska trta
graph	graf
graphic	grafično
graphics	grafike
graphite	grafit
grapple	groba
grappling	bori se
grasp	prijem
grasping	ujeti
grass	trava
grasshopper	kobilica
grassy	travnato
grate	rešetke
grated	nariban
grateful	hvaležen
gratification	zadovoljstvo
gratified	zadovoljni
gratify	zadovolji
gratifying	zadovoljen
grating	ribanje
gratis	NO TRANSLATION
gratitude	hvaležnost
gratuitous	brezplačno
gratuity	brezplačno
grave	grob
gravel	gramoz
graver	NO TRANSLATION
graveyard	pokopališče
gravitate	gravitira
gravitation	gravitacija
gravitational	gravitacijski
gravity	gravitacije
gravy	omako
gray	siva
graze	paše
grease	mast
greased	podmazan
greaser	maščob
greasy	mastno
great	Super
great anticipation	veliko pričakovanj
great aunt	velika teta
great disgust	velika gnusoba
great grandfather	velik dedek
great grandma	velika babica
great grandmother	velika babica
great grandpa	velik dedek
great surprise	veliko presenečenje
great trust	veliko zaupanje
great uncle	dober stric
greatday	NO TRANSLATION
greater	večje
greatest	največji
greatfriends	NO TRANSLATION
greatful	NO TRANSLATION
greatly	zelo
greatly negative	zelo negativno
greatly positive	zelo pozitivno
greatness	veličino
greatnight	NO TRANSLATION
greed	pohlep
greedy	pohlepen
green	zelena
green bean	zeleni fižol
green pepper	zelena paprika
green snake	zelena kača
greenhouse	toplogrednih
greenish	zelenkasto
greenwood	zelena lesa
greet	pozdravi
greeted	pozdravil
greeting	pozdrav
gregarious	Čarobni
grenade	granata
grey	siva
greyhound	Sranje
grid	mreža
gridiron	gridiron
grief	žalost
grievance	žalovanje
grieve	žalost
grieved	žalosten
grieving	žalostno
grievous	hudoben
griffin	grifin
grill	žar
grille	rešetka
grilled	pečen na žaru
grim	mračno
grime	grime
grimy	grimy
grin	nasmeh
grind	mleti
grinder	mlinček
grinding	brušenje
grindstone	grindstone
gringo	gringo
grip	oprijem
gripe	gripe
grisly	Grozljivo
grist	Grist
grit	pesek
grits	griz
gritty	krhko
grizzly	grizli
groan	Groan
grocer	trgovec
groceries	živil
grocery	trgovina z živili
groggy	Groggy
groin	prepona
groom	ženina
groove	utor
groovy	groovy
grope	grope
gross	bruto
grotesque	groteskno
grotto	grotto
grouch	Grouch
grouchy	grouchy
ground	tla
grounded	utemeljen
groundhog	zemljak
grounding	ozemljitev
groundless	neutemeljen
grounds	razloge
groundwork	podlaga
group	skupina
groupie	skupina
grouping	združevanje
grouse	Grozno
grout	injekcijsko brizgo
grove	grove
grovel	grovel
grow	rastejo
growl	raje
growling	Rožanje
growls	Rože
grownup	odrasel
growth	rast
growthefuckup	rastejo
grr	grr
grrr	grrr
grrrrr	grrrrr
grub	grub
grubby	grubby
grudge	zamera
grudging	zaskrbljenost
grudgingly	nesramno
gruel	gruel
grueling	izčrpavanje
gruesome	grozno
gruff	gruff
grumble	grumble
grump	grumpy
grumpy	grumpy
grunt	grunt
grunting	grunting
guacamole	guacamol
guano	guano
guarantee	jamstvo
guaranty	jamstvo
guard	stražar
guarded	varovano
guardhouse	stražarnica
guardian	skrbnik
guardianship	skrbništvo
guards	stražarji
gubernatorial	gubernatorial
guerilla	NO TRANSLATION
guerrilla	gverilca
guess	ugibati
guesser	Uganka
guesswork	ugibanje
guest	gost
guesthouse	hiša za goste
guidance	smernice
guide	vodnik
guidebook	vodnik
guidelines	smernice
guiding	vodenje
guild	ceh
guile	krivec
guillotine	giljotina
guilt	krivdo
guilty	kriv
guinea	Gvineja
guise	obris
guitar	kitaro
guitarist	kitarist
gules	gules
gulf	zaliv
gull	galeb
gullet	puhalo
gullible	lahkoveren
gully	gully
gulp	gulp
gum	gumi
gumbo	gumbo
gummy	gumijast
gumption	gumption
gun	pištolo
gunboat	Gmina
gunfight	pištolo
gunfighter	pištolo
gunfire	pištolo
gunk	Gunk
gunman	Orožnik
gunmen	Orožniki
gunner	strelca
gunnery	pištolo
gunplay	pištolo
gunpoint	pištolo
gunpowder	barut
gunshot	pištolo
gunslinger	gunslinger
gurney	Gurney
guru	guru
gush	Odjebi
gusher	gusher
gusset	gusset
gust	pošast
gusto	NO TRANSLATION
gusty	Gusty
gut	čreva
gutless	gutless
guts	črevesje
gutsy	živahno
gutter	žleb
guy	fant
guzzler	guzzler
guzzling	guzzling
gym	telovadnica
gymnasium	gimnazija
gymnast	gimnastika
gymnastic	gimnastika
gymnastics	gimnastika
gynecologist	ginekolog
gynecology	ginekologija
gypsy	Cigan
gyroscope	žiroskop
habit	navada
habitat	habitat
habitation	stanovanje
habitual	navadno
habitually	navadno
hacienda	hacienda
hack	kramp
hacker	heker
hacksaw	žičnica
hadenough	NO TRANSLATION
hag	hag
haggard	Očaraj
haggle	objemi
haiku	haiku
hail	toča
hair	lasje
hairball	lasje
hairbrush	ščetka za lase
haircut	prirezovanje
hairdo	frizuro
hairdresser	frizerski salon
hairdryer	sušilnik za lase
hairless	brez dlake
hairline	lasišče
hairpin	ličila
hairspray	lase za lase
hairstyle	pričeska
hairy	dlakavi
hale	hale
half	pol
half dollar	pol dolarja
halfback	polkovnik
halftime	polčas
halfway	na pol poti
halibut	morski pes
hall	dvorana
hallelujah	haleluja
hallmark	znak
hallowed	sveto
hallucination	halucinacije
hallway	hodnik
halo	halo
halt	ustavi
halter	halter
halting	zaustavitev
halve	polovico
halving	prepoloviti
ham	šunka
hamburger	hamburger
hamlet	zaselek
hammer	kladivo
hammerhead	kladivo
hammering	kladivo
hammock	viseča mreža
hamper	ovirati
hamster	hrček
hamstring	prikradek
hand	roka
handbag	ročna torba
handball	rokomet
handbook	priročnik
handcuff	lisice
handful	peščica
handgun	pištolo
handheld	ročno
handicap	hendikep
handicapped	hendikepirani
handicraft	obrt
handiwork	ročno delo
handkerchief	robec
handle	ročaj
handler	vodnik
handmade	ročno izdelan
handout	izroček
handprint	ročni odtis
handshake	rokovanje
handsome	čeden
handwriting	rokopis
handy	priročen
handyman	ročno
hang	visi
hangar	hangar
hanger	Obešalnik
hanging	visi
hangman	hangman
hangout	družiti se
hangover	mamica
hangry	hangar
hank	hank
hankering	hrepenenje
hanky	Hanky
hap	NO TRANSLATION
haphazard	Nenavaden
hapless	nesretni
happen	se zgodi
happening	dogaja
happier	srečnejši
happiest	Najsrečnejši
happily	srečno
happiness	sreča
happy	vesel
happydance	sreča
happyday	vesel dan
happyheart	srečna
happyholidays	NO TRANSLATION
happynewyear	NO TRANSLATION
happyplace	NO TRANSLATION
happytweet	NO TRANSLATION
happyvalentinesday	NO TRANSLATION
harass	nadlegovati
harassing	nadlegovanje
harassment	nadlegovanje
harbinger	predniki
harbor	pristanišče
hard	težko
hardball	hardball
hardcore	hardcore
harden	utrditi
