Word	st
dweeb	dweeb
dwell	lula
dweller	lula
dwelling	ho lula
dye	dae
dying	shoa
dyke	dyke
dynamic	e matla
dynamical	matla
dynamics	dynamics
dynamite	dynamite
dynamo	dynamo
dynasty	borena
dysentery	letšollo
dysfunction	ho se sebetse
dysfunctional	ha e sebetse
dyspepsia	dyspepsia
eager	chesehela
eagerness	cheseho
eagle	ntsu
ear	tsebe
earful	e khahlehang
earl	earl
earlier	pejana
early	pele
earn	fumana chelete
earnest	ka tieo
earnestly	ka tieo
earnestness	ho tiea
earnings	moputso
earpiece	ponahalo ea pele
earring	moriri oa mahlo
earrings	lipente
earshot	earshot
earth	lefats'e
earthenware	letsopa
earthling	lefatšeling
earthly	lefats'e
earthquake	tšisinyeho ea lefatše
earthy	earthy
ease	khatholoha
easel	easel
easement	easement
easily	habonolo
east	ka bochabela
eastbound	eastbound
eastern	ka bochabela
easy	ho bonolo
easygoing	motho ea bonolo
eat	ja
eater	ja
eating	ho ja
eatingdisorders	NO TRANSLATION
eavesdrop	eavesdrop
eavesdropping	ho holisa
ebb	ebb
ebony	ebony
ebullient	eboullient
eccentric	e kentse
eccentricity	ho keneha
ecclesiastical	kereke
echelon	echelon
echinacea	echinacea
echo	echo
eclectic	eclectic
eclipse	ho fifala
ecliptic	ecliptic
ecological	tikoloho
economic	moruo
economical	moruo
economics	moruo
economy	moruo
ecosystem	tikoloho
ecstasy	ho nyakalla
ecstatic	ho thaba
ecumenical	litumelo tsa bolumeli
eddy	eddy
edema	edema
edge	bohale
edging	ho hlophisa
edgy	edgy
edible	e jeoang
edict	taelo
edification	ho haha
edifice	mohaho
edit	fetola
editing	ho hlophisa
edition	khatiso
editor	mohlophisi
editorial	mohlophisi
educate	ruta
educated	ba rutehileng
education	thuto
educational	thuto
educator	mosuoe
eeeek	NO TRANSLATION
eeek	NO TRANSLATION
eek	eek
eel	tlhapinohana
eerie	eerie
effect	liphello
effective	e sebetsang hantle
effectiveness	katleho
effects	liphello
effectual	e sebetsang hantle
effectually	etsoa hantle
effectuate	etsa joalo
effeminate	effeminate
efficacious	e atlehang
efficacy	katleho
efficiency	katleho
efficient	e sebetsang hantle
effigy	effigy
effort	boiteko
effortless	ho se na thuso
effusion	ho senya
effyou	NO TRANSLATION
egg	lehe
egghead	lihlooho
eggnog	eggnog
eggplant	eggplant
eggshell	li-eggshell
ego	ego
egomaniac	ho joalo
egotistical	ho ipolela
egregious	e tsotehang
egress	hanyenyane
eight	tse robeli
eighteen	leshome le metso e robeli
eighth	la borobeli
eighty	mashome a robeli
ejaculate	ejaculate
ejaculation	ho khaola
eject	hlakola
ejection	ejection
elaborate	elaborate
elaboration	elaboration
elan	NO TRANSLATION
elapse	elapse
elapsed	e felile
elastic	elastic
elasticity	elasticity
elated	e thabile
elation	sehlabelo
elbow	setsoe
eld	eld
elder	moholo
elderly	ba hōlileng
elders	baholo
eldest	moholo
elect	khethoa
election	likhetho
elective	khetho
elector	mokhetho
electoral	khetho
electorate	likhetho
electric	motlakase
electric slide	motlakase oa motlakase
electrical	motlakase
electrician	motlakase
electricity	motlakase
electrify	ho khabisa
electrocute	electrocute
electrocution	electrocution
electromagnetic	motlakase
electron	elektronike
electronic	elektronike
electronics	elektronike
elegance	bokhabane
elegant	elegantne
element	karolo
elemental	tsa motheo
elementary	tsa motheo
elements	likaroloana
elephant	tlou
elevate	phahamisa
elevated	e phahame
elevation	phahameng
elevator	holo
eleven	leshome le motso o mong
eleventh	leshome le metso e 'meli
elf	elf
elicit	ho kopa
eligible	e tšoaneleha
eliminate	felisa
elimination	ho felisoa
elite	elite
elitist	elitist
elixir	elixir
elk	elk
ell	ell
ellipse	ellipse
ellipsis	ellipsis
ellipsoid	ellipsoid
elliptic	elliptic
elliptical	elliptical
elm	elm
elongate	e telele
elongation	elongation
elope	elope
eloquence	e utloahala
eloquent	ea hlakileng
elucidate	hlakola
elucidation	ho hlaka
elude	ha e felle
elusive	ha ho joalo
emaciated	emaciated
email	imeile
emanate	emanate
emancipation	tokoloho
embankment	ho khabisa
embargo	NO TRANSLATION
embark	qala
embarrass	lihlong
embarrassed	lihlong
embarrassing	ho hlajoa ke lihlong
embarrassment	ho hlajoa ke lihlong
embassy	ambassade
embattled	e tsitsitseng
embed	kenngoa
embellish	embellish
embellishment	embellishment
embers	e kene
embezzlement	ho qhekella
embezzler	moferefere
emblem	pontšo
emblematic	tšoantšetso
embodiment	mokhoa oa ho etsisa
embolism	embolism
embossed	ho pota-potiloe
embrace	amohela
embroidered	e khabisitsoeng
embroidery	ho khabisa
embroiled	ho kopantsoe
embryo	embryo
embryonic	embryonic
emcee	emcee
emerald	emeralde
emerge	ho hlaha
emergence	ho hlaha
emergency	tšohanyetso
emeritus	emeritus
emery	emeri
emetophobia	emetophobia
emigrate	falla
emigration	ho falla
eminence	bokhabane
eminent	e phahameng
eminently	ka ho hlaka
emir	NO TRANSLATION
emissary	moemeli
emission	ho tsoa
emit	emit
emo	emo
emotion	maikutlo
emotional	maikutlo
emotive	boikutlo ba maikutlo
empathic	mohau
empathize	utloisa bohloko
empathy	kutloelo-bohloko
emperor	moemphera
emphasis	ho hatisoa
emphasize	hatisa maikutlo
emphatic	emphatic
emphysema	emphysema
empire	'muso
empirical	e nang le mekhoa e metle
empiricism	khopolo
employ	sebelisa
employee	mosebetsi
employer	mohiri
employment	mosebetsi
emporium	emporium
empower	matlafatsa
empress	mofumahali
emptiness	lefeela
emption	tlhahiso
empty	ha e na letho
emu	emu
emulate	etsisa
emulsion	emulsion
enable	lumella
enablement	matlafatso
enact	etsa joalo
enactment	ho etsoa
enamel	enamel
encampment	liahelo
enchant	monate
enchanted	ho tsoma
enchanting	ho monate
enchantment	bonono
enchantress	enchantress
enchilada	enchilada
encircle	ho pota-pota
encircling	ho potoloha
enclave	khola
enclose	kenella
enclosure	e koaletsoeng
encode	khomarela
encomiastic	NO TRANSLATION
encomium	encomium
encompass	e kenyeletsa
encore	NO TRANSLATION
encounter	ho kopana
encourage	khothaletsa
encouraged	khothatsoa
encouragement	khothatso
encouraging	ho khothatsa
encroach	ho kheloha
encroachment	ho kena-kenana
encrypt	ho kenyeletsa
encryption	ho kenyeletsa
encumbrance	ho pota-pota
encyclopedia	encyclopedia
end	QETA
end table	tefo ea ho qetela
endanger	beha kotsing
endangered	e kotsing
endangerment	kotsing
endearing	e ratehang
endeavor	leka
ended	e felile
endemic	ho fela
endgame	qetgame
ending	ho fela
endless	ho sa feleng
endocarditis	endocarditis
endorse	lumellana
endorsement	khothatso
endow	khafetsa
endowed	e filoe
endowment	puso
endpapers	likoranta
endpoint	qetello
endurance	mamello
endure	mamella
enduring	ho mamella
enema	enema
enemy	sera
energetic	matla
energize	matlafatsa
energy	matla
enforce	tiisa
enforcement	ts'ebetsong
enforcer	ho etsa joalo
engage	kopanela
engaged	e kopanetsoeng
engagement	ho kopanela
engaging	ho kopanela
engender	engender
engine	enjene
engineer	moenjiniere
engineering	boenjiniere
engrave	mongolo
engraved	e ngotsoe
engraver	engraver
engraving	engraving
engrossed	e phathahane
engrossing	ho phunyeletsa
engulf	engulf
enhance	ntlafatsa
enhancement	ntlafatso
enigma	enigma
enigmatic	enigmatic
enjoin	laela
enjoy	thabela
enjoyable	e thabisang
enjoying	ho thabela
enjoyment	thabo
enlarge	eketsa
enlarged	e atolositsoe
enlargement	ho atolosoa
enlighten	khantša
enlightened	tse khantšitsoeng
enlightening	ho khantša
enlightenment	leseli
enlist	kopa
enliven	enliven
enmity	bora
ennui	ennui
enormity	boholo
enormous	e khōlō
enormously	haholo
enraged	o halefile
enrich	ntlafatsa
enroll	ngolisa
enrollment	ho ngolisa
ensemble	hammoho
ensign	letšoao
enslave	bokhoba
enslaved	e le makhoba
enslavement	bokhoba
ensue	etsa qeto
ensure	netefatsa
entail	ho kenyeletsa
entangled	ho keneha
entanglement	ho kena-kenana
enter	kena
enterprise	khoebo
enterprising	e hlollang
entertain	boithabiso
entertained	khahleha
entertainer	boithabiso
entertaining	boithabiso
entertainment	boithabiso
enthralled	enthralled
enthusiasm	cheseho
enthusiast	ea chesehang
enthusiastic	cheseho
entice	ho eka
entire	e feletseng
entirety	ho feletseng
entitle	e nepahetse
entity	mokhatlo
entomology	entomology
entourage	entourage
entrails	entrails
entrance	Monyako
entrapment	entrapment
entreat	kōpa ka tieo
entree	entree
entrepreneur	mohoebi
entrust	tšepisa
entry	ho kena
enumerate	kenyelletsa
enumeration	ho lefa
envelope	enfelopo
envious	mohono
environ	NO TRANSLATION
environment	tikoloho
environmental	tikoloho
environs	ho pota-pota
envision	nahana
envoy	moemeli
envy	mohono
enzyme	enzyme
ephemeral	ephemeral
ephemeris	ephemeris
epic	e hlaheletseng
epidemic	seoa
epidermis	epidermis
epidural	sekhetho
epilepsy	lefu la sethoathoa
epileptic	lefu la sethoathoa
epilogue	epilogue
epiphany	epiphany
episcopal	ba episcopal
episode	sekhetho
episodic	episodic
epistle	lengolo
epitaph	epitaph
epithet	epithet
epitome	mohlala
epoch	nako
equal	e lekana
equality	ho lekana
equalization	ho lekana
equalize	bapisa
equalizer	ho leka-lekana
equally	ka ho lekana
equate	tšoana
equation	ho lekana
equator	equator
equatorial	equatorial
equestrian	se-equestrian
equidistant	e tsitsitseng
equilibration	ho lekanngoa
equilibrium	ho lekana
equip	ho hlomella
equipment	lisebelisoa
equitable	ho lekana
equity	ho lekana
equivalence	ho tšoana
equivalent	e lekanang
equivocal	e tsoetseng pele
era	nako
eradicate	felisa
eradication	ho felisoa
erase	hlakola
eraser	hlakola
erasure	hlakola
ere	NO TRANSLATION
erect	ema
erectile	erectile
erection	erection
ergo	NO TRANSLATION
erode	fokotsa
erosion	khoholeho ea mobu
erotic	ho nyonya
erotica	ho senya
err	etsa phoso
errand	phoso
errant	e fosahetseng
erratic	e fosahetseng
erratum	erratum
erroneous	e fosahetseng
error	phoso
erst	NO TRANSLATION
erudite	e tsoetseng pele
erupt	ho fofa
eruption	ho foqoha ha seretse
escalade	ho hlaha
escalate	e eketseha
escalating	ho eketseha
escalation	ho nyoloha ha metsi
escalator	escalator
escape	baleha
escaped	ba balehile
escarpment	ho nyeheloa
eschew	eschew
escort	ho felehetsa
escrow	tokomane ea semolao
esophagus	tšoaetso
esoteric	esoteric
especial	NO TRANSLATION
espionage	tlhaselo
espouse	ho etsa joalo
espresso	espresso
esprit	esprit
esquire	e batla
essay	tlhahiso
essayist	moqolotsi oa litaba
essence	ntho ea bohlokoa
essential	bohlokoa
essentially	haholo-holo
establish	theha
established	e thehiloe
establishment	ho thehoa
estate	thepa
esteem	tlhompho
esteemed	e hlomphuoang
esthetic	seheberu
estimable	e lekanyelitsoeng
estimate	lekanya
estimation	tekanyetso
estoppel	estoppel
estranged	ba arohane
estrogen	estrogen
estuary	sehlekehleke
etch	etche
etching	ho fuputsa
eternal	e sa feleng
eternity	bosafeleng
ethanol	ethanol
ether	ether
ethereal	ethereal
ethic	melao ea boitšoaro
ethical	ea boitšoaro
ethics	melao ea boitšoaro
ethnic	morabe
ethnography	ethnography
etiology	etiology
etiquette	mekhoa e metle
etymology	etymology
eucalyptus	eucalyptus
euchre	euchre
eugenics	eugenics
eulogistic	eulogistic
eulogium	eulogium
eulogize	eulogize
eulogy	eulogy
euphemism	hophemism
euphoria	thabo
euphoric	euphoric
euro	euro
euthanasia	euthanasia
evacuate	baleha
evacuation	ho baleha
evade	qoba
evaluate	hlahloba
evaluation	tlhahlobo
evanescence	evanescence
evangelical	moevangeli
evangelist	moevangeli
evangelistic	evangeli
evaporate	fetoha mouoane
evaporation	ho tsoa mouoane
evasion	ho baleha
evasive	evasive
eve	bosiu
evening	mantsiboea
evens	NO TRANSLATION
event	ketsahalo
eventful	e hlaheletseng
eventual	qetellong
eventuality	qetello ea nako
evergreen	lifate
everlasting	e sa feleng
evermore	nako le nako
everyday	letsatsi le letsatsi
everyman	mong le e mong
evict	ho leleka
eviction	ho lelekoa
evidence	bopaki
evident	ho hlakile
evidentiary	bopaki
evil	bobe
evoke	evoke
evolution	tsoelo-pele
evolutionary	ho iphetola ha lintho
evolve	tsoelo-pele
ewe	ee
ex	ea pele
exacerbate	ho eketsa
exacerbation	ho eketsa matla
exact	e nepahetseng
exacting	ho fokotsa
exaggerate	ho feteletsa
exaggerated	ho feteletsa
exaggeration	ho feteletsa litaba
exalt	phahamisa
exaltation	ho phahamisoa
exalted	phahamisoa
exam	tlhahlobo
examination	tlhahlobo
examine	hlahloba
examiner	hlahloba
example	mohlala
exasperated	ba halefile
exasperation	ho ferekana
excavate	pata
excavation	ho epolloa
excavator	mofuri
exceed	fete
exceeding	e feta
excel	e ntle haholo
excellence	bokhabane
excellent	e ntle haholo
excelsior	ho feta
excepting	ntle ho
exception	ntle ho moo
exceptional	e ikhethang
excerpt	tlhaloso
excess	ho feta
excessive	ho feteletseng
excessively	ho feteletseng
exchange	phapanyetsano
excise	khabiso
excision	ho tsitsa
excitability	ho tsitsa
excitable	e khahlehang
excitation	thabo
excite	thaba
excited	thabile
excitement	thabo
exciting	e thabisang
exclaim	hoeletsa
exclamation	tlhaloso
exclude	kenyeletsa
excluded	ha e kenyelelitsoe
excluding	ntle ho
exclusion	ho khelosoa
exclusive	e ikhethang feela
excrement	mantle
excretion	ho tsuba
excruciating	e tsotehang
excursion	leeto
excuse	lebaka
exec	phetha
execute	phethisa
execution	ho bolaoa
executioner	moahloli
executive	e phahameng
executor	moekameli
exegesis	exegesis
exemplar	mohlala
exemplary	mohlala
exemplify	mohlala
exempt	ho lokoloha
exemption	ho lokolloa
exercise	boikoetliso
exert	sebetsa ka thata
exertion	boiteko
exhale	exhale
exhaust	felisa
exhausted	o khathetse
exhaustion	ho khathala
exhaustive	e phethehile
exhibit	pontšo
exhibition	pontšo
exhilarated	e thabisang
exhilarating	e thabisang
exhilaration	thabo
exhort	khothatsa
exhortation	khothatso
exhumation	phumpo
exhume	tsoa
exigent	NO TRANSLATION
exile	kholehong
exist	e teng
existence	ho ba teng
existent	e teng
existential	e leng teng
existing	e teng
exit	Etsoa
exodus	ho tloha ho eona
exonerate	ntle ho tefo
exorbitant	e feteletseng
exorcism	ho ba le boikemelo
exorcist	exorcist
exotic	e feteletseng
expand	ho atolosoa
expanded	e atolositsoe
expanse	sepakapaka
expansion	ho atolosoa
expansive	ho feta
expatriate	moahi
expect	lebella
expectance	tebello
expectancy	tebello
expectant	e lebeletseng
expectation	tebello
expected	e lebeletsoe
expecting	ho lebella
expediency	ho atleha
expedient	e tsoele pele
expedite	potlaka
expedition	leeto la lifofane
expeditious	ho potlaka
expel	leleka
expendable	e sebetsang
expenditure	litšenyehelo
expense	litšenyehelo
expenses	litšenyehelo
expensive	chelete e ngata
experience	phihlelo
experienced	ba nang le phihlelo
experiences	liphihlelo
experiment	teko
experimental	tlhahlobo
experimentation	tlhahlobo
experimenter	experimenter
expert	setsebi
expertise	tsebo
expiration	ho fela
expire	shoa
expired	e felile
expiry	ho fela
explain	hlalosa
explanation	tlhaloso
explanatory	tlhaloso
expletive	tlhaloso
explication	tlhaloso
explicit	ho hlakile
explode	phatloha
exploit	sebelisa hampe
exploitation	ho hlekefetsoa
exploration	tlhahlobo
exploratory	ho hlahloba
explore	hlahloba
explorer	mofuputsi
explosion	ho phatloha
explosions	ho phatloha
explosive	ho phatloha
expo	ho ba teng
exponent	ho hlahisa maikutlo
exponential	exponential
export	ho rekisa
exportation	ho romela thepa
expose	pepesa
exposed	e pepenene
exposition	tlhahiso
expository	setsi sa polokelo
exposure	ho itšehla thajana
expound	hlalosa
express	hlahisa
expression	polelo
expressive	e hlalosang maikutlo
expressway	Tsela ea potlako
expropriation	tlhahiso ea thepa
expulsion	ho lelekoa
exquisite	e ntle haholo
exquisitely	ka mokhoa o tsotehang
extant	e telele
extend	atolose
extendable	e atolosoa
extended	e atolositsoe
extension	ho atolosoa
extensive	e kholo
extent	tekanyo
exterior	ka ntle
exterminate	felisa
extermination	ho felisoa
exterminator	exterminator
external	ka ntle
externally	ka ntle
extinct	e fele
extinction	ho timetsoa
extinguish	ho tima
extinguisher	setsi sa mollo
extol	thoriso
extort	ho fetela
extortion	ho tlatlapa
extra	e eketsehileng
extract	tlosa
extracting	ho ntša
extraction	ho tlatsoa
extractor	extractor
extracurricular	tse ling tse ling
extradition	ho hlophisoa
extrajudicial	khethollo
extramural	ho ea ka ntle ho naha
extraneous	ntle ho naha
extraordinaire	extraordinaire
extraordinary	e ikhethang
extraterrestrial	libakeng tse ling tsa lefatše
extravagance	ho tlōla
extravagant	e feteletseng
extravaganza	extravaganza
extreme	ho feteletseng
extreme anticipation	tebello e feteletseng
extreme disgust	nyeliso e feteletseng
extreme surprise	e maketse haholo
extreme trust	tšepo e feteletseng
extremely	haholo
extremely negative	e mpe haholo
extremely positive	e ntle haholo
extremity	qetellong
extricate	e feteletseng
extrinsic	ho fetela
extrusion	extrusion
exuberance	ho thaba
exude	ntle ho nako
eye	leihlo
eyeball	leihlo la mahlo
eyebrow	lesoba
eyeful	e shebile
eyeglass	khalase ea mahlo
eyeglasses	likhalase tsa mahlo
eyelash	eyelashe
eyelet	eyelet
eyeliner	motlakase
eyepiece	lesela la mahlo
eyes	mahlo
eyesight	mahlo
eyewitness	lipaki tse boneng ka mahlo
fab	fab
fable	tšōmo
fabled	fabled
fabric	lesela
fabricate	etsa
fabricated	e entsoe
fabrication	thepa
fabulous	e ntle
facade	sefahleho
face	sefahleho
faceless	e se nang thuso
facet	tšobotsi
facial	sefahleho
facile	NO TRANSLATION
facilitate	thusa
facility	setsi
facing	e tobaneng le
facsimile	li-facsimile
fact	'nete
faction	sehlopha
factor	ntlha
factory	fektheri
facts	lintlha
factual	'nete
faculties	bokhoni
faculty	bokhoni
fad	fad
fade	ea fela
faded	e ile ea fela
faeces	litšila
fag	fag
faggot	fagot
fail	fokolloa
failing	ho hlōleha
failure	ho hlōleha
fain	NO TRANSLATION
faint	ho fokola
fainting	ho tepella
fair	e ntle
fairly	hantle
fairness	ho hloka toka
fairway	ka ntle
fairy	fairy
faith	tumelo
faithful	ea tšepahalang
faithfulness	botšepehi
faithless	ba se nang tumelo
fake	fake
faker	faker
falafel	falafel
falcon	falcon
fall	ho oa
fallacious	lefeela
fallacy	bohata
fallback	boela morao
fallible	ho fosahetse
falling	ho oa
fallopian	ho fosahetse
fallout	khohlano
fallow	ho senyeha
false	E MONG
falsehood	leshano
falsely	ka bohata
falsification	ho fosahetse
falsified	ho fosahetse
falsify	ho fosahetse
falsity	ho fosahetse
falter	falter
fame	botumo
famed	o tumme
familiar	tloaelehileng
familiarity	tloaelo
familiarize	tloaele
family	lelapa
familytime	nako ea lelapa
famine	tlala
famished	ba lapile
famous	tse tummeng
famously	ka mofuthu
fan	fan
fanatic	ea chesehang
fanatical	chesehang
fanaticism	ho cheseha
fanciful	e monate
fancy	e majabajaba
fandango	fandango
fanfare	fanfare
fang	NO TRANSLATION
fangs	li-fang
fanning	ho otla
fantasia	fantasia
fantasize	fantasize
fantastic	e tsotehang
fantasy	litakatso
faraway	hole koana
farce	farce
farcical	farcical
fare	chelete
farewell	phomolo
farm	polasi
farmer	morui
farmhouse	ntlo ea temo
farming	ho lema
farmland	masimo
faro	faro
fart	fart
farther	ho feta
fascia	thaba
fascinate	ho thahasellisang
fascinated	e khahliloe
fascinating	e hlollang
fascination	ho thahasella
fascism	fascism
fascist	fascist
fashion	feshene
fashionable	feshene
fastball	fastball
fasten	tiisa
fastener	fastener
fastening	ho tiisa
fasting	ho itima lijo
fat	mafura
fatal	e bolaeang
fatalism	fatalism
fatality	ho bolaea
fate	qetello
fated	fated
fateful	ea ratehang
fathead	fathead
father	ntate
fatherhood	ho ba ntate
fatherland	naha ea habo
fatherly	ntate
fathom	fathom
fatigue	mokhathala
fatigued	e ferekane
fatso	fatso
fatten	fatten
fatty	mafura
faucet	faucet
fault	phoso
faultless	ha se na molato
