Word	haw
enlargement	hoʻonui
enlighten	hoʻomālamalama
enlightened	hoʻomālamalamaʻia
enlightening	hoʻomālamalama
enlightenment	hoʻomālamalama
enlist	hoʻopili
enliven	enliven
enmity	inaina
ennui	ennui
enormity	nui
enormous	nui
enormously	nui
enraged	huhū
enrich	hoʻonui
enroll	hoʻokau inoa
enrollment	hoʻopau inoa
ensemble	hui
ensign	hōʻailona
enslave	hoʻokuʻi
enslaved	hoʻokauwā
enslavement	pio
ensue	ma hope
ensure	e hōʻoia
entail	komo
entangled	hoʻopiliʻia
entanglement	ka hoʻopunipuni
enter	komo
enterprise	ʻoihana
enterprising	komo
entertain	ʻoliʻoli
entertained	Hoʻokipaʻia
entertainer	ka mea hoʻokipa
entertaining	hula
entertainment	pāʻani
enthralled	hauʻoli
enthusiasm	makemake nui
enthusiast	mea hauʻoli
enthusiastic	hoihoi
entice	hoʻopunipuni
entire	holoʻokoʻa
entirety	keʻano holoʻokoʻa
entitle	entitle
entity	ka hui
entomology	entomology
entourage	puni
entrails	ka naʻau
entrance	komo
entrapment	ka hiʻona
entreat	noi
entree	komo
entrepreneur	paʻahana
entrust	hoʻokuʻu
entry	ke komoʻana
enumerate	heluʻia
enumeration	hoʻoponopono
envelope	envelopp
envious	hae
environ	NO TRANSLATION
environment	ka honua
environmental	ka 'ākau
environs	kokoke
envision	ʻike
envoy	Kālele
envy	hae
enzyme	enzyme
ephemeral	ephemeral
ephemeris	ephemeris
epic	hiʻi
epidemic	maʻi
epidermis	epidermis
epidural	epidural
epilepsy	epilepsy
epileptic	epileptic
epilogue	epilogue
epiphany	epiphany
episcopal	episcopal
episode	ka hopena
episodic	episodic
epistle	episetole
epitaph	epitaph
epithet	epithet
epitome	hiʻohiʻona
epoch	ka manawa
equal	like
equality	ke kūlike
equalization	ke hoʻopiliʻana
equalize	e hoʻohālikelike
equalizer	hoʻopili helu
equally	like
equate	e pili
equation	hoʻohālike
equator	ka mea kaulike
equatorial	equatorial
equestrian	equestrian
equidistant	e kaulike
equilibration	hoʻoponopono
equilibrium	ke kaulike
equip	e hoʻolako
equipment	mea pono
equitable	e kaulike
equity	kūlike
equivalence	kūlike
equivalent	like
equivocal	equivocal
era	manawa
eradicate	e hoʻopau
eradication	palekana
erase	holoi
eraser	e holoi
erasure	hoʻopau
ere	NO TRANSLATION
erect	Kūkulu
erectile	erectile
erection	kukuluʻia
ergo	NO TRANSLATION
erode	hoʻopau
erosion	ka palaho
erotic	kūleʻa
erotica	paukica
err	ua hewa
errand	hana
errant	hewa
erratic	kūponoʻole
erratum	ʻo erratum
erroneous	hewa
error	hewa
erst	NO TRANSLATION
erudite	kūpono
erupt	ʻehu
eruption	ka uila
escalade	piʻi
escalate	e piʻi aʻe
escalating	e piʻi ana
escalation	ka hoʻonui
escalator	pūkana
escape	e pakele
escaped	pakele akula
escarpment	hiʻi
eschew	wehe
escort	hele
escrow	hele
esophagus	esophagus
esoteric	esoteric
especial	NO TRANSLATION
espionage	hiʻi
espouse	hoa wahine
espresso	espresso
esprit	manaʻo
esquire	e noi
essay	essay
essayist	mea kākau
essence	mea nui
essential	ka mea nui
essentially	ʻo ia
establish	hoʻokumu
established	i hoʻokumuʻia
establishment	kūkulu
estate	ka waiwai
esteem	mahalo
esteemed	mahaloʻia
esthetic	maikaʻi
estimable	kūpono
estimate	ke kuhi
estimation	ʻike
estoppel	isoppel
estranged	ʻokoʻa
estrogen	estrogen
estuary	ahupuaʻa
etch	etch
etching	kūkala
eternal	mau loa
eternity	ke ola mau loa
ethanol	ethanol
ether	a me
ethereal	ethereal
ethic	ke kūlana
ethical	kūpono
ethics	nā kākoʻo
ethnic	lāhui
ethnography	ke kūkala
etiology	etiology
etiquette	ke kūlana
etymology	etymology
eucalyptus	Eucalyptus
euchre	ʻoiaʻiʻo
eugenics	eugenics
eulogistic	eulogistic
eulogium	eulogium
eulogize	ʻo ia
eulogy	ke ola
euphemism	euphemism
euphoria	euphoria
euphoric	euphoric
euro	Euro
euthanasia	euthanasia
evacuate	e hoʻokuʻu
evacuation	ka hoʻokuʻu
evade	pale aku
evaluate	ʻike
evaluation	ʻike
evanescence	ka wikiwiki
evangelical	hoʻolaha
evangelist	kahuna hoʻolaha
evangelistic	hoʻolaha
evaporate	e hoʻopiha
evaporation	ka hoʻopili
evasion	palekana
evasive	palekana
eve	eve
evening	ahiahi
evens	NO TRANSLATION
event	ka hanana
eventful	hoʻoponopono
eventual	kūpono
eventuality	ka hopena
evergreen	alana
everlasting	mau loa
evermore	mau loa
everyday	nā lā āpau
everyman	kēlā me kēia
evict	e hoʻokuʻu
eviction	ke kipakuʻia
evidence	hōʻike
evident	maopopo
evidentiary	ʻikeʻike
evil	hewa
evoke	evoke
evolution	Hōʻoia
evolutionary	ke hoʻokolohua
evolve	liliuewe
ewe	nā mea uʻi
ex	ex
exacerbate	nui loa
exacerbation	ka exacerbation
exact	pololei
exacting	pololei
exaggerate	nui loa
exaggerated	nui loa
exaggeration	ka hoʻonui
exalt	e hoʻokiʻekiʻe
exaltation	exaltation
exalted	hoʻokiʻekiʻeʻia
exam	ʻike
examination	hoʻokolokolo
examine	e nānā
examiner	nānā
example	hiʻohiʻona
exasperated	nui loa
exasperation	hoʻopiʻi
excavate	ua kuʻi
excavation	kūwā
excavator	ka meaʻoki
exceed	nui
exceeding	nui loa
excel	nui
excellence	maikaʻi
excellent	maikaʻi
excelsior	nui
excepting	koe naʻe
exception	kākoʻa
exceptional	nui loa
excerpt	nui
excess	nui
excessive	nui
excessively	nui
exchange	hoʻololi
excise	excise
excision	ka hilahila
excitability	ke kūlana
excitable	ʻaʻohe pono
excitation	ʻoliʻoli
excite	hauʻoli
excited	hauʻoli
excitement	hauʻoli
exciting	maikaʻi
exclaim	eʻoliʻoli
exclamation	'ōlelo
exclude	waihoʻia
excluded	ke waihoʻia
excluding	ke kūʻole
exclusion	ka hoʻoneʻe
exclusive	kū hoʻokahi
excrement	ka uha
excretion	ka hoʻopiʻi
excruciating	nā mea hoʻonāukiuki
excursion	hele
excuse	kala
exec	exec
execute	hana
execution	hopena
executioner	ka mea pepehi
executive	ka mana
executor	polokalamu kauoha
exegesis	exegesis
exemplar	hiʻohiʻona
exemplary	i kahi hōʻailona
exemplify	hōʻike
exempt	kūpono
exemption	ka hoʻokuʻu
exercise	hana
exert	hele
exertion	hoʻohana
exhale	exhale
exhaust	pau loa
exhausted	pauʻole
exhaustion	pau
exhaustive	nui loa
exhibit	hōʻike
exhibition	hōʻike
exhilarated	hilahila
exhilarating	hoʻolālā
exhilaration	hoʻolālā
exhort	kauleo
exhortation	'ōlelo paipai
exhumation	ʻike
exhume	hihihihi
exigent	NO TRANSLATION
exile	lawe pio
exist	aia
existence	ola
existent	aia
existential	aia
existing	aia
exit	puka
exodus	hele aku
exonerate	e hoʻopau
exorbitant	nui
exorcism	hele
exorcist	hele
exotic	nui
expand	e hoʻonui
expanded	ua hoʻonuiʻia
expanse	panana
expansion	hoʻonui
expansive	nui
expatriate	ka hōʻailona
expect	manaʻo
expectance	kūlana
expectancy	ʻokoʻa
expectant	manaʻolana
expectation	manaʻo
expected	ʻikeʻia
expecting	makemake
expediency	kūpono
expedient	kūpono
expedite	e wikiwiki
expedition	hele
expeditious	ia wikiwiki
expel	hoʻokuke
expendable	lilo
expenditure	nā lilo
expense	ka uku
expenses	nā lilo
expensive	pipiʻi
experience	ʻike
experienced	ʻike
experiences	ʻike
experiment	hoʻokolohua
experimental	hoʻokolohua
experimentation	hoʻokolohua
experimenter	hoa hoʻokolohua
expert	ʻike
expertise	ʻike
expiration	hopena
expire	pau
expired	pau
expiry	pau ka manawa
explain	e wehewehe
explanation	ho'ākāka
explanatory	ho'ākāka
expletive	nui
explication	wehewehe
explicit	maopopo
explode	hoʻopā
exploit	hoʻohana
exploitation	hoʻohana
exploration	ʻike
exploratory	wehewehe
explore	ho'āʻo
explorer	ho'ākāka
explosion	pāpā
explosions	nā pāhaʻi
explosive	nā mea pōʻino
expo	hōʻike
exponent	hōʻailona
exponential	ʻike nui
export	kālepa
exportation	ka hoʻokuʻu aku
expose	hōʻike
exposed	hōʻike
exposition	hōʻike
expository	hōʻikeʻike
exposure	ʻike
expound	e wehewehe
express	haʻi
expression	'ōlelo
expressive	hanana
expressway	ʻike
expropriation	ka hoʻolālā
expulsion	kipakuʻia
exquisite	maikaʻi
exquisitely	nui loa
extant	nui
extend	e hoʻopau
extendable	e ākea
extended	ua lōʻihi
extension	hoʻonui
extensive	nui
extent	nui
exterior	waho
exterminate	e hoʻopau
extermination	hoʻopau
exterminator	hemo
external	waho
externally	waho
extinct	e hoʻopauʻia
extinction	make
extinguish	e hoʻopau
extinguisher	hoʻopau
extol	Hoʻokiʻekiʻe
extort	hoʻopau
extortion	hoʻoweliweli
extra	keu
extract	wehe
extracting	wehewehe
extraction	hoʻopiʻi
extractor	extractor
extracurricular	ka meaʻokoʻa
extradition	hoʻokuʻu hou
extrajudicial	hoʻopau hou
extramural	nui keu
extraneous	nui
extraordinaire	nui
extraordinary	nui loa
extraterrestrial	nā mea'ē aʻe
extravagance	ka waiwai nui
extravagant	nā mea nui
extravaganza	ka waiwai nui
extreme	nui
extreme anticipation	manaʻo nui
extreme disgust	nui kaʻino
extreme surprise	nui loa
extreme trust	hilinaʻi nui
extremely	nui
extremely negative	nui loa
extremely positive	maikaʻi loa
extremity	ka hopena
extricate	e hoʻopau
extrinsic	nui
extrusion	extrusion
exuberance	hauʻoli
exude	hele
eye	maka
eyeball	ka maka
eyebrow	ka makaʻu
eyeful	maikaʻi
eyeglass	maka maka
eyeglasses	nā maka uʻi
eyelash	ka lauoho
eyelet	maka maka
eyeliner	eyeliner
eyepiece	maka maka
eyes	maka
eyesight	nānā
eyewitness	ka meaʻike maka
fab	pane
fable	ke kumuhana
fabled	hoʻopunipuni
fabric	lole
fabricate	mea hana
fabricated	mea i hana 'ia
fabrication	hana hana
fabulous	mahalo
facade	ke kūlana
face	maka
faceless	keʻole
facet	ke kumu
facial	maka
facile	NO TRANSLATION
facilitate	hoʻomaka
facility	wahi
facing	ke alo
facsimile	pā'ālua
fact	ʻoiaʻiʻo
faction	hoa
factor	ka nui
factory	halehana
facts	nā mea
factual	ʻoiaʻiʻo
faculties	nā kumu kula
faculty	ke kumu kula
fad	Pau
fade	make
faded	ua pau
faeces	nā manaʻo
fag	pane
faggot	nā mea pili
fail	nele
failing	makeʻole
failure	nele
fain	NO TRANSLATION
faint	nāwaliwali
fainting	ʻehaʻeha
fair	maikaʻi
fairly	pololei
fairness	pololei
fairway	ke alaloa
fairy	mele
faith	ke manaoio
faithful	pono
faithfulness	paulele
faithless	ole ke manaoio
fake	ʻikeʻole
faker	hoʻopiʻi
falafel	falafel
falcon	palekana
fall	hāʻule
fallacious	nā mea maʻalahi
fallacy	ke kuhihewa
fallback	hāʻule
fallible	he kūpono
falling	haule
fallopian	nā mea pale
fallout	hāʻule i waho
fallow	hewa
false	FALSE
falsehood	ʻole
falsely	wahaheʻe
falsification	ka hoʻopunipuni
falsified	hoʻopunipuniʻia
falsify	hoʻopunipuni
falsity	hewa
falter	pale
fame	kaulana
famed	kaulana
familiar	kama'āina
familiarity	ʻike
familiarize	hoʻomaʻamaʻa
family	ohana
familytime	manawaʻohana
famine	ʻo ka wī
famished	pololi
famous	kaulana
famously	kaulana
fan	anu
fanatic	hoʻopau
fanatical	hoʻopiʻi
fanaticism	hoʻopau
fanciful	manawaleʻa
fancy	maikaʻi
fandango	ke ākea
fanfare	keʻano
fang	NO TRANSLATION
fangs	nā'ōmele
fanning	hoʻopā
fantasia	pilina
fantasize	hanana
fantastic	maikaʻi
fantasy	kūlana
faraway	kahi mamao loa aku
farce	ʻo ia
farcical	kūkā
fare	pili
farewell	aloha
farm	ka mahiʻai
farmer	kanaka mahiʻai
farmhouse	hale mahiʻai
farming	mahi mahiʻai
farmland	'āina mahiʻai
faro	faro
fart	ala
farther	ʻoi aku
fascia	hua'ōlelo
fascinate	maikaʻi
fascinated	maikaʻi
fascinating	hiʻona
fascination	hihihihihihihihihi
fascism	kīʻaha
fascist	fascist
fashion	keʻano
fashionable	nā meaʻono
fastball	ka pīpī
fasten	e hoʻopaʻa
fastener	hoʻopili
fastening	hoʻopiliʻia
fasting	hoʻokēʻai
fat	momona
fatal	make
fatalism	ka momona
fatality	ka momona
fate	hopena
fated	Kānāwai
fateful	maikaʻi
fathead	ke poʻohiwi
father	makuakāne
fatherhood	makuahine
fatherland	makualand
fatherly	makuakāne
fathom	nui
fatigue	luhi
fatigued	ua maloʻo
fatso	momona
fatten	momona
fatty	momona
faucet	pāpale
fault	hewa
faultless	hewaʻole
faulty	hewaʻole
faun	lawai
fauna	nā holoholona
faux	faux
favor	makemake
favorable	maikaʻi
favorite	punahele
favoriteholiday	NO TRANSLATION
favoritism	ke aloha
fawn	ke kumu
fax	fax
faze	NO TRANSLATION
fear	ka makaʻu
feared	makaʻu
fearful	makaʻu
fearfully	weliweli
fearing	makaʻu
fearless	makaʻuʻole
fears	makaʻu
fearsome	weliweli
feasibility	ʻike
feasible	hiki ke hiki
feast	ʻahaʻaina
feat	feat
feather	hulu
feathered	me ka pahi
feature	hiʻohiʻona
features	nā hiʻohiʻona
febrile	hana
fecal	kūleʻa
feces	nā manaʻo
fecundity	kūleʻa
fed	ʻai
federal	Federal
federation	hui aupuni
fedup	NO TRANSLATION
fee	uku
feeble	nāwaliwali
feed	hānai
feedback	hōʻike manaʻo
feeder	ka mea hānai
feel	ʻike
feelgood	ʻoluʻolu
feeling	manaʻo
feelingdown	NO TRANSLATION
feelinggood	NO TRANSLATION
feet	ka wāwae
feign	nā mea pili
feigned	hoʻopunipuniʻia
feisty	ka feisty
felicity	maikaʻi
feline	puaa
fell	ua hāʻule
feller	ka mea haʻi
fellow	hoa
fellowship	ka pilina
felon	felon
felony	felony
felt	manaʻo
female	wahine
feminine	wahine
femininity	kahi noho male
feminism	wahine
feminist	wahine
femme	NO TRANSLATION
femoral	ka wahine
femur	wahine
fen	NO TRANSLATION
fence	pā
fenced	ua paʻa
fencing	paʻa
fend	make
fender	ka pā
fennel	fennel
ferment	kūpaʻa
fermentation	ka hoʻopiha
fern	puaʻa
ferocious	ferocious
ferocity	ferocity
ferret	kūkā
ferry	kele
ferryboat	NO TRANSLATION
fertile	maikaʻi
fertility	ka momona
fertilize	e hoʻonani
fertilizer	kūleʻa
fervent	nui
fervor	koa
fess	f
fest	kū
festival	hula
festive	pāʻina
fetal	'ōpiopio
fetch	kiʻi
fete	NO TRANSLATION
fetish	kūkiki
fetus	keiki
feud	make
feudal	feudal
feudalism	feudalism
fever	wela
feverish	wela
fiancee	NO TRANSLATION
fiasco	makemake
fiat	ʻAi
fib	fib
fiber	fiber
fiberglass	fiberglass
fibrosis	fibrosis
fibrous	'ōpū
fickle	ʻOi
fiction	ka moʻolelo
fictional	nā mea moʻokalaleo
fictitious	ʻike
fiddle	ke kahu
fiddler	ke kahu hānai
fidelity	ke kūpaʻa
fidgety	hoʻopau
fiduciary	ke kākoʻo
field	kahua
field hockey	hockey kahua
fielder	kūlana
fiend	ke ahi
fiendish	fiendish
fierce	ua ikaika
fiery	wela
fiesta	ʻohu
fiesty	NO TRANSLATION
fifteen	ʻumikumālima
fifty	kanalima
fig	fig
fight	kaua
fighter	koa
fighting	ke kaua
fights	kaua
figment	hoʻopau
figurative	hiʻohiʻona
figure	kiʻi
figurine	ke kiʻi
filament	filament
filamentous	filamentous
file	file
filet	filet
filibuster	ke koho
filigree	hoʻohui
filing	ke waiho inoaʻana
filings	nā hoʻoponopono
fill	e hoʻopiha
filler	hoʻopiha
fillet	pua
filling	piha
filly	piha
film	kiʻi
filmmaker	ka mea wikiwiki
filmy	NO TRANSLATION
filter	hoʻopili
filth	ʻo ka pelapela
filthy	haumia
filtration	hoʻoponopono
fin	NO TRANSLATION
final	hope
finale	ka hope loa
finalist	hope
finality	ka hope
finalize	hoʻopau
finalized	hoʻopauʻia
finally	i ka hopena
finance	ke kālā
financial	ke kālā
financier	ke kālā
finch	hope
find	ʻike
finder	ʻike
finding	Loaʻa
fine	maikaʻi
finery	mea nani
finesse	ka maikaʻi
finger	ka manamana
fingernail	ka mākia
fingerprint	ka pāʻani lima
fingerscrossed	NO TRANSLATION
finish	pau
finished	pau
finite	hope
fink	fink
fir	kaona
fire	ahi
firearm	pū puhi
firearms	nā pū kī
fireball	ka pahi ahi
firecracker	ke ahi
firefight	ke ahi
firefighter	ke ahi kukui
firefly	ke ahi
firehouse	hale ahi
firelight	ke kukui
fireman	kanaka ahi
fireplace	hale ahi
firepower	ke ahi
fireproof	ke ahi
fireside	hale ahi
firestorm	ke ahi ahi
firewall	pākuhi
firewood	ka wahie
firework	ka hana ahi
fireworks	ke ahi
firing	pākī
firm	kūpaʻa
firmament	kikola
firmly	paʻa
firmness	kūpaʻa
first	ka mua
firstborn	makahiapo
firstworldprobs	NO TRANSLATION
fiscal	ke kālā
fish	ka iʻa
fisherman	kanaka lawaiʻa
fishery	ka lawaiʻa
fishing	ka lawaiʻa
fishing boat	ka waʻa peʻa
fishy	iʻa
fissile	ka iʻa
fission	ka fission
fissure	fissure
fist	ka lima
fistfight	ke ala
fistful	kūpaʻa
fistula	ka pepa
fit	kūpono
fitness	maikaʻi
fits	kūpono
fitted	kūpono
fitting	kūpono
fittings	nā kūlou
five	ʻelima
fiver	fiver
fix	hoʻoponopono
fixable	hoʻoponopono
fixation	hoʻoponopono
fixed	paʻa
fixer	hoʻoponopono
fixture	ke kūlana
fixtures	nā kauā
fizz	fizz
fjord	fjord
flabbergast	ka pākeke
flabbergasted	keʻano hoʻokipa
flabby	Pākiʻi
flaccid	ke kīʻaha
flag	hae
flagging	e hae
flagpole	hae hae
flagrant	kūkala
flagship	ka hae
flagstaff	kau hae
flair	ke ahi
flak	flak
flake	ka flake
flaky	kūleʻa
flamboyant	ke ahi
flame	ka wela
flamethrower	hele
flaming	ke ahi
flamingo	ke ahi
flammable	e puhi ana
flan	flan
flange	alana
flank	flank
flanked	i uhiʻia
flanking	ke ākea
flannel	makala
flap	'ōpala
flapping	ka pā
flare	ke ahi
flares	ke ahi
flaring	ke kīʻia
flash	flash
flashback	hoʻoponopono
flashing	e'ālohilohi ana
flashlight	ke kukui
flashy	pīpī
flask	kahe
flat	pālahalaha
flatbed	hoʻopalapala
flatfoot	pāpale haʻahaʻa
flatness	flatness
flatten	palaha
flatter	haʻahaʻa
flattered	palaha
flattering	palahaha
flattery	flattery
flatulence	flatulence
flaunt	ka pala
flavor	ka pele
flaw	hewa
flawed	hewa
flawless	halaʻole
flea	puaʻa
fleabag	kūpili
fled	holo aku
flee	e holo
fleece	ke anuenue
fleet	nā'auwaʻa
fleeting	wikiwiki
flesh	kaʻiʻo
fleshy	kaʻiʻo
flex	māmā
flexibility	kūpaʻa
flexible	ana
flexin	māmā
flexion	ka māmā
flick	koli
flicker	flickr
flickering	uila
flier	kākoʻo
flight	holo
flighty	pakele
flimsy	kūlana haʻahaʻa
flinch	ka uila
fling	uhau
flint	ka pōhaku
flip	uila
flip flop	alana
flipper	ka pulu
flipping	hoʻopiʻi
flirt	kālepa
flirtation	ka hoʻokau
flirting	ke kāwili
flirty	ka puana
float	ke lana
floater	ka papahana
flock	ʻohana
flog	flog
flood	kahe
floor	papahele
flooring	nā papahele
floozy	pua
flop	ka pā
floppy	ka pua
flora	pua
floral	pua
florist	pua puana
floss	ka pua
flotation	kahe
flounder	ka mokulele
flour	ka palaoa
flourish	e ulu ana
flow	kahe
flower	pua
flowering	pua
flowers	pua
flowery	ka paila
flows	kahe
flu	maʻi
fluctuate	ʻo ka fluctuate
fluctuating	holoholo
fluctuation	ke kaʻina
flue	uila
fluency	kūpono
fluent	maikaʻi
fluff	ʻo ka fluff
fluffy	ʻo ka fluffy
fluid	ka wai
fluidity	ka māmā
fluke	kahe
flunk	ke kahe
flunky	ʻoiai
fluorescence	ka fluorescence
fluorescent	ʻo ka fluorescent
flurries	nā kālepa
flurry	ke kani
flush	hoʻopiʻi
flustered	hoʻopiliʻia
flute	ke kani
fluted	ua hoʻonuiʻia
flutter	hele
fluvial	ke kahawai
flux	kahe
fly	lele
flyboy	hihihihi
flyer	ke lele
flying	lele
flywheel	kaola
foal	pua
foam	ka mahu
foaming	ka pulu
foamy	ka pulu
fob	fob
focal	kahi kikowaena
focus	ʻike
fodder	meaʻai
foe	kaʻenemi
fog	puaʻa
foggy	nā pōā
foil	kiʻi
foiled	ua hewa
fold	pinepine
folded	hoʻopiliʻia
folder	kōpaki
foliage	lālā
folio	folio
folk	nā kānaka
folklore	nā loina
follicle	ka manu
follicular	nā mea maʻamau
follow	e hahai
follower	ka mea ukali
folly	lapuwale
fond	aloha
fondle	ana
fondling	aloha
fondness	aloha
fondue	lawaiʻa
font	hōʻike
food	ka meaʻai
foodie	foodie
fool	lapuwale
fooled	kuhihewa
foolhardy	lapuwale
fooling	kuhihewa
foolish	lapuwale
foolishness	lapuwale
foolproof	kuhihewa
foot	ka wāwae
foot stool	ka wāwae wāwae
footage	kiʻi kiʻi
football	pāʻani
footbridge	alakuʻi
foothold	ka paepae
footing	ka wāwae
footlocker	ka wāwae wāwae
footloose	ka wāwae
footpath	ka wāwae
footprint	ka wāwae
footwear	ka wāwae
footwork	hana haʻahaʻa
fop	f
forage	ka hoʻokele
foray	ʻo ia
forbearance	hoʻomanawanui
forbid	e pāpā
forbidding	e pāpāʻana
force	ikaika
forced	ua hoʻokauʻia
forceful	ikaika
forceps	nā puʻupuʻu
forces	nā pūʻali
forcibly	ikaika
ford	ala
fore	mamua
forearm	ka mua
foreboding	ma mua
forecast	ka wānana
forecaster	ka mua
foreclose	e
foreclosure	ke kūkala
forefathers	nā kūpuna
forefinger	ka wāwae
forefront	ke mua
forego	ma mua
foregoing	ke kuhikuhi nei
foregone	ma mua
foreground	ma mua
forehead	ka lae
foreign	haole
foreigner	haole
foreman	ka mua
foremost	ka mua
forensic	ʻike mua
forensics	nā mākaʻikaʻi
foreplay	e hōʻike
forerunner	mamua
foresee	ʻike mua
foreseen	ʻikeʻia
foresight	ʻO ka makaʻala
forest	ka nahele
forestall	e hoʻolālā
forethought	i manaʻoʻia
foreveralone	meha mau a mau
forevermore	a mau loa aku
forewarned	e kuhikuhi mua
foreword	'ōlelo mua
forfeit	e lilo
forfeited	ua nele
forfeiture	ka hoʻokuʻu
forge	noi
forger	hoʻolālā
forgery	ke kuhi
forget	poina
forgetful	poina
forgetfulness	ka poina
forgive	e kala aku
forgiven	kalaʻia
forgiveness	kala kala
forgiving	kala kala
forgotten	ua poina
fork	haʻu
forked	ua hoʻokuʻuʻia
forking	ana
forklift	lae
forlorn	nolorlor
form	puka
formal	ʻikeʻia
formaldehyde	formaldehyde
formalism	ka hana
formality	kūlana
format	hōʻuluʻulu
formation	ke kūkuluʻana
formative	puka
formed	i hanaʻia
formidable	kūlana
forming	ʻano
formless	ʻaʻole kūpono
formula	kumu
formulary	hoʻoponopono
formulate	hoʻoponopono
fornicate	moekolohe
fornication	moekolohe
forsake	haʻalele
forsaken	ua haʻaleleʻia
forsooth	ʻoia
fort	hale paʻa
forte	NO TRANSLATION
forthcoming	hele mai
forthright	pololei
forthwith	i ka manawa koke
fortification	paʻa
fortify	nā pā kaua
fortitude	ikaika
fortnight	ʻelua pō
fortnightly	ʻelua pō
fortress	hale paʻa
fortuitous	no ka pono
fortunate	pōmaikaʻi
fortune	pōmaikaʻi
fortunes	nā pōmaikaʻi
forty	kanaha
forum	hui
forward	i mua
forwarding	ke hoʻoukaʻana
fossil	ka mō'ī
fossils	noʻonoʻo
foul	'ōwili
found	Loaʻa
foundation	ke kumu
founder	ka mea hoʻokumu
founding	hoʻokumuʻia
