Word	af
flustered	verbouereerd
flute	fluit
fluted	gegroefde
flutter	fladder
fluvial	fluviale
flux	vloed
fly	vlieg
flyboy	flyboy
flyer	flyer
flying	vlieg
flywheel	vliegwiel
foal	vul
foam	skuim
foaming	skuim
foamy	skuim
fob	vab
focal	brandpunt
focus	fokus
fodder	voer
foe	vyand
fog	mis
foggy	mistige
foil	foelie
foiled	gefnuik
fold	vou
folded	gevou
folder	gids
foliage	blare
folio	folio
folk	folk
folklore	folklore
follicle	follikel
follicular	follikulêre
follow	volg
follower	volgeling
folly	dwaasheid
fond	lief
fondle	aaien
fondling	fondling
fondness	voorliefde
fondue	fondue
font	font
food	kos
foodie	culinair evenement
fool	flous
fooled	geflous
foolhardy	doldriest
fooling	flous
foolish	dwaas
foolishness	dwaasheid
foolproof	onfeilbaar
foot	voet
foot stool	voetstoel
footage	footage
football	sokker
footbridge	voetbrug
foothold	vastrapplek
footing	voet
footlocker	Foot Locker
footloose	Footloose
footpath	voetpad
footprint	voetspoor
footwear	skoene
footwork	voetwerk
fop	FOP
forage	voer
foray	inval
forbearance	verdraagsaamheid
forbid	verbied
forbidding	verbied
force	krag
forced	gedwing
forceful	kragdadige
forceps	tang
forces	magte
forcibly	geweld
ford	Ford
fore	vore
forearm	voorarm
foreboding	onheilspellend
forecast	voorspelling
forecaster	weervoorspeller
foreclose	afsluiting
foreclosure	negatief
forefathers	voorvaders
forefinger	wysvinger
forefront	voorpunt
forego	voorafgaan
foregoing	voorafgaande
foregone	uitgemaakte
foreground	voorgrond
forehead	voorkop
foreign	buitelandse
foreigner	buitelander
foreman	voorman
foremost	voorste
forensic	forensiese
forensics	forensiese
foreplay	spel
forerunner	voorloper
foresee	voorsien
foreseen	vooruitgesiene
foresight	versiendheid
forest	bos
forestall	voorkom
forethought	voorsorg
foreveralone	vir altyd alleen
forevermore	alle ewigheid
forewarned	gewaarsku
foreword	voorwoord
forfeit	verbeur
forfeited	verbeur
forfeiture	verbeuring
forge	bewerk
forger	vervalser
forgery	vervalsing
forget	vergeet
forgetful	Vergeet
forgetfulness	vergeetagtigheid
forgive	vergewe
forgiven	vergewe
forgiveness	vergifnis
forgiving	vergewe
forgotten	vergeet
fork	vurk
forked	gevurkte
forking	vurk
forklift	vurkhyser
forlorn	hopeloos
form	vorm
formal	formele
formaldehyde	formaldehied
formalism	formalisme
formality	formaliteit
format	formaat
formation	vorming
formative	formatiewe
formed	gevorm
formidable	formidabele
forming	vorming
formless	woes
formula	formule
formulary	formularium
formulate	formuleer
fornicate	egbreek
fornication	hoerery
forsake	verlaat
forsaken	verlate
forsooth	voor waar
fort	fort
forte	NO TRANSLATION
forthcoming	komende
forthright	reguit
forthwith	onverwyld
fortification	fort
fortify	versterk
fortitude	moed
fortnight	twee weke
fortnightly	tweeweeklikse
fortress	vesting
fortuitous	toevallig
fortunate	gelukkig
fortune	fortuin
fortunes	lotgevalle
forty	veertig
forum	forum
forward	vorentoe
forwarding	stuur
fossil	fossiel
fossils	fossiele
foul	vuil
found	gevind
foundation	fondament
founder	stigter
founding	stigting
foundry	gietery
fountain	fontein
four	vier
fourfold	viervoudige
foursome	viertal
fourteen	veertien
fourth	vierde
fowl	voëls
fox	jakkals
foxhole	Foxhole
foxtrot	Foxtrot
foxy	Foxy
foyer	foyer
fraction	breuk
fractional	fraksionele
fracture	verbreking
fragile	broos
fragility	broosheid
fragment	fragment
fragmentary	fragmentariese
fragrance	geur
fragrant	geurige
frail	verswakte
frailty	swakheid
frame	raam
framework	raamwerk
franc	franc
franchise	franchise
frank	Frank
frankenstorm	NO TRANSLATION
frankness	vrymoedigheid
frantic	woes
frantically	woes
frat	Frat
fraternal	broederliefde
fraternity	broederskap
fraud	bedrog
fraudulent	bedrieglike
fraught	belaai
fray	geveg
frayed	uitgerafelde
frazzled	frazzled
freak	frats
freaked	bezaaiend
freakedout	NO TRANSLATION
freakingout	NO TRANSLATION
freakish	grillig
freakout	beheer verloor
freaky	vreemd
freckle	sproet
free	vry
freebie	freebie
freedom	vryheid
freehold	eiendomsreg
freelance	vryskut
freelancer	freelancer
freely	vrylik
freeman	Freeman
freestyle	vryslag
freeway	deurpad
freeze	vries
freezer	vrieskas
freezing	Vries
freight	vrag
freighter	vragskip
french horn	Franse horing
frenetic	dolle
frenzied	oordrewe
frenzy	waansin
frequency	frekwensie
frequent	gereelde
frequently	gereeld
fresco	fresco
fresh	vars
freshair	NO TRANSLATION
freshen	verfrissend
freshener	freshener
freshman	eerstejaars
freshness	varsheid
freshstart	nuwe begin
freshwater	varswater
fret	kabbeling
fretful	knorrig
friar	monnik
fricking	fricking
friction	wrywing
friday	Vrydag
fridge	yskas
fried	gebraaide
friend	vriend
friendless	sonder vriende
friendliness	vriendelikheid
friendly	vriendelike
friends	vriende
friendship	vriendskap
frigate	fregat
friggen	NO TRANSLATION
fright	geskrik
frighten	skrik
frightened	bang
frightening	skrikwekkende
frightful	vreeslike
frigid	ysige
fringe	byvoordele
fringed	fraiings
frisbee	frisbee
frisk	NO TRANSLATION
frisky	dartel
frivolous	ligsinnig
frock	rok
frog	padda
froggy	Froggy
frolic	dartel
front	front
frontage	front
frontal	frontale
frontier	grens
fronting	fronte
frontispiece	frontispice
frost	ryp
frostbite	bevroren
frosted	kalk
frosting	versiersel
frosty	ysige
froth	skuim
frothy	skuimerige
frown	frons
frowning	frons
frozen	bevrore
frugal	sober
fruit	vrugte
fruit punch	Vrugtesap
fruitcake	vrugtekoek
fruitful	vrugbaar
fruition	stand te bring
fruitless	vrugtelose
fruits	vrugte
fruity	vrugtige
frustrate	frustreer
frustrated	gefrustreerd
frustrates	frustreer
frustrating	frustrerende
frustration	frustrasie
fry	braai
fryer	Fryer
fuchsia	fuchsia
fuck	fok
fuckedoff	fuckedoff
fucker	fokker
fucking	fucking
fuckoff	Fokof
fucksake	fucksake
fucktard	fucktard
fuckyeah	fuckyeah
fudge	fudge
fuel	brandstof
fugitive	voortvlugtige
fulcrum	draaipunt
fulfill	vervul
fulfilled	vervul
fulfilling	vervulling
fulfillment	vervulling
full	volle
fullback	heelagter
fullness	volheid
fully	ten volle
fulsome	oordrewe
fumble	bevoelen
fume	rook
fumigation	beroking
fumin	NO TRANSLATION
fuming	woedend
fun	pret
function	funksie
functional	funksionele
fund	fonds
fundamental	fundamentele
fundamentalist	fundamentalistiese
fundamentally	fundamenteel
funday	pretdag
funding	befondsing
fundraiser	fondsinsameling
fundraising	fondsinsameling
funds	fondse
funeral	begrafnis
fungus	swam
funk	funk
funky	funky
funnel	tregter
funny	snaaks
fur	pels
furious	woedend
furiously	verwoed
furlong	Furlong
furlough	verlof
furnace	oond
furnish	verstrek
furnishings	meubels
furniture	meubels
furor	furore
furrow	sloot
furry	harige
furtherance	bevordering
fury	woede
fuse	lont
fuselage	romp
fusion	fusion
fuss	bohaai
fussy	Fussy
fustrated	NO TRANSLATION
futile	vergeefse
futility	nutteloosheid
futon	futon
future	toekoms
fuzz	fuzz
fuzzy	fuzzy
gab	NO TRANSLATION
gaby	Gaby
gad	Gad
gadget	gadget
gaff	gaffel
gag	gag
gaga	gaga
gage	kaliber
gaggle	snateren
gahhh	NO TRANSLATION
gaiety	vrolikheid
gain	wins
gainful	betaalde
gaining	besig om
gait	gang
gal	gal
gala	gala
galactic	galaktiese
galaxy	sterrestelsel
gale	storm
gall	gal
gallant	galante
gallantry	dapperheid
gallbladder	galblaas
galled	galled
gallery	gallery
galley	kombuis
gallon	liter
gallop	galop
galloping	galop
gallows	galg
galore	oorvloed
galvanic	galvaniese
gamble	waagstuk
gambler	dobbelaar
gambling	dobbel
game	spel
gameday	gameday
gametime	speeltyd
gaming	speel
gamma	gamma
gammon	Gammon
gamut	spektrum
gander	gent
gang	bende
gangland	Gang
gangrene	gangreen
gangster	gangster
gangway	loopplank
gaol	tronk
gap	gaping
gape	mondhoeke
gaping	gapende
garage	garage
garb	gewaad
garbage	vullis
garbled	deurmekaar
garden	tuin
gardener	tuinier
gardening	tuinmaak
gardens	tuine
gargle	gorrel
gargoyle	Gargoyle
garish	kakelbont
garlic	knoffel
garment	kleed
garner	Garner
garnet	granaat
garnish	versier
garrison	garnisoen
garter	kousband
gas	gas
gaseous	gasagtige
gash	sny
gasification	vergassing
gasket	gasket
gasoline	petrol
gasp	asem
gasping	snak
gassy	gazeus
gastric	maag
gastronomy	gastronomie
gate	hek
gatekeeper	hekwagter
gateway	gateway
gather	versamel
gatherer	versamelaar
gathering	byeenkoms
gator	Gator
gatorade	Gatorade
gauche	NO TRANSLATION
gaudy	bont
gauge	meter
gauging	meting
gaunt	maer
gauntlet	uitdaging
gauze	gaas
gavel	hamer
gawk	lummel
gay	gay
gaze	blik
gazebo	gazebo
gazelle	gemsbok
gazette	Staatskoerant
gazetteer	klapper
gazillion	gazillion
gazing	kyk
gear	rat
geek	geek
geeky	geeky
geez	geez
geezer	toppie
geisha	geisha
gel	gel
gelatin	gelatien
geld	NO TRANSLATION
gelding	reun
gem	juweel
gemini	Tweeling
gender	geslag
genealogy	genealogie
general	algemene
generality	algemeenheid
generalization	veralgemening
generally	oor die algemeen
generate	genereer
generation	generasie
generative	generatiewe
generator	kragopwekker
generic	generiese
generosity	vrygewigheid
generous	ruim
genesis	Genesis
genetic	genetiese
genetics	genetika
genial	gemoedelike
genie	Genie
genital	genitale
genitalia	genitalieë
genius	genie
genocide	volksmoord
genome	genoom
genre	genre
gent	gent
genteel	deftig
gentile	heidense
gentle	sagte
gentleman	gentleman
gentlemanly	beskaafde
gentleness	vriendelikheid
gently	liggies
gentry	burgery
genuine	ware
genus	genus
geographic	geografiese
geographical	geografiese
geography	Aardrykskunde
geological	geologiese
geologist	geoloog
geology	geologie
geometric	geometriese
geometry	meetkunde
geranium	geranium
gerbil	Gerbil
geriatric	geriatriese
germ	kiem
german	german
germane	related
germinate	ontkiem
germination	ontkieming
germs	kieme
gestation	swangerskap
gesture	gebaar
get	kry
getaway	gaan weg
getoverit	NO TRANSLATION
getoveryourself	NO TRANSLATION
getup	staan ​​op
getyourown	getyourown
ghastly	woede
ghetto	ghetto
ghost	spook
ghostly	spookagtige
ghoul	monster
giant	reuse
gibberish	brabbeltaal
giddy	draaierig
gift	geskenk
gifted	begaafde
gifts	geskenke
gig	gig
gigantic	reusagtige
giggle	giggel
giggles	giggel
giggling	giggel
gigolo	gigolo
gilded	vergulde
gill	Gill
gills	kiewe
gilt	prima
gimmick	foefie
gimp	gimp
gin	gin
ginger	Gemmer
gingerbread	peperkoek
gingerly	versigtig
ginseng	ginseng
giraffe	kameelperd
girder	ligger
girdle	gordel
girl	meisie
girlfriend	vriendin
girlie	girlie
girlish	meisjesachtig
girly	girly
girth	omtrek
gist	kern
give	gee
giveaway	gee weg
giver	NO TRANSLATION
giving	gee
gizmo	Gizmo
gizzard	krop
glabrous	kaal
glacial	Ystydperk
glacier	Glacier
glad	bly
glade	glade
gladiator	gladiator
gladness	vreugde
glamorous	glansryke
glamour	glamour
glance	oogopslag
gland	klier
glare	glans
glaring	flagrante
glass	glas
glasses	bril
glassware	glasware
glaucoma	gloukoom
glaze	glans
glazed	geglasuurde
gleam	skyn
gleaming	blink
glean	optel
glee	arne
gleeful	verheugend
glen	Glen
glib	glib
glide	gly
glider	glider
glimmer	skynsel
glimpse	kykie
glint	glinstering
glisten	glinstering
glitch	glitch
glitter	glitter
glittering	skitterend
gloat	spog
global	globale
globe	wêreld
globular	globulêre
gloom	somberheid
gloomy	somber
glorification	verheerliking
glorified	verheerlik
glorify	verheerlik
glorious	heerlike
glory	heerlikheid
gloss	glans
glossary	woordelys
glossy	glans
glove	handskoen
gloves	handskoene
glow	gloei
glowing	gloei
glucose	glukose
glue	gom
glum	nors
glut	oorvloed
gluten	gluten
glutton	deurbringer
gluttony	vraatsug
glycerin	glycerine
gnat	muggie
gnome	gnome
go	gaan
goal	doel
goalie	doelwagter
goals	doelwitte
goat	bok
goatee	bokkie
gob	Gob
gobble	vreet
goblet	beker
goblin	Kabouter
god	God
godbless	NO TRANSLATION
goddamn	goddamn
goddamned	verdomde
goddess	godin
godfather	peetpa
godforsaken	godverlate
godisgood	God is goed
godisgreat	NO TRANSLATION
godless	goddelose
godlike	goddelike
godly	goddelike
godmother	peetma
godsend	uitkoms
godson	pete
gofuckyourself	gofuckyourself
goggle	uitpuilend
goggles	brille
gold	goud
golden	goue
goldfish	goudvis
golf	gholf
golfer	gholfspeler
golfing	gholf
gondola	gondel
gone	weg
goner	verwoestend man
gong	NO TRANSLATION
gonorrhea	gonorree
goo	goo
goober	Goober
good	goeie
goodbye	totsiens
goodday	goeie dag
goodfeeling	NO TRANSLATION
goodhealth	NO TRANSLATION
goodie	goodie
goodies	goodies
goodlife	goeie lewe
goodly	mooi
goodmood	NO TRANSLATION
goodmorning	goeie more
goodmusic	goeie musiek
goodness	goedheid
goodnews	goeie nuus
goods	goedere
goodtimes	goeie tye
goodvibes	NO TRANSLATION
goodwill	welwillendheid
goody	goody
gooey	slissend
goof	domkop
goofball	goofball
goofy	stom
goon	gaan aan
gooood	gooood
goop	goop
goose	gans
gopher	gopher
gore	Gore
gorge	kloof
gorgeous	pragtige
gorilla	gorilla
gory	bloedige
gospel	evangelie
gossip	skinder
gothic	gothic
gouge	guts
goulash	ghoelasj
gourd	wonderboom
gourmet	gourmet
gout	jig
govern	regeer
governess	goewernante
governing	beheerliggaam
government	regering
governmental	regeringsorganisasies
governor	goewerneur
gown	toga
grab	gryp
grace	genade
graceful	grasieuse
gracias	NO TRANSLATION
gracious	genadig
graciously	genade
grad	NO TRANSLATION
gradation	gradering
grade	graad
graded	gegradeerde
grader	padskraper
grades	grade
gradient	helling
gradschool	NO TRANSLATION
gradual	geleidelike
gradually	geleidelik
graduate	gegradueerde
graduation	gradeplegtigheid
graffiti	graffiti
graft	ent
grail	graal
grain	graan
gram	gram
grammar	grammatika
grand	grand
grand theft auto	motordiefstal
grandchild	kleinkind
grandchildren	kleinkinders
granddad	oupa
granddaddy	granddaddy
granddaughter	kleindogter
grandeur	grootsheid
grandfather	oupa
grandiose	grandiose
grandma	ouma
grandmother	ouma
grandpa	oupa
grandson	kleinseun
grandstand	hoofpawiljoen
grange	Grange
granite	graniet
granny	ouma
granola	gedroogd
grant	verleen
granted	toegestaan
grantee	begiftigde
grantor	gewer
granular	korrel
granule	korrel
grape	druiwe
grape juice	druiwesap
grapefruit	pomelo
grapes	druiwe
grapevine	wingerdstok
graph	grafiek
graphic	grafiese
graphics	grafiese
graphite	grafiet
grapple	worstel
grappling	worstel
grasp	greep
grasping	gryp
grass	gras
grasshopper	sprinkaan
grassy	gras
grate	Rasper
grated	gerasperde
grateful	dankbaar
gratification	bevrediging
gratified	dankbaar
gratify	bevredig
gratifying	verblydend
grating	traliewerk
gratis	NO TRANSLATION
gratitude	dankbaarheid
gratuitous	gratuite
gratuity	gratifikasie
grave	graf
gravel	gruis
graver	NO TRANSLATION
graveyard	begraafplaas
gravitate	swaartekrag
gravitation	swaartekrag
gravitational	swaartekrag
gravity	swaartekrag
gravy	sous
gray	grys
graze	wei
grease	vet
greased	gesmeerde
greaser	smeerder
greasy	vetterige
great	groot
great anticipation	groot afwagting
great aunt	groot tannie
great disgust	groot afkeer
great grandfather	oupagrootjie
great grandma	ouma grooitjie
great grandmother	Oumagrootjie
great grandpa	groot oupa
great surprise	groot verrassing
great trust	groot vertroue
great uncle	groot oom
greatday	NO TRANSLATION
greater	groter
greatest	grootste
greatfriends	NO TRANSLATION
greatful	NO TRANSLATION
greatly	grootliks
greatly negative	baie negatief
greatly positive	baie positief
greatness	grootheid
greatnight	NO TRANSLATION
greed	gierigheid
greedy	gulsige
green	groen
green bean	groen boontjie
green pepper	soetrissie
green snake	groen slang
greenhouse	broeikas
greenish	groen
greenwood	GREENWOOD
greet	groet
greeted	begroet
greeting	groet
gregarious	kuddedier
grenade	granaat
grey	grys
greyhound	windhond
grid	rooster
gridiron	rooster
grief	hartseer
grievance	grief
grieve	treur
grieved	gegrief
grieving	bedroefde
grievous	swaar
griffin	Griffin
grill	braai
grille	sierrooster
grilled	gebraai
grim	woede
grime	roet
grimy	vuil
grin	glimlag
grind	slyp
grinder	grinder
grinding	maal
grindstone	slypsteen
gringo	gringo
grip	greep
gripe	gryp
grisly	onaangenaam
grist	koring
grit	K
grits	grutten
gritty	gritty
grizzly	grizzly
groan	sug
grocer	kruidenier
groceries	kruideniersware
grocery	kruideniersware
groggy	deurmekaar
groin	lies
groom	bruidegom
groove	groef
groovy	groovy
grope	tas
gross	bruto
grotesque	groteske
grotto	grot
grouch	Grouch
grouchy	knorrig
ground	grond
grounded	gegrond
groundhog	Groundhog
grounding	grou
groundless	ongegrond
grounds	gronde
groundwork	grondwerk
group	groep
groupie	groupie
grouping	groepering
grouse	hoen
grout	grout
grove	bos
grovel	kruip
grow	groei
growl	grom
growling	grom
growls	grom
grownup	groot geword
growth	groei
growthefuckup	growthefuckup
grr	GrR
grrr	grrr
grrrrr	grrrrr
grub	grub
grubby	vuil
grudge	wrok
grudging	schraapzuchtig
grudgingly	teësinnig
gruel	kooknat
grueling	uitmergelende
gruesome	grusame
gruff	nors
grumble	gebrom
grump	Grump
grumpy	knorrig
grunt	swaar
grunting	snork
guacamole	guacamole
guano	guano
guarantee	waarborg
guaranty	waarborg
guard	wag
guarded	bewaak
guardhouse	waghuis
guardian	voog
guardianship	voogdyskap
guards	wagte
gubernatorial	goewerneur
guerilla	guerilla
guerrilla	guerrilla
guess	raai
guesser	gisser
guesswork	raaiwerk
guest	gas
guesthouse	gastehuis
guidance	leiding
guide	lei
guidebook	gids
guidelines	riglyne
guiding	begeleiding
guild	gilde
guile	bedrog
guillotine	guillotine
guilt	skuld
guilty	skuldig
guinea	Guinee
guise	dekmantel
guitar	kitaar
guitarist	kitaarspeler
gules	rooi
gulf	Golf
gull	gull
gullet	slokdarm
gullible	liggelowiges
gully	sloot
gulp	sluk
gum	gom
gumbo	gumbo
gummy	Gummy
gumption	gesonde verstand
gun	geweer
gunboat	kanon neer boot
gunfight	skietgeveg
gunfighter	Gunfighter
gunfire	geweerskote
gunk	gunk
gunman	gangster
gunmen	gewapende mans
gunner	kanonnier
gunnery	GUNNERY
gunplay	gunplay
gunpoint	gunpoint
gunpowder	kruit
gunshot	skietwond
gunslinger	gunslinger
gurney	Gurney
guru	guru
gush	stroom
gusher	olie fontein
gusset	knoopplate
gust	vlaag
gusto	NO TRANSLATION
gusty	rukkerige
gut	gut
gutless	sonder ruggegraat
guts	guts
gutsy	gutsy
gutter	geut
guy	man
guzzler	vraat
guzzling	brandstofverbruik
gym	gimnasium
gymnasium	gimnasium
gymnast	gimnas
gymnastic	gimnastiek
gymnastics	gimnastiek
gynecologist	ginekoloog
gynecology	ginekologie
gypsy	gypsy
gyroscope	gyroscoop
habit	gewoonte
habitat	habitat
habitation	woning
habitual	gewoontemisdadiger
habitually	gewoonlik
hacienda	hacienda
hack	hack
hacker	hacker
hacksaw	ystersaag
hadenough	NO TRANSLATION
hag	heks
haggard	Haggard
haggle	march
haiku	haiku
hail	hael
hair	hare
hairball	Ball
hairbrush	haarborsel
haircut	haarsny
hairdo	kapsel
hairdresser	haarkapper
hairdryer	haardroër
hairless	haarloos
hairline	haarlyn
hairpin	haarnaald
hairspray	haarsproei
hairstyle	haarstyl
hairy	harige
hale	hale
half	helfte
half dollar	halwe dollar
halfback	skakelpaar
halftime	halftyd
halfway	halfpad
halibut	heilbot
hall	saal
hallelujah	Hallelujah
hallmark	waarmerk
hallowed	heilige
hallucination	hallusinasie
hallway	gang
halo	halo
halt	stilstand
halter	halter
halting	staking
halve	halveer
halving	halvering
ham	ham
hamburger	Hamburger
hamlet	gehuggie
hammer	hamer
