Word	mg
dark	maizina
darken	mirehitra
darkened	maizina
darkly	mahita marina
darkness	haizina
darkroom	darkroom
darkside	ila maizina
darling	hany malalako
darn	darn
dart	amin'izato lokony
dash	dash
dashboard	anaty fiara
dashed	Nirohotra
dashing	Niantontan'ny
dastardly	dastardly
data	tahirin-kevitra
database	banky angona
date	daty
datenight	NO TRANSLATION
daughter	vavy
dawdle	dawdle
dawn	mangiran-dratsy
dawned	niposaka ny
day	andro
daybreak	maraina ny andro,
daycare	daycare
daydream	daydream
daydreaming	daydreaming
daylight	daylight
daymade	NO TRANSLATION
dayoff	NO TRANSLATION
daytime	antoandro
daze	daze
dazed	dazed
dazzle	dazzle
dazzling	manjopiaka
deacon	diakona
deactivate	deactivate
dead	maty
deadbeat	deadbeat
deadline	fe-potoana
deadlines	fe-potoana
deadlock	deadlock
deadly	mahafaty
deaf	marenina
deafening	nankarenin-tsofina,
deafness	marenina
deal	fifanarahana
dealer	mpivarotra
dealership	mpivarotra
dealing	rehefa mifandray
dealings	nataony
dean	Dean
dear	malala
dearest	malalako
dearth	mosary
death	fahafatesana
deathbed	taloha kelin'ny nahafatesany
deathly	ohatr'ireny misy maty ireny
debacle	debacle
debased	nanambany
debatable	debatable
debate	adihevitra
debauchery	mitarika ho amin'ny filibana
debenture	debenture
debilitating	nikiky
debit	debit
debrief	debrief
debriefing	fiatrehana ny fahatairana
debris	potipoti-javatra
debt	trosa
debtor	mpitrosa
debut	bitany
debutante	debutante
decade	folo taona
decadence	hoe nikororosy fahana
decadent	fitondran
decaf	decaf
decanter	decanter
decathlon	decathlon
decay	simba
decayed	simba
decaying	korontam-
deceased	nodimandry
decedent	decedent
deceit	fitaka
deceitful	mamitaka
deceive	mamitaka
deceived	voafitaka
deceiving	mamitaka
december	Desambra
decency	fahamaotinana
decent	mendrika
deception	fitaka
deceptive	fitaka
decide	manapa-kevitra
decidedly	Nanapa-kevitra ny
deciduous	sy mihitsan-dravina
decimal	decimal
decimeter	decimeter
decipher	decipher
decision	fanapahan-kevitra
decisive	fanapahan-kevitra
deck	tokotanin-tsambo
declaration	fanambarana
declaratory	declaratory
declare	manambara
declination	Dekilinasiôna
decline	fitontonganan'ny
declining	fihenan'ny
deco	deco
decode	decode
decoder	decoder
decompose	potipotika
decomposed	nihintsana
decomposition	lo
decompress	decompress
decompression	decompression
decontamination	decontamination
decor	Decor
decorate	handravaka
decorating	Decorating
decoration	ravaka
decorative	haingon-trano
decorator	decorator
decorum	fitoriana
decoy	fandrika
decrease	mihena
decreased	nihena
decreasing	mihena
decree	didim-panjakana
decrement	decrement
decrepit	konka noho
decry	decry
decryption	decryption
dedicate	hitokana
dedication	fanoloran-tena
deduce	tsoahana
deduct	deduct
deductible	deductible
deduction	deduction
deed	asa
deejay	deejay
deem	heverintsika
deep	lalina
deepen	hampitombo
deer	serfa
defamation	ny fanalam-baraka
defamatory	manala baraka
default	toerana misy anao
defeat	faharesena
defeated	resy
defeatist	resy tsy miady
defect	kilema
defection	nivadihan'ireo
defective	tsininy
defector	defector
defend	hiaro
defendant	voampanga
defended	niaro
defender	mpiaro
defending	miaro
defense	fiarovana
defenseless	mpiaro
defensible	defensible
defensive	fiarovana
defer	ela Hianao
deference	fankatoavana
deferral	deferral
deferring	deferring
defiance	fihantsiana
defiant	mpikomy
defibrillator	defibrillator
deficiency	fahampiana
deficient	deficient
deficit	fahampiam
define	hamaritra
defined	voafaritra
definite	Anarana
definition	famaritana
definitive	raikitra
deflate	deflate
deflation	deflation
deflect	deflect
deflection	deflection
defloration	defloration
deform	hanaratsy
deformed	sampona
deformity	deformity
defraud	manambaka
defray	defray
defrost	defrost
deft	deft
defunct	fahavelon'ny
defuse	famahana
defy	mihantsy
degeneracy	fitontongananan'ny
degenerate	simba
degeneration	fahapotehana
degradation	simba
degrade	manambany
degraded	simba
degrading	manakodingy
degree	diplaoma
dehydrated	dehydrated
dehydration	fahampian-drano
dejected	kivy
delay	fahatarana
delayed	tara
delectable	tiany indrindra
delegate	solontena
delegation	delegasiona
delete	hamafa
deleterious	zarizary
deletion	famafana
deli	Deli
deliberate	niniana
deliberation	délibération
deliberative	fandinihana
delicacy	sakafo
delicate	marefo
delicatessen	episeria fy
delicious	matsiro
delight	sitrany
delighted	Finaritra
delightful	mahafinaritra
delineate	delineate
delineation	delineation
delinquency	fandikan-dalàna
delinquent	maditra
delirious	nirediredy
delirium	delirium
deliver	afaho
deliverance	fanafahana
delivery	fanaterana
dell	Dell
delta	Delta
delude	hamitahana ny
deluge	safo-drano
delusion	zava-poana
delusional	mirediredy
deluxe	Deluxe
delve	handalina
demand	fangatahana
demanding	mitaky
demeaned	Nanambany
demeaning	manambany
demeanor	fihetsiny
demented	demented
dementia	dementia
demise	niongana
demo	Demo
democracy	demokrasia
democrat	Demokraty
democratic	demokratika
demographic	isan'ny mponina
demolish	handrava
demolished	nandrava
demolition	fandravana
demon	demonia
demonic	demonia
demonstrable	demonstrable
demonstrate	mampiseho
demonstrated	nampiseho
demonstrating	mampiseho
demonstration	fampisehoana
demonstrative	demonstrative
demonstrator	fihetsiketsehana
demoralized	rera-tsaina
demos	demos
demure	demure
den	NO TRANSLATION
deniability	deniability
denial	fandavana
denied	nandà
denim	denim
denomination	fiangonana
denominational	anaram-piangonana
denominator	denominator
denote	dia maneho
denounce	miampanga
dense	mikitroka
density	hakitroky
dent	fikasana handavaka
dental	nify
dentist	mpitsabo nify
dentistry	Dentistry
dentists	mpitsabo nify
denunciation	fanamelohana
deny	handà
denying	fandavana
deodorant	deodorant
depart	miala
departed	lasa
department	sampan-draharaha
departmental	departemanta
departure	lasa
depend	miankina
dependable	azo ianteherana
dependant	miankina
dependence	fiankinan-doha
dependency	fiankinan-doha
dependent	miankina
depict	sarina
depicting	mampiseho
depletion	mihavitsy
deplorable	trangan-javatra mampalahelo
deplore	Mampahonena
deploy	miisa
deployment	fanapariahana
deport	sesitany
deportation	fandroahana
depose	hanongana
deposit	petra-bola
depositary	depositary
deposition	deposition
depository	depository
depot	trano fanatobiana boky
depraved	ratsy fitondran-tena
depravity	fitondran-tena maloto
depreciate	depreciate
depreciated	depreciated
depreciation	fihenan-danjan'ny
depress	depress
depressed	ketraka
depressing	mahakivy
depression	fahaketrahana
depressive	fahaketrahana
depresson	NO TRANSLATION
deprivation	tsy fananana
deprive	hanaisotra
deprived	matiantoka
depth	lalina
deputy	lefitra
derail	derail
deranged	deranged
derelict	derelict
derision	fihomehezana
derivation	derivation
derivative	derivative
derive	misintona
dermal	dermal
dermatologist	hoditra
dermatology	Dermatology
derogation	fepetra
derogatory	fanambaniana
descend	midina
descendant	taranaky
descendent	NO TRANSLATION
descending	midina
descent	taranaka
describe	mamaritra
description	famaritana
descriptive	famaritana
desecrate	manazimbazimba
desecration	fanimbazimbana
desert	efitra
deserted	foana
deserter	mpamadika
desertion	desertion
deserve	mendrika
deserved	mendrika
deserving	mendrika
design	famolavolana
designate	manondro
designated	voatondro
designation	fanendrena
designed	natao
designer	endrika
designing	planina
desirability	mahate hihinana ilay
desirable	faniry
desire	faniriana
desiring	maniry
desirous	maniry
desist	hitsahatra
desk	desk
desolate	lao
desolation	fandravana
despair	kivy
despairing	kivy
despatch	despatch
desperado	desperado
desperate	aretina tsy azo sitranina
desperation	Kivy
despicable	maharikoriko
despise	tsinontsinona
despondent	kivy
despotic	jadona
despotism	despotism
dessert	tsindrin-tsakafo
destination	toerana halehany
destined	voalahatra
destiny	anjara
destitute	mahantra
destroy	handringana
destroyed	rava
destroyer	mpandringana
destroying	mandringana
destruct	destruct
destruction	fandringanana
destructive	manimba
detach	hanesorana ihany
detached	avelany
detachment	miaramila iray toko
detail	antsipirihany
detailed	antsipiriany
details	tsipiriany
detain	nisambotra
detainee	gadra
detect	mahita
detectable	detectable
detection	mamantatra
detective	mpitsongodia
detector	detector
detention	am-ponja
deter	hahakivy
detergent	DETERGENT
deteriorate	simba
deteriorated	niharatsy
deteriorating	miharatsy
deterioration	fahasimban'ny
determinable	determinable
determinate	voafaritra ao
determination	tapa-kevitra
determine	mamaritra
determined	Tapa-kevitra
deterrent	fanakanana
detest	mankahala
detestation	fankahalana
detonate	detonate
detonation	detonation
detonator	detonator
detour	lalana miolankolan'ny
detract	hanimba
detriment	fatiantoka
detrimental	manimba
detritus	detritus
deuce	deuce
deutschmark	deutschmark
devalued	devalued
devastate	handrava
devastated	rava
devastating	voka
devastation	fandravana
develop	hampivelarana
developer	developer
developing	fampandrosoana
development	fampandrosoana
deviant	Deviant
deviate	miala
deviating	mivadika na
deviation	fiviliana
device	fitaovana
devil	Devoly
deviled	deviled
devilish	araka ny an'ny demonia
devious	maniasia
devise	hihevitra
devoid	Mila asehontsika
devolution	devolution
devolve	devolve
devote	manokana
devoted	feno fanoloran-tena
devotee	devotee
devotion	fanoloran-tena
devotional	fivoriana fampaherezam-panahy
devour	handevona
devout	mpivavaka
dew	ando
dexter	Dexter
dexterity	dexterity
dextrose	dextrose
diabetes	diabeta
diabetic	voan'ny diabeta
diabolical	devoly
diagnose	hamantarana
diagnosis	aretina
diagnostic	fizahana aretina
diagnostics	diagnostics
diagonal	diagonal
diagram	Kisary
dial	miantso
dialect	fitenim-paritra
dialectic	dialectic
dialogue	fifanakalozan-kevitra
dialysis	dialysis
diameter	savaivony
diamond	diamondra
diamonds	diamondra
diaper	diaper
diaphragm	diaphragm
diarrhea	aretim-pivalanana
diarrhoea	aretim-pivalanana
diary	Diary
diatribe	diatribe
dib	NO TRANSLATION
dibs	dibs
dice	dice
dicey	dicey
dichotomous	dichotomous
dichotomy	Fisampan-droa
dick	Dick
dickhead	dickhead
dicks	dicks
dictate	mandidy
dictation	vavan'i
dictator	mpanao didy jadona
dictatorial	tsy refesi-mandidy
dictatorship	didy jadona
diction	diction
dictionary	malagasy
dictum	NO TRANSLATION
didactic	didactic
diddle	diddle
die	NO TRANSLATION
died	maty
diesel	Diesel
diet	sakafo
dietary	sakafo
differ	samy hafa
difference	fahasamihafana
differences	fahasamihafana
different	samy hafa
differential	Differential
differentiation	fahasamihafana
differently	amin'ny fomba hafa
differing	samy hafa
difficult	sarotra
difficulties	fahasarotana
difficulty	fahasarotana
diffuse	maneso
diffusion	diffusion
dig	NO TRANSLATION
digest	Digest
digestion	fandevonan-kanina
digestive	tsy fahalevonan-kanina
digit	tarehimarika
digital	Hafanàm-po an
dignified	mendrika
dignify	hanajana ny fahamendrehan'ireo
dignity	fahamendrehana
digress	manalavitra
digs	NO TRANSLATION
dike	dike
dilapidated	efa ratsy be
dilatation	dilatation
dilation	dilation
dildo	dildo
dilemma	olana
diligence	fahazotoana
diligent	mazoto
dill	aneta
diluent	diluent
dilute	hiova
diluted	voatsatso
dilution	dilution
dim	pahina
dime	Dime
dimension	lafiny
dimensional	amin'ny lafiny
diminish	hampihena
diminished	nihena
diminution	diminution
diminutive	nl
dimwit	dimwit
din	NO TRANSLATION
dine	hisakafo
diner	Fisakafoanana hariva
dinghy	dinghy
dingo	Dingô
dingy	dingy
dining	fisakafoana
dinky	dinky
dinner	sakafo hariva
dinnertime	dinnertime
dinosaur	dinôzôro
dint	batana
diocesan	mitondra diôsezy
diocese	diosezin'i
diorama	Diorama
dioxide	karbonika
dip	mandroboka
diploma	diplaoma
diplomacy	diplaomasia
diplomat	diplaomaty
diplomatic	diplaomatika
dipper	dipper
dippy	dippy
dipstick	dipstick
dire	NO TRANSLATION
direct	mivantana
directed	torolalana
direction	tari-dalana
directive	torolalana
directly	mivantana
director	tale
directory	lahatahiry
dirt	vovoka
dirty	maloto
disability	fahasembanana
disable	mankarary
disabled	sembana
disadvantage	tombon-dahiny
disaffected	lolompo
disagree	tsy miombon-kevitra
disagreeable	mahasosotra
disagreeing	tsy manaiky
disagreement	tsy fitovian-kevitra
disallow	nandrara
disallowed	nandrara
disapointment	NO TRANSLATION
disappear	manjavona
disappearance	fanjavonana
disappearing	levona
disappoint	handiso fanantenana
disappointed	diso fanantenana
disappointing	mandiso fanantenana
disappointment	fahadisoam-panantenana
disapproval	tsy fankasitrahana
disapprove	mitsipaka
disapproved	hankasitrahana
disapproving	disapproving
disarm	disarm
disarray	korontana tanteraka
disaster	loza
disastrous	loza
disband	disband
disbelief	tsy finoana
disbelieve	tsy mino
disburse	mitsinjara
disbursement	mivoaka
disc	kapila
discard	hanary
discarded	ariana
discards	ariany
discern	mamantatra
discernible	inoana
discerning	-tsaina
discernment	fahaiza-manavaka
discharge	marary mitsika
disciple	mpianatra
disciplinary	pifehezana
discipline	famaizana
disciplined	mifehy
disclaim	disclaim
disclaimer	disclaimer
disclose	hamoaka
disclosed	nampahafantatra
disclosure	famborahana
disco	Disco
discoloration	discoloration
discolored	discolored
discomfort	mahazo aina
disconcerted	Sahiran-tsaina
disconcerting	mampisalasala
disconnect	elektrônika
disconnected	Tapaka
disconnection	disconnection
disconnects	disconnects
discontent	tsy fahafaliana
discontinuance	ny fiatoana
discontinue	hijanonako
discontinuity	discontinuity
discontinuous	discontinuous
discord	fifandirana
discount	fihenam-bidy
discounted	discounted
discourage	hahakivy
discouraged	kivy
discouragement	ny fahakiviana
discouraging	mahakivy
discourse	lahateny
discover	mahita
discovery	baovao
discredit	baraka
discredited	baraka
discreet	NO TRANSLATION
discrepancy	discrepancy
discrete	discrete
discretion	ny fisainana mazava,
discretionary	mandinika
discriminate	manavakavaka
discriminating	manavaka
discrimination	fanavakavahana
discus	discus
discuss	midinika
discussion	fifanakalozan-kevitra
disdain	tsinontsinona
disdainful	manambany
disease	aretina
diseased	marary
disembodied	disembodied
disengage	nitsahatra ny handray anjara
disengagement	disengagement
disfigured	nanimban'ny
disgrace	afa-baraka
disgraced	afa-baraka
disgraceful	-baraka
disgruntled	taraina tao amin'ilay fiangonana
disguise	Hody olon-kafa
disguised	niova endrika
disgust	rikoriko
disgusted	naharikoriko
disgusting	maharikoriko
dish	sakafo
disheartened	kivy
disheartening	hahakivy
dishonest	marina
dishonesty	tsy fahamarinan-toetra
dishonor	fahafaham-baraka
dishonorable	tsy mendrika
dishwasher	fanasana vilia
disillusionment	fahadisoam-panantenana
disinclination	disinclination
disincline	disincline
disinclined	lasa kamo
disinfect	nanisy fanafody
disinfectant	famonoana bibikely
disinfection	famonoana mikraoba
disinformation	ny fandisoana vaovao
disingenuous	disingenuous
disintegrate	mikorosy fahana
disintegration	faharavan'ny
disinterested	miraharaha izay manjo
disjoint	disjoint
disjointed	disjointed
disjunctive	disjunctive
disk	kapila
diskette	diskette
dislike	tsy tia
disliked	Tsy nankafy
disliking	disliking
dislocated	dislocated
dislocation	dislocation
dislodge	dislodge
disloyal	tsy mena-mivadika
disloyalty	mivadika
dismal	Mampahonena
dismantle	handrodanana
dismay	fampitahorana
dismayed	raiki-tahotra
dismemberment	dismemberment
dismiss	handroaka
dismissal	fandroahana
dismissive	dia manilikilika
dismount	dismount
disobedience	ny tsy fankatoavana
disobedient	tsy nankatò
disobey	tsy hankatò
disorder	fikorontanana
disordered	disordered
disorderly	tsy mitoetra tsara
disorganized	rava
disorientation	very hevitra avy
disoriented	mandinika ireo
disown	handa
disparage	hitsikera
disparaging	manambany
disparate	mahaleotena
disparity	fitoviana
dispassionate	dispassionate
dispatch	mandefa
dispatcher	dispatcher
dispel	manaisotra
dispensary	tobim-pahasalamana
dispensation	fotoampitantanana
dispense	hizara
dispenser	mpizara
dispersal	fanaparitahana
disperse	hiparitaka
dispersed	voaely
dispersion	pielezana
dispirited	dispirited
displace	displace
displaced	nafindra
displacement	famindran-toerana
displacency	displacency
display	miseho
displease	mampifaly
displeased	tezitra
displeasure	tsy faly
disposable	fanary
disposal	fanariana
dispose	hivarotra
disposed	vonona
disposition	toetra
dispossessed	nandroaka
disprove	diso
dispute	fifandirana
disqualification	fanomezana alalana
disqualified	nahafeno fepetra
disqualify	nahafeno fepetra
disquieted	mampandry
disregard	tsy miraharaha
disregarded	tsy niraharaha
disrelish	disrelish
disreputable	tsy mendri-pitokisana
disrepute	ratsy laza
disrespect	tsy fanajana
disrespectful	fanajana
disrupt	hanakorontana
disrupting	fanakorontanana
disruption	fikorontanana
disruptive	disruptive
dissatisfaction	tsy fahafaham-po
dissatisfied	tsy afa-po
dissect	fongotra noho
dissection	fandidiana faty
disseminate	manaparitaka
dissemination	fampielezana
dissension	fifandirana
dissent	mpanohitra
dissenting	mpanohitra
dissertation	dissertation
disservice	hanimba
dissident	mpanohitra
dissimilar	dissimilar
dissipate	nisinda
dissipated	dissipated
dissociation	dissociation
dissociative	dissociative
