Word	ca
destiny	destinació
destitute	indigent
destroy	destruir
destroyed	destruït
destroyer	destructor
destroying	destruint
destruct	destrucció
destruction	destrucció
destructive	destructiu
detach	separar
detached	separat
detachment	despreniment
detail	detall
detailed	detallat
details	detalls
detain	detenir
detainee	detingut
detect	detectar
detectable	detectable
detection	detecció
detective	detectiu
detector	detector
detention	detenció
deter	dissuadir
detergent	detergent
deteriorate	deteriorar
deteriorated	deteriorat
deteriorating	deteriorant-se
deterioration	deteriorament
determinable	determinable
determinate	determinat
determination	determinació
determine	determinar
determined	determinat
deterrent	dissuasiu
detest	detest
detestation	detestació
detonate	detonar
detonation	detonació
detonator	detonador
detour	desviament
detract	detriment
detriment	detriment
detrimental	perjudicial
detritus	detritus
deuce	deuce
deutschmark	deutschmark
devalued	devaluat
devastate	devastar
devastated	devastat
devastating	devastador
devastation	devastació
develop	desenvolupar
developer	desenvolupador
developing	desenvolupament
development	desenvolupament
deviant	desviant
deviate	desviar-se
deviating	desviació
deviation	desviació
device	dispositiu
devil	diable
deviled	diabòlic
devilish	diabòlic
devious	desviat
devise	idear
devoid	desproveïda
devolution	devolució
devolve	retornar
devote	dedicar
devoted	dedicat
devotee	devot
devotion	devoció
devotional	devocional
devour	devorar
devout	devot
dew	rosada
dexter	dexter
dexterity	destresa
dextrose	dextrosa
diabetes	diabetis
diabetic	diabetis
diabolical	diabòlic
diagnose	diagnosticar
diagnosis	diagnòstic
diagnostic	diagnòstic
diagnostics	diagnòstic
diagonal	diagonal
diagram	diagrama
dial	marcar
dialect	dialecte
dialectic	dialèctica
dialogue	diàleg
dialysis	diàlisi
diameter	diàmetre
diamond	diamant
diamonds	diamants
diaper	bolquer
diaphragm	diafragma
diarrhea	diarrea
diarrhoea	diarrea
diary	diari
diatribe	diatribe
dib	NO TRANSLATION
dibs	dibs
dice	daus
dicey	donat
dichotomous	dicotòmics
dichotomy	dicotomia
dick	polla
dickhead	dickhead
dicks	polles
dictate	dictar
dictation	dictat
dictator	dictador
dictatorial	dictatorial
dictatorship	dictadura
diction	dicció
dictionary	diccionari
dictum	NO TRANSLATION
didactic	didàctica
diddle	no has deixat
die	NO TRANSLATION
died	va morir
diesel	gasoil
diet	dieta
dietary	dietètic
differ	difereixen
difference	diferència
differences	diferències
different	diferent
differential	diferencial
differentiation	diferenciació
differently	de manera diferent
differing	diferent
difficult	difícil
difficulties	dificultats
difficulty	dificultat
diffuse	difús
diffusion	difusió
dig	NO TRANSLATION
digest	digerir
digestion	digestió
digestive	digestiu
digit	dígit
digital	digital
dignified	digna
dignify	dignificar
dignity	dignitat
digress	digress
digs	excavacions
dike	dic
dilapidated	en ruïnes
dilatation	dilatació
dilation	dilatació
dildo	consolador
dilemma	dilema
diligence	diligència
diligent	diligent
dill	anet
diluent	diluent
dilute	diluir
diluted	diluït
dilution	dilució
dim	dim
dime	cèntim
dimension	dimensió
dimensional	dimensional
diminish	disminuir
diminished	disminuït
diminution	disminució
diminutive	diminutivo
dimwit	dimwit
din	NO TRANSLATION
dine	sopar
diner	menjador
dinghy	bengala
dingo	Dingo
dingy	tou
dining	menjador
dinky	dinky
dinner	sopar
dinnertime	hora de sopar
dinosaur	dinosaure
dint	dint
diocesan	diocesana
diocese	diòcesi
diorama	diorama
dioxide	diòxid
dip	immersió
diploma	diploma
diplomacy	diplomàcia
diplomat	diplomàtic
diplomatic	diplomàtic
dipper	bife
dippy	dippy
dipstick	dipstick
dire	NO TRANSLATION
direct	directe
directed	dirigit
direction	direcció
directive	directiva
directly	directament
director	director
directory	directori
dirt	brutícia
dirty	brut
disability	discapacitat
disable	desactivar
disabled	desactivat
disadvantage	desavantatge
disaffected	descontent
disagree	discrepar
disagreeable	desagradable
disagreeing	en desacord
disagreement	desacord
disallow	no permetre
disallowed	inhabilitat
disapointment	NO TRANSLATION
disappear	desaparèixer
disappearance	desaparició
disappearing	desapareixent
disappoint	decebre
disappointed	decebut
disappointing	decebedor
disappointment	decepció
disapproval	desaprovació
disapprove	rebutjar
disapproved	rebutjat
disapproving	rebutjant
disarm	desarmar
disarray	desordre
disaster	desastre
disastrous	desastrós
disband	dissoldre
disbelief	incredulitat
disbelieve	no creure
disburse	desemborsament
disbursement	desemborsament
disc	disc
discard	descartar
discarded	descartat
discards	descarta
discern	discernir
discernible	discernible
discerning	discernedor
discernment	discerniment
discharge	alta
disciple	deixeble
disciplinary	disciplinària
discipline	disciplina
disciplined	disciplinat
disclaim	renunciar
disclaimer	exempció de responsabilitat
disclose	divulgar
disclosed	divulgat
disclosure	divulgació
disco	discoteca
discoloration	decoloració
discolored	descolorit
discomfort	incomoditat
disconcerted	desconcertat
disconcerting	desconcertant
disconnect	desconnectar
disconnected	desconnectat
disconnection	desconnexió
disconnects	desconnecta
discontent	descontentament
discontinuance	discontinuació
discontinue	interrompre
discontinuity	discontinuïtat
discontinuous	discontinu
discord	discòrdia
discount	descompte
discounted	de descompte
discourage	descoratjar
discouraged	descoratjat
discouragement	desànim
discouraging	descoratjant
discourse	discurs
discover	descobreix
discovery	descobriment
discredit	descrèdit
discredited	desacreditat
discreet	NO TRANSLATION
discrepancy	discrepància
discrete	discret
discretion	discreció
discretionary	discrecional
discriminate	discriminar
discriminating	discriminant
discrimination	discriminació
discus	disc
discuss	discuteix
discussion	discussió
disdain	menyspreu
disdainful	menyspreable
disease	malaltia
diseased	malalt
disembodied	desencarnat
disengage	desconnectar
disengagement	desconnexió
disfigured	desfigurada
disgrace	desgràcia
disgraced	desgraciat
disgraceful	vergonyós
disgruntled	descontent
disguise	disfressar
disguised	disfressat
disgust	disgustat
disgusted	disgustat
disgusting	desagradable
dish	plat
disheartened	descoratjat
disheartening	descoratjador
dishonest	deshonest
dishonesty	deshonestedat
dishonor	deshonor
dishonorable	deshonorable
dishwasher	rentaplats
disillusionment	desil·lusió
disinclination	desinformació
disincline	descloure
disinclined	no inclinat
disinfect	desinfectar
disinfectant	desinfectant
disinfection	desinfecció
disinformation	desinformació
disingenuous	desconcertant
disintegrate	es desintegren
disintegration	desintegració
disinterested	desinteressat
disjoint	disjunts
disjointed	desarticulat
disjunctive	disjuntiva
disk	disc
diskette	disquet
dislike	No m'agrada
disliked	no li agradava
disliking	No m'agrada
dislocated	dislocat
dislocation	dislocació
dislodge	desallotjar
disloyal	deslleial
disloyalty	deslleialtat
dismal	trist
dismantle	desmuntar
dismay	consternació
dismayed	descoratjat
dismemberment	desmembrament
dismiss	acomiadar
dismissal	acomiadament
dismissive	despreciatiu
dismount	desmuntar
disobedience	desobediència
disobedient	desobedient
disobey	desobeir
disorder	trastorn
disordered	desordenat
disorderly	desordenat
disorganized	desorganitzat
disorientation	desorientació
disoriented	desorientat
disown	rebutjar
disparage	disparage
disparaging	despectiva
disparate	dispar
disparity	disparitat
dispassionate	desapassionat
dispatch	enviament
dispatcher	dispatcher
dispel	disipar
dispensary	dispensari
dispensation	dispensació
dispense	dispensar
dispenser	dispensador
dispersal	dispersió
disperse	dispersar
dispersed	Dispers
dispersion	dispersió
dispirited	despreciat
displace	desplaçar
displaced	desplaçats
displacement	desplaçament
displacency	desplaçament
display	mostrar
displease	disgusta't
displeased	descontent
displeasure	descontentament
disposable	disposable
disposal	disposició
dispose	Disposeu
disposed	disposat
disposition	disposició
dispossessed	desposseït
disprove	refutar
dispute	disputa
disqualification	inhabilitació
disqualified	descalificada
disqualify	descalificar
disquieted	inquietat
disregard	ignorar
disregarded	ignorat
disrelish	desagradable
disreputable	indescriptible
disrepute	descrèdia
disrespect	falta de respecte
disrespectful	irrespectuosa
disrupt	interrompre
disrupting	interrompre
disruption	interrupció
disruptive	pertorbador
dissatisfaction	insatisfacció
dissatisfied	insatisfet
dissect	disseccionar
dissection	dissecció
disseminate	divulgar
dissemination	difusió
dissension	dissensió
dissent	dissidència
dissenting	dissident
dissertation	disertació
disservice	disservice
dissident	dissident
dissimilar	diferent
dissipate	dissipar
dissipated	dissipat
dissociation	dissociació
dissociative	dissociatiu
dissolution	dissolució
dissolve	dissoldre
dissonance	dissonància
dissuade	dissuadir
distal	distal
distance	distància
distant	llunyà
distaste	distès
distasteful	desagradable
distillate	destil·lat
distillation	destil·lació
distilled	Destil·lat
distinct	diferent
distinction	distinció
distinctive	distintiu
distinguish	distingir
distinguishable	distingible
distinguished	distingit
distinguishing	distingint
distort	distorsionar
distorted	distorsionat
distortion	distorsió
distract	distreure
distracted	distret
distracting	distreure
distraction	distracció
distraught	distraído
distress	angoixa
distressed	afligit
distressing	molestant
distribute	distribuir
distribution	distribució
distributor	distribuïdor
district	districte
distrust	desconfiança
disturb	molestar
disturbance	pertorbació
disturbed	pertorbat
disturbing	inquietant
disuse	desús
disused	en desús
ditch	rasa
ditto	ditto
ditty	impecable
diurnal	diürn
diva	diva
divan	NO TRANSLATION
dive	immersió
diver	bussejador
diverge	divergeix
divergence	divergència
divergent	divergent
diverging	divergent
divers	bussejadors
diverse	divers
diversified	diversificat
diversify	diversificar
diversion	diversió
diversionary	diversionari
diversity	diversitat
divert	desviament
diverting	desviament
divest	desinvertir
divested	desposseït
divestment	desinversió
divide	dividir
divided	dividit
dividend	dividend
divination	adivinació
divine	diví
divinity	divinitat
divisible	divisible
division	divisió
divisor	divisor
divorce	divorci
divorcee	divorciat
divulge	difondre
divvy	divvy
dizziness	mareig
dizzy	mareig
do	fer
doable	factible
doc	doc
docile	dòcil
dock	moll
docked	atracat
docket	endoll
docking	atracament
doctor	metge
doctorate	doctorat
doctrinal	doctrinal
doctrine	doctrina
document	document
documentary	documental
documentation	documentació
documents	documents
dodge	esquivar
dodger	Dodger
dodging	esquivant
dodgy	dodgy
dodo	dodo
doe	doe
doer	hacedor
dog	gos
dogface	darrera
dogged	perseguit
doggy	gosset
doghouse	caseta de gos
dogma	dogma
dogmatic	dogmàtic
dogsick	NO TRANSLATION
doings	realitzacions
doit	NO TRANSLATION
dojo	Dojo
doldrums	doldrums
dole	Dole
doll	nina
dollar	dòlar
dollhouse	casa de nines
dolor	NO TRANSLATION
dolphin	dofí
domain	domini
dome	cúpula
domestic	intern
domesticated	domesticat
domestication	domesticació
domicile	domicili
domiciled	domiciliat
dominance	dominància
dominant	dominant
dominate	dominar
dominating	dominant
domination	dominació
dominatrix	dominatrix
dominion	domini
domino	domini
don	don
donate	donar
donation	donació
donkey	ruc
donor	donant
dontlikeyou	NO TRANSLATION
dontmess	NO TRANSLATION
dontmesswithme	no importam mai
dontpanic	dontpanic
dontunderstand	NO TRANSLATION
doodle	doodle
doom	destrucció
doomed	condemnat
doomsday	dia del final del judici
door	porta
doorbell	timbre
doorknob	pomo de la porta
doorman	porter
doormat	doormat
doornail	portada
doorstep	porta
doorway	porta
dopamine	dopamina
dope	droga
dopey	dopey
dork	dork
dorky	dorky
dorm	dormitori
dormant	inactiu
dormitory	dormitori
dorsal	dorsal
dosage	dosatge
dose	dosi
dossier	dossier
dot	punt
doting	punyent
dotted	puntejat
dotty	dotty
double	doble
doubled	es va duplicar
doublet	doblet
doubling	duplicant
doubt	dubte
doubtful	dubtós
doubting	dubtant
doubtless	sens dubte
doubts	dubtes
douche	douche
douchebags	douchebags
dough	massa
doughboy	Doughboy
doughnut	donut
dour	dour
douse	douse
dove	colom
down	avall
downcast	baixada
downer	més baix
downfall	caiguda
downfield	downfield
downhearted	descoratjat
downhill	baixada
download	descarregar
downpour	pluja
downright	francament
downriver	Downriver
downside	avall
downtime	temps d'inactivitat
downward	cap avall
downy	avall
dowry	dot
doze	doze
dozen	dotzena
drab	drab
draft	esborrany
drafty	drafty
drag	arrossegueu
dragon	drac
dragonfly	libèl.lula
drain	desguàs
drainage	drenatge
drained	esgotat
draining	drenatge
drainpipe	drainpipe
drake	drake
drama	drama
dramaqueen	NO TRANSLATION
dramatic	Dramàtic
drape	drapejar
drapery	drapery
drastic	dràstic
drat	NO TRANSLATION
draught	esborrany
draw	dibuixar
drawback	inconvenient
drawbridge	pont llevadís
drawer	calaix
drawers	calaixos
drawing	dibuix
dread	temor
dreaded	temut
dreadful	terrible
dreadfully	terriblement
dreading	temorós
dream	somiar
dreamboat	Dreamboat
dreamer	somiador
dreaming	somiant
dreamland	Dreamland
dreams	somnis
dreamt	somiava
dreamy	somiador
dreary	trist
dredge	draga
drenched	buidat
dress	vestit
dresser	vestidor
dressmaker	modista
dressy	vestit
dribble	NO TRANSLATION
dried	assecat
drier	secador
drift	deriva
drifted	a la deriva
drifter	desviament
driftwood	fusta a la deriva
drill	trepant
drink	beure
drinker	bevedor
drinking	beure
drinks	begudes
drip	degoteig
dripping	degoteig
drive	conduir
drivel	drivel
driver	conductor
driveway	calçada d'entrada
