Word	ht
eatingdisorders	NO TRANSLATION
eavesdrop	eavesdrop
eavesdropping	ekout
ebb	ebb
ebony	Ebony
ebullient	ebullient
eccentric	inik
eccentricity	eksantrisite
ecclesiastical	eklezyastik
echelon	echelon
echinacea	echinase
echo	eko
eclectic	eklèktism
eclipse	eklips
ecliptic	ekliptik
ecological	ekolojik
economic	ekonomik
economical	ekonomik
economics	ekonomi
economy	ekonomi
ecosystem	ekosistèm
ecstasy	Ecstasy
ecstatic	vwèman emosyone
ecumenical	èkumenik
eddy	eddy
edema	èdèm
edge	kwen
edging	chan
edgy	nòb
edible	Manje
edict	lòd
edification	Edikasyon
edifice	edifis
edit	modifye
editing	koreksyon
edition	edisyon
editor	editè
editorial	editoryal
educate	edike
educated	edike
education	edikasyon
educational	edikasyon
educator	edikatè
eeeek	NO TRANSLATION
eeek	NO TRANSLATION
eek	eek
eel	eel
eerie	etranj
effect	efè
effective	efikas
effectiveness	efikasite
effects	efè
effectual	efikas
effectually	efikasman
effectuate	efektivman
effeminate	efemine
efficacious	efikas
efficacy	efikasite
efficiency	efikasite
efficient	efikas
effigy	efigy
effort	efò
effortless	fasil
effusion	eflu
effyou	NO TRANSLATION
egg	ze
egghead	ze
eggnog	eggnog
eggplant	berejenn
eggshell	eggshell
ego	ego
egomaniac	egomaniac
egotistical	egotistik
egregious	étranjé
egress	egress
eight	uit
eighteen	dizwit
eighth	wityèm lan
eighty	katreven
ejaculate	ejakulasyon
ejaculation	ejakulasyon
eject	retire li
ejection	ekspilsyon
elaborate	elabore
elaboration	elaborasyon
elan	NO TRANSLATION
elapse	pase
elapsed	pase
elastic	elastik
elasticity	Elastisite
elated	elated
elation	elasyon
elbow	koud bra
eld	eld
elder	ansyen
elderly	granmoun aje
elders	ansyen yo
eldest	pi gran
elect	chwazi
election	eleksyon an
elective	elektif
elector	elektè
electoral	elektoral
electorate	elektora
electric	elektrik
electric slide	glise elektrik
electrical	elektrik
electrician	elektrik
electricity	elektrisite
electrify	elèktrik
electrocute	elatriye
electrocution	elektwokisyon
electromagnetic	elektwomayetik
electron	elèktron
electronic	elektwonik
electronics	elektwonik
elegance	distenksyon
elegant	elegant
element	eleman
elemental	elemanèl
elementary	lekòl primè
elements	eleman
elephant	elefan
elevate	elve
elevated	ki wo
elevation	elevasyon
elevator	asansè
eleven	onz
eleventh	onzyèm
elf	èlf
elicit	egzekite
eligible	elijib
eliminate	elimine
elimination	eliminasyon
elite	elit
elitist	elit
elixir	elixir
elk	elk
ell	ell
ellipse	ellipse
ellipsis	elipsis
ellipsoid	elipsoid
elliptic	eliptik
elliptical	eliptik
elm	elm
elongate	long
elongation	elongasyon
elope	elope
eloquence	elokans
eloquent	pale fasil
elucidate	elizid
elucidation	elisidasyon
elude	elye
elusive	flotant
emaciated	mare
email	imèl
emanate	emanate
emancipation	emansipasyon
embankment	ke
embargo	NO TRANSLATION
embark	s'angajè
embarrass	anbarase
embarrassed	anbarase
embarrassing	anbarasan
embarrassment	anbarasman
embassy	anbasad
embattled	asosye
embed	Afiche
embellish	anbeli
embellishment	dekorasyon
embers	tibebe
embezzlement	detounman fon
embezzler	embezzler
emblem	anblèm
emblematic	anblèm
embodiment	reyalizasyon
embolism	anbilans
embossed	Relief
embrace	anbrase
embroidered	bwode
embroidery	brode
embroiled	anbrase
embryo	anbriyon
embryonic	anbriyonik
emcee	emcee
emerald	emwòd
emerge	pwezante
emergence	Aparisyon
emergency	ijans
emeritus	Emeritus
emery	Emery
emetophobia	emetofobi
emigrate	emigre
emigration	emigrasyon
eminence	eminan
eminent	eminan
eminently	eminan
emir	NO TRANSLATION
emissary	emissaire
emission	emisyon
emit	emèt
emo	emo
emotion	emosyon
emotional	emosyonèl
emotive	emotif
empathic	senpatik
empathize	empathize
empathy	senpati
emperor	anperè
emphasis	anfaz
emphasize	mete aksan sou
emphatic	imitasyon
emphysema	anfizèm
empire	anpi
empirical	anpirik
empiricism	anpirik
employ	anplwaye
employee	anplwaye
employer	anplwayè
employment	travay
emporium	emporium
empower	pèmèt
empress	empress
emptiness	vid
emption	pasyon
empty	vid
emu	emu
emulate	rivalize
emulsion	emulsyon
enable	pèmèt
enablement	aktivman
enact	adopte
enactment	adopsyon
enamel	emaye
encampment	kan
enchant	amoure
enchanted	anchanté
enchanting	mayifik
enchantment	anchantman
enchantress	anchantrès
enchilada	enchilada
encircle	antoure
encircling	ansèkle
enclave	anklav
enclose	fèmen
enclosure	patiraj
encode	encode
encomiastic	NO TRANSLATION
encomium	encomium
encompass	kouvri
encore	NO TRANSLATION
encounter	rankontre
encourage	ankouraje
encouraged	ankouraje
encouragement	ankourajman
encouraging	ankouraje
encroach	Porter
encroachment	anpyetman
encrypt	chifreman
encryption	chifreman
encumbrance	anbouteyaj
encyclopedia	ansiklopedi
end	fen
end table	fen tab la
endanger	mete an danje
endangered	an danje
endangerment	andanje
endearing	atachan
endeavor	fè jefò
ended	te fini
endemic	endemic
endgame	endgame
ending	fini
endless	kontinuèl
endocarditis	endokardit
endorse	andose
endorsement	andòsman
endow	endow
endowed	doue
endowment	dotasyon
endpapers	endepandan
endpoint	finisman
endurance	andirans
endure	pèsevere
enduring	pèsevere
enema	enema
enemy	lènmi
energetic	enèjik
energize	enèji
energy	enèji
enforce	aplike
enforcement	fè respekte
enforcer	anforse
engage	angaje yo
engaged	angaje
engagement	angajman
engaging	angaje
engender	angaje
engine	motè
engineer	enjenyè
engineering	jeni
engrave	grave
engraved	grave
engraver	graveur
engraving	engraving
engrossed	depase
engrossing	angrossing
engulf	vale
enhance	amelyore
enhancement	amelyorasyon
enigma	enigm
enigmatic	enigm
enjoin	enjoin
enjoy	jwi
enjoyable	agreyab
enjoying	jwi
enjoyment	plezi
enlarge	elaji
enlarged	elaji
enlargement	elajisman
enlighten	eklere
enlightened	eklere
enlightening	Enstriktif
enlightenment	Syèk Limyè
enlist	angaje
enliven	anim
enmity	enmi
ennui	ennui
enormity	enòmite
enormous	menmen
enormously	grandman
enraged	fache
enrich	anrichi
enroll	enskri
enrollment	enskripsyon
ensemble	Ansanm
ensign	ensign
enslave	esklav
enslaved	esklav
enslavement	esklavaj
ensue	aplike
ensure	asire
entail	egzije
entangled	entangled
entanglement	entanglement
enter	antre
enterprise	antrepriz
enterprising	inisyativ
entertain	amize
entertained	antretni
entertainer	Atis
entertaining	amizan
entertainment	amizman
enthralled	enthralled
enthusiasm	antouzyasm
enthusiast	antouzyast
enthusiastic	antouzyastik
entice	fè lasisiy
entire	tout
entirety	antye
entitle	dwa
entity	antite
entomology	entomoloji
entourage	lantouraj
entrails	entrails
entrance	antre
entrapment	pyèj
entreat	mande
entree	entree
entrepreneur	antreprenè
entrust	konfye
entry	antre
enumerate	enimere
enumeration	enimerasyon
envelope	anvlòp
envious	anvye
environ	NO TRANSLATION
environment	anviwònman
environmental	anviwònman
environs	ozanviron
envision	anvizaje
envoy	anvwaye
envy	jalouzi
enzyme	anzim
ephemeral	efemèr
ephemeris	efemèr
epic	sezon
epidemic	epidemi
epidermis	Epidèm
epidural	epidural
epilepsy	epilepsi
epileptic	epileptik
epilogue	Epilogue
epiphany	Epifani
episcopal	episkopal
episode	Episode
episodic	episodik
epistle	lèt
epitaph	epitaf
epithet	epitèt
epitome	epitome
epoch	epòk
equal	egal
equality	egalite
equalization	egalizasyon
equalize	balanse
equalizer	revolve
equally	egalman
equate	egal
equation	ekwasyon
equator	ekwatè
equatorial	ekwatè
equestrian	Equestrian
equidistant	ekidistan
equilibration	ekilibratasyon
equilibrium	ekilib
equip	ekipe
equipment	ekipman
equitable	ekitab
equity	ekite
equivalence	ekivalans
equivalent	ekivalan
equivocal	ekivalan
era	epòk
eradicate	detwi
eradication	eliminasyon
erase	efase li
eraser	gonm
erasure	efase li
ere	NO TRANSLATION
erect	drese
erectile	erectil
erection	batiman
ergo	NO TRANSLATION
erode	erode
erosion	ewozyon
erotic	erotik
erotica	erotica
err	lespri
errand	Komisyon
errant	devwaye
erratic	iregilye
erratum	erratum
erroneous	inègza
error	erè
erst	NO TRANSLATION
erudite	erudite
erupt	eklate
eruption	eripsyon
escalade	Eskalad
escalate	eskalade
escalating	eskalade
escalation	Eskalasyon
escalator	èskalator
escape	chape
escaped	chape
escarpment	eskapman
eschew	eschew
escort	eskòt
escrow	kondisyonèl
esophagus	èzofaj
esoteric	Esoterik
especial	NO TRANSLATION
espionage	espyon
espouse	espouse
espresso	espresso
esprit	esprit
esquire	esquire
essay	redaksyon
essayist	essayist
essence	sans
essential	esansyèl
essentially	esansyèlman
establish	etabli
established	etabli
establishment	etablisman
estate	nan byen imobilye
esteem	estime
esteemed	estime
esthetic	estetik
estimable	estime
estimate	estime
estimation	estimasyon
estoppel	estoppel
estranged	estranged
estrogen	estwojèn
estuary	estuary
etch	etch
etching	grave
eternal	p'ap janm fini an
eternity	letènite
ethanol	etanòl
ether	etè
ethereal	ethereal
ethic	etik
ethical	etik
ethics	etik
ethnic	etnik
ethnography	ètnografi
etiology	etyoloji
etiquette	etikèt
etymology	Etimoloji
eucalyptus	ekaliptis
euchre	euchre
eugenics	ejenik
eulogistic	eulogist
eulogium	eulogium
eulogize	eulogize
eulogy	eulogy
euphemism	euphemism
euphoria	gwo fèt
euphoric	euphoric
euro	euro
euthanasia	Etanasya
evacuate	evakye
evacuation	evakyasyon
evade	evade
evaluate	evalye
evaluation	evalyasyon
evanescence	evanesans
evangelical	evanjelik
evangelist	evanjelis
evangelistic	evanjelis
evaporate	evapore
evaporation	evaporasyon
evasion	levasyon
evasive	evite
eve	Ev
evening	aswè
evens	NO TRANSLATION
event	evènman
eventful	efikas
eventual	evantyèlman
eventuality	evantyalite
evergreen	Evergreen
everlasting	pou tout tan
evermore	tout tan tout tan
everyday	chak jou
everyman	toutman
evict	mete deyò
eviction	degèpisman
evidence	prèv
evident	evidan
evidentiary	evidansye
evil	sa ki mal
evoke	evoke
evolution	evolisyon
evolutionary	evolisyonè
evolve	evolye
ewe	ew
ex	ansyen
exacerbate	irite
exacerbation	vin pi grav
exact	egzat
exacting	egzijan
exaggerate	ekzajere
exaggerated	ekzajere
exaggeration	egzajerasyon
exalt	leve
exaltation	ekstasyon
exalted	leve
exam	egzamen an
examination	egzaminasyon
examine	egzamine
examiner	egzaminatè
example	egzanp
exasperated	exasperated
exasperation	ekzotasyon
excavate	fouye
excavation	ègzumasyon
excavator	Excavator
exceed	depase
exceeding	depase
excel	briye
excellence	ekselans
excellent	ekselan
excelsior	Excelsior
excepting	eksepte
exception	eksepsyon
exceptional	eksepsyonèl
excerpt	ekstrè
excess	depase
excessive	twòp
excessively	twòp
exchange	echanj
excise	endirèk
excision	ekskiz
excitability	eksitasyon
excitable	eksitab
excitation	eksitasyon
excite	eksite
excited	eksite
excitement	eksitasyon
exciting	enteresan
exclaim	rele
exclamation	esklamasyon
exclude	eskli
excluded	eskli
excluding	eksepte
exclusion	esklizyon
exclusive	san konte
excrement	ekstèsyon
excretion	eskresyon
excruciating	akselerasyon
excursion	levasyon
excuse	eskiz
exec	Egzekitif
execute	egzekite
execution	ekzekisyon
executioner	ekzekisyon
executive	egzekitif
executor	ègzekuteur
exegesis	ekstrè
exemplar	egzanplè
exemplary	egzanplè
exemplify	egzanp
exempt	egzante
exemption	egzanpsyon
exercise	fè egzèsis
exert	fè egzèsis
exertion	efò
exhale	rann kont
exhaust	echapman
exhausted	fin itilize
exhaustion	fatig
exhaustive	konplè
exhibit	egzibisyon
exhibition	egzibisyon
exhilarated	alèz
exhilarating	grizant
exhilaration	Egzèsis
exhort	egzòte
exhortation	egzòtasyon
exhumation	ekzomasyon
exhume	exhume
exigent	NO TRANSLATION
exile	ekzil
exist	egziste
existence	egzistans
existent	inexistant
existential	ekzistansyèl
existing	ki deja egziste
exit	sòti
exodus	egzòd
exonerate	ekiratè
exorbitant	ekorsan
exorcism	ègzorsizasyon
exorcist	ègzorsist
exotic	ekzotik
expand	elaji
expanded	elaji
expanse	vout
expansion	ekspansyon
expansive	gran
expatriate	ekspire
expect	espere
expectance	atann
expectancy	esperans
expectant	lespwa
expectation	tann
expected	espere
expecting	tann
expediency	vitès
expedient	pi rapid
expedite	akselere
expedition	ekspedisyon
expeditious	ekspedisyon
expel	ranvwaye
expendable	depansab
expenditure	depans
expense	depans
expenses	depans
expensive	chè
experience	eksperyans
experienced	ki gen eksperyans
experiences	eksperyans
experiment	eksperyans
experimental	eksperimantal
experimentation	eksperimantasyon
experimenter	eksperimantal
expert	ekspè
expertise	ekspètiz
expiration	ekspirasyon
expire	ekspire
expired	ekspire
expiry	ekspire
explain	eksplike
explanation	eksplikasyon
explanatory	eksplikasyon
expletive	eksplozif
explication	eksplikasyon
explicit	klè
explode	eksploze
exploit	esplwate
exploitation	eksplwatasyon
exploration	eksplorasyon
exploratory	eksplorasyon
explore	eksplore
explorer	eksploratè
explosion	eksplozyon
explosions	eksplozyon
explosive	eksplozif
expo	Ekspozisyon
exponent	ekspozan
exponential	eksponansyèl
export	ekspòtasyon
exportation	ekspòtasyon
expose	ekspoze
exposed	ekspoze
exposition	ekspozisyon
expository	ekspozisyon
exposure	ekspoze
expound	eksplike
express	eksprime
expression	ekspresyon
expressive	ekspresif
expressway	Expressway
expropriation	èkspropriyasyon
expulsion	ekspilsyon
exquisite	ekskiz
exquisitely	exquisitely
extant	ekstansyon
extend	pwolonje
extendable	pwolonje
extended	pwolonje
extension	ekstansyon
extensive	vaste
extent	limit
exterior	eksteryè
exterminate	ekstèminasyon
extermination	ekstèminasyon
exterminator	ekstèminatè
external	ekstèn
externally	deyò
extinct	disparèt
extinction	disparisyon
extinguish	s'étendre
extinguisher	aparèy pou etenn
extol	ekol
extort	efase li
extortion	ekstòsyon
extra	siplemantè
extract	ekstrè
extracting	èkstraksyon
extraction	ekstraksyon
extractor	ekstraktè
extracurricular	ekstra eskolè
extradition	ekstradisyon
extrajudicial	extrajudicial
extramural	èkstraksyon
extraneous	envalid
extraordinaire	ekstraòdinè
extraordinary	ekstraòdinè
extraterrestrial	èkstraterèstr
extravagance	ekstravagans
extravagant	maten
extravaganza	ekstrawòdinè
extreme	ekstrèm
extreme anticipation	ekstrèm antisipasyon
extreme disgust	ekstrèm degou
extreme surprise	ekstrèm sipriz
extreme trust	ekstrèm konfyans
extremely	trè
extremely negative	trè negatif
extremely positive	trè pozitif
extremity	ekstremite
extricate	ekstrèm
extrinsic	extrinsic
extrusion	ekstrisyon
exuberance	egzajans
exude	sòti
eye	je
eyeball	eyeball
eyebrow	sousi
eyeful	eyeful
eyeglass	linèt
eyeglasses	linèt
eyelash	klere
eyelet	eyelèt
eyeliner	ayline
eyepiece	okipan
eyes	je
eyesight	Visions
eyewitness	temwen
fab	fab
fable	fab
fabled	fabled
fabric	twal
fabricate	fabrike
fabricated	fabrike
fabrication	fabwikasyon
fabulous	fantastik
facade	fasad
face	fè fas a
faceless	anonim
facet	fasèt
facial	feminen
facile	NO TRANSLATION
facilitate	fasilite
facility	etablisman
facing	fè fas a
facsimile	faks
fact	reyalite
faction	faksyon
factor	faktè
factory	faktori
facts	enfòmasyon
factual	reyalite
faculties	kapasite
faculty	fakilte
fad	fad
fade	fennen
faded	ta vle chanje koulè
faeces	faeces
fag	fag
faggot	fagot
fail	fail
failing	fail
failure	echèk
fain	NO TRANSLATION
faint	bouke anpil
fainting	endispoze
fair	jis
fairly	jistis
fairness	jistis
fairway	chnal
fairy	fe
faith	lafwa
faithful	fidèl
faithfulness	fidèl
faithless	san lafwa
fake	fo
faker	faker
falafel	falafel
falcon	falcon
fall	tonbe
fallacious	imilye
fallacy	imilyasyon
fallback	tonbe
fallible	faible
falling	tonbe
fallopian	tonbe
fallout	fallout
fallow	tonbe
false	FO
falsehood	manti
falsely	manti
falsification	fo
falsified	falsifye
falsify	fo
falsity	falsite
falter	fayit
fame	t'ap nonmen non
famed	renome
familiar	abitye
familiarity	abitye
familiarize	familyarize
family	fanmi
familytime	fanmi
famine	grangou
famished	grangou
famous	pi popilè
famously	famezman
fan	fanatik
fanatic	fanatik
fanatical	fanatik
fanaticism	fanatik
fanciful	fanatik
fancy	anpenpan
fandango	pengwen
fanfare	fanfare
fang	NO TRANSLATION
fangs	Fang
fanning	fanning
fantasia	fantasy
fantasize	fantasme
fantastic	kokenn
fantasy	fantasy
faraway	lwen
farce	file
farcical	farcical
fare	pri tikè
farewell	Adye
farm	fèm
farmer	kiltivatè
farmhouse	Farmhouse
farming	agrikilti
farmland	tè agrikòl
faro	faro
fart	fart
farther	pi lwen
fascia	panyen
fascinate	kaptivan
fascinated	kaptive
fascinating	kaptivan
fascination	pasyon
fascism	fasyal
fascist	fachis
fashion	alamòd
fashionable	alamòd
fastball	fastball
fasten	tache
fastener	FASTENER
fastening	fikse
fasting	jèn
fat	grès
fatal	fatal
fatalism	fatalis
fatality	fatalite
fate	sò
fated	sere
fateful	dezagreyab
fathead	grès
father	papa
fatherhood	patènite
fatherland	papa
fatherly	papa
fathom	fathom
fatigue	fatig
fatigued	fatige
fatso	fatso
fatten	grate
fatty	gra
faucet	tiyo
fault	fòt
faultless	san fay
faulty	defèktueu
faun	faun
fauna	fauna
faux	faux
favor	favè
favorable	favorab
favorite	pi renmen
favoriteholiday	NO TRANSLATION
favoritism	favoritism
fawn	fawn
fax	faks
faze	NO TRANSLATION
fear	pè
feared	pè
fearful	pè
fearfully	pè
fearing	pè
fearless	Intrepid
fears	laperèz
fearsome	pè
feasibility	posibilite
feasible	posib
feast	fèt
feat	feat
feather	plim
feathered	plim
feature	karakteristik
features	karakteristik
febrile	febrile
fecal	fecal
feces	poupou
fecundity	fekondite
fed	manje
federal	federal
federation	federasyon
fedup	NO TRANSLATION
fee	frè
feeble	fèb
feed	manje
feedback	fidbak
feeder	feeder
feel	santi
feelgood	santi bon
feeling	santi
feelingdown	NO TRANSLATION
feelinggood	NO TRANSLATION
feet	pye
feign	feign
feigned	fiyanse
feisty	feisty
felicity	felisite
feline	felin
fell	tonbe
feller	fèl
fellow	parèy
fellowship	di Bondye mèsi
felon	kriminèl
felony	krim
felt	te santi
female	fi
feminine	Rezèv tanpon fanm
femininity	Féminines
feminism	feminis
feminist	feminis
femme	NO TRANSLATION
femoral	femoral
femur	femur
fen	NO TRANSLATION
fence	kloti
fenced	gwo ranpa
fencing	kloti
fend	Fann
fender	fender
fennel	fenouy
ferment	fèm
fermentation	fèmantasyon
fern	fou
ferocious	nan bwa
ferocity	foli
ferret	ferret
ferry	Ferry
ferryboat	NO TRANSLATION
fertile	fètil
fertility	fètilite
fertilize	fè fèt
fertilizer	angrè
fervent	fervent
fervor	fervor
fess	fess
fest	Fest
festival	festival
festive	fèstivite
fetal	fetis la
fetch	chache
fete	NO TRANSLATION
fetish	fetich
fetus	fetis
feud	fwod
feudal	feyodal
feudalism	feyodalis
fever	lafyèv
feverish	fyèvik
fiancee	NO TRANSLATION
fiasco	fyasko
fiat	fiat
fib	fib
fiber	fib
