Word	sm
elusive	le mautonu
emaciated	emaciated
email	imeli
emanate	Emanate
emancipation	faʻasalaga
embankment	fausiaina
embargo	NO TRANSLATION
embark	faimalaga
embarrass	maasiasi
embarrassed	maasiasi
embarrassing	faamaasiasi
embarrassment	maasiasi
embassy	amatalia
embattled	lafoina
embed	faʻapipiʻi
embellish	faʻalelei
embellishment	faʻamalosia
embers	faʻailoga
embezzlement	faomea
embezzler	ufiufi
emblem	tagavai
emblematic	igoa
embodiment	faʻatusa
embolism	faʻataʻitaʻiga
embossed	faʻapipiʻi
embrace	fusi
embroidered	teuteu
embroidery	feoloolo
embroiled	afifi
embryo	afifi
embryonic	afifi
emcee	emcee
emerald	Emerald
emerge	faʻaalia
emergence	oso mai
emergency	faalavelave faʻafuaseʻi
emeritus	malolo faamamaluina
emery	emery
emetophobia	afaina
emigrate	faimalaga
emigration	malaga ese
eminence	maualuga
eminent	taʻutaʻua
eminently	e sili lava
emir	NO TRANSLATION
emissary	sui
emission	faʻatau
emit	lafo ese
emo	emo
emotion	lagona
emotional	lagona
emotive	uila
empathic	faʻamalosi
empathize	faʻamalosi
empathy	lagona alofa
emperor	emperor
emphasis	faamamafa
emphasize	faamamafaina
emphatic	faʻamalosi
emphysema	emphysema
empire	malo
empirical	faʻamalosi
empiricism	faʻamalosi
employ	faʻaaoga
employee	tagata faigaluega
employer	tagata faigaluega
employment	galuega
emporium	faʻaaogaina
empower	faʻamalosia
empress	malosi
emptiness	leai se aoga
emption	malosiaga
empty	leai se mea
emu	emu
emulate	faataitai
emulsion	osofaʻiga
enable	mafai
enablement	faʻatagaina
enact	tulafono
enactment	tulafono
enamel	matagi
encampment	tolauapi
enchant	tagata suʻesuʻe
enchanted	faʻamaonia
enchanting	faʻataʻitaʻi
enchantment	maaleale
enchantress	tagata suʻesuʻe
enchilada	enchilada
encircle	faataamilo
encircling	siomia
enclave	faʻalavelave
enclose	faʻapipiʻi
enclosure	pupuni
encode	inisi
encomiastic	NO TRANSLATION
encomium	Encomium
encompass	aofia ai
encore	NO TRANSLATION
encounter	fetaiai
encourage	faʻamalosia
encouraged	faamalosiauina
encouragement	faamalosiauga
encouraging	faamalosiauga
encroach	sosolo
encroachment	faanatinati
encrypt	faʻailoga
encryption	faʻamatalaga
encumbrance	faʻalavelave
encyclopedia	Encyclopedia
end	iuga
end table	pito i luga
endanger	lamatia
endangered	lamatia
endangerment	lamatiaga
endearing	fiafia
endeavor	taumafaiga
ended	iʻu
endemic	faʻasologa
endgame	fingame
ending	iuga
endless	leai se gataaga
endocarditis	endocarditis
endorse	faamaonia
endorsement	faʻamaoniga
endow	faaeega paia
endowed	maua faaeega paia
endowment	faaeega paia
endpapers	nusipepa
endpoint	pito i luga
endurance	tumau
endure	onosai
enduring	tumau
enema	enema
enemy	fili
energetic	malosi
energize	faʻamalosi
energy	malosi
enforce	faamalosia
enforcement	faamalosia
enforcer	faʻamalosia
engage	auai
engaged	auai
engagement	faʻatasi
engaging	auai
engender	faʻamalosia
engine	afi
engineer	inisinia
engineering	enisinia
engrave	togitogiga
engraved	togitogia
engraver	togitogiga
engraving	togitogiga
engrossed	faʻamalosi
engrossing	faʻatautaia
engulf	sosolo
enhance	faaleleia
enhancement	faaleleia atili
enigma	enigma
enigmatic	Enigmatic
enjoin	pule
enjoy	fiafia
enjoyable	fiafia
enjoying	fiafia
enjoyment	fiafiaga
enlarge	faateleina
enlarged	faalauteleina
enlargement	faʻateleina
enlighten	faamalamalama
enlightened	faamalamalamaina
enlightening	faamalamalama
enlightenment	faʻamalamalamaga
enlist	lisi
enliven	faʻaola
enmity	feitagaʻi
ennui	lauiloa
enormity	tele
enormous	tele
enormously	tele
enraged	ita
enrich	faatamaoaigaina
enroll	lesitala
enrollment	lesitalaina
ensemble	faʻatasi
ensign	tagavai
enslave	faʻapologa
enslaved	pologa
enslavement	pologa
ensue	mulimuli ane
ensure	faamautinoa
entail	aofia ai
entangled	tui
entanglement	faʻatautaia
enter	ulufale
enterprise	atinaʻe
enterprising	faʻafiafia
entertain	fiafia
entertained	faafiafiaina
entertainer	tagata faʻafiafia
entertaining	faafiafiaga
entertainment	faafiafiaga
enthralled	maofa
enthusiasm	naunautaiga
enthusiast	naunautai
enthusiastic	naunau
entice	faatosina
entire	atoa
entirety	atoa
entitle	aia tatau
entity	faalapotopotoga
entomology	faʻataʻotoga
entourage	soʻo
entrails	tui
entrance	ulufale
entrapment	mailei
entreat	talosaga
entree	ulufale
entrepreneur	tagata fai pisinisi
entrust	tuʻuina atu
entry	ulufale
enumerate	fuainumera
enumeration	faʻamatalaga
envelope	teutusi
envious	matauʻa
environ	NO TRANSLATION
environment	siosiomaga
environmental	siosiomaga
environs	siosiomaga
envision	i le taimi nei
envoy	faila
envy	matauʻa
enzyme	enzyme
ephemeral	ephemeral
ephemeris	ephemeris
epic	tala
epidemic	faʻamaʻi
epidermis	epidermis
epidural	faʻasologa
epilepsy	epilepsy
epileptic	vailaʻau
epilogue	epilogue
epiphany	epiphany
episcopal	Episcopal
episode	mea na tupu
episodic	episodic
epistle	tusi
epitaph	epitaph
epithet	epithet
epitome	epitome
epoch	taimi
equal	tutusa
equality	tutusa
equalization	tutusa
equalize	tutusa
equalizer	faʻamaʻi
equally	tutusa
equate	tutusa
equation	tutusa
equator	equator
equatorial	equatorial
equestrian	tagata taʻavale
equidistant	tutusa
equilibration	faʻasalaga
equilibrium	paleni
equip	faaauupegaina
equipment	meafaigaluega
equitable	tutusa
equity	tutusa
equivalence	mea tutusa
equivalent	tutusa
equivocal	equivocal
era	taimi
eradicate	faʻaumatia
eradication	faʻaumatia
erase	solo
eraser	solo
erasure	solo
ere	NO TRANSLATION
erect	faatu
erectile	erectile
erection	fausiaina
ergo	NO TRANSLATION
erode	leaga
erosion	otaota
erotic	leaga
erotica	erotica
err	sese
errand	feau
errant	sese
erratic	lē talafeagai
erratum	sese
erroneous	sese
error	sese
erst	NO TRANSLATION
erudite	faʻailoga
erupt	paʻu
eruption	faʻaleagaina
escalade	escalade
escalate	faʻateleina
escalating	faʻateleina
escalation	faʻateleina
escalator	tagata faʻatau
escape	sola ese
escaped	sola ese
escarpment	toso
eschew	ese
escort	malaga mai
escrow	sosoʻo
esophagus	esophagus
esoteric	esoteric
especial	NO TRANSLATION
espionage	vaʻavaʻa
espouse	faʻamaonia
espresso	espresso
esprit	mafaufau
esquire	suʻesuʻe
essay	tala
essayist	tusitala
essence	fatu
essential	taua
essentially	taua
establish	faʻavae
established	faavaeina
establishment	fausiaina
estate	esetete
esteem	taua
esteemed	taua
esthetic	faʻasoesa
estimable	matagofie
estimate	fuafua
estimation	fua faʻatatau
estoppel	vavae
estranged	ese
estrogen	estrogen
estuary	lapisi
etch	etch
etching	faʻatau
eternal	faavavau
eternity	faavavau
ethanol	ethanol
ether	ether
ethereal	ethereal
ethic	amio
ethical	amio lelei
ethics	amio pulea
ethnic	ituaiga
ethnography	tagatanuʻu
etiology	Etiology
etiquette	amioletonu
etymology	etymology
eucalyptus	Eucalyptus
euchre	Euchre
eugenics	ugenics
eulogistic	ulogistic
eulogium	siaki
eulogize	faʻafiafia
eulogy	faʻalogo
euphemism	euphemism
euphoria	euphoria
euphoric	euphoric
euro	euro
euthanasia	euthanasia
evacuate	aveese
evacuation	aveeseina
evade	alo ese
evaluate	iloilo
evaluation	iloiloga
evanescence	evanescence
evangelical	faʻaivagelia
evangelist	faievagelia
evangelistic	evagelia
evaporate	soso ese
evaporation	faʻasao
evasion	aloese
evasive	sola ese
eve	u
evening	afiafi
evens	NO TRANSLATION
event	mea na tupu
eventful	mea na tupu
eventual	mulimuli ane
eventuality	manuia
evergreen	faʻaaloalo
everlasting	faavavau
evermore	e faʻavavau lava
everyday	aso uma
everyman	tagata uma
evict	tuliesea
eviction	tuliesea
evidence	molimau
evident	manino
evidentiary	molimau
evil	leaga
evoke	osofaia
evolution	evolusione
evolutionary	evolusione
evolve	tupu
ewe	tamaʻi mamoe
ex	ex
exacerbate	faʻateleina
exacerbation	faʻavavevave
exact	saʻo
exacting	saʻo
exaggerate	faʻatele
exaggerated	faʻateleina
exaggeration	faʻaopoopoga
exalt	faaeaina
exaltation	faaeaga
exalted	faaeaina
exam	suʻega
examination	suʻesuʻega
examine	iloilo
examiner	tagata suʻesuʻe
example	faataitaiga
exasperated	ita tele
exasperation	ita tele
excavate	solo
excavation	faʻaauau
excavator	vili
exceed	sili atu
exceeding	sili atu
excel	sili atu
excellence	lelei
excellent	sili atu
excelsior	sili atu
excepting	vagana ai
exception	tuusaunoaga
exceptional	tulaga ese
excerpt	fuaitau
excess	sili atu
excessive	sili atu
excessively	sili atu
exchange	fesuiaiga
excise	excise
excision	faʻailoga
excitability	faʻamalosi
excitable	fiafia
excitation	fiafiaga
excite	fiafia
excited	fiafia
excitement	fiafiaga
exciting	fiafia
exclaim	alalaga
exclamation	faʻailoga
exclude	aloese
excluded	le aofia
excluding	faʻesea
exclusion	toesea
exclusive	faapitoa
excrement	otaota
excretion	pule faitalia
excruciating	tiga tele
excursion	malaga
excuse	alofaga
exec	exec
execute	faʻatau
execution	fasioti tagata
executioner	tagata faʻatau
executive	pule
executor	tagata faʻatau
exegesis	exegesis
exemplar	faʻataʻitaʻiga
exemplary	faʻataʻitaʻiga
exemplify	faataitaiga
exempt	tuusaunoa
exemption	tuusaunoaga
exercise	faamalositino
exert	faʻaaoga
exertion	malosi
exhale	faʻaola
exhaust	faʻaumatia
exhausted	vaivai
exhaustion	vaivai
exhaustive	vaivai
exhibit	faʻaalia
exhibition	faʻaaliga
exhilarated	faʻafiafia
exhilarating	faʻafiafia
exhilaration	faʻafiafiaga
exhort	apoapoai
exhortation	apoapoaiga
exhumation	faʻasalaga
exhume	faʻaauau
exigent	NO TRANSLATION
exile	ave faʻatasi
exist	i ai
existence	ola
existent	i ai
existential	i ai
existing	o loʻo iai
exit	alu ese
exodus	malaga tele
exonerate	sili atu
exorbitant	faʻateleina
exorcism	faʻataʻitaʻiga
exorcist	tagata faʻatau
exotic	tele
expand	faalautele
expanded	faalauteleina
expanse	vanimonimo
expansion	faʻaopoopoga
expansive	televave
expatriate	faletupe
expect	faamoemoe
expectance	faamoemoe
expectancy	faʻatalitali
expectant	faʻamoemoe
expectation	faʻamoemoe
expected	faamoemoeina
expecting	faatalitali
expediency	vave tele
expedient	vave
expedite	faanatinati
expedition	malaga
expeditious	vave
expel	faatea
expendable	faʻaalu
expenditure	tupe alu
expense	tupe faʻaalu
expenses	tupe alu
expensive	taugata
experience	poto masani
experienced	poto masani
experiences	aafiaga
experiment	faʻataʻitaʻiga
experimental	faataitai
experimentation	faʻataʻitaʻiga
experimenter	suʻega
expert	tagata atamai
expertise	tomai
expiration	maeʻa
expire	ua muta
expired	ua maeʻa
expiry	ua muta
explain	faamatala
explanation	faamalamalamaga
explanatory	faamalamalamaga
expletive	faʻamalosi
explication	faʻamatalaga
explicit	manino
explode	faʻalavelave
exploit	faʻaaoga
exploitation	faʻaogaina
exploration	suʻesuʻega
exploratory	suʻesuʻe
explore	suʻesuʻe
explorer	tagata suʻesuʻe
explosion	faʻalavelave
explosions	faʻalavelave
explosive	mea pāpā
expo	faʻaaliga
exponent	tagata faʻaalia
exponential	faʻamaonia
export	auina ese atu
exportation	auina ese atu
expose	faʻaalia
exposed	faʻaalia
exposition	faʻaaliga
expository	faʻaaliga
exposure	faʻaaliga
expound	faamalamalama
express	faʻaalia
expression	faʻaaliga
expressive	manino
expressway	alatele
expropriation	tupe faʻaalu
expulsion	tuliesea
exquisite	matagofie
exquisitely	maoaʻe
extant	iʻu
extend	faalautele
extendable	faalauteleina
extended	faalautele
extension	faʻaopoopoga
extensive	lautele
extent	tele
exterior	fafo
exterminate	faʻaumatia
extermination	faʻaumatia
exterminator	faʻaumatia
external	fafo
externally	fafo
extinct	leai
extinction	faʻaumatia
extinguish	faʻaumatia
extinguisher	tineia
extol	viia
extort	faʻatau
extortion	faoa faamalosi
extra	faʻaopoopo
extract	toso
extracting	aveeseina
extraction	aveeseina
extractor	tagata faʻatau
extracurricular	faʻaopoopoga
extradition	faʻasalaga
extrajudicial	faʻasalaga
extramural	faʻasolosolo
extraneous	ese
extraordinaire	faʻapitoa
extraordinary	tulaga ese
extraterrestrial	ese mai fafo
extravagance	faʻatauvaʻa
extravagant	faʻateleina
extravaganza	televavevave
extreme	ogaoga
extreme anticipation	matua naunautai
extreme disgust	ita tele
extreme surprise	matua le mautonu
extreme trust	matua talitonuina
extremely	matua
extremely negative	matua le lelei
extremely positive	matua lelei
extremity	iuga
extricate	faʻaumatia
extrinsic	faʻamatalaina
extrusion	faʻatasi
exuberance	fiafia tele
exude	faʻailoa
eye	mata
eyeball	mata
eyebrow	tioata
eyeful	mata mata
eyeglass	mata tioata
eyeglasses	mata tioata
eyelash	mata mata
eyelet	mata
eyeliner	eyeliner
eyepiece	mata mata
eyes	mata
eyesight	mata
eyewitness	molimau vaaia
fab	fab
fable	fable
fabled	fabled
fabric	ie
fabricate	faʻanoanoa
fabricated	faʻanoanoa
fabrication	fausaga
fabulous	faʻailoa
facade	facade
face	foliga
faceless	leai se mea
facet	facet
facial	mata
facile	NO TRANSLATION
facilitate	faafaigofie
facility	nofoaga
facing	feagai
facsimile	facsimile
fact	mea moni
faction	faction
factor	mea taua
factory	faletalimalo
facts	mea moni
factual	mea moni
faculties	tomai
faculty	faiaoga
fad	vaivai
fade	faʻailoa
faded	leai
faeces	faeces
fag	fag
faggot	fagot
fail	toilalo
failing	toilalo
failure	toilalo
fain	NO TRANSLATION
faint	vaivai
fainting	faʻanoanoa
fair	saʻo
fairly	saʻo
fairness	saʻo
fairway	mamao
fairy	faiva
faith	faatuatua
faithful	faamaoni
faithfulness	faamaoni
faithless	leai se faʻatuatua
fake	sese
faker	leaga
falafel	falafel
falcon	faga
fall	pa'ū
fallacious	sese
fallacy	pepelo
fallback	pa'ū
fallible	taʻutaʻu
falling	pa'ū
fallopian	fallopian
fallout	pa'u i fafo
fallow	vaivai
false	SESE
falsehood	pepelo
falsely	pepelo
falsification	faʻasese
falsified	faʻasese
falsify	faʻasese
falsity	sese
falter	vaivai
fame	lauiloa
famed	aiga
familiar	masani
familiarity	masani
familiarize	faamasani
family	aiga
familytime	taimi faaleaiga
famine	oge
famished	fia ai
famous	lauiloa
famously	lauiloa
fan	oso
fanatic	faʻanoanoa
fanatical	tagata faʻapitoa
fanaticism	faʻailoga
fanciful	alofa
fancy	lalelei
fandango	fandango
fanfare	osofaʻiga
fang	NO TRANSLATION
fangs	afifi
fanning	fanning
fantasia	mea taufaaleaga
fantasize	faʻanoanoa
fantastic	mea matagofie
fantasy	mea leaga
faraway	mamao lava
farce	mamao
farcical	mea faʻapitoa
fare	pasese
farewell	faatofa
farm	faatoaga
farmer	faifaatoʻaga
farmhouse	fale faʻatoʻaga
farming	faatoaga
farmland	fanua faifaatoaga
faro	faro
fart	fart
farther	mamao atu
fascia	fascia
fascinate	manaia
fascinated	fiafia
fascinating	manaia
fascination	fiafia
fascism	fasioti
fascist	fasio
fashion	faiga masani
fashionable	faʻalelei
fastball	polosolo polo
fasten	faʻamau
fastener	faʻamau
fastening	faʻamau
fasting	anapogi
fat	gaʻo
fatal	mataʻutia
fatalism	oti
fatality	oti
fate	afaina
fated	fated
fateful	faʻaleagaina
fathead	lapoʻa
father	tama
fatherhood	tama
fatherland	tamā
fatherly	tama
fathom	faʻatusatusa
fatigue	vaivai
fatigued	vaivai
fatso	gaʻo
fatten	fatten
fatty	gaʻo
faucet	fagu
fault	sese
faultless	leai se pona
faulty	sese
faun	faun
fauna	fauna
faux	faux
favor	fiafia
favorable	lelei
favorite	fiafia i ai
favoriteholiday	NO TRANSLATION
favoritism	aloaʻia
fawn	fawn
fax	fax
faze	NO TRANSLATION
fear	fefe
feared	popole
fearful	mataʻu
fearfully	mataʻu
fearing	mataʻu
fearless	leai se fefe
fears	mataʻu
fearsome	mataʻutia
feasibility	mafai
feasible	mafai
feast	tausamaʻaga
feat	faʻaalia
feather	fulu
feathered	fulafula
feature	ata
features	foliga
febrile	febrile
fecal	feʻai
feces	feces
fecundity	feololo
fed	fafaga
federal	feterale
federation	faʻapotopotoga
fedup	NO TRANSLATION
fee	totogifuapauina
feeble	vaivai
feed	fafaga
feedback	manatu faaalia
feeder	fafaga
feel	lagona
feelgood	lagona
feeling	lagona
feelingdown	NO TRANSLATION
feelinggood	NO TRANSLATION
feet	vae
feign	feʻai
feigned	faʻamaonia
feisty	feinu
felicity	fiafia
feline	manu
fell	pa'ū
feller	tagata faʻatau
fellow	uso
fellowship	faaaumea
felon	felon
felony	felony
felt	lagona
female	fafine
feminine	tamaitai
femininity	feusuaʻiga
feminism	feminism
feminist	fafine
femme	NO TRANSLATION
femoral	femoral
femur	femur
fen	NO TRANSLATION
fence	puipui
fenced	puipui
fencing	poloka
fend	fend
fender	fender
fennel	fennel
ferment	faʻamalosi
fermentation	faʻamalosi
fern	fern
ferocious	feʻai
ferocity	feololo
ferret	ferret
ferry	faga
ferryboat	NO TRANSLATION
fertile	lafu
fertility	tamaoaiga
fertilize	faʻasusu
fertilizer	fuālaʻau
fervent	faʻamalosi
fervor	malosi
fess	fess
fest	faʻailoga
festival	tausamiga
festive	feʻai
fetal	fetal
fetch	fetch
fete	NO TRANSLATION
fetish	fetish
fetus	fetus
feud	feʻai
feudal	feudal
feudalism	feeseeseaiga
fever	fiva
feverish	fiva
fiancee	NO TRANSLATION
fiasco	fiasco
fiat	fiat
fib	fib
fiber	fiber
fiberglass	fiberglasses
fibrosis	fibrosis
fibrous	fibrous
fickle	faiva
fiction	fiction
fictional	fictional
fictitious	faʻamaonia
fiddle	faamaoni
fiddler	tausitusi
fidelity	faamaoni
fidgety	faʻamalosi
fiduciary	tausi mavaega
field	fanua
field hockey	fagasolo i le fanua
fielder	tagata faʻatau
fiend	fiend
fiendish	fiendish
fierce	leaga
fiery	mu
fiesta	fanafana
fiesty	NO TRANSLATION
fifteen	sefulu ma le lima
fifty	lima sefulu
fig	fig
fight	taua
fighter	fitafita
fighting	taua
fights	taua
figment	ata
figurative	faʻafaatusa
figure	ata
figurine	ata
filament	filament
filamentous	filamentous
file	faila
filet	filet
filibuster	fili
filigree	filigree
filing	failaina
filings	faila
fill	faʻatumu
filler	fufulu
fillet	fusi
filling	faʻatumu
filly	tumu
film	ata tifaga
filmmaker	filima
filmy	NO TRANSLATION
filter	faamama
filth	eleelea
filthy	eleelea
filtration	filiga
fin	NO TRANSLATION
final	mulimuli
finale	mulimuli
finalist	mulimuli
finality	mulimuli
finalize	faʻauma
finalized	faʻamaeʻa
finally	mulimuli ane
finance	tupe
financial	tupe
financier	tupe
finch	finch
find	maua
finder	saili
finding	sailiga
fine	lelei
finery	mea matagofie
finesse	finesse
finger	tamatamailima
fingernail	atigilima
fingerprint	tamatamailima
fingerscrossed	NO TRANSLATION
finish	maeʻa
finished	maeʻa
finite	maeʻa
fink	fink
fir	fir
fire	afi
firearm	fana
firearms	fana
fireball	fanafana
firecracker	fafie
firefight	fanafana
firefighter	tagata fuimu
firefly	uila
firehouse	fale afi
firelight	moli
fireman	tagata fai afi
fireplace	fafie
firepower	afi
fireproof	leai se afi
fireside	faeasaite
firestorm	mu
firewall	laupepa
firewood	fafie
firework	galuega mu
fireworks	afi
firing	fana
firm	kamupani
firmament	lagi
firmly	mausali
firmness	mausali
first	tulaga tasi
firstborn	ulumatua
firstworldprobs	NO TRANSLATION
fiscal	tupe
fish	iʻa
fisherman	tagata faifaiva
fishery	faigafaiva
fishing	faigafaiva
fishing boat	fagota
fishy	iʻa
fissile	fissile
fission	fission
fissure	fissure
fist	fusi
fistfight	fistfight
fistful	mataʻutia
fistula	fistula
fit	talafeagai
fitness	malosi
fits	talafeagai
fitted	fetaui
fitting	talafeagai
fittings	totoga
five	lima
fiver	fiver
fix	toe faaleleia
fixable	faʻapipiʻi
fixation	faʻapipiʻi
fixed	mautu
fixer	faʻapipiʻi
fixture	faʻatautau
fixtures	mea faʻapitoa
fizz	fizz
fjord	fjord
flabbergast	flabbergast
flabbergasted	faʻamaonia
flabby	faʻailoa
flaccid	sese
flag	fuʻa
flagging	fuʻa
flagpole	fuʻa
flagrant	mataʻutia
flagship	fuʻa
flagstaff	fuʻa
flair	lalelei
flak	sese
flake	flake
flaky	sese
flamboyant	flamboyant
flame	mumu
flamethrower	flamethrower
flaming	feʻilafi
flamingo	flamingo
flammable	flammable
flan	flan
flange	flange
flank	flank
flanked	faʻasolosolo
flanking	fulu
flannel	fulufulu mamoe
flap	sese
flapping	sasaa
flare	mumu
flares	lanu
flaring	faʻamaʻi
flash	moli
flashback	toe foʻi
flashing	faʻaleleia
flashlight	moliuila
flashy	faʻaleleia
flask	fana
flat	pala
flatbed	faʻamafola
flatfoot	faasee vae
flatness	faʻalelei
flatten	faʻamafola
flatter	faʻamafola
flattered	faʻamafola
flattering	faasee
flattery	faʻamaoni
flatulence	afaina
flaunt	sese
flavor	tofo
flaw	sese
