Word	uz
dungeon	zindon
dunk	dunk
duo	duo
dupe	dupe
duplex	dupleks
duplicate	ikki nusxadagi
duplication	takrorlash
duplicity	takroriylik
durability	chidamlilik
durable	bardoshli
duration	davomiyligi
duress	majburlash
dusk	kechqurun
dusky	chirkin
dust	chang
duster	chang
dustpan	tozalash vositasi
dusty	chang bosgan
dutiful	xayrli
duty	vazifa
dwarf	mitti
dwarfed	mittilar
dweeb	dweeb
dwell	yashash
dweller	yashovchilar
dwelling	turar joy
dye	bo'yoq
dying	o'lim
dyke	dyke
dynamic	dinamik
dynamical	dinamik
dynamics	dinamikasi
dynamite	dinamit
dynamo	dinamo
dynasty	sulolasi
dysentery	dizenteriya
dysfunction	disfunktsiya
dysfunctional	ishsiz
dyspepsia	dispepsiya
eager	istak
eagerness	ishtiyoq
eagle	burgut
ear	quloq
earful	kulgili
earl	earl
earlier	oldinroq
early	erta
earn	ishlab topmoq
earnest	jiddiy
earnestly	jiddiy ravishda
earnestness	jiddiylik
earnings	daromad
earpiece	eshitish vositasi
earring	kupe
earrings	sirg'a
earshot	eshitish
earth	tuproq
earthenware	sopol idishlar
earthling	tuproq
earthly	dunyoviy
earthquake	zilzila
earthy	tuproq
ease	qulaylik
easel	shoshilinch
easement	easity
easily	osonlik bilan
east	Sharqiy
eastbound	sharqiy shamol
eastern	sharqiy
easy	oson
easygoing	yuvosh
eat	yemoq
eater	egan
eating	ovqatlanish
eatingdisorders	NO TRANSLATION
eavesdrop	tinglash
eavesdropping	tinglash
ebb	yo'q qilish
ebony	abnormal
ebullient	Ebullient
eccentric	eksantrik
eccentricity	eksantriklik
ecclesiastical	cherkov
echelon	Echelon
echinacea	echinasya
echo	echo
eclectic	eklektik
eclipse	tutilishi
ecliptic	ekliptik
ecological	ekologik
economic	iqtisodiy
economical	iqtisodiy
economics	iqtisodiyot
economy	iqtisodiyot
ecosystem	ekosistema
ecstasy	ecstasy
ecstatic	ekstatik
ecumenical	ekumenik
eddy	eddy
edema	shishlar
edge	qirrasi
edging	qirralarning
edgy	jirkanch
edible	qutulish mumkin emas
edict	farmon
edification	rivojlanish
edifice	bino
edit	tahrir
editing	tartibga solish
edition	nashr
editor	muharriri
editorial	tahririyat
educate	tarbiyalash
educated	o'qimishli
education	ta'lim
educational	ta'lim
educator	tarbiyachi
eeeek	NO TRANSLATION
eeek	NO TRANSLATION
eek	eek
eel	Ilonbaliq
eerie	jirkanchli
effect	ta'siri
effective	samarali
effectiveness	samaradorligi
effects	ta'sir qiladi
effectual	ta'sirchan
effectually	samarali tarzda
effectuate	amalga oshirish
effeminate	ifloslanish
efficacious	ta'sirchan
efficacy	samaradorligi
efficiency	samaradorlik
efficient	samarali
effigy	effigy
effort	harakatlar
effortless	qiyinchiliksiz
effusion	effüzyon
effyou	NO TRANSLATION
egg	tuxum
egghead	egghead
eggnog	eggnog
eggplant	baqlajon
eggshell	tuxum qobig'i
ego	ego
egomaniac	egomaniac
egotistical	ixtiyoriy
egregious	yomon emas
egress	chiqish
eight	sakkizta
eighteen	o'n sakkiz
eighth	sakkizinchisi
eighty	sakson kishi
ejaculate	ejakulyatsiya
ejaculation	ejekulyatsiya
eject	chiqarish
ejection	ejeksiyon
elaborate	batafsil
elaboration	ishlab chiqish
elan	NO TRANSLATION
elapse	elapsin
elapsed	o'tgan
elastic	elastik
elasticity	elastiklik
elated	qiziquvchan
elation	rag'batlantirish
elbow	tirsak
eld	eld
elder	oqsoqol
elderly	yoshi katta
elders	oqsoqollar
eldest	katta
elect	tanlangan
election	saylovlar
elective	bet
elector	saylovchilar
electoral	saylovlar
electorate	saylovchilar
electric	elektr
electric slide	elektr slaydlari
electrical	elektr
electrician	elektrikchi
electricity	elektr energiyasi
electrify	elektrlashtirish
electrocute	elektrokut
electrocution	elektr uzatish
electromagnetic	elektromagnit
electron	elektronlar
electronic	elektron
electronics	elektronika
elegance	nafislik
elegant	oqlangan
element	element
elemental	elementar
elementary	ibtidoiy
elements	elementlari
elephant	fil
elevate	ko'taring
elevated	ko'tarilgan
elevation	balandligi
elevator	asansör
eleven	o'n bir
eleventh	o'n birinchi
elf	elf
elicit	yolg'on
eligible	loyiq
eliminate	yo'q qilish
elimination	yo'q qilish
elite	elita
elitist	elitist
elixir	eliksir
elk	elk
ell	ell
ellipse	ellips
ellipsis	ellipsis
ellipsoid	ellipsoid
elliptic	elliptik
elliptical	elliptik
elm	ilm
elongate	cho'zilgan
elongation	uzayishi
elope	oldingi
eloquence	favqulodda
eloquent	muloyim
elucidate	tushuntiring
elucidation	tushuntirish
elude	elude
elusive	qiyin
emaciated	emajiyalangan
email	elektron pochta
emanate	tarqaladi
emancipation	ozod qilish
embankment	yomg'ir
embargo	NO TRANSLATION
embark	boshlang
embarrass	sharmanda qilish
embarrassed	xijolat tortdi
embarrassing	sharmandalarcha
embarrassment	sharmandalik
embassy	Elchixona
embattled	baqirib yubordi
embed	joylashtiring
embellish	zeb-ziynat
embellishment	zargarlik buyumlari
embers	kubiklar
embezzlement	talon-taroj qilish
embezzler	o'g'rilar
emblem	ramzi
emblematic	ramziy ma'noga ega
embodiment	tecessümdür
embolism	emboliya
embossed	kabartar edi
embrace	quchoqlash
embroidered	tikilgan
embroidery	tikish
embroiled	moyil bo'lgan
embryo	embrion
embryonic	embrion
emcee	emcee
emerald	zumradd
emerge	paydo bo'ladi
emergence	paydo bo'lishi
emergency	favqulodda vaziyat
emeritus	emeritus
emery	zir yugurish
emetophobia	NO TRANSLATION
emigrate	hijrat qilish
emigration	emigratsiya
eminence	ustunlik
eminent	taniqli
eminently	ajoyib
emir	NO TRANSLATION
emissary	emissar
emission	emissiya
emit	chiqaradi
emo	emo
emotion	hissiyot
emotional	hissiy
emotive	hissiyot
empathic	empatik
empathize	empati qilish
empathy	empati
emperor	imperator
emphasis	diqqat
emphasize	ta'kidlang
emphatic	empatik
emphysema	amfizem
empire	imperiya
empirical	empirik
empiricism	empirizm
employ	ishga joylashish
employee	ishchi
employer	ish beruvchi
employment	ish bilan ta'minlash
emporium	emporium
empower	kuchaytirish
empress	imperatorlik
emptiness	bo'shliq
emption	emlash
empty	bo'sh
emu	emu
emulate	taqlid qilish
emulsion	emulsiya
enable	yoqing
enablement	yoqish
enact	kuchga kiradi
enactment	Qabul qilish
enamel	emaye
encampment	qarorgohi
enchant	sehrlangan
enchanted	sehrlangan
enchanting	ajoyib
enchantment	sehrlash
enchantress	chiroyli ayol
enchilada	enchilada
encircle	atrofida
encircling	o'rab olingan
enclave	anklav
enclose	qo'shib qo'yish
enclosure	muhofaza qilish
encode	kodlash
encomiastic	NO TRANSLATION
encomium	enkomiym
encompass	o'z ichiga oladi
encore	NO TRANSLATION
encounter	uchrashuv
encourage	rag'batlantirish
encouraged	rag'batlantirildi
encouragement	rag'batlantirish
encouraging	rag'batlantiruvchi
encroach	tajovuzkorlik
encroachment	tajovuzkorlik
encrypt	shifrlash
encryption	shifrlash
encumbrance	og'irlik
encyclopedia	entsiklopediya
end	oxiri
end table	oxirgi jadval
endanger	xavf tug'diradi
endangered	xavf ostida
endangerment	xavf ostida
endearing	yaxshi ko'rish
endeavor	harakat qilish
ended	tugadi
endemic	endemik
endgame	endgame
ending	tugaydi
endless	cheksizdir
endocarditis	Endokardit
endorse	tasdiqlash
endorsement	tasdiqlash
endow	berish
endowed	egallagan
endowment	ehson qilish
endpapers	fon rasmlari
endpoint	so'nggi nuqta
endurance	chidamlilik
endure	chidash
enduring	chidamli
enema	ho'qna
enemy	dushman
energetic	baquvvat
energize	quvvat bering
energy	energiya
enforce	majburlash
enforcement	amalga oshirish
enforcer	enforcer
engage	harakat qilish
engaged	unashtirilgan
engagement	ishtirok etish
engaging	jalb qilish
engender	muhabbat
engine	vosita
engineer	muhandis
engineering	muhandislik
engrave	muhrlangan
engraved	o'yilgan
engraver	gravitatsiyaviy
engraving	o'yma
engrossed	engashib qolgan
engrossing	engashish
engulf	engish
enhance	rivojlantirish
enhancement	kengaytirish
enigma	janjal
enigmatic	sirli
enjoin	buyruq bering
enjoy	zavqlaning
enjoyable	qiziqarli
enjoying	lazzatlanish
enjoyment	lazzatlanish
enlarge	kattalashtirish
enlarged	kengaytirilgan
enlargement	kengaytirish
enlighten	yoritish
enlightened	ravshan
enlightening	ma'rifat
enlightenment	ma'rifat
enlist	ro'yxatga olish
enliven	jonlanish
enmity	dushmanlik
ennui	ennui
enormity	zo'ravonlik
enormous	ulkan
enormously	juda katta
enraged	g'azablangan
enrich	boyitadi
enroll	ro'yxatga olish
enrollment	ro'yxatdan o'tish
ensemble	ansambl
ensign	tirnoq
enslave	asirlar
enslaved	asirlar
enslavement	qullik
ensue	hosil bo'ladi
ensure	ta'minlash
entail	so'raladi
entangled	aralashdi
entanglement	to'siq
enter	kiriting
enterprise	korxona
enterprising	tadbirkor
entertain	o'yin-kulgi
entertained	dam olishdi
entertainer	san'atkor
entertaining	qiziqarli
entertainment	o'yin-kulgi
enthralled	hayajonlangan
enthusiasm	hursandchilik
enthusiast	muxlislar
enthusiastic	g'ayratli
entice	ixtiro qilish
entire	butunlay
entirety	butunlay
entitle	huquq egasi
entity	tashkilot
entomology	entomologiya
entourage	atrof muhit
entrails	ichaklarni
entrance	Kirish
entrapment	tutish
entreat	so'rash
entree	antre
entrepreneur	Tadbirkor
entrust	ishonish
entry	Kirish
enumerate	sonlash
enumeration	ro'yxatga olish
envelope	zarf
envious	g'azablangan
environ	NO TRANSLATION
environment	atrof-muhit
environmental	atrof-muhit
environs	atrofida
envision	tasavvur qiling
envoy	elchi
envy	hasad
enzyme	enzim
ephemeral	vaqtinchalik
ephemeris	ephemeris
epic	epik
epidemic	epidemik
epidermis	epidermis
epidural	epidural
epilepsy	epilepsiya
epileptic	epileptik
epilogue	epilog
epiphany	epiphany
episcopal	episkopal
episode	epizod
episodic	epizodik
epistle	maktub
epitaph	epitaf
epithet	epithet
epitome	epitome
epoch	davr
equal	teng
equality	tenglik
equalization	tenglashtirish
equalize	tenglashtirish
equalizer	ekvalayzer
equally	teng ravishda
equate	tenglashtirish
equation	tenglama
equator	ekvator
equatorial	ekvatorial
equestrian	otliq
equidistant	teng taqsimlash
equilibration	muvozanat
equilibrium	muvozanat
equip	jihozlash
equipment	uskunalar
equitable	adolatli
equity	tenglik
equivalence	ekvivalentlik
equivalent	teng
equivocal	teng
era	davr
eradicate	yo'q qilish
eradication	yo'q qilish
erase	yo'q qilish
eraser	silgi
erasure	yo'q qilish
ere	NO TRANSLATION
erect	ko'tarmoq
erectile	erektsiya
erection	erektsiya
ergo	NO TRANSLATION
erode	eroziya
erosion	eroziya
erotic	erotik
erotica	erotika
err	xato
errand	harakat qilish
errant	chiroyli
erratic	noto'g'ri
erratum	erratum
erroneous	noto'g'ri
error	xatolik
erst	NO TRANSLATION
erudite	Eduit
erupt	portlash
eruption	Puflanish
escalade	escalade
escalate	tirilishi
escalating	kuchaymoqda
escalation	eskalatsiya
escalator	eskalator
escape	qochish
escaped	qochib ketdi
escarpment	siqilish
eschew	eschew
escort	kuzatib boring
escrow	pul yoki mulkni saqlashga topshirish
esophagus	qizilo'ngach
esoteric	ezoterik
especial	NO TRANSLATION
espionage	josuslik
espouse	qo'llab-quvvatlaydi
espresso	espresso
esprit	esprit
esquire	esquire
essay	insho
essayist	essayist
essence	mazmuni
essential	muhim
essentially	aslida
establish	tashkil etish
established	tashkil etilgan
establishment	tashkil etish
estate	mulk
esteem	hurmat
esteemed	hurmatli
esthetic	estetik
estimable	qadrli
estimate	kiritish
estimation	baholash
estoppel	estoppel
estranged	ajratilgan
estrogen	ostrogen
estuary	daryo
etch	etch
etching	qirish
eternal	abadiy
eternity	abadiyat
ethanol	o'rganish
ether	Eter
ethereal	ethereal
ethic	axloqiy
ethical	axloqiy
ethics	axloq
ethnic	etnik
ethnography	etnografiya
etiology	etiologiya
etiquette	axloq qoidalari
etymology	etimologiya
eucalyptus	evkaltit
euchre	euchre
eugenics	eugeniklar
eulogistic	eulogistik
eulogium	eulogiy
eulogize	eulogize qilish
eulogy	eulogiya
euphemism	euphemizm
euphoria	Eforiya
euphoric	euphoric
euro	evro
euthanasia	ötanazi
evacuate	evakuatsiya qilish
evacuation	evakuatsiya
evade	qochish
evaluate	baholash
evaluation	baholash
evanescence	uyg'unlik
evangelical	evangelist
evangelist	xushxabarchi
evangelistic	evangelist
evaporate	bug'lanadi
evaporation	bug'lanish
evasion	qochish
evasive	evakuatsiya
eve	uyga
evening	oqshom
evens	NO TRANSLATION
event	voqea
eventful	hodisa
eventual	natijada
eventuality	ehtimollik
evergreen	abadiydir
everlasting	abadiydir
evermore	har doim
everyday	har kuni
everyman	har bir kishi
evict	evakuatsiya qilish
eviction	ko'chirish
evidence	dalillar
evident	aniq
evidentiary	dalil
evil	yomonlik
evoke	uyg'otish
evolution	evolyutsiyasi
evolutionary	evolyutsionizmga
evolve	rivojlanadi
ewe	ewe
ex	ex
exacerbate	alevlenir
exacerbation	alevlenme
exact	aniq
exacting	majburiy
exaggerate	abartma
exaggerated	abartılı
exaggeration	abartma
exalt	yuksalish
exaltation	yuksalish
exalted	yuksak
exam	imtihon
examination	tekshirish
examine	Imtihon
examiner	tekshiruvchi
example	misol
exasperated	g'azablangan
exasperation	sharmandalik
excavate	qazish
excavation	qazish
excavator	ekskavator
exceed	ortiq
exceeding	ortiq
excel	excel
excellence	mukammallikni
excellent	juda yaxshi
excelsior	Excelsior
excepting	tashqari
exception	istisno
exceptional	ajoyib
excerpt	parchalar
excess	ortiqcha
excessive	ortiqcha
excessively	ortiqcha
exchange	almashtirish
excise	aktsiz
excision	eksizyon
excitability	hayajonlanish
excitable	qiziqarli
excitation	qo'zg'alish
excite	qiziqish uyg'otadi
excited	hayajonlangan
excitement	hayajon
exciting	hayajonli
exclaim	xitob qil
exclamation	unvoni
exclude	chiqarib tashlash
excluded	chiqarilgan
excluding	tashqari
exclusion	chiqarish
exclusive	eksklyuziv
excrement	najosat
excretion	otilib chiqish
excruciating	hushidan ketish
excursion	ekskursiya
excuse	uzr
exec	exec
execute	ijro eting
execution	bajarish
executioner	jallod
executive	ijrochi
executor	ijrochi
exegesis	tushuntirish
exemplar	namuna
exemplary	namunali
exemplify	misol
exempt	ozod
exemption	ozod qilish
exercise	mashqlar
exert	harakat qiling
exertion	kuch-quvvat
exhale	nafas olish
exhaust	egzoz
exhausted	charchagan
exhaustion	charchash
exhaustive	to'liq
exhibit	ko'rgazma
exhibition	ko'rgazma
exhilarated	hayajonli
exhilarating	hayajonli
exhilaration	jo'shqinlik
exhort	nasihat qiling
exhortation	nasihat qilish
exhumation	eksgumatsiya
exhume	exhume
exigent	NO TRANSLATION
exile	surgun qilish
exist	mavjud
existence	mavjudlik
existent	mavjud
existential	mavjud bo'lgan
existing	mavjud
exit	Chiqish
exodus	exodus
exonerate	oqlash
exorbitant	xushmuomalalik
exorcism	exorcism
exorcist	exorcist
exotic	ekzotik
expand	kengaytirish
expanded	kengaytirildi
expanse	kenglik
expansion	kengaytirish
expansive	keng
expatriate	gurbetçi
expect	kuting
expectance	kutish
expectancy	kutish muddati
expectant	kutilgan
expectation	kutish
expected	kutilmoqda
expecting	kutishmoqda
expediency	maqsadga muvofiq
expedient	maqsadga muvofiq
expedite	tezlashtirish
expedition	ekspeditsiya
expeditious	tezkor
expel	chiqarib yuborish
expendable	sarflanadi
expenditure	xarajatlar
expense	xarajat
expenses	xarajatlar
expensive	qimmat
experience	tajriba
experienced	tajribali
experiences	tajribalar
experiment	tajriba
experimental	tajriba
experimentation	tajriba
experimenter	tajribachi
expert	mutaxassis
expertise	tajriba
expiration	muddati
expire	muddati tugaydi
expired	muddati tugadi
expiry	amal qilish muddati
explain	tushuntirish
explanation	tushuntirish
explanatory	tushunarli
expletive	tushunarli
explication	tushuntirish
explicit	aniq
explode	portlashi mumkin
exploit	ekspluatatsiya qilish
exploitation	ekspluatatsiya
exploration	tadqiqot
exploratory	kashfiyotchi
explore	o'rganing
explorer	tadqiqotchi
explosion	portlash sodir bo'ldi
explosions	portlashlar
explosive	portlovchi moddalar
expo	expo
exponent	eksponent
exponential	exponential
export	eksport
exportation	eksport qilish
expose	ta'sir qilish
exposed	ta'sir qolgan
exposition	ekspozitsiya
expository	tushuntirish
exposure	ta'sir qilish
expound	tushuntirish
express	ifoda etadi
expression	ifoda qilish
expressive	ifodali
expressway	Katta tezlikda harakatlanish yo'li
expropriation	ommaviylashtirish
expulsion	chiqarib yuborish
exquisite	oqlangan
exquisitely	nozik
extant	cheklangan
extend	kengaytirish
extendable	kengaytirilgan
extended	kengaytirilgan
extension	kengaytirish
extensive	keng qamrovli
extent	darajada
exterior	tashqi ko'rinishi
exterminate	yo'q qilish
extermination	yo'q qilish
exterminator	yo'q qilish
external	tashqi
externally	tashqaridan
extinct	yo'qolgan
extinction	yo'q bo'lish
extinguish	söndürün
extinguisher	Söndürücü
extol	ifodalaydi
extort	qasd qilish
extortion	zo'ravonlik
extra	qo'shimcha
extract	oling
extracting	chiqarib olish
extraction	chiqarish
extractor	chiqaruvchi vosita
extracurricular	darsdan tashqari
extradition	ekstraditsiya qilish
extrajudicial	sud bo'lmagan
extramural	tashqaridan
extraneous	begona
extraordinaire	extraordinaire
extraordinary	favqulodda
extraterrestrial	chet elda
extravagance	extravagansiya
extravagant	isrofchilardan
extravaganza	extravaganza
extreme	haddan tashqari
extreme anticipation	haddan tashqari kutish
extreme disgust	haddan tashqari nafrat
extreme surprise	haddan tashqari ajablanib
extreme trust	haddan tashqari ishonch
extremely	juda
extremely negative	juda salbiy
extremely positive	juda ijobiy
extremity	ekstremite
extricate	tashqariga chiqish
extrinsic	tashqi
extrusion	ekstruzyon
exuberance	qiziqish
exude	exude
eye	ko'z
eyeball	ko'zlar
eyebrow	qosh
eyeful	yoqimli
eyeglass	ko'zoynak
eyeglasses	ko'zoynaklar
eyelash	kirpik
eyelet	ko'zoynagi
eyeliner	ko'zoynaklar
eyepiece	ko'zoynagi
eyes	ko'zlar
eyesight	ko'rish qobiliyati
eyewitness	guvohlar
fab	Fab
fable	ibodat
fabled	fabled
fabric	mato
fabricate	uydirma
fabricated	tayyorlangan
fabrication	ishlab chiqarish
fabulous	ajoyib
facade	jabhada
face	yuzi
faceless	yuzsiz
facet	faset
facial	yuz
facile	NO TRANSLATION
facilitate	engillashtirish
facility	qulaylik
facing	qaraydigan
facsimile	faksimile
fact	haqiqat
faction	fraksiyon
factor	omil
factory	zavod
facts	faktlar
factual	haqiqat
faculties	Fakultetlar
faculty	o'qituvchilar
fad	fad
fade	yo'qotish
faded	xiralashgan
faeces	najaslar
fag	fag
faggot	fagot
fail	muvaffaqiyatsiz
failing	muvaffaqiyatsiz
failure	noto'g'ri
fain	NO TRANSLATION
faint	holsiz
fainting	hushidan ketish
fair	adolatli
fairly	odilona
fairness	adolatlilik
fairway	yodgorlik
fairy	peri
faith	ishonch
faithful	sodiq
faithfulness	sodiqlik
faithless	ishonchsiz
fake	soxta
faker	faker
falafel	falafel
falcon	falok
fall	tushishi
fallacious	noto'g'ri
fallacy	noto'g'ri
fallback	Orqaga chekinish
fallible	noto'g'ri
falling	tushgan
fallopian	Falloban
fallout	qatordan chiqib ketish
fallow	chirigan
false	FALSE
falsehood	yolg'on
falsely	yolg'on
falsification	yolg'onchilik
falsified	soxta
falsify	yolg'on
falsity	yolg'onchilik
falter	shovqin
fame	shuhrat
famed	mashhur
familiar	tanish
familiarity	tanishlik
familiarize	tanishing
family	oila
familytime	oilaviy vaqt
famine	ochlik
famished	ochlik
famous	mashhur
famously	mashhur
fan	fan
fanatic	fanatik
fanatical	fanatik
fanaticism	fanatizm
fanciful	aql bovar qilmaydigan
fancy	farasingiz
fandango	fandango
fanfare	jo'shqinlik
fang	NO TRANSLATION
fangs	tangalar
fanning	fan
fantasia	fantaziya
fantasize	tasavvur qilish
fantastic	hayoliy
fantasy	fantaziya
faraway	uzoq
farce	farce
farcical	farishtalar
fare	tariflar
farewell	vidolashish
farm	fermerlik xo'jaligi
farmer	dehqon
farmhouse	xo'jaliklarining uyi
farming	qishloq xo'jaligi
farmland	qishloq xo'jaligi
faro	faro
fart	fart
farther	undan ham ko'proq
fascia	fasya
fascinate	qiziqarli
fascinated	hayratga tushdi
fascinating	ajoyib
fascination	hayrat
fascism	fashizm
fascist	fashist
fashion	moda
fashionable	moda
fastball	Fastball
fasten	joylashtiring
fastener	dastani
fastening	bog'lash
fasting	ro'za tutish
fat	yog '
fatal	o'lik
fatalism	fatalizm
fatality	o'lim
fate	taqdiri
fated	taqdiri
fateful	taqdirga sazovor
