Word	ms
emery	botak
emetophobia	emetophobia
emigrate	berhijrah
emigration	emigrasi
eminence	keunggulan
eminent	terkenal
eminently	eminently
emir	NO TRANSLATION
emissary	emissary
emission	pelepasan
emit	memancarkan
emo	emo
emotion	emosi
emotional	emosi
emotive	emotive
empathic	empati
empathize	empati
empathy	empati
emperor	maharaja
emphasis	penekanan
emphasize	penekanan
emphatic	tegas
emphysema	emfisema
empire	empayar
empirical	empirikal
empiricism	empirisisme
employ	menggaji
employee	pekerja
employer	majikan
employment	pekerjaan
emporium	emporium
empower	memberi kuasa
empress	empress
emptiness	kekosongan
emption	pengeluaran
empty	kosong
emu	emu
emulate	meniru
emulsion	emulsi
enable	membolehkannya
enablement	enablement
enact	sahkan
enactment	enakmen
enamel	enamel
encampment	perkampungan
enchant	memikat
enchanted	terpesona
enchanting	mempesona
enchantment	pesona
enchantress	peminat
enchilada	enchilada
encircle	mengelilingi
encircling	mengelilingi
enclave	enclave
enclose	sertakan
enclosure	kandang
encode	encod
encomiastic	NO TRANSLATION
encomium	enkomium
encompass	merangkumi
encore	NO TRANSLATION
encounter	pertemuan
encourage	menggalakkan
encouraged	digalakkan
encouragement	galakan
encouraging	menggalakkan
encroach	menceroboh
encroachment	pencerobohan
encrypt	menyulitkan
encryption	penyulitan
encumbrance	bebanan
encyclopedia	ensiklopedia
end	akhir
end table	jadual akhir
endanger	membahayakan
endangered	terancam
endangerment	bahaya
endearing	menawan
endeavor	usaha
ended	berakhir
endemic	endemik
endgame	permainan tamat
ending	berakhir
endless	tidak berkesudahan
endocarditis	endokarditis
endorse	mengesahkan
endorsement	pengesahan
endow	memberi sumbangan
endowed	dikurniakan
endowment	endowmen
endpapers	endpapers
endpoint	titik akhir
endurance	ketahanan
endure	bertahan
enduring	bertahan lama
enema	enema
enemy	musuh
energetic	bertenaga
energize	memberi tenaga
energy	tenaga
enforce	menguatkuasakan
enforcement	penguatkuasaan
enforcer	penguatkuasa
engage	terlibat
engaged	terlibat
engagement	pertunangan
engaging	menarik
engender	menghasilkan
engine	enjin
engineer	jurutera
engineering	kejuruteraan
engrave	mengukir
engraved	terukir
engraver	pengukir
engraving	ukiran
engrossed	engrossed
engrossing	mengasyikkan
engulf	engulf
enhance	meningkatkan
enhancement	penambahbaikan
enigma	enigma
enigmatic	misterius
enjoin	serahkan
enjoy	nikmati
enjoyable	menyeronokkan
enjoying	menikmati
enjoyment	keseronokan
enlarge	membesarkan
enlarged	diperbesarkan
enlargement	pembesaran
enlighten	mencerahkan
enlightened	tercerahkan
enlightening	mencerahkan
enlightenment	pencerahan
enlist	enlist
enliven	memeriahkan
enmity	permusuhan
ennui	ennui
enormity	besar
enormous	besar
enormously	sangat besar
enraged	marah
enrich	memperkayakan
enroll	mendaftar
enrollment	pendaftaran
ensemble	ensemble
ensign	ensign
enslave	berhibur
enslaved	diperhambakan
enslavement	perhambaan
ensue	berlaku
ensure	pastikan
entail	memerlukan
entangled	terikat
entanglement	kelemahan
enter	masukkan
enterprise	perusahaan
enterprising	bersungguh-sungguh
entertain	menghiburkan
entertained	dilayan
entertainer	penghibur
entertaining	menghiburkan
entertainment	hiburan
enthralled	terpesona
enthusiasm	semangat
enthusiast	peminat
enthusiastic	bersemangat
entice	menarik perhatian
entire	keseluruhannya
entirety	keseluruhannya
entitle	memberi hak
entity	entiti
entomology	entomologi
entourage	rombongan
entrails	entrails
entrance	pintu masuk
entrapment	entrapment
entreat	berteriak
entree	hidangan
entrepreneur	usahawan
entrust	mempercayakan
entry	kemasukan
enumerate	menghitung
enumeration	penghitungan
envelope	sampul surat
envious	iri hati
environ	NO TRANSLATION
environment	persekitaran
environmental	alam sekitar
environs	persekitaran
envision	membayangkan
envoy	utusan
envy	iri hati
enzyme	enzim
ephemeral	tidak lama lagi
ephemeris	ephemeris
epic	epik
epidemic	wabak
epidermis	epidermis
epidural	epidural
epilepsy	epilepsi
epileptic	epilepsi
epilogue	epilog
epiphany	epiphany
episcopal	episcopal
episode	episod
episodic	episodic
epistle	surat
epitaph	epitaph
epithet	epithet
epitome	epitome
epoch	zaman
equal	sama
equality	kesaksamaan
equalization	penyamaan
equalize	menyamakan
equalizer	penyamaan
equally	sama
equate	sama
equation	persamaan
equator	khatulistiwa
equatorial	khatulistiwa
equestrian	ekuestrian
equidistant	equidistant
equilibration	kesamaan
equilibrium	keseimbangan
equip	melengkapkan
equipment	peralatan
equitable	sama rata
equity	ekuiti
equivalence	kesetaraan
equivalent	bersamaan
equivocal	sama rata
era	era
eradicate	membasmi
eradication	pembasmian
erase	padam
eraser	penghapus
erasure	penghapusan
ere	NO TRANSLATION
erect	tegak
erectile	ereksi
erection	ereksi
ergo	NO TRANSLATION
erode	erode
erosion	hakisan
erotic	erotik
erotica	erotica
err	err
errand	tugas
errant	errant
erratic	tidak menentu
erratum	erratum
erroneous	salah
error	kesilapan
erst	NO TRANSLATION
erudite	erudite
erupt	meletus
eruption	letusan
escalade	eskalade
escalate	naik
escalating	meningkat
escalation	peningkatan
escalator	eskalator
escape	melarikan diri
escaped	melarikan diri
escarpment	escarpment
eschew	tolak diri
escort	pengiring
escrow	escrow
esophagus	esofagus
esoteric	esoterik
especial	NO TRANSLATION
espionage	pengintipan
espouse	menyokongnya
espresso	espresso
esprit	esprit
esquire	esquire
essay	esei
essayist	esei
essence	intipati
essential	penting
essentially	pada asasnya
establish	menubuhkan
established	ditubuhkan
establishment	penubuhan
estate	harta pusaka
esteem	harga diri
esteemed	dihormati
esthetic	estetik
estimable	anggaran
estimate	anggaran
estimation	anggaran
estoppel	estoppel
estranged	berpisah
estrogen	estrogen
estuary	muara
etch	etch
etching	etsa
eternal	abadi
eternity	keabadian
ethanol	etanol
ether	eter
ethereal	ethereal
ethic	etika
ethical	etika
ethics	etika
ethnic	etnik
ethnography	etnografi
etiology	etiologi
etiquette	etika
etymology	etimologi
eucalyptus	kayu putih
euchre	euchre
eugenics	eugenik
eulogistic	eulogistik
eulogium	eulogium
eulogize	eulogize
eulogy	eulogy
euphemism	eufemisme
euphoria	euforia
euphoric	euphoric
euro	euro
euthanasia	euthanasia
evacuate	berpindah
evacuation	pemindahan
evade	mengelakkan
evaluate	menilai
evaluation	penilaian
evanescence	kejatuhan
evangelical	evangelikal
evangelist	penginjil
evangelistic	penginjilan
evaporate	menguap
evaporation	penyejatan
evasion	pengelakan
evasive	mengelak
eve	malam
evening	petang
evens	NO TRANSLATION
event	acara
eventful	peristiwa
eventual	akhirnya
eventuality	akhirnya
evergreen	malar hijau
everlasting	abadi
evermore	bertahan lama
everyday	setiap hari
everyman	setiap lelaki
evict	mengusir
eviction	pengusiran
evidence	bukti
evident	jelas
evidentiary	jelas
evil	jahat
evoke	membangkitkan
evolution	evolusi
evolutionary	evolusi
evolve	berkembang
ewe	ewe
ex	ex
exacerbate	memburukkan lagi
exacerbation	diperparah
exact	tepat
exacting	menuntut
exaggerate	membesar-besarkan
exaggerated	dibesar-besarkan
exaggeration	keterlaluan
exalt	meninggikan
exaltation	peninggalan
exalted	ditinggikan
exam	peperiksaan
examination	pemeriksaan
examine	memeriksa
examiner	pemeriksa
example	contohnya
exasperated	enggan
exasperation	kegelisahan
excavate	menggali
excavation	penggalian
excavator	penggali
exceed	melebihi
exceeding	melebihi
excel	cemerlang
excellence	kecemerlangan
excellent	sangat baik
excelsior	excelsior
excepting	kecuali
exception	pengecualian
exceptional	luar biasa
excerpt	petikan
excess	berlebihan
excessive	berlebihan
excessively	berlebihan
exchange	pertukaran
excise	cukai
excision	pengasingan
excitability	keseronokan
excitable	bersemangat
excitation	pengujaan
excite	gembira
excited	teruja
excitement	keseronokan
exciting	mengujakan
exclaim	menyeru
exclamation	seruan
exclude	tidak termasuk
excluded	dikecualikan
excluding	tidak termasuk
exclusion	pengecualian
exclusive	eksklusif
excrement	najis
excretion	perkumuhan
excruciating	luar biasa
excursion	lawatan
excuse	alasan
exec	exec
execute	laksanakan
execution	pelaksanaan
executioner	algojo
executive	eksekutif
executor	pelaksana
exegesis	eksegesis
exemplar	contohnya
exemplary	teladan
exemplify	contohnya
exempt	dikecualikan
exemption	pengecualian
exercise	senaman
exert	berikan
exertion	kerja keras
exhale	Hembus nafas
exhaust	ekzos
exhausted	keletihan
exhaustion	keletihan
exhaustive	lengkap
exhibit	pameran
exhibition	pameran
exhilarated	terhibur
exhilarating	menggembirakan
exhilaration	kegembiraan
exhort	Nasihatilah
exhortation	nasihat
exhumation	pengumuman semula
exhume	exhume
exigent	NO TRANSLATION
exile	pengasingan
exist	wujud
existence	kewujudan
existent	wujud
existential	eksistensi
existing	sedia ada
exit	keluar
exodus	exodus
exonerate	melepaskan diri
exorbitant	terlalu tinggi
exorcism	eksorsisme
exorcist	exorcist
exotic	eksotik
expand	berkembang
expanded	diperluaskan
expanse	luasnya
expansion	pengembangan
expansive	luas
expatriate	ekspatriat
expect	menjangkakan
expectance	harapan
expectancy	jangkaan
expectant	hamil
expectation	jangkaan
expected	dijangka
expecting	mengharapkan
expediency	kesesuaian
expedient	sihat
expedite	mempercepatkan
expedition	ekspedisi
expeditious	cepat
expel	mengusir
expendable	dibuang
expenditure	perbelanjaan
expense	perbelanjaan
expenses	perbelanjaan
expensive	mahal
experience	pengalaman
experienced	berpengalaman
experiences	pengalaman
experiment	eksperimen
experimental	percubaan
experimentation	percubaan
experimenter	penguji
expert	pakar
expertise	kepakaran
expiration	tamat tempoh
expire	tamat tempoh
expired	tamat tempoh
expiry	tamat tempoh
explain	terangkan
explanation	penjelasan
explanatory	penjelasan
expletive	meletup
explication	eksplikasi
explicit	jelas
explode	meletup
exploit	mengeksploitasi
exploitation	eksploitasi
exploration	penerokaan
exploratory	penerokaan
explore	meneroka
explorer	penjelajah
explosion	letupan
explosions	letupan
explosive	letupan
expo	ekspo
exponent	eksponen
exponential	eksponen
export	eksport
exportation	pengeksportan
expose	mendedahkan
exposed	terdedah
exposition	pameran
expository	ekspositori
exposure	pendedahan
expound	terangkan
express	ekspres
expression	ungkapan
expressive	ekspresif
expressway	lebuh raya
expropriation	pengambilalihan
expulsion	pengusiran
exquisite	indah
exquisitely	indah
extant	masih ada
extend	memanjangkan
extendable	boleh dipanjangkan
extended	dilanjutkan
extension	sambungan
extensive	luas
extent	tahap
exterior	luar
exterminate	menghapuskan
extermination	pemusnahan
exterminator	pembasmi
external	luaran
externally	luaran
extinct	pupus
extinction	kepupusan
extinguish	memadamkan
extinguisher	pemadam
extol	extol
extort	memeras
extortion	pemerasan
extra	tambahan
extract	ekstrak
extracting	mengekstrak
extraction	pengekstrakan
extractor	pengekstrak
extracurricular	kurikulum
extradition	ekstradisi
extrajudicial	tidak adil
extramural	extramural
extraneous	luaran
extraordinaire	extraordinaire
extraordinary	luar biasa
extraterrestrial	luar angkasa
extravagance	pemborosan
extravagant	mewah
extravaganza	extravaganza
extreme	melampau
extreme anticipation	jangkaan melampau
extreme disgust	jijik melampau
extreme surprise	kejutan melampau
extreme trust	kepercayaan melampau
extremely	sangat
extremely negative	sangat negatif
extremely positive	sangat positif
extremity	hujungnya
extricate	melepaskan
extrinsic	ekstrinsik
extrusion	penyemperitan
exuberance	keseronokan
exude	menegaskan
eye	mata
eyeball	bola mata
eyebrow	kening
eyeful	eyeful
eyeglass	kacamata
eyeglasses	cermin mata
eyelash	bulu mata
eyelet	kelopak mata
eyeliner	eyeliner
eyepiece	eyepiece
eyes	mata
eyesight	penglihatan
eyewitness	saksi mata
fab	hebat
fable	fabel
fabled	fabled
fabric	kain
fabricate	mengarang
fabricated	direka bentuk
fabrication	fabrikasi
fabulous	hebat
facade	fasad
face	muka
faceless	tidak berwajah
facet	facet
facial	muka
facile	NO TRANSLATION
facilitate	memudahkan
facility	kemudahan
facing	menghadapi
facsimile	faksimili
fact	fakta
faction	puak
factor	faktor
factory	kilang
facts	fakta
factual	fakta
faculties	fakulti
faculty	fakulti
fad	fad
fade	pudar
faded	memudar
faeces	najis
fag	fag
faggot	fagot
fail	gagal
failing	gagal
failure	kegagalan
fain	NO TRANSLATION
faint	pengsan
fainting	pengsan
fair	adil
fairly	adil
fairness	keadilan
fairway	jalan raya
fairy	dongeng
faith	iman
faithful	setia
faithfulness	kesetiaan
faithless	tidak percaya
fake	palsu
faker	pekak
falafel	falafel
falcon	falcon
fall	jatuh
fallacious	malang
fallacy	kejahatan
fallback	jatuh balik
fallible	tidak boleh difahami
falling	jatuh
fallopian	fallopian
fallout	gugur
fallow	jatuh
false	SALAH
falsehood	kepalsuan
falsely	palsu
falsification	pemalsuan
falsified	dipalsukan
falsify	memalsukan
falsity	kepalsuan
falter	goyah
fame	kemasyhuran
famed	terkenal
familiar	biasa
familiarity	kebiasaan
familiarize	membiasakan diri
family	keluarga
familytime	masa bersama keluarga
famine	kelaparan
famished	kelaparan
famous	terkenal
famously	terkenal
fan	kipas
fanatic	fanatik
fanatical	fanatik
fanaticism	fanatik
fanciful	luar biasa
fancy	mewah
fandango	fandango
fanfare	gembira
fang	NO TRANSLATION
fangs	taring
fanning	fanning
fantasia	fantasia
fantasize	fantasize
fantastic	hebat
fantasy	fantasi
faraway	jauh
farce	sandiwara
farcical	bersuara
fare	tambang
farewell	perpisahan
farm	ladang
farmer	petani
farmhouse	rumah ladang
farming	berkebun
farmland	tanah ladang
faro	faro
fart	kentut
farther	lebih jauh
fascia	fascia
fascinate	mempesona
fascinated	terpesona
fascinating	menarik
fascination	daya tarikan
fascism	fasisme
fascist	fasis
fashion	fesyen
fashionable	bergaya
fastball	fastball
fasten	mengikat
fastener	pengikat
fastening	pengancing
fasting	berpuasa
fat	lemak
fatal	maut
fatalism	fatalisme
fatality	kematian
fate	nasib
fated	fated
fateful	malang
fathead	fathead
father	bapa
fatherhood	keturunan
fatherland	tanahair
fatherly	ayahnya
fathom	fathom
fatigue	keletihan
fatigued	lelah
fatso	fatso
fatten	menggemukkan
fatty	lemak
faucet	keran
fault	kesalahan
faultless	tidak sempurna
faulty	rosak
faun	faun
fauna	fauna
faux	palsu
favor	nikmat
favorable	menguntungkan
favorite	kegemaran
favoriteholiday	NO TRANSLATION
favoritism	pilih kasih
fawn	fawn
fax	faks
faze	NO TRANSLATION
fear	ketakutan
feared	takut
fearful	takut
fearfully	dengan takut
fearing	takut
fearless	tidak berani
fears	ketakutan
fearsome	menakutkan
feasibility	kelayakan
feasible	boleh dilaksanakan
feast	pesta
feat	feat
feather	bulu
feathered	berbulu
feature	ciri
features	ciri-ciri
febrile	febrile
fecal	kotoran
feces	najis
fecundity	fecundity
fed	makan
federal	persekutuan
federation	persekutuan
fedup	NO TRANSLATION
fee	Bayaran
feeble	lemah
feed	suapan
feedback	maklum balas
feeder	feeder
feel	rasa
feelgood	berasa baik
feeling	perasaan
feelingdown	NO TRANSLATION
feelinggood	NO TRANSLATION
feet	kaki
feign	feign
feigned	bersungut-sungut
feisty	feisty
felicity	kemurahan hati
feline	kucing
fell	jatuh
feller	pengadil
fellow	rakan sekerja
fellowship	persekutuan
felon	felon
felony	kejahatan
felt	dirasai
female	perempuan
feminine	keperempuanan
femininity	kewanitaan
feminism	feminisme
feminist	feminis
femme	NO TRANSLATION
femoral	femoral
femur	femur
fen	NO TRANSLATION
fence	pagar
fenced	berpagar
fencing	pagar
fend	fend
fender	fender
fennel	adas
ferment	penapaian
fermentation	penapaian
fern	paku paku
ferocious	ganas
ferocity	keganasan
ferret	ferret
ferry	feri
ferryboat	NO TRANSLATION
fertile	subur
fertility	kesuburan
fertilize	menyuburkan
fertilizer	baja
fervent	bersungguh-sungguh
fervor	semangat
fess	fess
fest	pesta
festival	perayaan
festive	perayaan
fetal	janin
fetch	ambil
fete	NO TRANSLATION
fetish	fetish
fetus	janin
feud	bersekongkol
feudal	feudal
feudalism	feudalisme
fever	demam
feverish	demam
fiancee	NO TRANSLATION
fiasco	kemalangan
fiat	fiat
fib	fib
fiber	serat
fiberglass	gentian kaca
fibrosis	fibrosis
fibrous	berserabut
fickle	berubah-ubah
fiction	fiksyen
fictional	fiksyen
fictitious	fiktif
fiddle	biola
fiddler	fiddler
fidelity	kesetiaan
fidgety	fidgety
fiduciary	fidusiari
field	bidang
field hockey	Padang hoki
fielder	fielder
fiend	jahat
fiendish	jahat
fierce	sengit
fiery	berapi-api
fiesta	pesta
fiesty	NO TRANSLATION
fifteen	lima belas
fifty	lima puluh
fig	ara
fight	berjuang
fighter	pejuang
fighting	berjuang
fights	pergaduhan
figment	figur
figurative	kiasan
figure	angka
figurine	patung
filament	filamen
filamentous	filamen
file	fail
filet	filet
filibuster	filibuster
filigree	filigree
filing	memfailkan
filings	pemfailan
fill	mengisi
filler	pengisi
fillet	fillet
filling	pengisian
filly	kenyang
film	filem
filmmaker	pembuat filem
filmy	NO TRANSLATION
filter	penapis
filth	kotoran
filthy	kotor
filtration	penapisan
fin	NO TRANSLATION
final	akhir
finale	akhir
finalist	finalis
finality	akhir
finalize	dimuktamadkan
finalized	dimuktamadkan
finally	akhirnya
finance	kewangan
financial	kewangan
financier	pembiaya
finch	finch
find	cari
finder	pencari
finding	mencari
fine	denda
finery	barang kemas
finesse	kemahiran
finger	jari
fingernail	kuku jari
fingerprint	cap jari
fingerscrossed	NO TRANSLATION
finish	selesai
finished	selesai
finite	terhingga
fink	fink
fir	cemara
fire	api
firearm	senjata api
firearms	senjata api
fireball	bola api
firecracker	mercun
firefight	senjata api
firefighter	ahli bomba
firefly	kelip-kelip
firehouse	firehouse
firelight	firelight
fireman	ahli bomba
fireplace	perapian
firepower	senjata api
fireproof	tahan api
fireside	firaside
firestorm	badai
firewall	firewall
firewood	kayu api
firework	bunga api
fireworks	bunga api
firing	menembak
firm	tegas
firmament	landasan
firmly	tegas
firmness	ketegasan
first	pertama
firstborn	anak sulung
firstworldprobs	NO TRANSLATION
fiscal	fiskal
fish	ikan
fisherman	nelayan
fishery	perikanan
fishing	memancing
fishing boat	bot memancing
fishy	bersungguh-sungguh
fissile	fissile
