Word	sr
dig	NO TRANSLATION
digest	дигест
digestion	варење
digestive	пробавни
digit	цифра
digital	дигитални
dignified	достојанствен
dignify	дигнифи
dignity	достојанство
digress	дигресс
digs	NO TRANSLATION
dike	дике
dilapidated	распадан
dilatation	дилатација
dilation	дилатион
dildo	дилдо
dilemma	дилема
diligence	марљивост
diligent	марљиво
dill	мирођија
diluent	дилуент
dilute	разблажити
diluted	разређен
dilution	разређивање
dim	замутити
dime	диме
dimension	димензија
dimensional	димензионално
diminish	смањују
diminished	смањен
diminution	смањење
diminutive	помало
dimwit	димвит
din	NO TRANSLATION
dine	дине
diner	ресторан
dinghy	гумењак
dingo	динго
dingy	Динги
dining	трпезарија
dinky	динки
dinner	вечера
dinnertime	време вечере
dinosaur	диносаурус
dint	динт
diocesan	диоцесан
diocese	диоцесе
diorama	диорама
dioxide	диоксид
dip	дип
diploma	диплома
diplomacy	дипломатија
diplomat	дипломат
diplomatic	дипломатски
dipper	диппер
dippy	Диппи
dipstick	дипстицк
dire	NO TRANSLATION
direct	директан
directed	режиран
direction	правац
directive	директива
directly	директно
director	директор
directory	директоријум
dirt	прљавштина
dirty	прљаво
disability	инвалидитет
disable	онемогући
disabled	онемогућено
disadvantage	недостатак
disaffected	незадовољан
disagree	не слазем се
disagreeable	непријатно
disagreeing	неслагање
disagreement	неслагање
disallow	забранити
disallowed	недозвољено
disapointment	NO TRANSLATION
disappear	нестати
disappearance	нестанак
disappearing	нестаје
disappoint	разочарај
disappointed	разочаран
disappointing	разочаравајуће
disappointment	разочарење
disapproval	неодобравање
