Word	sn
excite	mufaro
excited	kufara
excitement	mufaro
exciting	zvinonakidza
exclaim	danidzira
exclamation	kudanidzira
exclude	kusanganisa
excluded	akaiswa kunze
excluding	kusabvisa
exclusion	kurega
exclusive	chete
excrement	tsvina
excretion	excretion
excruciating	zvinoshamisa
excursion	excursion
excuse	chikonzero
exec	exec
execute	execute
execution	kuurayiwa
executioner	executioner
executive	executive
executor	mutongi
exegesis	exegesis
exemplar	muenzaniso
exemplary	muenzaniso
exemplify	muenzaniso
exempt	kusunungurwa
exemption	kusunungurwa
exercise	kurovedza muviri
exert	shingaira
exertion	kushingaira
exhale	exhale
exhaust	kuneta
exhausted	vaneta
exhaustion	kuneta
exhaustive	zvakakwana
exhibit	kuratidza
exhibition	kuratidzwa
exhilarated	kufara
exhilarating	kunakidza
exhilaration	kushamisika
exhort	kurudzira
exhortation	kukurudzira
exhumation	exhumation
exhume	exhume
exigent	NO TRANSLATION
exile	kutapwa
exist	iripo
existence	kuvapo
existent	iripo
existential	existential
existing	iripo
exit	siya
exodus	exodus
exonerate	kusununguka
exorbitant	exorbitant
exorcism	exorcism
exorcist	exorcist
exotic	zvinoshamisa
expand	kuwedzera
expanded	expanded
expanse	denga
expansion	kuwedzera
expansive	expansive
expatriate	expatriate
expect	tarisira
expectance	kutarisira
expectancy	kutarisira
expectant	kutarisira
expectation	kutarisira
expected	inotarisirwa
expecting	kutarisira
expediency	expediency
expedient	zvinobatsira
expedite	famba
expedition	expedition
expeditious	kunonoka
expel	tsvaga
expendable	kushandiswa
expenditure	kushandiswa
expense	mari
expenses	mari
expensive	inodhura
experience	chiitiko
experienced	vane ruzivo
experiences	zviitiko
experiment	kuedza
experimental	experimental
experimentation	kuedza
experimenter	experimenter
expert	nyanzvi
expertise	hunyanzvi
expiration	kupera
expire	expire
expired	yapera
expiry	kupera
explain	tsanangura
explanation	tsanangudzo
explanatory	tsanangudzo
expletive	expletive
explication	tsanangudzo
explicit	tsanangudzo
explode	kuputika
exploit	kushandisa
exploitation	kushandiswa
exploration	kuongorora
exploratory	exploratory
explore	explore
explorer	explorer
explosion	kuputika
explosions	kuputika
explosive	kuputika
expo	expo
exponent	exponent
exponential	exponential
export	export
exportation	exportation
expose	kubudisa pachena
exposed	akafumurwa
exposition	kutsanangurwa
expository	expository
exposure	exposure
expound	kutsanangura
express	tsanangura
expression	kutaura
expressive	expressive
expressway	expressway
expropriation	expropriation
expulsion	kudzingwa
exquisite	zvakanyanya
exquisitely	zvakanakisisa
extant	iri kure
extend	kuwedzera
extendable	inowedzera
extended	akawedzerwa
extension	kuwedzera
extensive	akadzika
extent	zviyero
exterior	kunze
exterminate	kuparadza
extermination	kuparadzwa
exterminator	exterminator
external	kunze
externally	kunze
extinct	zvinopera
extinction	kuparara
extinguish	kudzima
extinguisher	chidzimidzi
extol	rumbidzai
extort	kunyaradza
extortion	kubata
extra	zvimwe
extract	kubvisa
extracting	kubvisa
extraction	kukohwa
extractor	extractor
extracurricular	extracurricular
extradition	extradition
extrajudicial	kusarura
extramural	zvisingasviki
extraneous	extraneous
extraordinaire	extraordinaire
extraordinary	zvinoshamisa
extraterrestrial	kunze kwenyika
extravagance	kudarika
extravagant	zvinopisa
extravaganza	extravaganza
extreme	zvakanyanya
extreme anticipation	kunyanya kutarisira
extreme disgust	kunyangadza zvakanyanya
extreme surprise	zvakashamisa zvakanyanya
extreme trust	kunyanya kuvimba
extremely	zvakanyanya
extremely negative	zvakaipa zvakanyanya
extremely positive	zvakanyanya kunaka
extremity	kuguma
extricate	yakanyanyisa
extrinsic	kupisa
extrusion	extrusion
exuberance	exuberance
exude	kurega
eye	ziso
eyeball	eyeball
eyebrow	sora
eyeful	anoona
eyeglass	eyeglass
eyeglasses	magirasi
eyelash	eyelashi
eyelet	eyelet
eyeliner	eyeliner
eyepiece	eyepiece
eyes	meso
eyesight	meso
eyewitness	eyewitness
fab	fab
fable	fable
fabled	fabled
fabric	chivara
fabricate	fabricate
fabricated	yakagadzirwa
fabrication	chigadzirwa
fabulous	zvakanaka
facade	facade
face	chiso
faceless	pasina
facet	facet
facial	chiso
facile	NO TRANSLATION
facilitate	kusimudzira
facility	nzvimbo
facing	akatarisana
facsimile	facsimile
fact	chokwadi
faction	chikamu
factor	factor
factory	factory
facts	chokwadi
factual	chokwadi
faculties	faculties
faculty	faculty
fad	fad
fade	fade
faded	faded
faeces	chimedu
fag	fag
faggot	fagot
fail	vanokundikana
failing	kukundikana
failure	kukanganisa
fain	NO TRANSLATION
faint	faint
fainting	kuneta
fair	fair
fairly	fairly
fairness	fairness
fairway	fairway
fairy	fairy
faith	kutenda
faithful	akatendeka
faithfulness	kutendeka
faithless	vasingatendi
fake	fake
faker	faker
falafel	falafel
falcon	falcon
fall	fall
fallacious	zvisina kunaka
fallacy	kutadza
fallback	fallback
fallible	kunokanganisa
falling	falling
fallopian	fallopian
fallout	donha
fallow	kuparara
false	FALSE
falsehood	nhema
falsely	zvenhema
falsification	kukanganisa
falsified	kukanganisa
falsify	kunyengera
falsity	falsity
falter	falter
fame	mukurumbira
famed	famed
familiar	vanoziva
familiarity	unoziva
familiarize	familiarize
family	mhuri
familytime	nguva yemhuri
famine	nzara
famished	nzara
famous	mukurumbira
famously	famously
fan	fan
fanatic	fanatic
fanatical	fanatical
fanaticism	kufarira
fanciful	fanciful
fancy	fancy
fandango	fandango
fanfare	fanfare
fang	NO TRANSLATION
fangs	fangs
fanning	fanning
fantasia	fantasia
fantasize	fantasize
fantastic	fantastic
fantasy	fantasy
faraway	kure kure
farce	farce
farcical	farcical
fare	fare
farewell	farewell
farm	purazi
farmer	murimi
farmhouse	farmhouse
farming	kurima
farmland	mapurazi
faro	faro
fart	fart
farther	kure
fascia	fascia
fascinate	fadza
fascinated	kufadzwa
fascinating	inonakidza
fascination	kufadza
fascism	fascism
fascist	fascist
fashion	fashion
fashionable	fashionable
fastball	fastball
fasten	fasten
fastener	fastener
fastening	fastening
fasting	kutsanya
fat	mafuta
fatal	fatal
fatalism	fatalism
fatality	kuora
fate	fate
fated	fated
fateful	fateful
fathead	fathead
father	baba
fatherhood	baba
fatherland	baba
fatherly	baba
fathom	fathom
fatigue	kuneta
fatigued	tired
fatso	fatso
fatten	fatten
fatty	fatty
faucet	faucet
fault	mhosva
faultless	asina mhosva
faulty	chakaipa
faun	faun
fauna	nyama
faux	faux
favor	nyasha
favorable	inofadza
favorite	unofarira
favoriteholiday	NO TRANSLATION
favoritism	kukanganisa
fawn	fawn
fax	fax
faze	NO TRANSLATION
fear	kutya
feared	kutya
fearful	kutya
fearfully	kutya
fearing	kutya
fearless	kutya
fears	kutya
fearsome	chinotyisa
feasibility	feasibility
feasible	zvinogoneka
feast	mutambo
feat	feat
feather	feather
feathered	feathered
feature	feature
features	features
febrile	febrile
fecal	fecal
feces	feces
fecundity	fecundity
fed	kudya
federal	federal
federation	federation
fedup	NO TRANSLATION
fee	mari
feeble	inoshayiwa simba
feed	feed
feedback	feedback
feeder	feeder
feel	kunzwa
feelgood	feelgood
feeling	kunzwa
feelingdown	NO TRANSLATION
feelinggood	NO TRANSLATION
feet	tsoka
feign	fungidzira
feigned	fungidzirwa
feisty	feisty
felicity	felicity
feline	feline
fell	akawira
feller	feller
fellow	shamwari
fellowship	kuyanana
felon	felon
felony	felony
felt	akanzwa
female	mukadzi
feminine	feminine
femininity	femininity
feminism	feminism
feminist	feminist
femme	NO TRANSLATION
femoral	chikadzi
femur	femur
fen	NO TRANSLATION
fence	fence
fenced	akavakirirwa
fencing	fencing
fend	fend
fender	fender
fennel	fennel
ferment	kunyorera
fermentation	fermentation
fern	fern
ferocious	zvinotyisa
ferocity	ferocity
ferret	ferret
ferry	ferry
ferryboat	NO TRANSLATION
fertile	fertile
fertility	kubereka
fertilize	simbisa
fertilizer	fertilizer
fervent	fervent
fervor	fervor
fess	fess
fest	fest
festival	mutambo
festive	festive
fetal	fetal
fetch	fetch
fete	NO TRANSLATION
fetish	fetish
fetus	fetus
feud	kunyengera
feudal	feudal
feudalism	hunyengeri
fever	fever
feverish	feverish
fiancee	NO TRANSLATION
fiasco	fiasco
fiat	fiat
fib	fiber
fiber	fiber
fiberglass	fiberglasslass
fibrosis	fibrosis
fibrous	fibrous
fickle	fickle
fiction	fiction
fictional	fictional
fictitious	kunyengera
fiddle	fiddle
fiddler	fiddler
fidelity	kutendeka
fidgety	fidgety
fiduciary	fiduciary
field	munda
field hockey	munda hockey
fielder	fielder
fiend	fiend
fiendish	fiendish
fierce	anotyisa
fiery	moto
fiesta	fiesta
fiesty	NO TRANSLATION
fifteen	gumi neshanu
fifty	makumi mashanu
fig	kionde
fight	kurwisa
fighter	murwi
fighting	kurwisana
fights	kurwisana
figment	figment
figurative	mufananidzo
figure	chimiro
figurine	figurin
filament	filament
filamentous	filamentous
file	faira
filet	filet
filibuster	filibuster
filigree	filigree
filing	filing
filings	filings
fill	fill
filler	filler
fillet	fillet
filling	kuzadza
filly	filly
film	firimu
filmmaker	filmmaker
filmy	NO TRANSLATION
filter	firiji
filth	tsvina
filthy	tsvina
filtration	filtration
fin	NO TRANSLATION
final	final
finale	kuguma
finalist	wokupedzisira
finality	kuguma
finalize	kugumisa
finalized	kupedziswa
finally	pakupedzisira
finance	mari
financial	zvemari
financier	mari
finch	finch
find	ona
finder	finder
finding	kuwana
fine	zvakanaka
finery	yakanaka
finesse	finesse
finger	munwe
fingernail	fingernail
fingerprint	fingerprint
fingerscrossed	NO TRANSLATION
finish	pedza
finished	apedza
finite	finite
fink	fink
fir	fir
fire	moto
firearm	chipfuti
firearms	mabhururu
fireball	fireball
firecracker	firecracker
firefight	firefight
firefighter	firefighter
firefly	firefly
firehouse	firehouse
firelight	firelight
fireman	fireman
fireplace	nzvimbo yemoto
firepower	firepower
fireproof	fireproof
fireside	moto
firestorm	moto
firewall	firewall
firewood	huni
firework	moto
fireworks	fireworks
firing	firing
firm	akasimba
firmament	firmament
firmly	zvakasimba
firmness	kusimba
first	chekutanga
firstborn	matangwe
firstworldprobs	NO TRANSLATION
fiscal	fiscal
fish	hove
fisherman	mubati wehove
fishery	hove
fishing	kubata hove
fishing boat	hove hove
fishy	fishy
fissile	fissile
fission	fission
fissure	fissure
fist	fist
fistfight	fistfight
fistful	fistful
fistula	fistula
fit	zvakakodzera
fitness	fitness
fits	fits
fitted	akabatanidzwa
fitting	fitting
fittings	fittings
five	shanu
fiver	fiver
fix	kugadzirisa
fixable	kugadziriswa
fixation	kugadziriswa
fixed	fixed
fixer	fixer
fixture	kugadzirisa
fixtures	zvigadziro
fizz	fizz
fjord	fjord
flabbergast	flabbergast
flabbergasted	rakasvibiswa
flabby	flabby
flaccid	flaccid
flag	flag
flagging	kukanganisa
flagpole	flagpole
flagrant	zvakajeka
flagship	flagship
flagstaff	flagstaff
flair	flair
flak	flak
flake	flake
flaky	flaky
flamboyant	flamboyant
flame	flame
flamethrower	flamethrower
flaming	flaming
flamingo	flamingo
flammable	zvinopisa
flan	flan
flange	flange
flank	flank
flanked	flanked
flanking	flanking
flannel	flannel
flap	flap
flapping	kuvhiringidza
flare	flare
flares	flares
flaring	flaring
flash	flash
flashback	flashback
flashing	flashing
flashlight	flashlight
flashy	flashy
flask	flask
flat	flat
flatbed	flatbed
flatfoot	flatfoot
flatness	flatness
flatten	flatten
flatter	flatter
flattered	flattered
flattering	kunyorera
flattery	flattery
flatulence	flatulence
flaunt	flaunt
flavor	kunakidza
flaw	kukanganisa
flawed	chakakanganisa
flawless	isina chakanaka
flea	flea
fleabag	fleabag
fled	vakatiza
flee	tiza
fleece	bvudzi
fleet	zvikepe
fleeting	nguva shoma
flesh	nyama
fleshy	nyama
flex	flex
flexibility	kugadzirisa
flexible	kugadziriswa
flexin	flexin
flexion	kuruka
flick	flick
flicker	flicker
flickering	flickering
flier	flier
flight	kutiza
flighty	flighty
flimsy	flimsy
flinch	flinch
fling	fling
flint	flint
flip	flip
flip flop	flip flop
flipper	flipper
flipping	flipping
flirt	flirt
flirtation	kufara
flirting	kufara
flirty	flirty
float	float
floater	float
flock	makwai
flog	flog
flood	mafashamo
floor	pasi
flooring	flooring
floozy	floozy
flop	flop
floppy	floppy
flora	flora
floral	maruva
florist	florist
floss	floss
flotation	flotation
flounder	flounder
flour	upfu
flourish	inobudirira
flow	runyura
flower	maruva
flowering	flowering
flowers	maruva
flowery	flowery
flows	inoyerera
flu	furu
fluctuate	kuchinja
fluctuating	kuchinja
fluctuation	kuchinja
flue	flue
fluency	kuratidzira
fluent	zvinonzwisisika
fluff	inoputika
fluffy	fluffy
fluid	fluid
fluidity	kusviba
fluke	fluke
flunk	flunk
flunky	flunky
fluorescence	fluorescence
fluorescent	fluorescent
flurries	flurries
flurry	flurry
flush	flush
flustered	flustered
flute	flute
fluted	kudanidzira
flutter	flutter
fluvial	mvura
flux	flux
fly	fly
flyboy	flyboy
flyer	flyer
flying	kubhururuka
flywheel	flywheel
foal	mbongoro
foam	mhombwe
foaming	kupupuma
foamy	foamy
fob	fob
focal	focal
focus	tarisa
fodder	fodder
foe	muvengi
fog	fog
foggy	foggy
foil	foil
foiled	kukanganiswa
fold	panga
folded	folded
folder	folder
foliage	mavara
folio	folio
folk	vanhu
folklore	manyore
follicle	follicle
follicular	follicular
follow	tevera
follower	muvateveri
folly	upenzi
fond	fond
fondle	fondle
fondling	fondling
fondness	kufarira
fondue	fondue
font	font
food	zvokudya
foodie	foodie
fool	benzi
fooled	fooled
foolhardy	foolhardy
fooling	fooling
foolish	upenzi
foolishness	upenzi
foolproof	benzi
foot	rutsoka
foot stool	rutsoka rwetsoka
footage	zvidzidzo
football	bhora
footbridge	pedo
foothold	foothold
footing	footing
footlocker	footlocker
footloose	footloose
footpath	pathpath
footprint	footprint
footwear	shangu
footwork	footwork
fop	fop
forage	forage
foray	foray
forbearance	kushivirira
forbid	rega
forbidding	kudzivisa
force	simba
forced	kukamanikidzwa
forceful	simba
forceps	forceps
forces	simba
forcibly	kukanganisa
ford	ford
fore	fore
forearm	forearm
foreboding	foreboding
forecast	forecast
forecaster	forecaster
foreclose	foreclose
foreclosure	kufungidzira
forefathers	madzitateguru
forefinger	forefinger
forefront	mberi
forego	forego
foregoing	mberi
foregone	foregone
foreground	foreground
forehead	pahuma
foreign	vatorwa
foreigner	mutorwa
foreman	foreman
foremost	foremost
forensic	forensic
forensics	forensics
foreplay	foreplay
forerunner	forerunner
foresee	foresee
foreseen	akafanoona
foresight	foresight
forest	musango
forestall	kumira
forethought	forethought
foreveralone	nguva yese wega
forevermore	nokusingaperi
forewarned	forewarned
foreword	foreword
forfeit	vanorasikirwa
forfeited	rakarasikirwa
forfeiture	forfeiture
forge	forge
forger	mupfuri
forgery	kukanganisa
forget	kukanganwa
forgetful	kukanganwa
forgetfulness	kukanganwa
forgive	kukanganwira
forgiven	akanganwirwa
forgiveness	kukanganwira
forgiving	kukanganwira
forgotten	akakanganwa
fork	fork
forked	forked
forking	forking
forklift	forklift
forlorn	forlorn
form	fomu
formal	chimiro
formaldehyde	formaldehyde
formalism	formalism
formality	maitiro
format	format
formation	maumbirwo
formative	formative
formed	akaumbwa
formidable	zvinotyisa
forming	kuumba
formless	isina chimiro
formula	formula
formulary	formulary
formulate	formulate
fornicate	chifeve
fornication	ufeve
forsake	siya
forsaken	asiyiwa
forsooth	forsooth
fort	fort
forte	NO TRANSLATION
forthcoming	inouya
forthright	zvakananga
forthwith	pakarepo
fortification	rusvingo
fortify	kusimbisa
fortitude	simba
fortnight	masikati
fortnightly	kamwe chete
fortress	nhare
fortuitous	fortuitous
fortunate	fortunate
fortune	fortune
fortunes	nhare
forty	makumi mana
forum	forum
forward	mberi
forwarding	forwarding
fossil	fossil
fossils	fossils
foul	zvakaipa
found	akawanikwa
foundation	foundation
founder	muvambi
founding	kuumba
foundry	nheyo
fountain	tsime
four	china
fourfold	kane
foursome	zvina
fourteen	gumi neina
fourth	chechina
fowl	shiri
fox	fox
foxhole	foxhole
foxtrot	foxtrot
foxy	foxy
foyer	foyer
fraction	chikamu
fractional	chikamu
fracture	kuputsika
fragile	kushata
fragility	fragility
fragment	fragment
fragmentary	zvishoma
fragrance	kunhuhwirira
fragrant	kunhuwirira
frail	kushaya simba
frailty	utera
frame	frame
framework	framework
franc	franc
franchise	franchise
frank	frank
frankenstorm	NO TRANSLATION
frankness	frankness
frantic	kunetseka
frantically	frantically
frat	frat
fraternal	fraternal
fraternity	fraternity
fraud	unyengeri
fraudulent	unyengeri
fraught	chinokanganisa
fray	fray
frayed	inopera
frazzled	frazzled
freak	freak
freaked	zvakasununguka
freakedout	NO TRANSLATION
freakingout	NO TRANSLATION
freakish	freakish
freakout	vhunduka
freaky	freaky
freckle	shingaira
free	vakasununguka
freebie	freebie
freedom	rusununguko
freehold	freehold
freelance	freelance
freelancer	freelancer
freely	pachena
freeman	vakasununguka
freestyle	freestyle
freeway	freeway
freeze	kufungira
freezer	freezer
freezing	kushungurudza
freight	mutoro
freighter	mutungamiri
french horn	french horn
frenetic	frenetic
frenzied	frenzied
frenzy	frenzy
frequency	nguva zhinji
frequent	kazhinji
frequently	kazhinji
fresco	fresco
fresh	fresh
freshair	NO TRANSLATION
freshen	freshen
freshener	freshener
freshman	freshman
freshness	kutsva
freshstart	freshstart
freshwater	mvura yakachena
fret	fret
fretful	fretful
friar	friar
fricking	fricking
friction	kukakavara
friday	Chishanu
fridge	firiji
fried	fried
friend	shamwari
friendless	shamwari isina
friendliness	shamwari
friendly	shamwari
friends	shamwari
friendship	ushamwari
frigate	frigate
friggen	NO TRANSLATION
fright	kutya
frighten	itya
frightened	vanotya
frightening	inotyisa
frightful	inotyisa
frigid	frigid
fringe	fringe
fringed	fringed
frisbee	frisbee
frisk	NO TRANSLATION
frisky	frisky
frivolous	frivolous
frock	frock
frog	frog
froggy	froggy
frolic	frolic
front	mberi
frontage	frontage
frontal	frontal
frontier	frontier
fronting	fronting
frontispiece	frontispiece
frost	chishu
frostbite	frostbite
frosted	frosted
frosting	frosting
frosty	frosty
froth	froth
frothy	frothy
frown	frown
frowning	kushungurudza
frozen	frozen
frugal	frugal
fruit	chibereko
fruit punch	chibereko punch
fruitcake	fruitcake
fruitful	inobereka
fruition	fruition
fruitless	zvisina zvibereko
fruits	michero
fruity	fruity
frustrate	kuora mwoyo
frustrated	kuora mwoyo
frustrates	zvinokanganisa
frustrating	zvinokanganisa
frustration	kuora mwoyo
fry	Fry
fryer	fryer
fuchsia	fuchsia
fuck	fuck
fuckedoff	fuckedoff
fucker	fucker
fucking	fucking
fuckoff	fuckoff
fucksake	fucksake
fucktard	fucktard
fuckyeah	fuckyeah
fudge	fudge
fuel	mafuta
fugitive	mupoteri
fulcrum	fulcrum
fulfill	kuzadzisa
fulfilled	zvakazadzika
