Word	mn
diamonds	алмаз
diaper	живх
diaphragm	өрц
diarrhea	суулгах
diarrhoea	суулгах
diary	өдрийн тэмдэглэл
diatribe	Диатив
dib	NO TRANSLATION
dibs	dibs
dice	шоо
dicey	dicey
dichotomous	Дохотомус
dichotomy	Дикотоми
dick	Дик
dickhead	dickhead
dicks	Дик
dictate	хэлэх
dictation	цээж бичиг
dictator	дарангуйлагч
dictatorial	дарангуйлагч
dictatorship	дарангуйлал
diction	хэллэг
dictionary	толь бичиг
dictum	NO TRANSLATION
didactic	дактикийн
diddle	Дэвид
die	NO TRANSLATION
died	нас барсан
diesel	дизель
diet	хооллолт
dietary	хооллолт
differ	ялгаатай
difference	ялгаа
differences	ялгаа
different	өөр өөр
differential	ялгаатай
differentiation	ялгаа
differently	өөрөөр хэлбэл
differing	ялгаатай байна
difficult	хэцүү
difficulties	хүндрэлүүд
difficulty	бэрхшээлтэй
diffuse	сарнисан
diffusion	тархалт
dig	NO TRANSLATION
digest	шингэх
digestion	боловсруулалт
digestive	хоол боловсруулах эрхтэн
digit	цифр
digital	дижитал
dignified	нэр хүндтэй
dignify	dignify
dignity	нэр төртэй
digress	засах
digs	NO TRANSLATION
dike	далан
dilapidated	бүдүүлэг юм
dilatation	өргөсөөр
dilation	шингээлт
dildo	Дасгал
dilemma	дилемма
diligence	хичээнгүй байх
diligent	хичээнгүй байх
dill	dill
diluent	шингэрүүлэгч
dilute	шингэрүүлнэ
diluted	шингэлсэн
dilution	шингэрүүлэлт
dim	dim
dime	dime
dimension	хэмжээ
dimensional	хэмжээст
diminish	багасгах
diminished	буурч байна
diminution	бууралт
diminutive	бага зэрэг
dimwit	dimwit
din	NO TRANSLATION
dine	идэж болно
diner	Diner
dinghy	dinghy
dingo	dingo
dingy	dingy
dining	хоолны газар
dinky	dinky
dinner	оройн хоол
dinnertime	оройн хоолны цаг
dinosaur	үлэг гүрвэл
dint	dint
diocesan	Диазз
diocese	диоке
diorama	diorama
dioxide	диоксид
dip	дүрэх
diploma	диплом
diplomacy	дипломат харилцаа
diplomat	дипломатч
diplomatic	дипломат
dipper	Дарга
dippy	тайвшируулна
dipstick	dipstick
dire	NO TRANSLATION
direct	шууд
directed	чиглэсэн
direction	чиглэл
directive	удирдамж
directly	шууд
director	захирал
directory	лавлах
dirt	шороо
dirty	бохир
disability	тахир дутуу болсон
disable	идэвхгүй болгох
disabled	тахир дутуу
disadvantage	сул тал
disaffected	таалагдаагүй
disagree	санал нийлэхгүй байна
disagreeable	таалагдахгүй байна
disagreeing	санал зөрөлдөж байна
disagreement	зөрчилдөөн
disallow	зөвшөөрөхгүй
disallowed	зөвшөөрөгдөөгүй
disapointment	NO TRANSLATION
disappear	алга болсон
disappearance	алга болсон
disappearing	алга болсон
disappoint	урам хугарах
disappointed	урам хугарсан
disappointing	урам хугарах
disappointment	урам хугарах
disapproval	үл тоомсорлож байна
disapprove	буруу байна
disapproved	зөвшөөрөөгүй
disapproving	үгүйсгэдэг
disarm	гар барих
disarray	самуурна
disaster	гамшиг
disastrous	гамшиг
disband	татан буулгах
disbelief	итгэхгүй байна
disbelieve	итгэхгүй байна
disburse	төлбөрөө төлнө
disbursement	хуваарилалт
disc	диск
discard	хаях
discarded	хаясан
discards	хаях
discern	ойлгох
discernible	ойлгомжтой
discerning	ухаарах
discernment	ухамсар
discharge	гадагшлуулах
disciple	шавь нар
disciplinary	сахилгын арга хэмжээ
discipline	сахилга бат
disciplined	Сахилгажуулсан
disclaim	Татгалзсан
disclaimer	татгалзах
disclose	тодруулах
disclosed	илчлэгдсэн
disclosure	ил тод байдал
disco	диско
discoloration	өнгө хувиралт
discolored	ялгаатай
discomfort	таагүй байдал
disconcerted	сэтгэл дундуур байна
disconcerting	үгүйсгэдэг
disconnect	салгах
disconnected	тасарсан
disconnection	тасалдал
disconnects	салгаад байна
discontent	сэтгэл дундуур
discontinuance	тасалдал
discontinue	зогсоох
discontinuity	тасалдал
discontinuous	тасалдсан
discord	зөрчилдөөн
discount	хөнгөлөлт
discounted	хөнгөлөлттэй
discourage	урам хугарах
discouraged	сэтгэлээр унасан
discouragement	сэтгэлийн уналт
discouraging	урам хугарах
discourse	яриа
discover	хайх
discovery	нээлт
discredit	гутаах
discredited	ялгаварлах
discreet	NO TRANSLATION
discrepancy	зөрүү
discrete	Дискрет
discretion	үзэл бодол
discretionary	эрх мэдэлгүй
discriminate	ялгаварлан гадуурхах
discriminating	ялгаварлах
discrimination	ялгаварлан гадуурхалт
discus	хэлэлцээр
discuss	хэлэлцэх
discussion	хэлэлцүүлэг
disdain	үл тоомсорлох
disdainful	дургүй
disease	өвчин
diseased	өвчтэй байсан
disembodied	биеэ үнэлдэг
disengage	таслагдах
disengagement	түр зогсоох
disfigured	өөрчлөгдсөн
disgrace	ичгүүр
disgraced	ичгүүртэй
disgraceful	харамсалтай
disgruntled	дургүйцсэн
disguise	баг
disguised	дууриамал
disgust	жигшүүрт зүйл
disgusted	жигшсэн юм
disgusting	жигшмээр юм
dish	таваг
disheartened	сэтгэлээр унасан
disheartening	гомдлоо
dishonest	шударга бус
dishonesty	шударга бус байдал
dishonor	доромжлол
dishonorable	бузар юм
dishwasher	аяга таваг угаагч
disillusionment	сэтгэл гутрал
disinclination	Дахилт
disincline	сахилгажуулдаг
disinclined	татдаг
disinfect	ариутгана
disinfectant	ариутгагч бодис
disinfection	халдваргүйжүүлэх
disinformation	Майкрософт
disingenuous	мунхаглал
disintegrate	эвдэрсэн
disintegration	задрах
disinterested	сонирхолгүй байдаг
disjoint	хамтарсан
disjointed	салсан
disjunctive	Дипломатив
disk	диск
diskette	diskette
dislike	дургүй байдаг
disliked	дургүй
disliking	дургүй
dislocated	Хийхгүй
dislocation	төөрөгдүүлэх
dislodge	үгүйсгэдэг
disloyal	мэхэлдэг
disloyalty	үнэнч бус
dismal	гунигтай
dismantle	буулгах
dismay	сэтгэл гутрал
dismayed	гунигтай байна
dismemberment	задлах
dismiss	хасах
dismissal	халах
dismissive	дургүйцэхгүй
dismount	салгах
disobedience	дуулгаваргүй байдал
disobedient	дуулгаваргүй
disobey	дуулгаваргүй байх
disorder	эмгэг
disordered	эмх цэгцгүй
disorderly	эмх замбараагүй байдал
disorganized	зохион байгуулалтгүй
disorientation	ялгаварлах
disoriented	төөрөлдсөн
disown	үгүйсгэх
disparage	эмзэглэл
disparaging	эмзэглэв
disparate	ялгаатай
disparity	ялгаатай байдал
dispassionate	харамсалтай
dispatch	илгээлт
dispatcher	диспетчер
dispel	хасах
dispensary	диспансер
dispensation	эрин үе
dispense	тараах
dispenser	эм бэлдмэл
dispersal	тараах
disperse	тараах
dispersed	тархсан
dispersion	тархалт
dispirited	Ачааллаа
displace	оруул
displaced	нүүлгэн шилжүүлэлт
displacement	шилжилт
displacency	шилжилт
display	дэлгэц
displease	татгалзсан
displeased	дургүйцэн
displeasure	Сэтгэл ханамжгүй байна
disposable	нэг удаагийн
disposal	хаях
dispose	устгах
disposed	устгасан
disposition	disposition
dispossessed	устгасан
disprove	санал зөрөлдөж байна
dispute	маргаан
disqualification	хасагдах
disqualified	хасагдсан
disqualify	хасагдана
disquieted	Сэтгэл санаагаар унах
disregard	үл тоомсорлох
disregarded	үл тоомсорлосон
disrelish	эрх чөлөөгүй
disreputable	Гайхалтай
disrepute	нэр төр гутаасан
disrespect	үл хүндэтгэсэн
disrespectful	үл хүндэтгэсэн
disrupt	тасалдсан
disrupting	сүйрэл
disruption	тасалдсан
disruptive	тасалдсан
dissatisfaction	сэтгэл ханамжгүй байна
dissatisfied	сэтгэл хангалуун бус
dissect	dissect
dissection	dissection
disseminate	түгээх
dissemination	түгээх
dissension	зөрчилдөөн
dissent	зөрчил
dissenting	dissenting
dissertation	диссертаци
disservice	дампуурал
dissident	зөрчигчдөд
dissimilar	ялгаатай
dissipate	алга болно
dissipated	төөрсөн
dissociation	диссоциаци
dissociative	dissociative
dissolution	татан буулгах
dissolve	татан буугдсан
dissonance	донтолт
dissuade	татгалзах
distal	distal
distance	зай
distant	алс холын
distaste	хоцрогдсон
distasteful	садар самуун
distillate	нэрэх
distillation	нэрэх
distilled	нэрсэн
distinct	ялгаатай
distinction	ялгаа
distinctive	ялгаатай
distinguish	ялгах
distinguishable	ялгах боломжтой
distinguished	ялгаатай
distinguishing	ялгах
distort	гажуудал
distorted	гажуудсан
distortion	гажуудал
distract	саад бол
distracted	саад болсон
distracting	анхаарал хандуулах
distraction	эмзэг байдал
distraught	гунигтай байна
distress	зовлон зүдгүүр
distressed	зовсон
distressing	зовж шаналж байна
distribute	тараах
distribution	түгээлт
