Word	et
declaratory	deklaratiivne
declare	kuulutama
declination	langus
decline	langema
declining	langeb
deco	deko
decode	dekodeerima
decoder	dekooder
decompose	lagunevad
decomposed	lagunenud
decomposition	lagunemine
decompress	lahti pressima
decompression	dekompressioon
decontamination	saastatusest puhastamine
decor	dekoratsioon
decorate	kaunistama
decorating	kaunistades
decoration	kaunistamine
decorative	dekoratiivne
decorator	dekorator
decorum	dekoratsioon
decoy	peibutama
decrease	vähenema
decreased	vähenenud
decreasing	väheneb
decree	dekreet
decrement	vähenemine
decrepit	vähene
decry	kustutama
decryption	dekrüpteerimine
dedicate	pühendada
dedication	pühendumus
deduce	järeldada
deduct	maha arvata
deductible	maha arvata
deduction	mahaarvamine
deed	tegu
deejay	deejay
deem	arvan
deep	sügav
deepen	süvendama
deer	hirved
defamation	laimamine
defamatory	laimav
default	vaikimisi
defeat	võita
defeated	võitnud
defeatist	võitja
defect	defekt
defection	defection
defective	defektne
defector	defector
defend	kaitsma
defendant	kaitstav
defended	kaitsta
defender	kaitsja
defending	kaitsta
defense	kaitse
defenseless	kaitsmata
defensible	kaitstav
defensive	kaitsev
defer	edasi lükkama
deference	lugupidamine
deferral	edasilükkamine
deferring	edasilükkamine
defiance	viletsus
defiant	võluv
defibrillator	defibrillaator
deficiency	puudus
deficient	puudulik
deficit	puudujääk
define	määratlema
defined	määratletud
definite	kindel
definition	määratlus
definitive	lõplik
deflate	deflateerima
deflation	deflatsioon
deflect	kõrvale kalduma
deflection	läbipaine
defloration	defloratsioon
deform	deformeeruma
deformed	deformeerunud
deformity	deformatsioon
defraud	petta
defray	katma
defrost	sulatage
deft	ehtne
defunct	vananenud
defuse	puhastage
defy	muretsema
degeneracy	degeneratsioon
degenerate	degenereerunud
degeneration	degeneratsioon
degradation	lagunemine
degrade	lagunevad
degraded	halvenenud
degrading	alandav
degree	kraad
dehydrated	veetustatud
dehydration	dehüdratsioon
dejected	kallutatud
delay	viivitus
delayed	hilinenud
delectable	rõõmustav
delegate	delegeerima
delegation	delegeerimine
delete	kustutada
deleterious	kahjulik
deletion	kustutamine
deli	deli
deliberate	tahtlik
deliberation	arutelud
deliberative	nõuandev
delicacy	delikatess
delicate	õrn
delicatessen	delikatessid
delicious	maitsev
delight	nauding
delighted	rõõmus
delightful	õnnelik
delineate	piiritlema
delineation	piiritlemine
delinquency	kuritegevus
delinquent	kurjategija
delirious	murettekitav
delirium	deliirium
deliver	tarnima
deliverance	vabastamine
delivery	tarne
dell	dell
delta	delta
delude	eksida
deluge	veeuputus
delusion	pettus
delusional	petlik
deluxe	deluxe
delve	süvenema
demand	nõudlus
demanding	nõudlik
demeaned	alandatud
demeaning	alandav
demeanor	käitumine
demented	vaimulik
dementia	dementsus
demise	langus
demo	demo
democracy	demokraatia
democrat	demokraat
democratic	demokraatlik
demographic	demograafiline
demolish	lammutama
demolished	lammutati
demolition	lammutamine
demon	deemon
demonic	deemonlik
demonstrable	tõestatav
demonstrate	näidata
demonstrated	demonstreeris
demonstrating	näidates
demonstration	demonstratsioon
demonstrative	näiteline
demonstrator	meeleavaldaja
demoralized	demoraliseeritud
demos	demod
demure	tagasihoidlik
den	NO TRANSLATION
deniability	deniability
denial	keeldumine
denied	keeldutakse
denim	denim
denomination	nimiväärtus
denominational	denominatsiooniline
denominator	nimetaja
denote	tähistavad
denounce	denonsseerima
dense	tihe
density	tihedus
dent	mõlk
dental	hambaravi
dentist	hambaarst
dentistry	hambaarst
dentists	hambaarstid
denunciation	denonsseerimine
deny	eitada
denying	eitamine
deodorant	deodorant
depart	lahkuma
departed	lahkus
department	osakond
departmental	osakondade
departure	lahkumine
depend	sõltuvad
dependable	töökindel
dependant	sõltuv
dependence	sõltuvus
dependency	sõltuvus
dependent	sõltuv
depict	kujutama
depicting	kujutades
depletion	ammendumine
deplorable	kahetsusväärne
deplore	kahjuks
deploy	kasutama
deployment	kasutuselevõtt
deport	deporteerima
deportation	väljasaatmine
depose	maha panema
deposit	tagatisraha
depositary	hoiulevõtja
deposition	sadestumine
depository	hoiulevõtja
depot	depoo
depraved	rikutud
depravity	väärkohtlemine
depreciate	amortiseerima
depreciated	amortiseerunud
depreciation	amortisatsioon
depress	alla vajutama
depressed	alla surutud
depressing	masendav
depression	depressioon
depressive	depressiivne
depresson	NO TRANSLATION
deprivation	puudust
deprive	ära võtma
deprived	ära võetud
depth	sügavus
deputy	asetäitja
derail	vallandada
deranged	varjatud
derelict	mahajäetud
derision	nägemine
derivation	tuletamine
derivative	tuletisinstrument
derive	tuletama
dermal	naha kaudu
dermatologist	dermatoloog
dermatology	dermatoloogia
derogation	erand
derogatory	murettekitav
descend	laskuda
descendant	järeltulija
descendent	NO TRANSLATION
descending	kahanev
descent	laskumine
describe	kirjeldage
description	kirjeldus
descriptive	kirjeldav
desecrate	desekreerida
desecration	petmine
desert	kõrbes
deserted	mahajäetud
deserter	deserter
desertion	desertion
deserve	väärima
deserved	teeninud
deserving	väärib
design	disain
designate	määrama
designated	määratud
designation	määramine
designed	disainitud
designer	disainer
designing	projekteerimine
desirability	soovitav
desirable	soovitav
desire	soovi
desiring	soovides
desirous	soovides
desist	loobuma
desk	laud
desolate	tühi
desolation	hävitamine
despair	meeleheide
despairing	meeleheide
despatch	lähetamine
desperado	desperado
desperate	meeleheitel
desperation	meeleheide
despicable	põlastusväärne
despise	põlgama
despondent	nõrk
despotic	despootiline
despotism	Despotism
dessert	magustoit
destination	sihtkoht
destined	määratud
destiny	saatus
destitute	vaesed
destroy	hävitada
destroyed	hävitatud
destroyer	hävitaja
destroying	hävitades
destruct	hävitada
destruction	hävitamine
destructive	hävitav
detach	lahti võtma
detached	eraldatud
detachment	eraldamine
detail	üksikasjalikult
detailed	üksikasjalik
details	üksikasjad
detain	kinni pidama
detainee	kinnipeetav
detect	avastada
detectable	tuvastatav
detection	märkamine
detective	detektiiv
detector	detektor
detention	kinnipidamine
deter	hoiata
detergent	puhastusvahend
deteriorate	halvenevad
deteriorated	halvenenud
deteriorating	halveneb
deterioration	halvenemine
determinable	määratav
determinate	määrav
determination	määramine
determine	määrama
determined	kindlaks määratud
deterrent	hoiatav
detest	hirmutav
detestation	kõhklemine
detonate	plahvatama
detonation	detonatsioon
detonator	detonaator
detour	ümbersõit
detract	kahandama
detriment	kahjuks
detrimental	kahjulik
detritus	detritus
deuce	deuce
deutschmark	deutschmark
devalued	devalveeritakse
devastate	hävitab
devastated	laastatud
devastating	laastav
devastation	laastavad
develop	arenema
developer	arendaja
developing	arendades
development	arengut
deviant	deviantne
deviate	kõrvale kalduda
deviating	kõrvalekalduv
deviation	hälve
device	seade
devil	kurat
deviled	deviled
devilish	kuradi
devious	vihane
devise	kavandama
devoid	puudus
devolution	üleandmine
devolve	läheme edasi
devote	pühenduma
devoted	pühendatud
devotee	pühendunu
devotion	pühendumus
devotional	pühendunud
devour	õgima
devout	pühendunud
dew	kaste
dexter	dexter
dexterity	osavus
dextrose	dekstroos
diabetes	diabeet
diabetic	diabeet
diabolical	kuratlik
diagnose	diagnoosida
diagnosis	diagnoosimine
diagnostic	diagnostika
diagnostics	diagnostika
diagonal	diagonaal
diagram	diagramm
dial	dial
dialect	dialekt
dialectic	dialektika
dialogue	dialoog
dialysis	dialüüs
diameter	läbimõõt
diamond	teemant
diamonds	teemandid
diaper	mähe
diaphragm	diafragma
diarrhea	kõhulahtisus
diarrhoea	kõhulahtisus
diary	päevik
diatribe	diatribe
dib	NO TRANSLATION
dibs	dibs
dice	täringud
dicey	dicey
dichotomous	dikotoomne
dichotomy	dikotoomia
dick	munn
dickhead	dickhead
dicks	Dicks
dictate	dikteerima
dictation	dikteerimine
dictator	diktaator
dictatorial	diktaatorlik
dictatorship	diktatuur
diction	diktsioon
dictionary	sõnastik
dictum	NO TRANSLATION
didactic	didaktiline
diddle	ei suutnud
die	NO TRANSLATION
died	suri
diesel	diisel
diet	dieet
dietary	dieet
differ	erinevad
difference	vahe
differences	erinevused
different	erinevad
differential	diferentsiaal
differentiation	diferentseerimine
differently	erinevalt
differing	erinevad
difficult	raske
difficulties	raskused
difficulty	raskused
diffuse	hajus
diffusion	difusioon
dig	NO TRANSLATION
digest	seedima
digestion	seedimine
digestive	seedimine
digit	kohaline
digital	digitaalne
dignified	väärikas
dignify	väärikas
dignity	väärikus
digress	taganema
digs	NO TRANSLATION
dike	Dike
dilapidated	lagunenud
dilatation	laienemine
dilation	laienemine
dildo	dildo
dilemma	dilemma
diligence	hoolsus
diligent	hoolas
dill	tillikas
diluent	lahjendusvedelik
dilute	lahjendama
diluted	lahjendatud
dilution	lahjendamine
dim	hämar
dime	peenraha
dimension	mõõde
dimensional	kolmemõõtmeline
diminish	vähenema
diminished	vähenenud
diminution	vähenemine
diminutive	diminutiivne
dimwit	dimwit
din	NO TRANSLATION
dine	õhtusöök
diner	söökla
dinghy	loputama
dingo	dingo
dingy	kadunud
dining	söögituba
dinky	kummaline
dinner	õhtusöök
dinnertime	õhtusöögi aeg
dinosaur	dinosaurus
dint	dint
diocesan	piiskopkond
diocese	piiskopkond
diorama	diorama
dioxide	dioksiid
dip	langeb
diploma	diplom
diplomacy	diplomaatia
diplomat	diplomaat
diplomatic	diplomaatiline
dipper	kallur
dippy	dippy
dipstick	tõukurpuks
dire	NO TRANSLATION
direct	otsene
directed	suunatud
direction	suunda
directive	direktiiv
directly	otse
director	direktor
directory	kataloog
dirt	mustus
dirty	räpane
disability	puue
disable	keelata
disabled	puudega
disadvantage	ebasoodsasse olukorda
disaffected	pettunud
disagree	ei nõustu
disagreeable	ebameeldiv
disagreeing	ei nõustu
disagreement	erimeelsused
disallow	keelduda
disallowed	keelatud
disapointment	NO TRANSLATION
disappear	kaovad
disappearance	kadumine
disappearing	kadudes
disappoint	pettumust valmistama
disappointed	pettunud
disappointing	pettumuslik
disappointment	pettumus
disapproval	tagasilükkamine
disapprove	tagasi lükata
disapproved	tagasi lükatud
disapproving	tagasi lükata
disarm	desarmeerida
disarray	häbistama
disaster	katastroof
disastrous	katastroofiline
disband	katkestada
disbelief	uskumatus
disbelieve	uskuma
disburse	maksta välja
disbursement	väljamakse
disc	ketas
discard	viska ära
discarded	visata ära
discards	vette tagasi laskmine
discern	eristama
discernible	nähtav
discerning	teadlikumad
discernment	arusaadavus
discharge	tühjendamine
disciple	jünger
disciplinary	distsiplinaarõigus
discipline	distsipliin
disciplined	distsiplineeritud
disclaim	loobuma
disclaimer	vastutusest loobumine
disclose	avalikustama
disclosed	avalikustatud
disclosure	avalikustamine
disco	disko
discoloration	värvimuutus
discolored	värvunud
discomfort	ebamugavustunne
disconcerted	hämmeldunud
disconcerting	häbistamine
disconnect	lahti
disconnected	lahtiühendatud
disconnection	lahtiühendamine
disconnects	katkestab
discontent	rahulolematus
discontinuance	katkestamine
discontinue	katkestada
discontinuity	katkestamine
discontinuous	katkendlik
discord	ebamõistlus
discount	allahindlus
discounted	diskonteeritud
discourage	heidutage
discouraged	heidutav
discouragement	heidutus
discouraging	murettekitav
discourse	diskursus
discover	avastage
discovery	avastus
discredit	diskrediteerima
discredited	diskrediteeritud
discreet	NO TRANSLATION
discrepancy	vastuolu
discrete	diskreetne
discretion	kaalutlusõigus
discretionary	diskretsiooniõigus
discriminate	diskrimineerivad
discriminating	diskrimineeriv
discrimination	diskrimineerimine
discus	diskussioon
discuss	arutama
discussion	arutelu
disdain	valetama
disdainful	valetav
disease	haigus
diseased	haige
disembodied	dismododied
disengage	lahti võtma
disengagement	eraldamine
disfigured	moonutatud
disgrace	häbistav
disgraced	häbistatud
disgraceful	häbiväärne
disgruntled	pettunud
disguise	varjata
disguised	varjatud
disgust	vastikust
disgusted	pettunud
disgusting	vastik
dish	nõu
disheartened	pettunud
disheartening	pettumus
dishonest	ebaaus
dishonesty	ebaausus
dishonor	pettumus
dishonorable	ebaaus
dishwasher	nõudepesumasin
disillusionment	pettumust
disinclination	lootusetus
disincline	lohutama
disinclined	disinclined
disinfect	desinfitseerige
disinfectant	desinfitseerimisvahend
disinfection	desinfitseerimine
disinformation	deinformatsioon
disingenuous	ebaühtlane
disintegrate	lagunema
disintegration	lagunemine
disinterested	erapooletu
disjoint	lahti ühendama
disjointed	lahutamata
disjunctive	disjunktiivne
disk	ketas
diskette	diskett
dislike	ei meeldi
disliked	ei meeldi
disliking	ei meeldi
dislocated	paigutatud
dislocation	dislokatsioon
dislodge	visata
disloyal	ebaseaduslik
disloyalty	ebamäärasus
dismal	jama
dismantle	lammutama
dismay	häpe
dismayed	häbistatud
dismemberment	lahutamine
dismiss	vabaks laskma
dismissal	vallandamine
dismissive	vallandav
dismount	demonteerima
disobedience	sõnakuulmatus
disobedient	sõnakuulmatu
disobey	mitte järgima
disorder	häire
disordered	häiritud
disorderly	ebakorrapärane
disorganized	ebakorrapärane
disorientation	desorientatsioon
disoriented	desorientatsioon
disown	loobuma
disparage	pettumus
disparaging	häbiväärne
disparate	erinevad
disparity	ebavõrdsus
dispassionate	erutamatu
dispatch	lähetamine
dispatcher	dispetšer
dispel	hajutama
dispensary	ambulance
dispensation	vabastus
dispense	loobuma
dispenser	jaotur
dispersal	hajutatus
disperse	hajuma
dispersed	hajutatud
dispersion	dispersioon
dispirited	häiritud
displace	välja vahetama
displaced	ümberasustatud
displacement	nihkumine
displacency	nihkumine
display	kuva
displease	pettuma
displeased	ebameeldiv
displeasure	pettumus
disposable	ühekordselt kasutatav
disposal	kõrvaldamine
dispose	käsutada
disposed	asetatud
disposition	paigutus
dispossessed	vallandatud
disprove	ümber lükata
dispute	vaidlus
disqualification	diskvalifitseerimine
disqualified	diskvalifitseeritud
disqualify	diskvalifitseerima
disquieted	häiritud
disregard	tähelepanuta jätta
disregarded	ignoreeritakse
disrelish	loobuma
disreputable	häbiväärne
disrepute	ebaõiglane
disrespect	lugupidamatust
disrespectful	lugupidamatu
disrupt	häirida
disrupting	häiriv
disruption	katkestus
disruptive	häiriv
dissatisfaction	rahulolematus
dissatisfied	rahulolematu
dissect	lahti lõigatud
dissection	dissektsioon
disseminate	levitada
dissemination	levitamine
dissension	lahkarvamused
dissent	erimeelsus
dissenting	eriarvamus
dissertation	väitekiri
disservice	karedus
dissident	dissident
dissimilar	erinevad
dissipate	hajutama
dissipated	hajutatud
dissociation	dissotsiatsioon
dissociative	dissotsiatiivne
dissolution	lahustumine
dissolve	lahustuda
dissonance	dissonants
dissuade	hoiata
distal	distaalne
distance	vahemaa
distant	kaugel
distaste	unustama
distasteful	ebameeldiv
distillate	destillaat
distillation	destilleerimine
distilled	destilleeritud
distinct	eristatav
distinction	vahe
distinctive	eristusvõime
distinguish	eristama
distinguishable	eristatav
distinguished	eristatav
distinguishing	eristades
distort	moonutama
distorted	moonutatud
distortion	moonutamine
distract	häirima
distracted	murettekitav
distracting	häirivad
distraction	tähelepanu kõrvale juhtimine
distraught	murettekitav
distress	stressi
distressed	murettekitav
distressing	murettekitav
distribute	levitada
distribution	levitamine
distributor	edasimüüja
district	linnaosa
distrust	usaldamatus
disturb	häirima
disturbance	häirimine
disturbed	häiritud
disturbing	häiriv
disuse	ära kasutama
disused	kasutamata
ditch	kraavi
ditto	sama
ditty	kukkuma
diurnal	ööpäevas
diva	diva
divan	NO TRANSLATION
dive	sukelduma
diver	sukelduja
diverge	erinema
divergence	lahknevus
divergent	erinevad
diverging	erinevad
divers	sukeldujad
diverse	mitmekesine
diversified	mitmekesine
diversify	mitmekesistada
diversion	ümbersuunamine
diversionary	diversionaarne
diversity	mitmekesisus
divert	suunama
diverting	suunamine
divest	loobuma
divested	loovutatud
divestment	loovutamine
divide	jagage
divided	jagatud
dividend	dividend
divination	ennustamine
divine	jumalik
divinity	jumalikkus
divisible	jagatav
division	jagunemine
divisor	jagaja
divorce	lahutus
divorcee	abielulahutus
divulge	avalikustama
divvy	Vahetama
dizziness	pearinglus
dizzy	pearinglus
do	tee seda
doable	teostatav
doc	doc
docile	armuline
dock	dokk
docked	dokitud
docket	kinnistusraamat
docking	dokkimine
doctor	arst
doctorate	doktorikraad
doctrinal	õpetlikkus
doctrine	õpetus
document	dokument
documentary	dokumentaalfilm
documentation	dokumentatsioon
documents	dokumendid
dodge	Dodge
dodger	Dodger
dodging	dodging
dodgy	vilets
dodo	dodo
doe	doe
doer	tegija
dog	koer
dogface	dogface
dogged	kallis
doggy	doggy
doghouse	koerakuut
dogma	dogma
dogmatic	dogmaatiline
dogsick	NO TRANSLATION
doings	toimingud
doit	NO TRANSLATION
dojo	dojo
doldrums	doldrums
dole	dole
doll	nukk
dollar	dollar
dollhouse	nukumaja
dolor	NO TRANSLATION
dolphin	delfiin
domain	domeen
dome	kuppel
domestic	kodumaine
domesticated	kodustatud
domestication	kodustamine
domicile	alaline asukoht
domiciled	alaline elukoht
dominance	domineerivus
dominant	domineeriv
dominate	domineerivad
dominating	domineeriv
domination	domineerimine
dominatrix	dominatrix
dominion	valitsev seisund
domino	domino
don	don
donate	annetada
