Word	hy
counts	հաշվի առնենք
county	վարչաշրջանը
coup	հեղաշրջում
coupe	կուպե
couple	զույգը
coupled	զուգորդված
coupling	զուգավորում
coupon	կտրոնը
courage	քաջություն
courageous	խիզախ
courier	սուրհանդակ
courses	դասընթացներ
coursing	վարժեցնելով
court	դատարան
courteous	քաղաքավարի
courtesy	նրբագեղություն
courthouse	դատարան
courtroom	դատարան
courts	դատարաններ
courtship	սիրո մասին
courtside	դատավորին
courtyard	բակում
cousin	զարմիկ
cousins	զարմիկները
cove	կով
coven	գլխարկով
covenant	ուխտը
cover	կափարիչը
coverage	լուսաբանումը
covered	ծածկված
covering	ծածկում
covert	գաղտնի
covet	ագահություն
coveted	coveted
cow	կով
coward	վախկոտ
cowardice	վախկոտություն
cowardly	վախկոտ
cowboy	կովբոյ
cowgirl	կույր աղջիկ
cowhand	կովհենդը
cowhide	կովհիդ
cowl	կով
coworker	աշխատակից
coy	կույտ
coyote	կովինտե
cozy	հարմարավետ
crab	ծովախեցգետին
crabby	ծանրաբեռնված
crack	ճաք
cracked	ճեղքված
cracker	կոտրիչ
crackerjack	crackerjack
cracking	cracking
crackle	ճրագ
crackpot	crackpot
cradle	օրացույց
craft	արհեստ
crafts	արհեստներ
craftsman	արհեստավոր
craftsmanship	արհեստավարժություն
crafty	խորամանկ
craig	խելագար
cram	կռունկ
crammed	խճճված է
cramp	ցրտահարություն
cramped	ծանրաբեռնված
cranberry	լոռամիրգ
cranberry juice	լոռամրգի հյութ
crane	կռունկ
cranial	գլխապտույտ
cranium	խորանարդը
crank	խաբեություն
cranky	խելագար
cranny	խորամանկություն
crap	գաղտնի
crappy	գայթակղություն
craps	craps
crash	վթար
crass	խաչ
crate	տախտակ
crater	խառնարան
crave	ձգտել
craving	խելքը
crawfish	խեցգետին
crawl	սողալ
crayon	խալաթ
crayons	խառնուրդներ
craze	մոլություն
crazed	խելագարված
craziness	խայտառակություն
crazy	խելագար
creak	քրքում
creaking	քրքում
cream	կրեմ
creamed	կրծքավանդակը
creamer	քաղցրավենիք
creamy	քսուք
crease	ծալել
create	ստեղծեք
creation	ստեղծումը
creative	ստեղծագործական
creativity	ստեղծագործական
creator	ստեղծող
creature	արարածը
credence	վստահություն
credential	հավատարմագրային փաստաթուղթ
credentials	հավատարմագրերը
credibility	վստահելիություն
credible	վստահելի
credit	վարկը
credit card	ԿՐԵԴԻՏ քարտ
creditable	NO TRANSLATION
credited	վարկանիշը
crediting	վարկավորում
creditor	վարկատուին
creed	դավանանք
creek	ծառ
creep	սողացող
creeper	սողացող
creeping	սողացող
creepy	սողացող
cremation	կրակից
creole	կրեոլ
crepe	կրեպ
crescendo	crescendo
crescent	կեսերին
crest	կրծքավանդակը
crestfallen	կրտսերը
cretin	կրկին
cretins	ծաղիկներ
crevice	կեղտոտ
crew	անձնակազմը
crewman	անձնակազմի անդամ
crib	օրորոց
cricket	Մահակախաղ
cried	լաց եղավ
crime	հանցանք
criminal	քրեական
criminality	հանցագործություն
crimp	սեղմում
crimson	կարմիր
cringe	cringe
cripple	անպիտան
crippled	անպիտան
crippling	ծեծկռտուք
crisis	ճգնաժամը
crisp	փխրուն
crispy	փխրուն
criterion	չափորոշիչ
critic	քննադատող
critical	քննադատական
criticise	քննադատել
criticism	քննադատություն
criticize	քննադատել
criticized	քննադատեց
critique	քննադատություն
critter	կրտսեր
croak	կռունկը
croc	croc
crock	կեղեւ
crockery	սպասք
crocodile	կոկորդիլոս
croft	քրոնիկ
croissant	կրոյսանտ
crook	կռունկ
crooked	աղավաղված
crop	բերքը
croquet	քրքում
cross	Խաչ
cross country	խաչաձեւ երկիր
crossbow	խաչքար
crossed	անցավ
crossfire	խաչմերուկում
crossing	անցումը
crossover	crossover
crosswalk	ճոպանուղին
crossword	խաչբառ
crotch	քորոց
crouch	կախարդանք
crouched	կախված
crouching	խառնաշփոթություն
croupier	քրեակատար
crow	ագռավ
crowbar	խոնավություն
crowd	ամբոխին
crowded	մարդաշատ
crowds	բազմությունը
crown	թագը
crowning	թագուհին
crucial	վճռական
cruciate	խաչ
crucifix	խաչելություն
crucifixion	խաչելություն
crucify	խաչել
crud	crud
crude	հում
cruel	դաժան
cruelly	դաժանորեն
cruelty	դաժանություն
cruise	Կռուիզ
cruise ship	զբոսանավ
cruiser	քրիզեր
cruising	cruising
crumb	փխրուն
crumble	քանդում
crumbling	խորտակում
crummy	հեգնանքով
crunch	ճռճռոց
crunchy	քաղցրավենիք
crusade	խաչակրաց արշավանք
crusader	խաչակիր
crush	ջախջախիչ
crushed	մանրացված
crusher	crusher
crushing	ջախջախիչ
crust	ընդերքը
crusty	խիստ
crutch	կոլաժ
crux	crux
cry	լաց
crybaby	լացկան
crying	լաց
crypt	գաղտնի
cryptic	գաղտնի
cryptography	կրիպտոգրաֆիա
crystal	բյուրեղյա
crystalline	բյուրեղային
crystallization	բյուրեղացում
cub	ձագ
cubby	քաբբի
cube	խորանարդը
cubic	խորանարդը
cubicle	խցիկ
cuckold	դահլիճ
cuckoo	կռունքը
cucumber	վարունգ
cuddle	կախարդանք
cuddled	cuddled
cuddles	կախարդներ
cuddling	cuddling
cue	հուշում
cuff	բռունցք
cuisine	խոհանոց
culinary	խոհանոցային
cull	կեղտոտ
culminate	գագաթնակետին
culmination	գագաթնակետը
culpability	մեղավորությունը
culpable	մեղավոր
culprit	մեղադրող
cult	պաշտամունք
cultivate	մշակել
cultivated	աճեցված
cultivation	մշակումը
cultural	մշակութային
culture	մշակույթը
cultured	մշակված
culvert	ջարդել
cumbersome	ծանրաբեռնված
cumulus	Կաղապար
cunning	խորամանկ
cunt	ամուսին
cup	բաժակ
cupboard	պահարանը
cupcake	cupcake
cupping	խմելը
cur	ք
curable	բուժելի
curate	Կիրակոսը
curative	բուժիչ
curator	կուրատոր
curb	զսպվածություն
curd	կարկանդակ
cure	բուժում
curfew	ժամը կեսգիշեր
curiosity	հետաքրքրությունը
curious	հետաքրքիր է
curl	curl
curling	գանգուր
currency	արժույթ
current	ընթացիկ
curriculum	ուսումնական պլան
curry	curry
curse	անիծել
cursed	անիծված
cursing	անեծք
cursory	կուրսորը
curt	կուրտ
curtail	կրճատում
curtailment	կրճատում
curtain	վարագույրը
curtains	վարագույրներ
curtsy	կարդացեք
curvature	թեքություն
curve	կորի
curved	curved
curvilinear	curvilinear
cushion	բարձ
cushy	կաշի
cusp	cusp
cuss	խելագարություն
cussed	խելագարված
custard	քաղցրավենիք
custodial	պահակախումբ
custodian	պահառուին
custody	խնամակալություն
custom	սովորույթ
customary	սովորական
customer	հաճախորդը
customized	հարմարեցված
cut	կտրել
cutaneous	տատուած
cute	cute
cuticle	կուտիկուլ
cutie	կոտլետներ
cutlass	կրտսեր
cutlery	Դանակ - պատառաքաղ
cutoff	կտրել
cutter	դանակ
cutters	գործիքներ
cutthroat	կոտլետ
cutting	կտրում
cutting board	կտրում խորհուրդը
cuttings	հատումներ
cwt	cwt
cyanide	ցիանիդ
cyberspace	կիբեռային տարածություն
cycle	ցիկլը
cyclical	ցիկլային
cyclist	հեծանվորդ
cyclone	ցիկլոն
cylinder	գլան
cylindrical	գլանաձեւ
cymbal	ցիմբալ
cynic	ցինիկ
cynical	ցինիկ
cynicism	ցինիզմը
cyst	ցիստ
cystic	ցիստիկ
cytomegalovirus	cytomegalovirus
cytoplasm	ցիտոպլազմ
czar	czar
dab	dab
dabble	դաբլոն
dabbling	dabbling
dad	հայրիկ
daddy	հայրիկ
dado	NO TRANSLATION
daemon	օր
daft	դափ
dagger	դագեր
daily	օրական
dainty	դավադրություն
daiquiri	daiquiri
dairy	կաթնամթերք
daisy	դեզիսին
dak	NO TRANSLATION
dale	դալե
dam	դամբարան
damage	վնաս
damaged	վնասված
damages	վնասները
dame	դամ
damn	Սատանա
damnation	դավաճանություն
damned	արհամարհված
damp	խոնավ
dampened	խոնավանալով
damper	կափույր
damsel	աղջիկներ
dance	պար
dancer	պարուհի
dancing	պար
dandruff	թեփ
dandy	տխուր
danger	վտանգը
dangerous	վտանգավոր է
dangerously	վտանգավոր
dangit	NO TRANSLATION
dangle	կախել
dank	NO TRANSLATION
dapper	դափեր
dare	դաշնամուր
daredevil	դարեդեւիլ
daresay	Դարեսայ
daring	քաջություն
dark	մութ
darken	darken
darkened	խավարը
darkly	մութ
darkness	խավարը
darkroom	մութ սենյակ
darkside	մութ կողմ
darling	սիրելի
darn	Դարն
dart	dart
dash	դաշ
dashboard	վահանակ
dashed	դաշեց
dashing	հալածանք
dastardly	դաժանորեն
