Word	mr
fiduciary	विश्वस्त
field	फील्ड
field hockey	मैदानी हॉकी
fielder	क्षेत्ररक्षक
fiend	प्रिय
fiendish	राक्षसी
fierce	क्रूर
fiery	अग्निमय
fiesta	फिएस्ता
fiesty	NO TRANSLATION
fifteen	पंधरा
fifty	पन्नास
fig	अंजीर
fight	लढा
fighter	सैनिक
fighting	लढाई
fights	मारामारी
figment	कल्पित वस्तू
figurative	लाक्षणिक
figure	आकृती
figurine	मूर्ति
filament	धातू
filamentous	filamentous
file	फाईल
filet	फाईलट
filibuster	फाईलिस्टर
filigree	चित्रकला
filing	दाखल
filings	फाइलिंग
fill	भरा
filler	भराव
fillet	पट्टीने बांधणे
filling	भरत आहे
filly	filly
film	चित्रपट
filmmaker	चित्रपट निर्माता
filmy	NO TRANSLATION
filter	फिल्टर
filth	घाण
filthy	अश्लील
filtration	गाळण्याची प्रक्रिया किंवा पध्दती
fin	NO TRANSLATION
final	अंतिम
finale	शेवट
finalist	अंतिम स्पर्धक
finality	अंतिम
finalize	अंतिम स्वरूप द्या
finalized	अंतिम रूप दिले
finally	शेवटी
finance	वित्त
financial	आर्थिक
financier	फायनान्सिअर्स
finch	फिंच
find	शोधणे
finder	शोधक
finding	शोधणे
fine	दंड
finery	लोखंडाचीपट्टी
finesse	कौशल्य
finger	बोट
fingernail	नख
fingerprint	फिंगरप्रिंट
fingerscrossed	NO TRANSLATION
finish	समाप्त
finished	पूर्ण झाले
finite	मर्यादित
fink	लहरीपणा
fir	त्याचे लाकूड
fire	आग
firearm	बंदुक
firearms	बंदुक
fireball	अग्निबाण
firecracker	फ्लाकारा
firefight	अग्निशामक
firefighter	अग्निशामक
firefly	काल्पनिक
firehouse	फायरहाउस
firelight	अग्निशामक
fireman	अग्निशमन
fireplace	शेकोटी
firepower	अग्निशामक
fireproof	अग्निरोधक
fireside	फायरसाइड
firestorm	अग्निशामक
firewall	फायरवॉल
firewood	सरपण
firework	फटाके
fireworks	फटाके
firing	गोळीबार
firm	टणक
firmament	आकाश
firmly	घट्टपणे
firmness	खंबीरपणा
first	पहिला
firstborn	ज्येष्ठ
firstworldprobs	NO TRANSLATION
fiscal	वित्तीय वर्ष
fish	मासा
fisherman	कोळी
fishery	मासेमारी
fishing	मासेमारी
fishing boat	मासेमारी नौका
fishy	माशाचा
fissile	लोखंडी
fission	विखंडन
fissure	भेग
fist	घट्ट मुठ
fistfight	फाइटफॉइट
fistful	मुठ्ठी
fistula	भग्नता
fit	तंदुरुस्त
fitness	फिटनेस
fits	बसत
fitted	सज्ज
fitting	समर्पक
fittings	फिटिंग्ज
five	पाच
fiver	फेवर
fix	निश्चित करा
fixable	fixable
fixation	स्थिरता
fixed	निश्चित
fixer	फिक्सर
fixture	वस्तू
fixtures	सामने
fizz	फिकट
fjord	फर्गन
flabbergast	गोंधळ
flabbergasted	निष्पाप
flabby	हडकुळा
flaccid	सुरकुतलेला
flag	झेंडा
flagging	ध्वजांकन
flagpole	ध्वज फडफड
flagrant	उघडकीस
flagship	प्रमुख
flagstaff	ध्वजस्तंभ
flair	प्रतिभा
flak	फडफड
flake	तुकडा
flaky	खडबडीत
flamboyant	भडक
flame	ज्योत
flamethrower	फ्लेमेथॉवर
flaming	झगमगाट
flamingo	फ्लेमिंगो
flammable	ज्वालाग्राही
flan	फ्लॅन
flange	बाहेरील कडा
flank	पंक्ती
flanked	flanked
flanking	फ्लॅंकिंग
flannel	फुलझाल
flap	फडफड
flapping	फडफड
flare	भडकणे
flares	flares
flaring	उदास
flash	फ्लॅश
flashback	फ्लॅशबॅक
flashing	फ्लॅशिंग
flashlight	फ्लॅशलाइट
flashy	बेजबाबदार फटका
flask	फ्लास्क
flat	फ्लॅट
flatbed	फ्लॅटबेड
flatfoot	फ्लॅटफूट
flatness	उदासीनता
flatten	समतल करा
flatter	मोजमाप
flattered	आनंदी
flattering	खुशामत
flattery	खुशामत
flatulence	फुशारकी
flaunt	फडफडणे
flavor	चव
flaw	दोष
flawed	दोषपूर्ण
flawless	निर्दोष
flea	पिसू
fleabag	फ्लीबॅग
fled	पळून गेले
flee	पळून जा
fleece	लुबाडणे
fleet	वेगवान
fleeting	क्षणभंगूर
flesh	देह
fleshy	मांसल
flex	वाकवणे
flexibility	लवचिकता
flexible	लवचिक
flexin	लवचिक
flexion	वळण
flick	झटका
flicker	झटका
flickering	चंचल
flier	फ्लायर
flight	उड्डाण
flighty	उडणारी
flimsy	ठिसूळ
flinch	झटका
fling	फडफड
flint	गारगोटी
flip	झटका
flip flop	फ्लिप फ्लॉप
flipper	करड्या रंगाची लोकर
flipping	फ्लिपिंग
flirt	नखरा
flirtation	प्रणयी
flirting	फ्लर्टिंग
flirty	flirty
float	फ्लोट
floater	फ्लोटर
flock	कळप
flog	चाबकाचा मार
flood	पूर
floor	मजला
flooring	फ्लोअरिंग
floozy	फ्लूजी
flop	धपकन
floppy	फ्लॉपी
flora	वनस्पती
floral	फुलांचा
florist	फुलवाला
floss	वाफ
flotation	फवारा
flounder	चपळ
flour	पीठ
flourish	भरभराट
flow	प्रवाह
flower	फूल
flowering	फुलांची
flowers	फुलं
flowery	फुलांचा
flows	वाहते
flu	फ्लू
fluctuate	चढउतार
fluctuating	अस्थिर
fluctuation	चढ - उतार
flue	फ्लिप
fluency	ओघ
fluent	अस्खलित
fluff	झटका
fluffy	मऊ आणि हलका
fluid	द्रवपदार्थ
fluidity	प्रवाहीपणा
fluke	अनपेक्षित घटना
flunk	फ्लंक
flunky	फ्लॅकी
fluorescence	फ्लूरोसेन्स
fluorescent	फ्लूरोसेन्ट
flurries	झटका
flurry	गोंधळ
flush	फ्लश
flustered	वाढलेला
flute	बासरी
fluted	फ्लुटेड
flutter	गोंधळ
fluvial	नदीसंबंधी
flux	प्रवाह
fly	उडवा
flyboy	फ्लायबॉय
flyer	फ्लायर
flying	उडाण
flywheel	फ्लायव्हील
foal	बांगड्या
foam	फेस
foaming	फोमिंग
foamy	फेसाळ
fob	फॅक
focal	फोकल
focus	फोकस
fodder	चारा
foe	शत्रू
fog	धुके
foggy	अस्पष्ट
foil	फॉइल
foiled	फिकट
fold	दुमडणे
folded	दुमडलेला
folder	फोल्डर
foliage	झाडाची पाने
folio	फोलिओ
