Word	bs
differ	razlikuju se
difference	razlika
differences	razlike
different	drugačiji
differential	diferencijal
differentiation	diferencijacija
differently	drugačije
differing	drugačije
difficult	teško
difficulties	teškoće
difficulty	poteškoća
diffuse	difuzno
diffusion	difuzija
dig	NO TRANSLATION
digest	digest
digestion	varenje
digestive	probavni
digit	cifra
digital	digitalni
dignified	dostojanstven
dignify	dignify
dignity	dostojanstvo
digress	digress
digs	digs
dike	dike
dilapidated	raspadan
dilatation	dilatacija
dilation	dilacija
dildo	dildo
dilemma	dilema
diligence	marljivost
diligent	marljivo
dill	koper
diluent	diluent
dilute	razblažiti
diluted	razređeni
dilution	razređivanje
dim	dim
dime	dime
dimension	dimenzije
dimensional	dimenzionalno
diminish	smanjuju
diminished	smanjen
diminution	smanjenje
diminutive	pomalo
dimwit	dimwit
din	NO TRANSLATION
dine	dine
diner	restoran
dinghy	gumenjak
dingo	dingo
dingy	Dingy
dining	dining
dinky	dinky
dinner	večera
dinnertime	vrijeme večere
dinosaur	dinosaurus
dint	dint
diocesan	diocesan
diocese	diocese
diorama	diorama
dioxide	dioksid
dip	dip
diploma	diploma
diplomacy	diplomatije
diplomat	diplomat
diplomatic	diplomatski
dipper	dipper
dippy	dripy
dipstick	dipstick
dire	NO TRANSLATION
direct	direktno
directed	režiran
direction	smjer
directive	direktiva
directly	direktno
director	direktor
directory	direktorijum
dirt	prljavština
dirty	prljavi
disability	invaliditet
disable	onemogući
disabled	onemogućeno
disadvantage	nedostatak
disaffected	nezadovoljan
disagree	ne slažem se
disagreeable	neprijatno
disagreeing	ne slažem se
disagreement	neslaganje
disallow	zabraniti
disallowed	zabranjeno
disapointment	NO TRANSLATION
disappear	nestati
disappearance	nestanak
disappearing	nestaje
disappoint	razočaraj
disappointed	razočaran
disappointing	razočaravajući
disappointment	razočarenje
disapproval	neodobravanje
disapprove	ne odobravam
disapproved	neodobreno
disapproving	neodobravanje
disarm	razoružati
disarray	disarray
disaster	katastrofa
disastrous	katastrofalno
disband	disband
disbelief	neverstvo
disbelieve	ne vjerujte
disburse	isplata
disbursement	isplata
disc	disk
discard	odbaci
discarded	odbačen
discards	odbacuje
discern	razlikovati
discernible	prepoznatljiv
discerning	prepoznaje
discernment	raznolikost
discharge	pražnjenje
disciple	učenik
disciplinary	disciplinski
discipline	disciplina
disciplined	disciplinovan
disclaim	odricati
disclaimer	odricanje od odgovornosti
disclose	otkriti
disclosed	obelodanjeno
disclosure	obelodanjivanje
disco	diskoteka
discoloration	diskoloracija
discolored	obojeno
discomfort	nelagodnost
disconcerted	diskoncertan
disconcerting	uznemirujuće
disconnect	isključite
disconnected	isključen
disconnection	prekid veze
disconnects	prekida veze
discontent	nezadovoljstvo
discontinuance	diskontinuitet
discontinue	prekinuti
discontinuity	diskontinuitet
discontinuous	diskontinuirano
discord	razdora
discount	popust
discounted	popust
discourage	obeshrabruju
discouraged	obeshrabrujuće
discouragement	obeshrabrivanje
discouraging	obeshrabrujuće
discourse	diskurs
discover	otkriti
discovery	otkriće
discredit	diskreditovati
discredited	diskreditovan
discreet	NO TRANSLATION
discrepancy	neslaganje
discrete	diskretan
discretion	diskreciono pravo
discretionary	diskreciono
discriminate	diskriminišu
discriminating	diskriminirajući
discrimination	diskriminacija
discus	diskus
discuss	diskutovati
discussion	diskusija
disdain	prezira
disdainful	prezira
disease	bolesti
diseased	obolelih
disembodied	razdvojeni
disengage	razdvajanje
disengagement	razdvajanje
disfigured	izobličeno
disgrace	sramota
disgraced	poniženi
disgraceful	sramota
disgruntled	nezadovoljan
disguise	maskiranje
disguised	prikriven
disgust	odugovlačenje
disgusted	gadan
disgusting	odvratno
dish	jelo
disheartened	razočarani
disheartening	razočaranje
dishonest	neiskreno
dishonesty	nepoštenost
dishonor	dishonor
dishonorable	nečastan
dishwasher	Mašina za suđe
disillusionment	razočaranje
disinclination	disinclination
disincline	disincline
disinclined	neudate
disinfect	dezinfikuje
disinfectant	dezinfekciono sredstvo
disinfection	dezinfekcija
disinformation	dezinformacija
disingenuous	neiskreno
disintegrate	dezintegrirati
disintegration	dezintegracija
disinterested	nezainteresovan
disjoint	disjoint
disjointed	razdvojeno
disjunctive	disjunktivno
disk	disk
diskette	disketa
dislike	Ne volim
disliked	ne voli
disliking	dislikovanje
dislocated	dislocated
dislocation	dislokacija
dislodge	izbrišite
disloyal	nelojalan
disloyalty	nelojalnost
dismal	loše
dismantle	demontirati
dismay	užas
dismayed	zastrašujuće
dismemberment	dismemberment
dismiss	odbaciti
dismissal	otpuštanje
dismissive	negativan
dismount	sruši se
disobedience	neposlušnost
disobedient	neposlušni
disobey	neposlušni
disorder	poremećaj
disordered	poremećeno
disorderly	neuredno
disorganized	neorganizovan
disorientation	dezorientacija
disoriented	dezorientiran
disown	odbijen
disparage	omalovažavanje
disparaging	omalovažavanje
disparate	razdvojeno
disparity	disparitet
dispassionate	nepristrasno
dispatch	otprema
dispatcher	dispečer
dispel	dispel
dispensary	dispensary
dispensation	dispensation
dispense	raspusti
dispenser	dispenser
dispersal	disperzija
disperse	disperzija
dispersed	disperziran
dispersion	disperzija
dispirited	dispirited
displace	displace
displaced	raseljena
displacement	rasipanje
displacency	pomjerenost
display	display
displease	nezadovoljstvo
displeased	nezadovoljan
displeasure	nezadovoljstvo
disposable	jednokratno
disposal	odlaganje
dispose	raspolagati
disposed	odloženi
disposition	dispozicija
dispossessed	deponovan
disprove	opovrgnuti
dispute	spor
disqualification	diskvalifikacija
disqualified	diskvalifikovan
disqualify	diskvalifikovati
disquieted	uznemiren
disregard	zanemariti
disregarded	zanemaren
disrelish	Isprazni
disreputable	zabrinut
disrepute	zabrinutost
disrespect	nepoštovanje
disrespectful	nepoštiv
disrupt	poremećaj
disrupting	poremećaj
disruption	poremećaj
disruptive	pogrešno
dissatisfaction	nezadovoljstvo
dissatisfied	nezadovoljan
dissect	dissect
dissection	dissection
disseminate	raširiti
dissemination	diseminacija
dissension	neslaganje
dissent	neslaganje
dissenting	neslaganje
dissertation	disertacija
disservice	loše usluge
dissident	disident
dissimilar	različit
dissipate	rasipati
dissipated	rasipana
dissociation	disocijacija
dissociative	disociativan
dissolution	raspadanje
dissolve	rastvara se
dissonance	dissonance
dissuade	odvratiti
distal	distalni
distance	razdaljina
distant	daleko
distaste	odvratno
distasteful	odvratan
distillate	destilat
distillation	destilacija
distilled	destilovan
distinct	poseban
distinction	razlika
distinctive	prepoznatljiv
distinguish	razlikovati
distinguishable	razlikuje se
distinguished	razlikovati
distinguishing	razlikovanje
distort	izobličenje
distorted	iskrivljeno
distortion	izobličenje
distract	odvratiti
distracted	odvratan
distracting	ometajući
distraction	odvraćanje
distraught	uznemiren
distress	nevolja
distressed	uznemiren
distressing	uznemirujući
distribute	distribuirati
distribution	distribucija
distributor	distributer
district	kvart
distrust	nepoverenje
disturb	uznemiri
disturbance	poremećaj
disturbed	uznemiren
disturbing	uznemiravajuće
disuse	poništiti
disused	disused
ditch	jar
ditto	ditto
ditty	Ditty
diurnal	dnevno
diva	diva
divan	NO TRANSLATION
dive	ronjenje
diver	ronilac
diverge	diverge
divergence	divergencija
divergent	divergentno
diverging	divergentan
divers	ronioci
diverse	raznolika
diversified	raznovrsna
diversify	diversify
diversion	preusmeravanje
diversionary	diverzantski
diversity	raznolikost
divert	preusmeravanje
diverting	preusmeravanje
divest	divest
divested	odvojeno
divestment	oduzimanje
divide	podelite
divided	podeljeno
dividend	dividenda
divination	divina
divine	božanstveno
divinity	božanstvo
divisible	deljiva
division	divizija
divisor	divisor
divorce	razvod
divorcee	razvodnik
divulge	razotkrivanje
divvy	divvija
dizziness	vrtoglavica
dizzy	vrtoglavica
do	da
doable	doable
doc	doc
docile	poslušni
dock	dok
docked	priključen
docket	dock
docking	pristajanje
doctor	doktor
doctorate	doktorat
doctrinal	doktrina
doctrine	doktrina
document	dokument
documentary	dokumentarac
documentation	dokumentacija
documents	dokumente
dodge	dodge
dodger	dodger
dodging	dodging
dodgy	dodgy
dodo	dodo
doe	doe
doer	Doer
dog	pas
dogface	dogface
dogged	straljno
doggy	pasji
doghouse	doghouse
dogma	dogma
dogmatic	dogmatski
dogsick	NO TRANSLATION
doings	dojenja
doit	NO TRANSLATION
dojo	dojo
doldrums	Doldrums
dole	dole
doll	lutka
dollar	dolar
dollhouse	lutka
dolor	NO TRANSLATION
dolphin	delfin
domain	domain
dome	kupola
domestic	domaći
domesticated	udomljen
domestication	domestikacija
domicile	domicile
domiciled	domicil
dominance	dominantnost
dominant	dominantan
dominate	dominiraju
dominating	dominirajuće
domination	dominacija
dominatrix	dominatrix
dominion	dominion
domino	domino
don	don
donate	donirati
donation	donacija
donkey	magarca
donor	donator
dontlikeyou	NO TRANSLATION
dontmess	NO TRANSLATION
dontmesswithme	dontmesswithme
dontpanic	dontpanic
dontunderstand	NO TRANSLATION
doodle	dudu
doom	doom
doomed	osuđena
doomsday	Doomsday
door	vrata
doorbell	vrata zvona
doorknob	vrata
doorman	portir
doormat	vratilo
doornail	vrata
doorstep	prag
doorway	vrata
dopamine	dopamin
dope	dope
dopey	dopey
dork	dork
dorky	dorky
dorm	dorm
dormant	mirno
dormitory	studentski dom
dorsal	dorsal
dosage	doziranje
dose	doza
dossier	dosije
dot	dot
doting	doting
dotted	tačkano
dotty	dotty
double	dvostruko
doubled	udvostručen
doublet	doublet
doubling	udvostručavanje
doubt	sumnja
doubtful	sumnjivo
doubting	sumnja
doubtless	nesumnjivo
doubts	sumnje
douche	douche
douchebags	douchebags
dough	testo
doughboy	doughboy
doughnut	Krofna
dour	stres
douse	douse
dove	golub
down	dole
downcast	usporen
downer	downer
downfall	pada
downfield	downfield
downhearted	inspirisan
downhill	nizbrdo
download	skinuti
downpour	downcast
downright	direktno
downriver	nizbrdo
downside	negde
downtime	vreme zastoja
downward	nadole
downy	pijan
dowry	miraša
doze	doze
dozen	desetak
drab	drab
draft	nacrt
drafty	drafty
drag	povući
dragon	zmaj
dragonfly	dragonfly
drain	odvod
drainage	drenaža
drained	isušeni
draining	odvod
drainpipe	drainpipe
drake	drake
drama	drama
dramaqueen	NO TRANSLATION
dramatic	dramaticno
drape	drape
drapery	draperije
drastic	drastično
drat	NO TRANSLATION
draught	nacrt
draw	nacrtati
drawback	nedostatak
drawbridge	drawbridge
drawer	crtač
drawers	ladice
drawing	crtanje
dread	strah
dreaded	strah
dreadful	strašno
dreadfully	užasno
dreading	strah
dream	san
dreamboat	dreamboat
dreamer	sanjar
dreaming	sanjam
dreamland	dreamland
dreams	snove
dreamt	sanjala
dreamy	snajperski
dreary	dreary
dredge	bager
drenched	natopljen
dress	haljina
dresser	komoda
dressmaker	krojač
dressy	haljina
dribble	NO TRANSLATION
dried	sušeno
drier	sušare
drift	drift
drifted	drifted
drifter	drifter
driftwood	driftwood
drill	bušilica
drink	piće
drinker	pijete
drinking	piti
drinks	piće
drip	kapanje
dripping	kapanje
drive	voziti
drivel	pogon
driver	vozač
driveway	dovoz
drizzle	pljusak
droll	droll
drone	drone
drones	dronovi
drool	drool
drooping	obuzdati
droopy	droopy
drop	pad
droplet	kapljice
dropout	ispasti
dropper	dropper
drought	suša
drove	NO TRANSLATION
drown	udaviti
drowsiness	pospanost
drowsy	pospanost
drudgery	poniženje
drug	lijek
drug dealing	drogiranje
drugged	droga
druggist	druggist
drugs	droge
drugstore	drogerije
druid	druid
drum	bubanj
drummer	bubnjar
drumming	bubanj
drunk	pijan
drunk driving	pijana vožnja
drunkard	pijanica
drunken	pijan
drunkenness	pijanstvo
dry	suho
dryer	sušilica
dryness	suvoće
dual	dual
dualism	dualizam
duality	dualitet
dub	dub
dubious	sumnjivo
duchess	vojvoda
duck	patka
ducking	ducking
duckling	pače
ducky	ducky
duct	kanal
ductile	duktilni
dud	dud
dude	čoveče
duds	duds
due	due
duel	duel
dues	takse
duet	duet
duffel	duffel
dugout	dugout
duh	duh
duke	vojvoda
dull	tupi
dullard	dullard
dumb	glup
dumbasses	dumbasses
dumbbell	bučica
dumbbitch	NO TRANSLATION
dumfound	odbačen
dumfounder	NO TRANSLATION
dummy	lutka
dump	deponija
dumpling	dumpling
dumps	deponije
dumpster	dumpster
dun	dun
dunce	dunce
dune	dune
dung	NO TRANSLATION
dungeon	tamnica
dunk	dunk
duo	duo
dupe	dupe
duplex	duplex
duplicate	duplikat
duplication	dupliranje
duplicity	duplicity
durability	izdržljivost
durable	izdržljiv
duration	trajanje
duress	prinuda
dusk	sumrak
dusky	dusky
dust	prašinu
duster	duster
dustpan	dustpan
dusty	prašnjava
dutiful	dutiful
duty	dužnost
dwarf	patuljak
dwarfed	dwarfed
dweeb	dweeb
dwell	Stanite
dweller	stanovnik
dwelling	stanovanje
dye	boja
dying	umiranje
dyke	dyke
dynamic	dinamičan
dynamical	dinamičan
dynamics	dinamika
dynamite	dinamit
dynamo	dinamo
dynasty	dinastija
dysentery	dizenterija
dysfunction	disfunkcija
dysfunctional	disfunkcionalan
dyspepsia	dispepsija
eager	željan
eagerness	radost
eagle	orao
ear	uho
earful	urezan
earl	Earl
earlier	ranije
early	rano
earn	zaradite
earnest	iskreno
earnestly	iskreno
earnestness	ozbiljnost
earnings	zarade
earpiece	slušalica
earring	naušnica
earrings	naušnice
earshot	earshot
earth	zemlja
earthenware	zemljani posuđe
earthling	zemlja
earthly	zemlja
earthquake	zemljotres
earthy	zemlja
ease	lako
easel	easel
easement	easement
easily	lako
east	istok
eastbound	na istoku
eastern	istočno
easy	lako
easygoing	lagano
eat	jesti
eater	eater
eating	jesti
eatingdisorders	NO TRANSLATION
eavesdrop	prisluškivati
eavesdropping	prisluškivanje
ebb	ebb
ebony	ebanovina
ebullient	ebullient
eccentric	ekscentričan
eccentricity	ekscentričnost
ecclesiastical	crkvena
echelon	echelon
echinacea	ehinacea
echo	eho
eclectic	eklektičan
eclipse	eklipsa
ecliptic	ekliptik
ecological	ekološki
economic	ekonomski
economical	ekonomski
economics	ekonomija
economy	ekonomija
ecosystem	ekosistem
ecstasy	ekstazi
ecstatic	ekstatično
ecumenical	ekumenski
eddy	Eddy
edema	edem
edge	ivica
edging	ivice
edgy	oštar
edible	jestivo
edict	edict
edification	edificiranje
edifice	zgrada
edit	uredi
editing	uređivanje
edition	izdanje
editor	urednik
editorial	editorial
educate	obrazovati
educated	obrazovan
education	obrazovanje
educational	obrazovni
educator	vaspitač
eeeek	NO TRANSLATION
eeek	NO TRANSLATION
eek	eek
eel	jegulja
eerie	eerie
effect	efekat
effective	efikasan
effectiveness	efikasnost
effects	efekti
effectual	efektivno
effectually	efektivno
effectuate	efektivirati
effeminate	feminizam
efficacious	efikasan
efficacy	efikasnost
efficiency	efikasnost
efficient	efikasan
effigy	slika
effort	napor
effortless	bez napora
effusion	izlučivanje
effyou	NO TRANSLATION
egg	jaje
egghead	egghead
eggnog	eggnog
eggplant	Patlidžan
eggshell	jaja
ego	ego
egomaniac	egomaniac
egotistical	egotistički
egregious	egregious
egress	izlaz
eight	osam
eighteen	osamnaest
eighth	osmi
eighty	osamdeset
ejaculate	ejakulat
ejaculation	ejakulacija
eject	izbaciti
ejection	izbacivanje
elaborate	elaborat
elaboration	elaboracija
elan	NO TRANSLATION
elapse	istekne
elapsed	proteklo
elastic	elastičan
elasticity	elastičnost
elated	podstaknuta
elation	oduševljenje
elbow	lakat
eld	eld
elder	stariji
elderly	stariji
elders	starešine
eldest	najstariji
elect	izabrati
election	izbor
elective	izborni
elector	elector
electoral	izborni
electorate	biračko telo
electric	električni
electric slide	električni slajd
electrical	električni
electrician	električar
electricity	struja
electrify	elektrifikacija
electrocute	elektro struja
electrocution	električni udar
electromagnetic	elektromagnetski
electron	elektron
electronic	elektronski
electronics	elektronika
elegance	elegancija
elegant	elegantno
element	element
elemental	elemental
elementary	osnovno
elements	elementi
elephant	slon
elevate	uzdići
elevated	povišen
elevation	elevation
elevator	lift
eleven	jedanaest
eleventh	jedanaestog
elf	elf
elicit	izazvati
eligible	kvalifikovan
eliminate	eliminirati
elimination	eliminacija
elite	elita
elitist	elitista
elixir	elixir
elk	elk
ell	ell
ellipse	elipsa
ellipsis	elipsa
ellipsoid	elipsoid
