Word	lt
cruelly	žiauriai
cruelty	žiaurumas
cruise	kruizas
cruise ship	kruizinis laivas
cruiser	kreiseris
cruising	kreiserinis
crumb	trupiniai
crumble	nyksta
crumbling	truputis
crummy	kietas
crunch	krizė
crunchy	traškus
crusade	kryžiaus žygis
crusader	kryžiuočiai
crush	sutraiškyti
crushed	susmulkintas
crusher	trupintuvas
crushing	griovimas
crust	pluta
crusty	kietas
crutch	ramentas
crux	kieta
cry	verkis
crybaby	verksnys
crying	verkimas
crypt	kripta
cryptic	paslaptingas
cryptography	kriptografija
crystal	kristalas
crystalline	kristalinis
crystallization	kristalizacija
cub	kub
cubby	cubby
cube	kubas
cubic	kubinis
cubicle	kubilas
cuckold	cuckold
cuckoo	gegutė
cucumber	agurkas
cuddle	apsiausti
cuddled	apsivilkęs
cuddles	cuddles
cuddling	cuddling
cue	biuletenis
cuff	rankogalis
cuisine	virtuvė
culinary	kulinarija
cull	nuvalyti
culminate	pabaiga
culmination	kulminacija
culpability	kaltė
culpable	kaltinamas
culprit	kaltininkas
cult	kulta
cultivate	kultivuoti
cultivated	kultivuojamas
cultivation	auginimas
cultural	kultūrinis
culture	kultūra
cultured	kultivuotas
culvert	tvenkinys
cumbersome	sudėtinga
cumulus	cumulus
cunning	gudrus
cunt	cunt
cup	puodelis
cupboard	spintelė
cupcake	cupcake
cupping	puodelis
cur	cur
curable	išgydomas
curate	curate
curative	gydomoji
curator	kuratorius
curb	pažaboti
curd	varškė
cure	išgydyti
curfew	komendanto valanda
curiosity	smalsumas
curious	įdomu
curl	garbanoti
curling	curling
currency	valiuta
current	dabartinis
curriculum	mokymo planas
curry	karis
curse	prakeiksmas
cursed	prakeiktas
cursing	prakeikimas
cursory	bjaurus
curt	trumpas
curtail	apriboti
curtailment	sumažinimas
curtain	užuolaidos
curtains	užuolaidos
curtsy	žvilgsnis
curvature	kreivumą
curve	kreivė
curved	išlenktas
curvilinear	kreivinis
cushion	pagalvėlė
cushy	minkštas
cusp	cusp
cuss	cuss
cussed	cussed
custard	pyragas
custodial	laisvės atėmimas
custodian	saugotojas
custody	globa
custom	pagal užsakymą
customary	įprastas
customer	klientas
customized	pritaikytas
cut	supjaustyti
cutaneous	odos
cute	mielas
cuticle	odelė
cutie	cutie
cutlass	kirstukas
cutlery	stalo įrankiai
cutoff	Nupjauti
cutter	pjaustytuvas
cutters	pjaustytuvai
cutthroat	pjūvis
cutting	pjaustymas
cutting board	pjaustymo lentelė
cuttings	auginiai
cwt	cwt
cyanide	cianidas
cyberspace	kibernetinė erdvė
cycle	ciklas
cyclical	ciklinis
cyclist	dviratininkas
cyclone	ciklonas
cylinder	cilindras
cylindrical	cilindrinis
cymbal	cimbolas
cynic	ciniškas
cynical	ciniškas
cynicism	cinizmas
cyst	cista
cystic	cistinė
cytomegalovirus	citomegalovirusas
cytoplasm	citoplazma
czar	caras
dab	pabandyk
dabble	čiulpti
dabbling	dabbling
dad	tėtis
daddy	tėtis
dado	NO TRANSLATION
daemon	daemonas
daft	daft
dagger	kiškis
daily	kasdien
dainty	skanėsto
daiquiri	Daiquiri
dairy	pieno produktai
daisy	Daisy
dak	NO TRANSLATION
dale	Dale
dam	užtvankos
damage	žala
damaged	sugadintas
damages	žalos atlyginimas
dame	dame
damn	prakeiktas
damnation	pasmerkimas
damned	pasmerktas
damp	drėgna
dampened	sumaišytas
damper	slopintuvas
damsel	mergaitė
dance	šokis
dancer	šokėja
dancing	šokiai
dandruff	pleiskanos
dandy	dandy
danger	pavojus
dangerous	pavojingas
dangerously	pavojingai
dangit	NO TRANSLATION
dangle	braukti
dank	NO TRANSLATION
dapper	dapper
dare	išdrįsti
daredevil	daredevil
daresay	daresay
daring	drąsus
dark	tamsi
darken	tamsinti
darkened	patamsintas
darkly	tamsiai
darkness	tamsa
darkroom	tamsus kambarys
darkside	tamsioji pusė
darling	brangioji
darn	darn
dart	šokti
dash	brūkšnys
dashboard	prietaisų skydelis
dashed	briaunos
dashing	baisus
dastardly	netyčia
data	duomenys
database	duomenų bazė
date	data
datenight	NO TRANSLATION
daughter	dukra
dawdle	vaiduoklis
dawn	Aušra
dawned	aušta
day	diena
daybreak	Saulėlydis
daycare	vaikų priežiūra
daydream	svajonė
daydreaming	svajonė
daylight	dienos šviesa
daymade	NO TRANSLATION
dayoff	NO TRANSLATION
daytime	dienos metu
daze	daze
dazed	priblokštas
dazzle	apakinti
dazzling	apakinti
deacon	diakonas
deactivate	deaktyvuoti
dead	miręs
deadbeat	deadbeat
deadline	terminas
deadlines	terminai
deadlock	aklavietė
deadly	mirtini
deaf	kurtis
deafening	gailimasis
deafness	kurtumas
deal	spręsti
dealer	prekiautojas
dealership	prekiautojas
dealing	sprendžiant
dealings	sandoriai
dean	dekanas
dear	brangioji
dearest	dearest
dearth	trūkumas
death	mirtis
deathbed	mirties baldai
deathly	mirtinai
debacle	debetas
debased	nuslopintas
debatable	ginčytinas
debate	diskusija
debauchery	išblaškymas
debenture	debitorija
debilitating	silpnas
debit	debetas
debrief	apibendrinimas
debriefing	apibendrinimas
debris	nuolaužos
debt	skola
debtor	skolininkas
debut	debiutas
debutante	debutantas
decade	dešimtmetis
decadence	dekadencija
decadent	dekadentas
decaf	dekabas
decanter	dekanteris
decathlon	dešimtmetis
decay	skilimas
decayed	išnykęs
decaying	nyksta
deceased	miręs
decedent	mirusysis
deceit	apgaulė
deceitful	apgaulingas
deceive	apgauti
deceived	apgauti
deceiving	apgauti
december	gruodžio mėn
decency	padorumas
decent	padorus
deception	apgaulė
deceptive	apgaulingas
decide	nuspręsti
decidedly	ryžtingai
deciduous	lapuočių
decimal	dešimtainis skaičius
decimeter	dešimtainis
decipher	iššifruoti
decision	sprendimas
decisive	lemiamas
deck	denio
declaration	deklaracija
declaratory	deklaracinis
declare	deklaruoti
declination	deklinacija
decline	nuosmukis
declining	mažėja
deco	deko
decode	iššifruoti
decoder	dekoderis
decompose	suskaidyti
decomposed	suskaidytas
decomposition	skilimas
decompress	atskleisti
decompression	dekompresija
decontamination	dezaktyvacija
decor	dekoruoti
decorate	dekoruoti
decorating	dekoravimas
decoration	apdaila
decorative	dekoratyvinis
decorator	dekoratorius
decorum	apdaila
decoy	minkšti
decrease	mažinti
decreased	sumažėjo
decreasing	mažėja
decree	dekretas
decrement	sumažėjimas
decrepit	nykimas
decry	sunaikinti
decryption	iššifravimas
dedicate	dedikuoti
dedication	atsidavimas
deduce	išvesti
deduct	atimti
deductible	išskaitytas
deduction	atskaita
deed	darbas
deejay	deejay
deem	manau
deep	giliai
deepen	gilinti
deer	elnias
defamation	šmeižtas
defamatory	šmeižikiškas
default	numatytas
defeat	nugalėti
defeated	nugalėjo
defeatist	nugalėtojas
defect	defektas
defection	defection
defective	defektinis
defector	Defector
defend	ginti
defendant	atsakovas
defended	ginti
defender	gynėjas
defending	ginti
defense	gynyba
defenseless	neapsaugotas
defensible	pateisinamas
defensive	gynybinis
defer	atidėti
deference	pagarba
deferral	atidėjimas
deferring	atidedamas
defiance	nepasitenkinimas
defiant	iššaukiantis
defibrillator	defibriliatorius
deficiency	trūkumas
deficient	trūksta
deficit	trūkumas
define	apibrėžti
defined	apibrėžta
definite	aiškus
definition	apibrėžimas
definitive	galutinis
deflate	defluoti
deflation	defliacija
deflect	nukreipti
deflection	nukrypimas
defloration	defloracija
deform	deformuoti
deformed	deformuotas
deformity	deformacija
defraud	apgauti
defray	padengti
defrost	atšildymas
deft	deft
defunct	neveikianti
defuse	sušvelninti
defy	iššaukti
degeneracy	išnykimas
degenerate	išnykęs
degeneration	degeneracija
degradation	skilimas
degrade	pabloginti
degraded	pablogėjo
degrading	žeminantis
degree	laipsnis
dehydrated	dehidratuotas
dehydration	dehidratacija
dejected	dega
delay	delsimas
delayed	atidėtas
delectable	patrauklus
delegate	deleguoti
delegation	delegacija
delete	Ištrinti
deleterious	žalingas
deletion	ištrynimas
deli	Deli
deliberate	sąmoningas
deliberation	svarstymas
deliberative	konsultacinis
delicacy	delikatesas
delicate	subtilus
delicatessen	delikatesai
delicious	skanus
delight	malonumas
delighted	malonu
delightful	puikūs
delineate	apibūdinti
delineation	apibūdinimas
delinquency	nusikalstamumas
delinquent	nusikaltėlis
delirious	nuobodus
delirium	deliriumas
deliver	pristatyti
deliverance	Išlaisvinimas
delivery	pristatymas
dell	dell
delta	delta
delude	meluos
deluge	debesis
delusion	apgaulė
delusional	klaidinantis
deluxe	prabangus
delve	pasinerti
demand	paklausa
demanding	reikalaujantis
demeaned	nuslopintas
demeaning	mažėja
demeanor	elgesys
demented	demented
dementia	demencija
demise	žlugimas
demo	demo
democracy	demokratija
democrat	demokratas
democratic	demokratinis
demographic	Demografija
demolish	nugriauti
demolished	nugriauti
demolition	griovimas
demon	demonas
demonic	demoniškas
demonstrable	įrodomas
demonstrate	parodyti
demonstrated	parodė
demonstrating	parodyti
demonstration	demonstracija
demonstrative	demonstracinis
demonstrator	demonstratorius
demoralized	demoralizuotas
demos	demos
demure	demure
den	NO TRANSLATION
deniability	paneigimas
denial	atsisakymas
denied	atmesta
denim	džinsinis audinys
denomination	nominalas
denominational	konfederacinė
denominator	vardiklis
denote	pažymėti
denounce	denonsuoti
dense	tankus
density	tankumas
dent	antgalis
dental	dantų
dentist	stomatologas
dentistry	odontologija
dentists	stomatologai
denunciation	denonsavimas
deny	paneigti
denying	atmesti
deodorant	dezodorantas
depart	išvykti
departed	išvyko
department	departamentas
departmental	departamentas
departure	išvykimas
depend	priklauso nuo
dependable	patikimas
dependant	priklausomas
dependence	priklausomybė
dependency	priklausomybė
dependent	priklausomas
depict	pavaizduoti
depicting	vaizduojantis
depletion	išeikvojimas
deplorable	apgailėtinas
deplore	apgailestauju
deploy	diegti
deployment	diegimas
deport	deportuoti
deportation	deportacija
depose	paniekinti
deposit	indėlis
depositary	depozitoriumas
deposition	nusodinimas
depository	depozitoriumas
depot	depas
depraved	iškraipytas
depravity	nusikaltimas
depreciate	nusidėvėjimas
depreciated	nusidėvėjimas
depreciation	nusidėvėjimas
depress	prispausti
depressed	depresija
depressing	depresija
depression	depresija
depressive	depresija
depresson	NO TRANSLATION
deprivation	atėmimas
deprive	atimti
deprived	atimta
depth	gylis
deputy	pavaduotojas
derail	pabėgti
deranged	iškraipytas
derelict	apleistas
derision	sumišimas
derivation	išvedimas
derivative	išvestinė priemonė
derive	gauti iš
dermal	odos
dermatologist	dermatologas
dermatology	dermatologija
derogation	nukrypimas
derogatory	žalingas
descend	nusileisti
descendant	palikuonis
descendent	NO TRANSLATION
descending	mažėja
descent	nusileidimas
describe	apibūdinti
description	apibūdinimas
descriptive	apibūdinantis
desecrate	desecrate
desecration	nusivylimas
desert	dykuma
deserted	apleistas
deserter	deserteris
desertion	desertion
deserve	nusipelno
deserved	nusipelnė
deserving	nusipelnęs
design	dizainas
designate	paskirti
designated	paskirtas
designation	paskyrimas
designed	suprojektuotas
designer	dizaineris
designing	projektavimas
desirability	pageidautina
desirable	pageidautina
desire	troškimas
desiring	norintis
desirous	nori
desist	atmesti
desk	stalas
desolate	desolate
desolation	sunaikinimas
despair	neviltis
despairing	atsipalaidavęs
despatch	išsiuntimas
desperado	desperado
desperate	beviltiška
desperation	beviltiška
despicable	niekingas
despise	niekinti
despondent	prislėgtas
despotic	despotiškas
despotism	despotiškumas
dessert	desertas
destination	Kelionės tikslas
destined	numatytas
destiny	likimas
destitute	destitute
destroy	sunaikinti
destroyed	sunaikinta
destroyer	sunaikintojas
destroying	sunaikinti
destruct	sunaikinti
destruction	sunaikinimas
destructive	destruktyvus
detach	atsitraukti
detached	atskirtas
detachment	atskyrimas
detail	išsamiai
detailed	detalus
details	detalės
detain	sulaikyti
detainee	sulaikytasis
detect	aptikti
detectable	aptinkamas
detection	aptikimas
detective	detektyvas
detector	detektorius
detention	sulaikymas
deter	atgrasyti
detergent	ploviklis
deteriorate	pablogėja
deteriorated	pablogėjo
deteriorating	blogėja
deterioration	pablogėjimas
determinable	nustatomas
determinate	nustatomas
determination	nustatymas
determine	nustatyti
determined	Atkaklus
deterrent	atgrasymo priemonė
detest	gėda
detestation	nusižengimas
detonate	detonuoti
detonation	detonacija
detonator	detonatorius
detour	apvažiavimas
detract	atmesti
detriment	žala
detrimental	žalingas
detritus	detritus
deuce	Deuce
deutschmark	deutschmark
devalued	devalvuotas
devastate	sunaikinti
devastated	nuniokotas
devastating	niokojantis
devastation	nuniokojimas
develop	plėtoti
developer	programuotojas
developing	plėtojant
development	plėtra
deviant	deviant
deviate	nukrypti
deviating	nukrypstantis
deviation	nukrypimas
device	prietaisas
devil	velnias
deviled	deviled
devilish	velnias
devious	klaidingas
devise	suprojektuoti
devoid	neturi
devolution	devoliucija
devolve	perduoti
devote	skirti
devoted	skirta
devotee	bhaktas
devotion	atsidavimas
devotional	religinis
devour	valgyk
devout	pašventintas
dew	rasa
dexter	dexter
dexterity	taupumas
dextrose	dekstrozė
diabetes	diabetas
diabetic	diabetu
diabolical	velniškas
diagnose	diagnozuoti
diagnosis	diagnozė
diagnostic	diagnostinis
diagnostics	diagnostika
diagonal	įstrižainė
diagram	diagrama
dial	rinkti
dialect	dialektas
dialectic	dialektika
dialogue	dialogas
dialysis	dializė
diameter	skersmuo
diamond	deimantas
diamonds	deimantai
diaper	sauskelnės
diaphragm	diafragma
diarrhea	viduriavimas
diarrhoea	viduriavimas
diary	dienoraštis
diatribe	Diatribe
dib	NO TRANSLATION
dibs	dibs
dice	kauliukai
dicey	dicey
dichotomous	dichotomiškas
dichotomy	dichotomija
dick	penis
dickhead	Dickhead
dicks	dicks
dictate	diktuoti
dictation	diktantas
dictator	diktatorius
dictatorial	diktatūrinis
dictatorship	diktatūra
diction	dikcija
dictionary	žodynas
dictum	NO TRANSLATION
didactic	didaktinis
diddle	diddle
die	NO TRANSLATION
died	mirė
diesel	dyzelinas
diet	dieta
dietary	mityba
differ	skirtis
difference	skirtumas
differences	skirtumai
different	skiriasi
differential	diferencialas
differentiation	diferencijavimas
differently	skirtingai
differing	skiriasi
difficult	sunku
difficulties	sunkumai
difficulty	sunku
diffuse	skleisti
diffusion	difuzija
dig	NO TRANSLATION
digest	virškinti
digestion	virškinimas
digestive	virškinimas
digit	skaitmenų
digital	skaitmeninis
dignified	oriai
dignify	gerbti
dignity	orumas
digress	nukrypti
digs	NO TRANSLATION
dike	dike
dilapidated	nykstantis
dilatation	dilatacija
dilation	dilatacija
dildo	dildo
dilemma	dilema
diligence	kruopštumas
diligent	kruopštus
dill	krapai
diluent	skiediklis
dilute	atskiesti
diluted	praskiesta
dilution	skiedimas
dim	šiek tiek
dime	dime
dimension	dimensija
dimensional	matmenų
diminish	mažėja
diminished	sumažėjo
diminution	mažėjimas
diminutive	mažybinis
dimwit	dimwit
din	NO TRANSLATION
dine	pietauti
diner	valgomasis
dinghy	velenas
dingo	Dingo
dingy	nuobodu
dining	pietauti
dinky	dinaminis
dinner	vakarienė
dinnertime	vakarienė
dinosaur	dinozauras
dint	dint
diocesan	vyskupija
diocese	vyskupija
diorama	dioramas
dioxide	dioksidas
dip	suplakti
diploma	diplomas
diplomacy	diplomatija
diplomat	diplomatas
diplomatic	diplomatinis
dipper	kastuvas
dippy	dippy
dipstick	matuoklis
dire	NO TRANSLATION
direct	tiesioginis
directed	nukreiptas
direction	kryptis
directive	direktyva
directly	tiesiogiai
director	direktorius
directory	katalogas
dirt	purvas
dirty	purvinas
disability	negalia
disable	išjungti
disabled	išjungtas
disadvantage	trūkumas
disaffected	nepasitenkinimas
disagree	nesutikti
disagreeable	nepatogu
disagreeing	nesutinku
disagreement	nesutarimas
disallow	uždrausti
disallowed	neleidžiama
disapointment	NO TRANSLATION
disappear	išnyks
disappearance	išnykimas
disappearing	išnyksta
disappoint	nuvilti
disappointed	nusivylusi
disappointing	nusivylęs
disappointment	nusivylimas
disapproval	nepatvirtinimas
disapprove	nepatvirtinkite
disapproved	nepatvirtintas
disapproving	nepatvirtinti
disarm	atrakinti
disarray	nerimauti
disaster	nelaimė
disastrous	katastrofiškas
disband	iškrauti
disbelief	netikėjimas
disbelieve	netikėti
disburse	išmokėti
disbursement	išmokėjimas
disc	diskas
discard	išmesti
discarded	atmesta
discards	išmetimas
discern	išskirti
discernible	pastebimas
discerning	sąmoningas
discernment	supratimas
discharge	išleidimas
disciple	mokinys
disciplinary	drausmės
discipline	disciplina
disciplined	disciplinuotas
disclaim	atsisakyti
disclaimer	atsisakymas nuo atsakomybės
disclose	atskleisti
disclosed	atskleista
disclosure	atskleidimas
disco	diskoteka
discoloration	spalvos pasikeitimas
discolored	pasikeitė
discomfort	diskomfortas
disconcerted	nustebintas
disconcerting	nenuostabu
disconnect	atjunkite
disconnected	atjungtas
disconnection	atjungimas
disconnects	atjungia
discontent	nepasitenkinimas
discontinuance	nutraukimas
discontinue	nutraukti
discontinuity	nutraukimas
discontinuous	nepertraukiamas
discord	nesantaika
discount	nuolaida
discounted	diskontuota
discourage	atgrasinkite
discouraged	atgrasyti
discouragement	nusivylimas
discouraging	atgrasyti
discourse	diskursas
discover	atrasti
discovery	atradimas
discredit	diskredituoti
discredited	diskredituotas
discreet	NO TRANSLATION
discrepancy	neatitikimas
discrete	diskretus
discretion	diskrecija
discretionary	diskrecinis
discriminate	diskriminuoti
